date,YUET SHEUNG INTERNATIONAL SECURITIES LTD,MIGHTY DIVINE SECURITIES LTD,KGI ASIA LTD,SOOCHOW SECURITIES INTERNATIONAL,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.
2024-03-11,96.8542372881356,3.145762711864407,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,93.18374535255364,3.0265475181005805,0.0,0.0,0.0,0.0,3.78970712934577,0.0
2024-05-06,71.747872991979,4.425947653096614,17.582774371121392,0.0,0.0,0.0,3.0010552025915187,3.2423497812114905
2024-05-07,66.77326056523192,6.362945118354759,16.894422296601075,0.0,0.0,3.7577902374201435,3.0450323690138643,3.1665494133782444
2024-05-08,66.77895514856903,6.363487765530279,16.89586309333447,0.0,0.0,3.7581107107576632,3.0367638175241103,3.1668194642844454
2024-05-09,66.87686383920628,6.372817662256322,16.9206351465805,0.0,0.0,3.763620705607709,2.894600115300029,3.1714625310491593
2024-05-14,66.87781581625754,6.372908377876314,16.920876007999944,0.0,0.0,3.762250802485392,2.8946413192788665,3.171507676101949
2024-06-20,63.523435892706395,9.489284118076888,16.802048822707313,0.0,0.0,3.750026603480445,3.3179860810590314,3.1172184819699345
2024-06-21,63.70239679005144,9.516017728705279,16.849384261861232,0.0,0.0,3.7605913362691465,3.0328037961625745,3.1388060869503356
2024-06-25,63.673405533787964,9.511686944896784,16.84171602892759,0.0,0.0,3.768835287675908,3.0314235530872446,3.17293265162451
2024-06-27,63.6697834820635,9.511145874071177,16.840757990542894,0.0,0.0,3.7671987769758593,3.03836171650016,3.172752159846411
2024-06-28,63.652584362315444,9.508576628066509,16.83620879628642,0.0,0.0,3.7576507218869293,3.0375409637954687,3.207438527649229
2024-07-02,63.64353592573902,9.507224950779356,16.833815470563568,0.0,0.0,3.7571165587484807,3.0371091667673586,3.221197927402216
2024-07-04,63.6372035506407,9.506279005308905,16.832140547378597,0.0,0.0,3.7666924886466204,3.0368069818843413,3.220877426140846
2024-07-08,63.63629902849143,9.506143885607885,16.831901299845782,0.0,0.0,3.7666389498894883,3.0367638175241103,3.222253018641309
2024-07-18,63.62454258002629,9.504387678971115,16.828791700714106,0.0,0.0,3.7659430845205533,3.054677230255445,3.2216577255124883
2024-07-22,63.6209260851339,9.503847438238491,16.827835132120246,0.0,0.0,3.765729023823565,3.060187718039263,3.2214746026445362
2024-07-29,63.46220631489422,9.715439951805521,16.906339700201993,0.0,0.0,3.756334384634466,3.0171161274318723,3.142563521031929
2024-07-30,63.46040723180179,9.715164529869098,16.905860424241137,0.0,0.0,3.7562278967249942,3.0198654845179624,3.142474432845024
2024-07-31,21.31952380952381,3.584285714285714,5.66047619047619,0.0,0.0,1.2619047619047619,1.0192857142857141,1.0552380952380953
2024-08-01,62.87664403232942,10.570961104986342,16.69416961006678,0.0,0.0,3.721674894142926,3.0243875035987893,3.112162854875745
2024-08-15,62.88105955800252,10.571703452973686,16.69534196167108,0.0,0.0,3.7317677792681128,3.0245998918531734,3.0955273562314343
2024-08-16,62.8801764032556,10.571554975035289,16.695107478177825,0.0,0.0,3.741546758800851,3.024557411815928,3.087056972914516
2024-09-02,60.05942759023134,10.097324416958998,15.946179798643763,0.0,4.485911100081159,3.5737042974330766,2.8888784551509503,2.9485743415007146
2024-09-12,60.06023328660447,10.097459872423483,15.946393716420612,0.0,4.48597127851523,3.5737522386257687,2.8875757108265643,2.9486138965838737
2024-09-23,60.0610390045947,10.097595331522285,15.94660763993695,0.0,4.4860314585639065,3.5738001811047386,2.886272931549116,2.9486534527283093
2024-09-25,55.0140696231307,9.095489119081849,14.606603506961086,8.556665560757425,4.109067226994015,3.273491355476094,2.643737481721778,2.7008761258770475
2024-10-04,54.98569200348796,9.090797440526632,14.599069059111061,8.552251820738611,4.156073836630927,3.2718028075605172,2.6423737764513713,2.7019392554929196
2024-10-08,54.992445923869646,9.091914067777873,14.600862270153414,8.55330229815877,4.156584329284021,3.272204684755506,2.63041528994141,2.702271136059352
2024-10-10,54.99582350628931,9.09247248427673,14.601759040880502,8.553827633647797,4.15683962264151,3.284689465408805,2.6121511399371067,2.702437106918239
2024-10-16,54.985565997174625,9.092807567102758,14.614581413918065,8.554142865917328,4.156992813709231,3.284810515324611,2.6122474049505557,2.6988514219028312
