date,CMBC SECURITIES CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS BANK CO LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,CHINA SYSTEM SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0786030175284729,0.0786030175284729
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05791801291571688,0.05791801291571688
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.44141799843621365,0.06660571485307441,0.0,0.058331713007972,0.5663554262972601
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.4430727988052341,0.06660571485307441,0.0,0.058331713007972,0.5680102266662805
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.44100429834395855,0.06660571485307441,0.0,0.058331713007972,0.5659417262050049
2024-03-11,64.52943683006441,0.0,1.3887912097004398,0.0,0.0,0.4273521952995396,0.06660571485307441,0.0,0.058331713007972,66.47051766292545
2024-03-12,64.52943683006441,0.0,1.3887912097004398,0.0,0.0,0.4265247951150293,0.06660571485307441,0.0,0.059159113192482245,66.47051766292545
2024-03-13,64.52943683006441,0.0,1.3908597101617155,0.0,0.0,0.42486999474600884,0.06660571485307441,0.0,0.05957281328473736,66.47134506310995
2024-03-14,64.52943683006441,0.0,1.3908597101617155,0.0,0.0,0.4261110950227742,0.06660571485307441,0.0,0.05957281328473736,66.47258616338672
2024-03-15,64.52943683006441,0.0,1.3908597101617155,0.0,0.0,0.4252836948382639,0.06660571485307441,0.0,0.05957281328473736,66.4717587632022
2024-03-18,64.52943683006441,0.0,1.3908597101617155,0.0,0.0,0.42776589539179466,0.06660571485307441,0.0,0.059159113192482245,66.47382726366348
2024-03-20,64.52943683006441,0.0,1.3908597101617155,0.0,0.0,0.42776589539179466,0.07281121623690122,0.0,0.05874541310022713,66.47961906495506
2024-03-21,64.52943683006441,0.0,1.3908597101617155,0.0,0.0,0.42693849520728444,0.07281121623690122,0.0,0.0802578178974934,66.5003040695678
2024-03-22,64.52943683006441,0.0,1.3908597101617155,0.0,0.0,0.42693849520728444,0.07281121623690122,0.0,0.05874541310022713,66.47879166477054
2024-03-27,64.32258678393686,0.0,1.7218197839658118,0.0,0.0,0.40708089077903864,0.07157011596013586,0.0,0.05460841217767592,66.57766598681951
2024-03-28,64.32258678393686,0.0,1.7218197839658118,0.0,0.0,0.4087356911480591,0.07157011596013586,0.0,0.05460841217767592,66.57932078718854
2024-04-02,64.32258678393686,0.0,1.7218197839658118,0.0,0.0,0.4087356911480591,0.07281121623690122,0.0,0.054194712085420794,66.58014818737304
2024-04-05,64.32258678393686,0.0,1.7209923837813015,0.0,0.0,0.4087356911480591,0.07281121623690122,0.0,0.06370981420728856,66.5888358893104
2024-04-08,64.32258678393686,0.0,1.7209923837813015,0.0,0.0,0.4087356911480591,0.07281121623690122,0.0,0.04592071024031839,66.57104678534344
2024-04-09,64.32258678393686,0.0,1.7209923837813015,0.0,0.0,0.40749459087129375,0.07281121623690122,0.0,0.04343850968678766,66.56732348451314
2024-04-11,64.32258678393686,0.0,1.7209923837813015,0.0,0.0,0.4058397905022733,0.07281121623690122,0.0,0.04343850968678766,66.56566868414411
2024-04-12,64.32258678393686,0.0,1.719751283504536,0.0,0.0,0.40749459087129375,0.07281121623690122,0.0,0.04302480959453254,66.56566868414411
2024-04-15,64.32258678393686,0.0,1.719751283504536,0.0,0.0,0.4103904915170796,0.07281121623690122,0.0,0.0442659098712979,66.56980568506667
