date,CHINA MERCHANTS SECURITIES (HK) CO LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,CITIBANK N.A.,THE BANK OF EAST ASIA LTD,UOB KAY HIAN (HONG KONG) LTD
2024-06-11,64.93928627577165,7.7035313433625765,5.642853299588246,7.476513115006137,4.678332561800139,5.020265173207384,2.8889721542371842,1.6502460770266796,0.0,0.0
2024-06-12,64.93928627577165,7.7035313433625765,5.642424602555731,7.476513115006137,4.678332561800139,5.020265173207384,2.8889721542371842,1.6506747740591945,0.0,0.0
2024-06-14,64.93644679344332,7.707481287903385,5.642177886494212,7.476186203084478,4.678213736499318,5.020045661182223,2.888845833394295,1.6506025979987609,0.0,0.0
2024-06-17,64.93561169883839,7.707382168281679,5.6433913453770295,7.476090057959945,4.6781535738134155,5.019981102475132,2.888808682307516,1.6505813709468888,0.0,0.0
2024-06-18,64.93561169883839,7.7069534955069035,5.643820018151806,7.476090057959945,4.6781535738134155,5.019981102475132,2.888808682307516,1.6505813709468888,0.0,0.0
2024-06-19,64.9328282052743,7.706623133554621,5.642292130125124,7.483485371262012,4.677953042702307,5.019765918776618,2.888684852252409,1.6483673460525983,0.0,0.0
2024-06-24,64.9319932037376,7.706524030491699,5.643505519919616,7.483389137631695,4.677892886721315,5.019701367264356,2.888647705305982,1.6483461489277378,0.0,0.0
2024-06-25,64.932271535197,7.706557064562802,5.643529710846924,7.483421215233463,4.677912938543073,5.019722884250643,2.8886600875153037,1.647924563850781,0.0,0.0
2024-06-26,64.9262521559128,7.707705951171446,5.644534301246907,7.484753320050312,4.67874564195225,5.0206164323807085,2.889174290565773,1.6482179067197942,0.0,0.0
2024-06-27,64.92586245930435,7.707659688423045,5.6445004219484645,7.484708395495343,4.6787175594548325,5.021186512162319,2.889156949330373,1.6482080138812745,0.0,0.0
2024-06-28,64.92530575797856,7.708451041302536,5.644452023656179,7.484644218495161,4.6786774421861566,5.022000899979232,2.889132176498051,1.6473364399041142,0.0,0.0
2024-07-05,64.9255841074481,7.7084840891755215,5.6440475000821975,7.484676306857681,4.678697500734498,5.0220224304328855,2.8891445628611083,1.647343502408,0.0,0.0
2024-07-08,64.92419238396685,7.708318852644203,5.647356223546426,7.484515867796423,4.678597209712662,5.0219147800107,2.8890826321078604,1.6460220502148692,0.0,0.0
2024-07-09,64.90944378243984,7.706567780832195,5.642215789066973,7.482815636525096,4.677534389161219,5.047348163508223,2.8884263293191,1.645648129147361,0.0,0.0
2024-07-11,64.90833095237635,7.706435656755743,5.64383349171353,7.482687348533172,4.677454195885974,5.047261630017101,2.8883768091342374,1.6456199155838902,0.0,0.0
2024-07-12,64.90888736263837,7.70650171822767,5.643881872049703,7.482751491979276,4.677494292179879,5.047304896391769,2.887544344288641,1.6456340222446988,0.0,0.0
2024-07-15,64.90888736263837,7.70650171822767,5.646453546227037,7.480179817801942,4.677494292179879,5.047304896391769,2.887544344288641,1.6456340222446988,0.0,0.0
2024-07-16,64.90955506754487,7.706580993489015,5.645654396635763,7.480256764934591,4.677370961931206,5.04735681702053,2.8875740478870973,1.6456509505569163,0.0,0.0
2024-07-23,64.90955506754487,7.706580993489015,5.645654396635763,7.480256764934591,4.675227878071507,5.04735681702053,2.8875740478870973,1.6477940344166153,0.0,0.0
2024-07-24,64.91051213520055,7.7066946242078975,5.6444517704703285,7.480367058585477,4.675108218436734,5.047431238451259,2.887616624110609,1.6478183305371465,0.0,0.0
2024-07-30,64.91746841670569,7.707520529527646,5.639055304515781,7.481168709000942,4.67560923695846,5.0436854675486,2.8879260820621093,1.6475662536807827,0.0,0.0
2024-07-31,64.91412921551958,7.707124072883205,5.6387652448350725,7.480783895359318,4.6753687346670025,5.04856979600206,2.88777753396814,1.6474815067656203,0.0,0.0
2024-08-02,64.91414034561957,7.707125394337604,5.638766211651108,7.4807851780056955,4.6753695363002095,5.04857066162388,2.8877780291030684,1.6474646433588604,0.0,0.0
2024-08-06,64.91419599617679,7.7071320016163956,5.638771045736255,7.480791591244189,4.675287814986893,5.048574989737431,2.8877805047802565,1.6474660557217895,0.0,0.0
2024-08-07,64.91169181556207,7.7068346852858545,5.6424111980435026,7.480503006397715,4.6751074574405225,5.0483802319740905,2.887669103508953,1.6474025017872942,0.0,0.0
2024-08-08,64.91252652096598,7.706933788180556,5.641197845147121,7.4805991988725795,4.67516757507649,5.0484451495589315,2.8877062363110415,1.6474236858872955,0.0,0.0
2024-08-09,64.91169181556207,7.7068346852858545,5.6424111980435026,7.480503006397715,4.6751074574405225,5.0483802319740905,2.887669103508953,1.6474025017872942,0.0,0.0
2024-08-15,64.88693864987832,7.703895791682461,5.6676814589233695,7.477650421214118,4.673324670607416,5.057166788517805,2.8865679312892834,1.64677428788724,0.0,0.0
2024-08-16,64.87308790049121,7.702251320050185,5.666471637083615,7.497473042289589,4.672327103914273,5.056087286983999,2.885951765234342,1.6463499439527876,0.0,0.0
2024-08-19,64.86947539232546,7.701822414217445,5.671724672703539,7.497055539693914,4.672066921759203,5.055805734845784,2.885791058774155,1.646258265680507,0.0,0.0
2024-08-20,64.86919752374645,7.7017894234396245,5.673842129251449,7.4970234260355735,4.672046908947496,5.054070677170689,2.8857786974800956,1.6462512139286283,0.0,0.0
2024-08-21,64.86891965754793,7.701756432944435,5.674246173881394,7.496991312652347,4.672026896307237,5.0540490281375625,2.8857663362919346,1.6462441622371617,0.0,0.0
2024-08-27,64.92231365190813,7.708095794563453,5.626186454188951,7.493730708427279,4.675872469488802,5.058209046012519,2.8881416277612275,1.6274502476496477,0.0,0.0
2024-08-28,64.92303729878924,7.70818171170299,5.626249165636697,7.4938142361783715,4.674809953325985,5.058265426584842,2.8881738200008997,1.6274683877809775,0.0,0.0
2024-08-30,64.9188626348573,7.707686062246162,5.632317561542409,7.493332370922124,4.674509354935755,5.057940171342432,2.8879881054136405,1.6273637387401823,0.0,0.0
2024-09-02,64.91802776649523,7.707586940003767,5.633531147074742,7.493236005307123,4.674449239896609,5.057875125313361,2.887950965362177,1.62734281054699,0.0,0.0
2024-09-03,64.91513372241565,7.707243335967738,5.62856481469118,7.53662462519225,4.665410588710338,5.057649645364796,2.8878222205792405,1.601551047078816,0.0,0.0
2024-09-05,64.87978044015108,7.703045911830814,5.625927875063119,7.532520121320535,4.66286977013746,5.0548952103778415,2.8862494903353104,1.6006788300320083,0.054032350751836045,0.0
2024-09-09,64.87866862696377,7.7029139084860265,5.6275451175571,7.532391040193138,4.662789864810008,5.054808587101418,2.886200030084005,1.6006513999787653,0.05403142482576633,0.0
2024-09-10,64.87868252439344,7.702915558499914,5.6275463230135925,7.532392653679926,4.662790863609699,5.05480966987405,2.8862006483266844,1.6006303222030533,0.05403143639964634,0.0
2024-09-12,64.86895578001912,7.7017607216928266,5.642979879747019,7.5312633820144335,4.662091808495807,5.052766796452462,2.885767943240407,1.6003903524413985,0.05402333589652902,0.0
2024-09-13,64.87090089556645,7.701991661351736,5.640150555540565,7.531489209258285,4.66223160274948,5.052918305215547,2.8858544738778265,1.600438340637276,0.05402495580283562,0.0
2024-09-16,64.86867791589161,7.69958599720275,5.648524217246573,7.531231122085109,4.662071838572487,5.052745153085145,2.885755582144377,1.5973850692826825,0.05402310448927244,0.0
2024-09-20,64.86875293897144,7.699594902065213,5.648530749978501,7.531239832238791,4.662077230434923,5.052750996776048,2.8857589196298687,1.597271262936181,0.05402316696903635,0.0
2024-09-25,64.86625226315554,7.699298084415859,5.653452970360591,7.530949504639463,4.660612515915115,5.052556214363116,2.8856476742734554,1.5972096884887363,0.054021084388116924,0.0
2024-09-27,64.86640785513683,7.699316552401933,5.659034845220719,7.539962537838677,4.654627049116587,5.052568333719553,2.8854147301158704,1.5886468824835867,0.05402121396624511,0.0
2024-09-30,64.86501866743767,7.699151662804987,5.65891365057073,7.541942674414035,4.654527364998804,5.052460127237794,2.8853529356866336,1.5886128598086702,0.05402005704067428,0.0
2024-10-02,64.8798026768035,7.696108142950953,5.681624443339035,7.54451847161792,4.6581587448817,5.05361168194904,2.844025373981047,1.5881180952061231,0.05403236927068113,0.0
2024-10-03,64.87663410749943,7.695046845022954,5.682203765605749,7.544150015971372,4.664357242692866,5.053364876037348,2.84217288126591,1.5880405354411407,0.05402973046323053,0.0
2024-10-04,64.8614959542044,7.684513993589359,5.726277633134639,7.522687909187365,4.665787273724222,5.052185736379418,2.8415096956774555,1.5915246808035373,0.05401712329959615,0.0
2024-10-07,64.86010697688289,7.6843494334677205,5.685039143523314,7.528522878016782,4.659263004387847,5.052077546284375,2.885134451809614,1.5914905990782275,0.054015966549229334,0.0
2024-10-08,64.90363801137737,7.677900921055906,5.755284216251753,7.4418600385319635,4.670533057528726,5.055468261659149,2.8778478254218225,1.5634154486634866,0.054052219509834916,0.0
2024-10-09,63.90358342006412,7.642304449388451,5.695299317563738,7.269805171502089,4.674506542178021,4.959005242432551,2.8334038149551137,1.5287765264648472,0.05321936680777211,1.440096148643295
2024-10-10,63.83085901213168,7.449835943854645,5.887341469375277,7.324755964874205,4.700798834910136,4.953361729175725,2.832286776104532,1.5291441969537132,0.05315880139446511,1.4384572712256167
2024-10-14,63.85965961608058,7.441811855737736,5.882829220857964,7.328060908577479,4.699546372166268,4.955175011322954,2.8107937729534993,1.5298341496988086,0.05318278674589316,1.4391063058588198
2024-10-15,63.8300518929472,7.438361553835721,5.872936417081986,7.324663345862767,4.753003968537587,4.952877607129215,2.809490583987022,1.5270174189689103,0.053158129219766335,1.4384390824298268
2024-10-16,63.86235258934323,7.440438871123038,5.828677770195626,7.328369934216081,4.801796385517227,4.955383971939052,2.762838300823661,1.5277901541395518,0.053185029473518095,1.439166993229017
2024-10-17,63.84956837280137,7.43894941484969,5.827510962589178,7.326902912342642,4.820853535779603,4.954391983714743,2.7622852250023704,1.5274843151065516,0.05317438268544959,1.438878895128409
2024-10-18,63.7742810078581,7.430177877098328,5.938553194047622,7.318263492726763,4.815169090782778,4.948550078642307,2.7590281133082417,1.5256832023972993,0.05311168282299324,1.43718226031556
2024-10-21,72.14694296468234,5.261799492183386,4.407392729844713,5.012316910087619,3.6925528143685353,3.7436868725299672,2.2923548634239266,0.993774616623077,1.3031439542206142,1.1460347820358268
2024-10-23,72.06135333725486,5.255557294806367,4.520796504209456,5.006370679807386,3.6881722514971087,3.7392456481141,2.289635388549044,0.992595678255234,1.30159800367936,1.1446752138270755
2024-10-24,72.06092492568125,5.25552605002027,4.521364137121179,5.006340916459326,3.6881503249636087,3.7392234179444173,2.2896217764497098,0.9925897771798755,1.3015902655558977,1.1446684086244678
2024-10-25,72.05956183183551,5.255426637263325,4.523170196939024,5.006246217251677,3.6880805604550995,3.7391526873448018,2.289578466301307,0.9925710014977978,1.3015656448660788,1.1446467562453897
2024-10-28,72.05722521949953,5.255256224143966,4.526266140525772,5.006083884087683,3.6879609702950353,3.7390314411135837,2.289504224144506,0.9925388162667547,1.301523440136206,1.1446096397869632
2024-10-29,72.02783579274085,5.264727425411673,4.538195529329318,5.019708325773138,3.686456789992571,3.7375064310906145,2.2885704216492777,0.9918638895924814,1.3009925977716537,1.1441427966484252
2024-10-30,72.00021991820365,5.262168891645329,4.539155599149191,5.058284331557,3.680723318936949,3.736073450249987,2.287692970967355,0.9914836034373931,1.3004937899432851,1.1437041259098542
2024-10-31,71.9994423128989,5.262112060007186,4.54018658015294,5.058229701880402,3.680683566975339,3.7360331005047063,2.287668263790184,0.9914728953741334,1.3004797445574376,1.143691773858758
2024-11-01,71.99905351654513,5.266673637155287,4.537462067593174,5.058202387484602,3.680663691316524,3.736012925958898,2.287655910401726,0.99011754363311,1.3004727219782815,1.1436855979332614
2024-11-04,71.97942475945717,5.284402551637004,4.544322819560103,5.056823393996266,3.679660249604575,3.7349943946502298,2.2870322377286434,0.9898476126298082,1.300118180329295,1.1433738004068998
2024-11-05,71.97398501848753,5.291560545989241,4.543979388932482,5.056441231878626,3.6793821646006855,3.734712127848322,2.2868593985735086,0.9897728063274498,1.3000199257773228,1.1432873915848443
2024-11-06,71.96912880164152,5.2912035146888545,4.545292122346138,5.056100064509821,3.6791339099341416,3.7344601399676227,2.2918329594381595,0.9897060245399112,1.299932211047312,1.1432102518865295
2024-11-07,71.95805907721227,5.290389663447608,4.545942230460615,5.0693543581012,3.6785680145398327,3.7338857347284633,2.2914804477470874,0.9895537957559862,1.299732265715298,1.1430344122916394
2024-11-08,71.95786490191568,5.2903753875903226,4.546199808558394,5.069340678696856,3.6785580881042903,3.7338756590207636,2.2914742642993784,0.9895511254935551,1.299728758451464,1.143031327869285
2024-11-11,71.94000525662678,5.304169913277798,4.546420351144557,5.0680824892481615,3.6776450851585007,3.732948926482021,2.299538429860284,0.9890357448597656,1.2994061711341587,1.1427476322079742
2024-11-12,71.93573578527314,5.3092503654770855,4.546150531711245,5.068321234614877,3.677426825508894,3.7327273846785505,2.2994019576232043,0.98897704789741,1.2993290544116254,1.1426798128039757
2024-11-13,71.93631795607145,5.3084840399685485,4.546187323384471,5.068362252178499,3.6774565866628937,3.732757593376045,2.299420566519863,0.9889850516183869,1.299339569789339,1.1426890604305073
2024-11-14,71.93535883470715,5.316506083403925,4.547205752226131,5.055870172590941,3.68199348734273,3.7327078248077163,2.2993899085232696,0.9889718655571742,1.299322245795336,1.1426738250456316
2024-11-18,71.87252108961137,5.311861952068782,4.543233628355686,5.05145371472809,3.7612787729537565,3.729447189890315,2.3033108720808677,0.9870298680323788,1.2981872479111085,1.1416756643676427
2024-11-19,71.87357491169,5.310592191551895,4.543300242964904,5.051527781052368,3.761215329481256,3.7295018724550864,2.3033446440957372,0.9870443402374918,1.298206282423371,1.1416924040478917
2024-11-20,71.87880573597587,5.310978686513945,4.532579402235626,5.051895421791406,3.7612195150697594,3.733816527995243,2.3035122772087115,0.9871161754775294,1.2983007634472874,1.1417754942846223
2024-11-21,71.88035575605973,5.311093214343738,4.530520708886929,5.052004362657705,3.761300623342615,3.733897045340357,2.303561950965204,0.9871374620011636,1.2983287604658469,1.1418001159367113
2024-11-22,71.88035575605973,5.31055410546874,4.5310598177619275,5.052004362657705,3.761300623342615,3.733897045340357,2.303561950965204,0.9871374620011636,1.2983287604658469,1.1418001159367113
2024-11-26,71.8842310987555,5.306796883035998,4.532651949238734,5.04149397657234,3.7601555644787377,3.7340983538966275,2.3036861447297876,0.9871906823269794,1.2983987582952354,1.1512965886700526
2024-11-27,71.88229337517542,5.306653832115125,4.535225383337129,5.041358077201812,3.760054205084741,3.7339976969052384,2.3036240461736015,0.9871640714467635,1.2983637584371044,1.1512655541230672
2024-12-02,71.88897896307235,5.307147390388899,4.526750829456164,5.041826960997284,3.7604039180906144,3.7343449864620597,2.303433920180384,0.9872558850472826,1.2984845159230114,1.1513726303819538
2024-12-03,71.88878516041493,5.3071330830599805,4.527008212015624,5.041813368935226,3.760393780566298,3.734334919188987,2.303427710443907,0.9872532235431571,1.2984810153899193,1.1513695264419803
2024-12-05,71.88781616280153,5.306522382743798,4.528834268825872,5.041745409724192,3.760343093764585,3.7342845836378125,2.3033966622637343,0.9872399162377785,1.2984635130075637,1.1513540069931432
2024-12-06,71.88762236641352,5.306508077331205,4.529091641605623,5.041731818101832,3.760332956568213,3.734274516690412,2.30339045272814,0.9872372548197516,1.2984600125877126,1.1513509031535807
2024-12-09,71.88820375871217,5.305742242196829,4.529397854574748,5.041772593188757,3.76009378445345,3.734304717695447,2.3034090814353623,0.9872452391168808,1.2984705139038857,1.1513602147224724
2024-12-11,71.8880099602344,5.305727938810234,4.52992481036393,5.041759001419834,3.759814064733422,3.7342946506394905,2.3034028718328083,0.9872425776701548,1.2984670134462881,1.1513571108494403
2024-12-12,71.88200272564866,5.298545556730982,4.529276712063527,5.0413376929281535,3.761925925942898,3.733982598824577,2.3164188608299727,0.9868905193247633,1.2983585086211313,1.1512608990853277
2024-12-13,71.8820104762722,5.29854612804272,4.529277200429424,5.041338236506645,3.761926331569766,3.7339830014384767,2.316419110596115,0.9868798433097896,1.2983586486156729,1.151261023219179
2024-12-16,71.88297931737767,5.298617542980255,4.5293382469958825,5.041406184741227,3.7619770356171567,3.7340333288596894,2.3164503317881344,0.9855453233074742,1.298376148171126,1.1512765401613876
2024-12-17,71.89557662876615,5.299546112382235,4.512876865084004,5.0422896784993885,3.762366701117401,3.734687708812013,2.316856283884481,0.9857180376474064,1.2986036853265583,1.1514782984803718
2024-12-18,71.90720883573597,5.300403542284268,4.513607017343511,5.026926177827519,3.7629754260239388,3.7352919554490613,2.317231135204648,0.9858775200073158,1.2988137904199148,1.151664599703858
2024-12-19,71.93242486804941,5.273938540835536,4.49091235181511,5.028688993197351,3.7645647556575192,3.7366018274935167,2.33665645855129,0.9848744937261783,1.2992692514375046,1.1520684592365888
2024-12-23,71.93245785443945,5.273940959330312,4.490914411233888,5.02869129922689,3.7645664819916673,3.7366035410045724,2.3366575300828205,0.9848290878948572,1.2992698472495097,1.152068987546035
2024-12-27,71.93633881736659,5.267481394199217,4.492505530860988,5.028962611581375,3.7647695911775503,3.736805141509388,2.3367835994751114,0.984882222255808,1.2993399465935325,1.1521311449804332
2024-12-30,71.93653287650591,5.267495604025886,4.492517650073211,5.0289761779676,3.7645099821080317,3.7368152221056694,2.336789903301822,0.9848848791243602,1.2993434517592923,1.1521342530282161
2025-01-03,71.93692099792558,5.273998421339582,4.5006348854817695,5.0292730775192345,3.763990759766964,3.723347055481479,2.336802511057276,0.9835413601064774,1.2993504621475467,1.1521404691740889
2025-01-06,71.93633881736659,5.273955739232724,4.501407755282059,5.02923237595777,3.763960298048362,3.723316922689583,2.3367835994751114,0.9835334003738273,1.2993399465935325,1.1521311449804332
2025-01-07,71.93676574885515,5.27398703937687,4.504132130242717,5.0292622237050955,3.760691491669421,3.7233390200226175,2.336797467938769,0.9835392374985067,1.2993476579831675,1.1521379827076907
2025-01-08,71.931138422435,5.273574476394683,4.5043192796905505,5.028868804569683,3.7676804193820677,3.7230477580535757,2.3366146695881205,0.9834622991446789,1.2992460151955245,1.1520478555461167
2025-01-10,71.94387684381267,5.234039487026788,4.505926336045719,5.029759376459557,3.7746500012063104,3.7237070796240586,2.3526764384708097,0.9836364623436816,1.299476101130181,1.1522518738802214
2025-01-13,71.94426504448288,5.234067729286253,4.505680855392447,5.02978651644765,3.774670368772315,3.7237271723080694,2.35268913323526,0.983371975829875,1.2994831129498867,1.1522580912953693
2025-01-14,71.94193590330018,5.233898280301073,4.508772411770085,5.029623680912277,3.7745481666732097,3.723606619456431,2.3526129667034748,0.9833401399056996,1.2994410431666634,1.152220787810903
2025-01-15,71.93545392096384,5.23299508736114,4.5180775685917896,5.029170510846043,3.7739383180955093,3.7232711217799817,2.3524009958202483,0.9832515407689448,1.2993239632774,1.1521169724951152
2025-01-17,71.9353568941739,5.232988029079205,4.516587790775305,5.031321813036538,3.7736634671002656,3.7232660998189697,2.3523978228936206,0.9829804538617124,1.2993222107447289,1.1521154185157443
2025-01-20,71.93536465630747,5.232988593741059,4.516588278134501,5.031322355937743,3.77366387429474,3.723266501575352,2.3523980767274355,0.9829697695005897,1.2993223509471687,1.1521155428339396
2025-01-21,71.93828139656715,5.233200774058525,4.516231867474834,5.029368186069446,3.773816883838811,3.723417467673245,2.3524934586610637,0.9816526742063484,1.2993750341556214,1.152162257294951
2025-01-22,71.93807956527282,5.233186091699352,4.516758738464655,5.02935407558653,3.7735365250482054,3.7234070211883936,2.3524868584644727,0.9816607109006916,1.2993713886064107,1.1521590247684692
2025-01-23,71.9409907031903,5.233397864470502,4.5145134829838724,5.0295575998318025,3.773419447960432,3.723557697317463,2.3525820571928153,0.9803515269270011,1.2994239706233497,1.152205649502466
2025-01-24,71.94060253785493,5.233369627110726,4.515028685172984,5.029530462314047,3.773399088070873,3.7235376064623296,2.3525693635838687,0.9803462373351354,1.299416959441874,1.1521994326532403
2025-01-27,71.93089976563901,5.246150991121317,4.514689478249663,5.02885211953254,3.7726204182476164,3.7230354055360326,2.352252067872522,0.9802140160873557,1.299241704490898,1.1520440332230442
2025-02-03,71.93701220706696,5.23405263013321,4.515073121094269,5.029279454156888,3.7734805364090933,3.7233517763297335,2.3559589239157455,0.9802973113162448,1.2993521095997638,1.1521419299781026
2025-02-04,71.93604190890987,5.233982032377405,4.515012221051382,5.030560434729972,3.7734296390879796,3.723301555153514,2.355927146357408,0.9802840889061754,1.2993345837265218,1.1521263896997804
2025-02-05,71.94003970555889,5.234003129117512,4.515532918042533,5.0308400047079,3.7722904536017183,3.7233466081545505,2.35605807540773,0.9762918937050206,1.299406793363123,1.1521904183410256
2025-02-06,71.9419805437553,5.234144334949963,4.498658252001932,5.030975729493168,3.7799462194680085,3.723447058659516,2.362866276773963,0.9763182326479223,1.2994418494785709,1.1522215027716518
2025-02-07,71.94159236773831,5.2341160931739505,4.499443330906918,5.030948583950252,3.7796560400045003,3.7234269681249237,2.3628535274999916,0.9763129647456487,1.29943483810416,1.1522152857513492
2025-02-10,71.94348670635992,5.2342539159262556,4.499561808535741,5.0310810569730515,3.779550523170628,3.7235250119863164,2.3629157452595244,0.9739105520153519,1.2994690543276142,1.1522456254455982
2025-02-11,71.94193396241208,5.234140945920749,4.50162297813157,5.030972472012552,3.7794689497792198,3.7234446477839174,2.362864746853822,0.9738895322707634,1.2994410081096468,1.152220756725673
2025-02-13,71.89363829348196,5.258396428309888,4.536075963423196,5.027595106858149,3.7788189669149417,3.720945045117091,2.3612785213069754,0.9732357460318551,1.2985686744196085,1.151447254136344
2025-02-14,71.88046038482389,5.257432578524775,4.553843796278142,5.026673562328472,3.7778567648305614,3.72026300599527,2.36084570536653,0.9730573545626181,1.298330650308103,1.1512361969816396
2025-02-17,71.88026662809347,5.257418406899534,4.553831521205333,5.026660012723628,3.7778465814626365,3.7205225319769504,2.3608393416100593,0.9730547316465918,1.2983271506045608,1.1512330937772324
2025-02-18,71.87527146020292,5.257545954277191,4.558254969527349,5.026781961796989,3.7779382337503873,3.7206127935570157,2.360896616653396,0.973078338399894,1.2983586486156729,1.151261023219179
