date,UOB KAY HIAN (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,ROCTEC SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,IFAST SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-05-10,45.038167938931295,0.0,0.0,22.363296463623616,17.751986290699488,4.206262657734849,0.0,8.248948434335567,0.0,2.391338214675183
2024-05-13,44.99961086465873,0.0,0.0,22.344151295820687,17.830181337069032,4.202661685734299,0.0,8.23410382130905,0.0,2.389290995408203
2024-05-16,44.99961086465873,0.0,0.0,22.336368588995253,17.837964043894466,4.202661685734299,0.0,8.23410382130905,0.0,2.389290995408203
2024-05-21,44.91222619232562,0.0,0.0,22.29299363057325,17.997514370048158,4.194500543731552,0.0,8.21811402827404,0.0,2.3846512350473823
2024-05-22,44.90525007766387,0.0,0.0,22.289530910220563,18.010251630941287,4.193849021435228,0.0,8.216837527182355,0.0,2.3842808325566947
2024-05-27,44.77311444943472,0.0,0.0,22.223943007588666,17.9572556914976,4.475762738113675,0.0,8.192659129626762,0.0,2.3772649837385784
2024-05-28,44.77658173933246,0.0,0.0,22.225664059474948,17.950902191589872,4.476109347169519,0.0,8.193293580113064,0.0,2.3774490823201426
2024-05-30,44.74885844748858,0.0,0.0,22.211903103474963,18.0017026545933,4.395944586332328,0.0,8.188220725950005,0.0,2.4533704821608238
2024-05-31,5.782,0.0,0.0,2.87,2.352,0.567,0.0,1.058,0.0,0.317
2024-06-03,44.66589416763229,0.0,0.0,22.17072228659714,18.16917728852839,4.372344534569332,0.0,8.17303978370027,0.0,2.4488219389725763
2024-06-05,44.511162432640496,0.0,0.0,22.093918398768285,18.452655889145497,4.357197844495766,0.0,8.144726712856043,0.0,2.4403387220939186
2024-06-06,44.50773612500962,0.0,0.0,22.092217689169424,18.458933107535984,4.356862443229929,0.0,8.144099761373258,0.0,2.44015087368178
2024-06-11,44.51458926784202,0.0,0.0,22.095619370236356,18.4617753483717,4.3421356532450535,0.0,8.145353760874587,0.0,2.440526599430287
2024-06-14,44.53859189647204,0.0,0.0,21.99198890771838,18.533353874595594,4.34447696810969,0.0,8.149745801879526,0.0,2.441842551224773
2024-06-17,44.528301886792455,0.0,0.0,21.986907970735466,18.55217558721602,4.343473238351944,0.0,8.147862918752406,0.0,2.4412783981517134
2024-06-19,44.53173136167591,0.0,0.0,21.98860135551448,18.545902649414664,4.343807763401109,0.0,8.148490449784349,0.0,2.4414664202094887
2024-06-20,44.54027414138303,0.0,0.0,21.985214846758048,18.543046357615893,4.343138764823657,0.0,8.14723548436778,0.0,2.441090405051594
2024-06-21,33.451409209918374,0.0,0.0,21.985214846758048,18.543046357615893,4.343138764823657,11.088864931464654,8.14723548436778,0.0,2.441090405051594
2024-06-24,33.46171622246187,0.0,0.0,21.99198890771838,18.51794792790017,4.34447696810969,11.092281620705592,8.149745801879526,0.0,2.441842551224773
2024-06-26,33.46687211093991,0.0,0.0,21.99537750385208,18.52080123266564,4.329738058551618,11.093990755007704,8.15100154083205,0.0,2.4422187981510017
2024-07-03,34.85057471264368,0.0,0.0,21.11111111111111,18.260536398467433,4.206896551724138,11.03448275862069,8.10727969348659,0.0,2.42911877394636
2024-07-04,34.863932541203525,0.0,0.0,21.11920275967804,18.2292065925642,4.208509007282483,11.038712150249138,8.110387121502491,0.0,2.4300498275201226
2024-07-05,34.924526856179604,0.0,0.0,21.14780476591832,18.151865757413223,4.206574208872883,11.033637269174775,8.106658493602023,0.0,2.4289326488391696
2024-07-09,34.924526856179604,0.0,0.0,21.117155773503946,18.1825147498276,4.206574208872883,11.033637269174775,8.106658493602023,0.0,2.4289326488391696
2024-07-12,34.98618360454406,0.0,0.0,21.154436598096407,18.038071845256372,4.21400061406202,11.053116364752839,8.120970217992017,0.0,2.433220755296285
2024-07-15,34.98618360454406,0.0,0.0,21.154436598096407,18.076450721522875,4.21400061406202,11.053116364752839,8.082591341725514,0.0,2.433220755296285
2024-07-16,35.23736600306279,0.0,0.0,21.10260336906585,17.940275650842267,4.203675344563553,11.0260336906585,8.062787136294029,0.0,2.427258805513017
2024-07-17,35.26983641645008,0.0,0.0,21.067115120012232,17.98654639963308,4.196606023543801,11.007491209295214,8.049227946797126,0.0,2.4231768842684605
2024-07-18,35.13554675601584,0.0,0.0,21.367651538227232,17.918062747487053,4.180627474870545,10.965580261955528,8.01858056655498,0.0,2.413950654888821
2024-07-25,35.189139719341064,0.0,0.0,21.05704697986577,18.136058572300186,4.187004270896889,10.982306284319707,8.030811470408786,0.0,2.417632702867602
2024-07-29,35.83104185762298,0.0,0.0,21.089214787656584,17.422853651084633,4.193400549954171,10.999083409715857,8.04307974335472,0.0,2.42132600061106
2024-07-30,37.32915934946934,0.0,0.0,21.081163625257695,15.942582270749025,4.191799648774529,10.994884324654501,8.040009162403603,0.0,2.420401618691303
2024-07-31,4.889,0.0,0.0,2.761,2.088,0.563,1.44,1.053,0.0,0.307
2024-08-02,37.29214340198322,0.0,0.0,21.060259344012206,15.93440122044241,4.355453852021358,10.983981693363845,8.03203661327231,0.0,2.341723874904653
2024-08-07,37.28361168306261,0.0,0.0,21.00968504537482,15.97651185846107,4.377335468618928,10.981468771448181,8.030199039121483,0.0,2.341188133912911
2024-08-12,37.31206593909791,0.0,0.0,21.002823780813554,15.935281996489353,4.380676181027246,10.989849652751278,8.036327558574373,0.0,2.3429748912462793
2024-08-13,37.33771192912784,0.0,0.0,21.01725981365511,15.877501145562853,4.383687184970215,10.997403390866046,8.041851229570796,0.0,2.344585306247136
2024-08-15,37.39482943246137,0.0,0.0,21.14884503594921,15.649380449747591,4.3903931467033805,11.01422670949977,8.054153281321707,0.0,2.348171944316965
2024-08-21,37.46934396076027,0.0,0.0,21.175659104843657,15.49662783568363,4.399141630901288,11.036174126302882,8.070202329858981,0.0,2.352851011649295
2024-08-22,37.4435168874933,0.0,0.0,21.161063031324193,15.554874779811595,4.396109366623267,11.028567052155932,8.064639656889025,0.0,2.351229225702688
2024-08-23,37.30577879831611,0.0,0.0,21.148105625717566,15.6601607347876,4.454649827784156,11.021814006888633,8.059701492537313,0.0,2.3497895139686182
2024-08-26,37.285801713586295,0.0,0.0,21.1750305997552,15.651774785801715,4.467564259485924,11.015911872705018,8.055385556915546,0.0,2.348531211750306
2024-08-27,36.79045893719807,0.0,0.0,20.893719806763286,16.696859903381643,4.528985507246377,10.869565217391305,7.948369565217392,0.0,2.2720410628019323
2024-08-28,36.78768208921428,0.0,0.0,20.89214280323043,16.703147407351498,4.52864367122047,10.868744810929126,7.947769642991924,0.0,2.271869575062269
2024-08-29,36.75993664680594,0.0,0.0,20.876385851119995,16.765970284335168,4.525228146919074,10.860547552605777,7.941775397842974,0.0,2.2701561203710687
2024-09-02,36.735001507386194,0.0,0.0,20.862224902019896,16.784745251733494,4.522158577027435,10.853180584865843,7.9740729574917095,0.0,2.2686162194754296
2024-09-04,36.64386136380723,0.0,0.0,20.81046537854297,16.991203668897075,4.510939027140816,10.82625366513796,7.95428915119164,0.0,2.2629877452823095
2024-09-05,36.52851682530166,0.0,0.0,20.74495990406955,17.200029978265757,4.496739863598891,10.792175672637338,7.981713257888032,0.0,2.2558644982387768
2024-09-12,36.52851682530166,0.0,0.0,20.74495990406955,17.237502810462416,4.496739863598891,10.792175672637338,7.981713257888032,0.0,2.2183916660421197
2024-09-13,36.514833682948755,0.0,0.0,20.7371890919988,17.26850464489062,4.495055439017081,10.788133053640996,7.9787234042553195,0.0,2.2175606832484265
2024-09-17,36.50116078783794,0.0,0.0,20.729424099453304,17.29948326218827,4.493372275893058,10.784093462143339,7.975735789710177,0.0,2.2167303227739086
2024-09-27,36.495694496443285,0.0,0.0,20.72631973043804,17.296892549606888,4.492699363534257,10.782478472482216,7.974541370273306,0.0,2.2313740172220142
2024-09-30,4.874,0.0,0.0,2.768,2.314,0.605,1.44,1.065,0.0,0.298
2024-10-02,36.46838757949869,0.0,0.0,20.710811821922935,17.32136176580621,4.526748971193416,10.774410774410773,7.968574635241302,0.0,2.229704451926674
2024-10-03,36.45474943904263,0.0,0.0,20.69558713537771,17.359760658189977,4.5250560957367245,10.770381451009724,7.965594614809275,0.0,2.228870605833957
2024-10-04,36.45474943904263,0.0,0.0,20.583395661929693,17.471952131637998,4.5250560957367245,10.770381451009724,7.965594614809275,0.0,2.228870605833957
2024-10-07,36.452023034926334,0.0,0.0,20.581856256076584,17.478124298855732,4.524717672574976,10.769575947947049,7.964998878169172,0.0,2.2287039114501535
2024-10-09,36.547690461907614,0.0,0.0,20.635872825434912,17.336532693461308,4.461607678464307,10.797840431913617,7.985902819436112,0.0,2.2345530893821235
2024-10-10,36.547690461907614,0.0,0.0,20.635872825434912,17.261547690461907,4.536592681463707,10.797840431913617,7.985902819436112,0.0,2.2345530893821235
2024-10-16,36.547690461907614,0.0,0.0,20.635872825434912,15.326934613077384,4.536592681463707,10.797840431913617,7.985902819436112,0.0,4.169166166766647
2024-10-21,36.35685513948978,0.0,0.0,20.52812173653588,15.351335223034463,4.677010293898254,10.741459048187378,7.944204087721915,0.0,4.401014471132329
2024-10-23,36.383995222454466,0.0,0.0,20.543445804717827,15.288145715138848,4.680501642281278,10.749477455957003,7.950134368468199,0.0,4.404299790982383
2024-10-24,36.34330027589293,0.0,0.0,20.52046827231377,15.382894638729402,4.675266572216837,10.737454328536277,7.941242263813288,0.0,4.399373648497502
2024-10-25,36.383995222454466,0.0,0.0,20.543445804717827,15.288145715138848,4.680501642281278,10.749477455957003,7.950134368468199,0.0,4.404299790982383
2024-10-30,36.33517220814075,0.0,0.0,20.515878932458627,15.401818995079767,4.674220963172805,10.735052929774861,7.939466229312658,0.0,4.398389742060534
2024-11-04,36.32434043821732,0.0,0.0,20.509763004918767,15.479207035325683,4.672827545088687,10.731852735131913,7.884930690117753,0.0,4.397078551199881
2024-11-07,36.496241720622166,0.0,0.0,20.480762074867904,15.747562700007443,4.740641512242316,10.71667782987274,7.4272531070923575,0.0,4.3908610552950815
2024-11-18,36.490810328149415,0.0,0.0,20.492596175310663,15.745219138328745,4.739936007143389,10.7150829674827,7.426147778852593,0.0,4.3902076047324945
2024-11-20,36.44470868014269,0.0,0.0,20.466706302021404,15.769916765755054,4.815695600475625,10.70154577883472,7.4167657550535075,0.0,4.384661117717004
2024-11-21,36.355548965824,0.0,0.0,20.416635777300023,15.961153532507968,4.803914300541182,10.675365112313736,7.398621098672993,0.0,4.388761212840092
2024-11-28,36.355548965824,0.0,0.0,20.416635777300023,15.99822077248128,4.803914300541182,10.675365112313736,7.398621098672993,0.0,4.35169397286678
2024-12-02,36.34207796057507,0.0,0.0,20.409070698088037,16.029346376167187,4.802134281903068,10.671409515340152,7.395879650214911,0.0,4.350081517711576
2024-12-03,36.28829362142963,0.0,0.0,20.37886636081101,16.15361846973509,4.795027379014356,10.655616397809679,7.3849341423708745,0.0,4.343643628829362
2024-12-10,36.258780036968574,0.0,0.0,20.362292051756008,16.22181146025878,4.791127541589649,10.646950092421442,7.378927911275415,0.0,4.340110905730129
2024-12-12,34.986088321324104,0.0,0.0,19.64757080687736,15.588214311193552,4.62295783691232,10.273239637582934,7.119925804380395,3.5742312905757294,4.1877719911536
2024-12-16,34.799886460403066,0.0,0.0,19.535906897530513,16.044564291796764,4.598353675844451,10.218563724098779,7.082032358785126,3.5552086290093667,4.165483962531933
2024-12-18,33.968275957608924,0.0,0.0,19.06905866869848,17.29583708526702,4.488467133060885,9.974371406801968,7.259125857172542,3.470250051949851,4.474613839440327
2025-01-03,33.95181390196622,0.0,0.0,19.05981722514539,17.322071448352258,4.486291885904182,9.969537524231514,7.25560786485738,3.4685682636388813,4.486291885904182
2025-01-08,34.02104680144005,0.0,0.0,19.05981722514539,17.252838548878426,4.486291885904182,9.969537524231514,7.25560786485738,3.4685682636388813,4.486291885904182
2025-01-09,34.01162790697674,0.0,0.0,19.054540420819492,17.275747508305646,4.485049833887043,9.966777408637874,7.2535991140642295,3.4676079734219267,4.485049833887043
2025-01-13,34.55098934550989,0.0,0.0,19.04663069046631,16.75660716756607,4.483188044831881,9.9626400996264,7.250588072505881,3.4661685346616853,4.483188044831881
2025-01-16,34.54859910065721,0.0,0.0,19.045313040470425,16.762365963334485,4.48287789692148,9.961950882047734,7.250086475268073,3.4659287443791076,4.48287789692148
2025-01-23,34.90006891798759,0.0,0.0,18.97312198483804,16.595451412818747,4.465885596140592,9.924190213645762,7.222605099931082,3.4527911784975878,4.465885596140592
2025-01-24,34.895259095920615,0.0,0.0,18.97050716648291,16.57938257993385,4.465270121278941,9.922822491730981,7.221609702315325,3.4523153252480703,4.492833517089306
2025-02-03,34.89285468200924,0.0,0.0,18.9692000275615,16.578240198442774,4.464962447460897,9.922138772135327,7.221112106387377,3.4520774478054155,4.499414318197478
2025-02-04,34.44330250085646,0.0,0.0,19.397053785542994,16.786570743405278,4.501541623843782,9.866392600205549,7.180541281260706,3.432682425488181,4.391915039397054
2025-02-05,34.466918066506686,0.0,0.0,19.41035310250257,16.585533081933495,4.545766198148783,9.87315735344532,7.185464518340762,3.4350359958861842,4.497771683236201
2025-02-06,34.46928140427866,0.0,0.0,19.411684037301153,16.6072408118486,4.546077893582008,9.873834339001645,7.185957213384531,3.4352715304443224,4.470652770159078
2025-02-07,34.47164506617294,0.0,0.0,19.413015154632106,16.601522320510185,4.546389631763012,9.874511417403827,7.186449975999451,3.4355070973050816,4.470959336213399
2025-02-10,34.46928140427866,0.0,0.0,19.411684037301153,16.6072408118486,4.546077893582008,9.873834339001645,7.185957213384531,3.4352715304443224,4.470652770159078
2025-02-17,34.44094272403398,0.0,0.0,19.395724856124964,16.65524801315429,4.542340367223897,9.865716634694436,7.180049328583174,3.432447245820773,4.487530830364483
2025-02-19,34.36794968209475,0.0,0.0,19.354618171873934,16.81821289396322,4.532713475080331,9.844807547685788,7.164832159704655,3.42517262596568,4.49169344363164
2025-02-20,34.39146199630567,0.0,0.0,19.367859341862214,16.740781282068824,4.535814462612027,9.851542724225217,7.169733871519464,3.42751590613669,4.515290415269891
2025-02-25,34.35385771885464,0.0,0.0,19.346682156768946,16.831818492448576,4.5308549169684955,9.840770860384064,7.161894348390624,3.423768195175289,4.5103533110093625
2025-02-26,34.35385771885464,0.0,0.0,19.346682156768946,16.76347980591813,4.5308549169684955,9.840770860384064,7.161894348390624,3.423768195175289,4.578691997539807
2025-02-27,34.31867831785909,0.0,0.0,19.326870562534136,16.821409066084104,4.526215182960131,9.830693610049153,7.154560349535773,3.4202621518296015,4.6013107591480065
2025-02-28,5.027,0.0,0.0,2.831,2.473,0.6629999999999999,1.44,1.048,0.501,0.6779999999999999
2025-03-10,34.44566260106893,0.0,0.0,19.02151569138002,16.931615732492805,4.542962861449911,9.867068658352748,7.1125119912292725,3.432917637385227,4.645744826641086
2025-03-11,34.24620205736086,0.0,0.0,18.91136998433136,17.392192928673616,4.51665644798692,9.809932556713672,7.0713263846311065,3.413039035356632,4.639280604945841
2025-03-12,34.16938553561718,0.0,0.0,18.81457313757477,17.502718868950517,4.486133768352365,9.787928221859707,7.306960304513323,3.4053833605220225,4.526916802610114
2025-03-14,25.47380156075808,0.0,25.367386236951457,14.026553156987939,13.129623999189215,3.3444816053511706,7.297050775311645,5.447451099625013,2.538765582243843,3.374885983581636
2025-03-18,25.373511003432263,0.0,25.26751463759338,13.91580860084797,12.608520088835048,3.3313143549364024,7.066424389259035,5.400767211790834,3.7805370482535836,3.2556026650514838
2025-03-19,25.419700647249186,0.0,25.313511326860844,13.94114077669903,12.616302588996763,3.3070388349514563,7.079288025889968,5.405542071197411,3.7924757281553396,3.125
2025-03-20,25.419700647249186,0.0,25.313511326860844,13.94114077669903,12.535396440129452,3.2564724919093853,7.079288025889968,5.405542071197411,4.020024271844661,3.0289239482200645
2025-03-24,25.36198980878866,0.0,25.256041572070025,13.707683769739166,12.557388628222593,3.2490792593713733,7.063215781242118,5.388224610261844,4.394329246758488,3.0220473235457344
2025-03-27,25.328765052652795,0.0,25.22295561041971,13.815690028719708,12.540938177054468,3.2448228951478817,7.053962815538872,5.381165919282512,4.388572580238827,3.023126920945231
2025-03-28,25.57749058715783,0.0,24.83463925918388,13.824157932227537,12.547064210847664,3.3479189986771143,7.123231912078966,5.13890302228554,4.431667853871986,3.174926223669482
2025-03-31,5.027,0.0,4.213,2.724,2.418,1.171,1.4000000000000001,1.035,0.8710000000000001,0.632
2025-04-01,25.753073770491802,0.0,18.427254098360656,13.954918032786887,12.751024590163935,8.560450819672132,7.172131147540983,5.302254098360656,4.6875,3.391393442622951
2025-04-02,25.65048145871748,0.0,18.423478795328826,13.993034214300348,12.799631223110019,8.558696988322065,7.170661749641467,5.326777299733662,4.6865396435156725,3.390698627330465
2025-04-03,25.54923951451836,0.0,18.420648333077278,14.026732216930405,12.454550110103959,8.56250320069647,7.16956009627695,5.325958928662877,4.685819634352435,3.804987965381267
2025-04-07,25.54531490015361,0.0,18.417818740399387,14.02457757296467,12.46799795186892,8.561187916026626,7.168458781362006,5.325140809011777,4.68509984639017,3.8044034818228365
2025-04-08,25.336954850612415,0.0,18.433864603085123,14.036795982165737,12.637728693691386,8.568646543330088,7.174704043458208,5.324655357966484,4.689181571260185,3.79746835443038
2025-04-09,25.23736600306279,0.0,18.361408882082696,14.236855538540071,12.751403777437467,8.534966819806025,7.146503318019398,5.303726391015824,4.670750382848392,3.7570188871873405
2025-04-10,25.180808801059385,0.0,18.320260772129977,14.204950595905064,12.89090353468473,8.515839869613934,7.130487929102578,5.322399918508709,4.660283182234899,3.774065396760721
2025-04-11,25.062097632686164,0.0,18.233892634460382,14.518173062300402,12.921376793227557,8.475693212348558,7.096872306990419,5.297308257717848,4.638312972068738,3.7562731281999286
2025-04-14,24.99494438827098,0.0,18.185035389282103,14.6056622851365,12.987866531850353,8.452982810920123,7.077856420626897,5.283114256825075,4.625884732052579,3.7866531850353895
2025-04-15,24.965914255415846,0.0,18.163914558400243,14.588698682017876,13.06872696056153,8.443165176993386,7.069635913750442,5.276978235620866,4.620512043629753,3.802454173610059
2025-04-16,24.91809888614485,0.0,18.129126556121165,14.56075802630916,13.199939519177462,8.426994607126657,7.056095962905095,5.26687162945416,4.611662718612973,3.8304520941484803
2025-04-17,24.89927477840451,0.0,18.115431103948428,14.54975825946817,13.240330378726833,8.420628525382757,7.050765511684126,5.288074133763095,4.608178887993553,3.8275584206285256
2025-04-22,24.61661023700458,0.0,17.9097789285003,15.504879506074488,13.104959171479786,8.325034853614818,6.970722963553078,5.228042222664808,4.555865365465047,3.784106751643099
2025-04-23,24.517728737912226,0.0,17.83783783783784,15.814530126456733,13.082072898586661,8.291594346640219,6.942722539052815,5.207041904289611,4.537565088023804,3.7689065212000994
2025-04-24,19.829142100830225,18.946777363333734,14.42666345806762,12.990815385232423,10.56030160831027,6.705972004973329,5.615048329523122,4.207275498335539,3.6698351582240405,3.0481690931696948
2025-04-25,19.793418208023063,18.920650172151493,14.400672591880856,13.107534630474818,10.561293938666026,6.693890623748899,5.604932340459604,4.1996957322443755,3.6632236368003843,3.0546881255504843
2025-04-28,19.78787272363418,18.915349209525715,14.37662597558535,13.163898339003403,10.546327796678007,6.692015209125475,5.603362017210326,4.19851911146688,3.662197318391035,3.0538322993796276
2025-04-29,19.777582206576525,18.905512440995278,14.369149531962558,13.157052564205134,10.576846147691816,6.6885350828066255,5.600448035842867,4.196335706856549,3.660292823425874,3.068245459636771
2025-04-30,4.944,4.726,3.592,3.289,2.6270000000000002,1.672,1.4000000000000001,1.049,0.915,0.769
2025-05-02,19.76572182465118,18.89417502898493,14.360532523087993,13.149162435533523,10.526526206372685,6.6845240474953025,5.625074961020269,4.253788030224284,3.658097789149642,3.08239715348019
