date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,MERRILL LYNCH FAR EAST LTD,DBS BANK LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,39.730940444765686,33.48061994681565,7.629316344296602,6.061196183815647,1.242555290474923,0.0,0.0,0.0,0.0,11.855371789831485
2024-03-04,36.486864209382105,30.952637745810808,7.091999943532334,5.769131950816664,0.9527224473086099,7.861936558578145,0.0,0.0,0.0,10.88470714457134
2024-03-05,33.32982372648651,29.742233415528325,6.996085384523056,5.575378984895353,1.414757616022338,7.388547170168904,0.0,6.918487977139824,0.0,8.634685725235688
2024-03-06,34.30562512203611,28.84870068679803,6.913292810268862,5.7350075980745885,1.5480546382212865,7.469087721681254,0.0,6.698190894195751,0.0,8.482040528724118
2024-03-07,33.07486409810937,27.930504148611075,8.193628913201097,6.3063924117954455,0.9164096105336232,7.233490213368151,3.2938127192556497,6.48588208150465,0.0,6.565015803620932
2024-03-08,32.33226902979878,28.01343188887227,7.782345628704215,6.336663795282332,1.4822532973636564,7.26111199946355,3.314643544285515,6.505490877766716,0.0,6.971789938462967
2024-03-11,31.769888295041643,29.83721682271071,7.618140661165021,6.246871268119909,1.064036197804604,7.168723630169251,3.2755244684020357,6.415587259472769,0.0,6.604011397114055
2024-03-12,31.747024973462207,29.819847731462907,7.167185571565704,6.114460432020072,1.0917826795808807,7.149663008090854,3.307447343427007,6.322344061882583,0.0,7.280244198507789
2024-03-13,32.37047246877304,28.71300475599043,6.734825765148991,5.9478658628941865,1.2861369442509063,7.1071763957468725,3.2877929579029215,6.28477376228126,0.0,8.2679510870114
2024-03-14,32.53381530907147,28.64106598376704,6.685752422713258,5.89720669491278,0.4950619632760257,7.1485518078620025,3.2725629170605117,6.293467658401205,0.0,9.032515242935704
2024-03-15,32.55884710933019,27.963602747846494,7.056430040917497,5.846146356750475,0.5098333330797857,7.202219859159429,3.085166101509267,6.447206083923211,0.0,9.330548367483647
2024-03-18,32.36177933046436,28.615133858775366,6.79438051029125,5.786662073078349,0.6097081862579179,7.153758280547362,3.064406943571394,6.380655351933337,0.0,9.23351546508067
2024-03-19,32.41767794956811,26.628422398673752,6.599612839965428,5.701613840718521,2.85199468286741,7.178583883831773,3.0730195955542303,6.388646001283795,0.0,9.160428807536986
2024-03-20,32.59899539133247,26.43950113195343,6.5943361901681765,7.762320100258732,1.4800796410090558,7.177241672056921,2.9764311125485126,6.513785575679172,0.0,8.457309184993532
2024-03-21,32.465140111764725,26.592495072560823,6.668036456708293,8.23127129199104,1.078937956121059,7.205552215635393,3.055139122471913,6.535420487493056,0.0,8.168007285253703
2024-03-22,32.355300365017236,26.709006635292443,6.679663107875538,8.370875787528494,0.8533483604684811,7.210435736151936,3.092746868923783,6.57538697411373,0.0,8.153236164628359
2024-03-25,31.145942384421097,25.679368449308782,6.349378332540234,8.447698183193626,0.8193076857376429,6.931878912112449,3.0152396988664787,6.071476505972644,3.3568822675305343,8.182827580316507
2024-03-26,31.16121222053463,25.816850009803666,6.651566098639486,8.882167770432346,0.6979135268118,6.927385582469293,3.1732653612674335,6.010962544153066,3.35470629492736,7.323970590960925
2024-03-27,30.291439228574184,25.66111001163066,7.2042833591846644,9.289272006372004,1.0798089568768603,6.923265905392903,3.107034259269189,5.931344974394022,3.352711270042906,7.159730028262605
2024-03-28,30.39314651249959,25.805324262158763,7.036074296156173,9.287604423221179,0.9336005034053461,6.984164275475026,3.106802552315796,5.938701333137066,3.3524612417364366,7.16212059989462
2024-04-02,30.673816551426313,25.616821672025658,6.986428115715189,9.418883785550355,0.9570958063063194,6.999862239170386,3.11671664160592,5.885611614117261,3.35999640454005,6.984767169542547
2024-04-03,32.06737018615858,20.75222602445094,7.337994380256127,9.919645692303119,0.8975530807177297,7.471214324559241,3.2483767241033203,6.25690540758264,3.5862496161127826,8.46246456375552
2024-04-05,32.858579411999536,20.715173217428877,7.343039235690195,9.888216351274416,0.7082431634861303,7.477413399113182,3.2510719927192686,6.314281077352031,3.589225227274981,7.854756923661385
2024-04-08,34.230218677183274,15.618764199861628,7.892612972055385,10.82314070626086,1.8326702844937648,7.861613998587763,3.4181168974032734,6.64201013803596,3.773644947085027,7.907207179033063
2024-04-09,35.55275572595242,11.885580719182474,8.120177301426677,11.278138049969357,2.054701195786953,8.168920941236834,3.5517295440616845,6.8845402847654755,3.921155024728133,8.582301212889986
2024-04-10,36.04680676777174,12.050810205882861,8.473790171386378,11.21810661605644,1.7792225023218786,8.27736788365801,3.611170399940006,7.051588972662402,3.967672525684882,7.5234639546353925
2024-04-11,36.623648188496524,8.856135194021956,8.740641755032213,12.705857986365455,2.598953421156713,8.446759513874424,3.9000975902007267,7.575527092397091,4.024133097119802,6.5282461613350895
2024-04-12,36.61595715637793,8.836000147317334,8.960284532907593,12.625270885593476,3.3148153885816205,8.439821746026086,4.1260545319664,7.461739876171597,4.020827864956773,5.5992278701011875
2024-04-15,36.734113011060856,8.53368386689793,9.194768019349825,12.98149475535646,3.1390605994774523,8.439467322193863,4.103240886495203,7.409532948489922,3.9951997193253117,5.469438871353175
2024-04-16,36.9947800996608,10.448952102165778,9.396299116379195,8.807198641521984,3.676300384419611,8.708267563705572,4.296982243247236,7.767345686359772,4.113953767964155,5.789920394575898
