date,BNP PARIBAS,UOB KAY HIAN (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,MIB SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS BANK CO LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,58.22658654550784,21.71478821632713,0.0,0.0,9.362450534955299,1.0365393070947813,6.835477288357253,2.8241581077576976,0.0,0.0
2024-03-04,55.61726668244712,20.72346194400809,0.0,0.0,8.93503475285662,0.9074476555271028,6.519119450840309,2.684039508510684,4.613630005810075,0.0
2024-03-05,55.610000688634095,20.724443067176257,0.0,0.0,8.93545776951417,0.9079210136693867,6.5099593705884375,2.6983696587818065,4.613848431635851,0.0
2024-03-06,55.59521531306242,20.70884410203261,0.0,0.0,8.92817594024087,0.9157820271057718,6.504654168109111,2.7372400105791206,4.610088438870099,0.0
2024-03-07,55.59421312025322,20.70951205456594,0.0,0.0,8.928463913712875,0.9171017434609463,6.503143734464103,2.7373282987708905,4.610237134772025,0.0
2024-03-08,48.55174796809038,18.086249117377523,12.679716959872604,0.0,7.79750011267521,0.8106981356008593,5.659863587879152,2.387963282904917,4.026260835599357,0.0
2024-03-11,48.51007427099526,18.081495332717537,12.676384226612896,0.0,7.795450619926254,0.8653059078859425,5.662130804064254,2.3862091753591517,4.022949662438702,0.0
2024-03-12,48.50880486614351,18.08095220215522,12.676003454361132,0.0,7.795216460781737,0.8718507115232982,5.661960725415838,2.3861374985919723,4.019074081027297,0.0
2024-03-13,48.4924410911855,18.07569231346715,12.672315907022135,0.0,7.792948772087873,0.8862363109146701,5.661439711719828,2.401020992276869,4.017904901325976,0.0
2024-03-14,48.48402962696076,18.07304655906533,12.670461049403913,0.0,7.7918081115721165,0.8861065917548175,5.660611041991545,2.4166202220708475,4.017316797180672,0.0
2024-03-15,48.4810102829693,18.07213090144862,12.669819109810101,0.0,7.79141334534264,0.8868122795166253,5.660324251294754,2.4213765668393004,4.017113262778653,0.0
2024-03-18,48.487673658659205,18.044368075695104,12.665873798974275,0.0,7.788987142787468,0.8865361311308119,5.658561657968883,2.4521371786165833,4.015862356167673,0.0
2024-03-19,48.49383466318542,18.03909652587866,12.664543404946524,0.0,7.7881690056307695,0.8971343469469673,5.6476510948302705,2.4541304192879196,4.015440539293472,0.0
2024-03-20,48.485939662641925,18.03706662765706,12.663118292879622,0.0,7.787292620807874,0.9007843181383415,5.645890300486495,2.4630440245910554,4.016864152797626,0.0
2024-03-21,48.483774483605714,18.03493572613991,12.66162227035339,0.0,7.78637262899309,0.9010529474088866,5.645223294234574,2.4706290493469476,4.016389599917489,0.0
2024-03-22,48.483132478159696,18.03365066388151,12.660720078454462,0.0,7.785817818388422,0.8996761690821165,5.643695985209159,2.4772033909428597,4.016103415881778,0.0
2024-03-25,48.47463157322312,18.034394624972574,12.661242384408968,0.0,7.786139014890836,0.8997132843660284,5.644303847315018,2.4872440608234685,4.0123312099999815,0.0
2024-03-26,48.45959747446722,18.029289581427435,12.65840819448402,0.0,7.783934972030175,0.9035828371751227,5.643081030009448,2.5268450336687716,3.9952608767378037,0.0
2024-03-27,48.4548489716802,18.028917803776597,12.65814716848848,0.0,7.783774461376379,0.912937277272361,5.642589742484202,2.5236060834990806,3.995178491422701,0.0
2024-03-28,48.46352140533751,18.030540218787202,12.659286270025028,0.0,7.784474920087366,0.9222058699462875,5.643097516849614,2.501335783050085,3.9955380159169094,0.0
2024-04-02,48.46184421204201,18.02064623541808,12.659974576557186,0.0,7.784898174986782,0.9265682476948287,5.643404341484084,2.510658722153268,3.9920054896637582,0.0
2024-04-03,48.42080604203562,17.974306355944115,12.655665813960027,0.0,7.781557173511746,0.9482847477956127,5.635172743372783,2.5997245101622015,3.98448261321789,0.0
2024-04-05,48.392651693730635,17.948597833134087,12.653792390110816,0.0,7.780405266136256,0.9593871914314732,5.617474338266432,2.6637984987089496,3.983892788481357,0.0
2024-04-08,48.38793093755973,17.949001427870076,12.654076925094909,0.0,7.780580217441003,0.9577223036303878,5.621348344082959,2.6653574734569823,3.9839823708639552,0.0
2024-04-09,48.38134854830096,17.941669711533958,12.65353157761601,0.0,7.78024490101839,0.957681029071456,5.634222434582197,2.665242605656895,3.9860591922201296,0.0
2024-04-10,48.38035136107447,17.941299916057083,12.653270775872407,0.0,7.7800845425110925,0.9576612903225806,5.632419954430986,2.6651876723827796,3.989724487348603,0.0
