date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),STANDARD CHARTERED BANK (HONG KONG) LTD,VICTORY SECURITIES CO LTD,BNP PARIBAS,BOOM SECURITIES (H.K.) LTD,ABN AMRO CLEARING HONG KONG LTD
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,25.88420147638671,53.36337493700157,0.0,20.752423586611723
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,26.27366013661942,54.16629051187144,0.0,19.560049351509132
2024-05-03,2.310089514026764,0.0,0.175548160783473,0.0031070470935127964,0.006214094187025593,0.0,27.127628173460227,40.874136629288884,0.0,29.50327638116011
2024-05-06,4.202721721031396,0.06241047996779619,0.21906078468696463,0.0031205239983898092,0.05616943197101657,0.0,26.90203739011855,40.002621240158646,0.0,28.551858428067238
2024-05-07,4.137048895912126,0.05525273984523708,0.2674232608509475,0.0027626369922618536,0.07238108919726056,0.0,23.42992433137278,35.33329833993143,0.0,36.70190870589795
2024-05-08,4.587861693524528,0.056355014046487246,0.278393769389647,0.0028177507023243627,0.07100731769857394,0.0,23.89734370641292,36.0381861575179,0.0,35.06803459070762
2024-05-09,4.699865790774882,0.05650914741823832,0.42466624284806104,0.002825457370911916,0.07007134279861553,0.0,23.962703962703962,36.30514939605849,0.0,34.478208660026844
2024-05-10,5.049103532587382,0.054093674015292276,0.4186850368783622,0.002704683700764614,0.06707615577896242,0.0,44.846360442378064,34.89231301845406,0.0,14.669663456207113
2024-05-13,7.429453773402818,0.07720517274657401,0.6083767612430033,0.003860258637328701,0.11117544875506657,0.0,18.301486199575372,49.80003860258637,0.0,23.668403783053467
2024-05-14,7.479467408738671,0.07729916710147448,0.6554969370205036,0.0038649583550737243,0.11517575898119699,0.0,18.594314646259686,49.86066825129959,0.0,23.213712872243804
2024-05-16,7.371824587428148,0.07726064651709005,0.6621237406514617,0.003863032325854503,0.1151183633104642,0.0,18.586593732616354,49.83582112615119,0.0,23.347394770999443
2024-05-17,7.690315898498187,0.07729349111511319,0.66240521885652,0.00386467455575566,0.11516730176151867,0.0,18.671788648677897,49.85700704143704,0.0,22.922157725097968
2024-05-20,7.461529121935744,0.07833215182337666,0.33682825284051965,0.003916607591168833,0.09830685053833772,0.0,16.964394120388686,50.514838067859145,0.0,24.541854827023027
2024-05-21,7.385621942972179,0.07863737162449083,0.3920072975480867,0.003931868581224541,0.10851957284179735,0.0,17.0308887595741,50.707736344620415,0.0,24.292656842237704
2024-05-22,6.997545828302676,0.07891227322585481,0.4111329435067036,0.003945613661292741,0.10889893705167966,0.0,17.11015364219597,50.53541977383742,0.0,24.753990988218398
2024-05-23,7.470644289910772,0.07875442009182765,0.4930026697748411,0.003937721004591383,0.14727076557171773,0.0,17.07592713641053,49.24317002291754,0.023626326027548297,25.463666648290634
