date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,BANK OF CHINA (HONG KONG) LTD,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,35.285655749187335,27.779688202623117,0.0,18.801360333705443,6.760922140385809,0.5157472094220034,1.503077640500652,2.3196326434681347,6.334943373763488,0.6989727069440238
2024-03-04,28.908719202760153,22.645939377027148,18.36380481859438,15.307719827710894,5.427446782620597,0.43065811327841697,1.2250419896160716,1.8916727149159305,5.212798549374709,0.5861986241016972
2024-03-05,29.262701194408457,22.52973957427961,18.361831238189747,15.129775034318083,5.403505366324899,0.40085184557303927,1.2127862659230269,1.9441337376508234,5.159499110803311,0.5951766325289961
2024-03-06,29.359254194760943,22.653639188595452,18.36974305985758,14.952004304795208,5.346586744049876,0.38180037755598123,1.1956185124524925,1.970221789717715,5.178653110510969,0.592478717703785
2024-03-07,29.378591979417084,22.711320930213112,18.347253994799928,14.92803376693226,5.374718838112172,0.35611305264141363,1.1956588608208287,1.9540361855820993,5.162896194082426,0.5913761973986802
2024-03-08,29.770291601839887,22.53540027922722,18.28978027676222,14.873836413546604,5.3580194568125465,0.4289090179937127,1.1765198403542632,1.8743240314197214,5.114101330567951,0.5788177514758761
2024-03-11,29.690306769242948,22.586672982202302,18.309047935444454,14.928402167949525,5.31293463719967,0.4011723628053531,1.1972176933272307,1.8606560209831824,5.119549390257369,0.5940400405879688
2024-03-12,29.73388676655329,22.62381254194107,18.309978129688513,14.925751595104456,5.179417416254868,0.38461878588049797,1.2023912407487696,1.8884386463063514,5.151455631069695,0.6002492464524876
2024-03-13,29.70246321301454,22.66413055246033,18.31281558092204,14.905526608274894,5.177465388907508,0.38392712285273367,1.2018263058604044,1.920660116298508,5.121452015427418,0.6097330959816222
2024-03-14,29.432940614843567,22.971809034147423,18.33990336650497,14.969976090277628,5.129424400127556,0.4142809432681925,1.1903862218490349,1.8441360415459291,5.117348057645006,0.5897952297906909
2024-03-15,29.360773461434984,22.981623524058357,18.337675481299197,14.87659965765045,5.314956088413144,0.3914166259563255,1.1914190921051337,1.8462148578817266,5.1135504495049044,0.5857707616957774
2024-03-18,29.40538590929392,23.01084538794006,18.33315815531371,14.812451860646927,5.279989026670724,0.41630588479715724,1.190348935598855,1.8451074746938472,5.121212583214675,0.585194781830129
2024-03-19,29.57990464658588,22.986547281185267,18.298921241097567,14.753328130285018,5.2406438877592265,0.42250239424900776,1.1839721780781658,1.8397469702637188,5.111168523442452,0.5832647470536969
2024-03-20,29.688441011145034,23.009213387495507,18.29895730633362,14.707108969400215,5.24241586467121,0.40142823715657444,1.1919575051225184,1.8048476023615565,5.073967645403188,0.5816624709105809
2024-03-21,29.57905325782791,23.083986897594354,18.303566339993278,14.616939688869795,5.237427615211474,0.4514252209405614,1.214242916081598,1.8244986191168215,5.113548342745206,0.5753111016189985
2024-03-22,29.522886534825453,23.1772565451079,18.292230300034614,14.600010454749754,5.240463949263064,0.400671208080972,1.2271668858961946,1.839690251257118,5.110982829575065,0.5886410412098719
2024-03-25,29.407420171218916,23.17651251158505,18.281755604622525,14.666728808945292,5.266434797076884,0.4147676055477949,1.2300660700168806,1.8064940870455233,5.1310623126868276,0.6187580312543027
2024-03-26,29.297999107555682,23.24971166138404,18.30236163314675,14.70623121910704,5.241312345237799,0.4390899573991028,1.2378183650667163,1.8118402054559586,5.094015565691167,0.6196199399557446
2024-03-27,29.17117614118963,23.32932307152397,18.29900628676967,14.743844266063984,5.244780221026686,0.45400514048942214,1.2367899830242906,1.8122389136124832,5.093623436747903,0.6152125395519534
2024-03-28,28.91984645933512,23.915142902096484,18.39814957270368,13.89875678425749,5.248887934440935,0.4054257084836064,1.5363279336135864,1.8060196676812066,5.184339553298308,0.6871034840895847
2024-04-02,28.68111378740989,24.436220755371004,18.52058665029386,13.648306624363995,4.870021005239567,0.5778744333430564,1.5827964975867932,1.8142549104766474,5.219725727223324,0.6490996086918612
2024-04-03,28.423403501082,24.472066939115642,18.686227384773712,13.780444009738213,4.660691470785496,0.6230981124898216,1.6125885311163866,1.8598862565976106,5.250545198400121,0.6310485959009934
2024-04-05,28.13261120073893,24.48864102593213,18.67138497065237,14.105964947595126,4.499290308549106,0.4501344386466796,1.5987157633312539,1.8729849260824876,5.522222095421683,0.65805032305024
2024-04-08,28.158924161909088,24.502504169475856,18.64367125647681,14.083491925583424,4.506881836779642,0.4252833672459623,1.5970200999844757,1.8363008955825169,5.547644330523537,0.6982779564386858
2024-04-09,27.8410836381297,24.518400589769474,18.710589922895206,14.092628832786962,4.725323266154652,0.3997508283381267,1.6290596955411856,1.8335668815746955,5.565610936270646,0.6839854085393493
2024-04-10,27.57117060154911,24.596252376763832,18.725209001236237,14.156789448157303,4.70521033827827,0.44468561616273267,1.6297061426273054,1.8434788834017513,5.574202685513146,0.7532949063103119
