date,QUAM SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,REALORD ASIA PACIFIC SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SOUTH CHINA SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,68.4826149655504,12.921006248998557,0.0,9.585002403460983,0.0,0.0,5.438231052715911,0.0,0.0,3.573145329274155
2024-03-04,67.41430653234492,14.189317620224292,0.0,9.475384907812202,0.0,0.0,5.3887093708420455,0.0,0.0,3.532281568776532
2024-03-05,60.251887780411174,11.737309155046024,11.891638648514578,8.24284848150802,0.0,0.0,4.742876040346139,0.0,0.0,3.1334398941740615
2024-03-06,55.72974108502705,12.344414684102725,11.330812457328921,7.854104301244683,0.0,4.196208182343365,4.519195420408592,1.0398613518197575,0.0,2.9856625177249096
2024-03-07,55.81884246042045,12.564235660524266,11.199065663119647,7.762782247599273,0.0,4.209706722034778,4.466649364131845,1.0277705683882687,0.0,2.950947313781469
2024-03-08,56.241349259240266,12.400676680166093,11.065258625108935,7.666478699953863,0.0,4.285641051930076,4.41123699184908,1.015020249141334,0.0,2.9143384426103447
2024-03-11,55.90607819966089,12.665056774392436,11.090273852951753,7.683810306735858,0.0,4.295329599753378,4.421209474387299,1.0173149052047474,0.0,2.920926886913631
2024-03-12,55.27083759983616,13.2193323776367,11.076694654925252,7.656665984026214,0.0,4.305754659021094,4.405590825312308,1.0137210731107924,0.0,3.0514028261314765
2024-03-13,55.2255985267035,13.290362185389808,11.067628401882546,7.650399017802332,0.0,4.302230407202782,4.401984857785963,1.0128913443830572,0.0,3.0489052588500103
2024-03-14,55.2496225594309,13.252642083983726,11.072443000076767,7.653727065687453,0.0,4.304101947337444,4.403899792727552,1.0133319685764732,0.0,3.0502315821796873
2024-03-18,55.251036388760944,13.250422232458162,11.07272634218742,7.653922923384002,0.0,4.304212088643227,4.404012487844823,1.0133578995854444,0.0,3.050309637135985
2024-03-19,55.166589897128816,13.334868724090281,11.07272634218742,7.653922923384002,0.0,4.304212088643227,4.404012487844823,1.0133578995854444,0.0,3.050309637135985
2024-03-20,55.156709735192536,13.350390175259049,11.070743251886913,7.652552129973135,0.0,4.303441217858514,4.403223743123961,1.0131764103876169,0.0,3.049763336318281
2024-03-21,55.152740111548894,13.3551655324157,11.070460011257227,7.652356342424397,0.0,4.303331116000614,4.403111088369236,1.0131504886660185,0.0,3.049685309317914
2024-03-22,55.16006039049106,13.342204252923565,11.072443000076767,7.653727065687453,0.0,4.304101947337444,4.403899792727552,1.0133319685764732,0.0,3.0502315821796873
2024-03-25,55.096876437809925,13.445120392617966,11.060272992178314,7.645314656714892,0.0,4.299371197791524,4.393947139716784,1.0122181892541282,0.0,3.0468789939164664
2024-03-26,55.0954681389464,13.44733277100427,11.059990287043426,7.645119239322137,0.0,4.299261304092222,4.393834828617437,1.0121923165401427,0.0,3.046801114433965
2024-03-28,55.945254540803276,13.563571245842926,11.069327193655667,7.651573292402149,0.0,4.30289076490151,4.397544128933231,1.0130468150422103,0.0,2.056792018419033
2024-04-02,55.945254540803276,13.568687643898695,11.064210795599898,7.651573292402149,0.0,4.30289076490151,4.397544128933231,1.0130468150422103,0.0,2.056792018419033
2024-04-03,55.92522504091653,13.673792962356792,11.009103927986907,7.6488338788870704,0.0,4.278334697217677,4.395969721767594,1.0126841243862519,0.0,2.0560556464811786
2024-04-05,55.9009227780476,13.711305948211958,11.004319930472125,7.6455100840980545,0.0,4.276475550215997,4.3940594565578595,1.0122440632908156,0.0,2.0551621891055953
2024-04-08,55.8552345924961,13.78183025566368,10.995326028656809,7.639261359282814,0.0,4.272980359104028,4.39046816335913,1.0114167496743545,0.0,2.0534824917630834
2024-04-10,55.85666121781774,13.789844707805477,10.995606865549652,7.639456477319166,0.0,4.262872905598692,4.390580302411116,1.0114425827543931,0.0,2.0535349407437677
2024-04-11,55.850955153743996,13.811420982735722,10.994483604045357,7.638676064970886,0.0,4.249667994687915,4.3901317805700275,1.0113392583512106,0.0,2.053325160894882
2024-04-12,55.848102558864085,13.813269319168498,10.993922059349302,7.638285918586241,0.002553756575923183,4.249450942336177,4.389907554011952,1.0112876040655805,0.0,2.053220287042239
2024-04-16,55.84525025536261,13.817671092951992,10.993360572012257,7.637895812053115,0.002553626149131767,4.249233912155261,4.389683350357507,1.0112359550561798,0.0,2.0531154239019407
2024-04-18,55.84014300306435,13.822778345250256,10.993360572012257,7.637895812053115,0.002553626149131767,4.249233912155261,4.389683350357507,1.0112359550561798,0.0,2.0531154239019407
2024-04-19,55.84014300306435,13.830439223697653,10.993360572012257,7.637895812053115,0.002553626149131767,4.249233912155261,4.382022471910112,1.0112359550561798,0.0,2.0531154239019407
2024-04-22,56.20810073666234,13.456195355713593,10.9734648619714,7.624072799571767,0.002549004613698351,4.149779511100915,4.351150875583085,0.8972496240218194,0.0,2.3374372307613878
2024-04-23,56.2800886420948,13.484806031737945,10.9656384523294,7.618635217402379,0.0025471866323645534,4.146819837489493,4.337858834916834,0.7616088030770014,0.0,2.4019969943197736
2024-04-24,56.21279194016181,13.496667175494837,10.967791176919555,7.622245967536763,0.0025441408436371036,4.152037856815753,4.4675113214267546,0.664020760189284,0.0,2.4143896606116115
2024-04-25,56.12369559684398,12.79714940188343,11.023161109697124,7.625349961822346,0.010180707559175363,4.647493000763553,4.398065665563757,0.6693815220157802,0.0,2.7055230338508527
2024-04-26,55.95074892104594,12.891596851992892,11.028179741051028,7.605991368367605,0.010154861640010154,4.711855800964712,4.336125920284336,0.6676821528306677,0.0,2.7976643818227975
2024-04-29,55.13080537085055,13.368077841390466,11.093425072527022,7.691715231958102,0.010269312726245797,4.854817591332701,4.3593232522913405,0.7291212035634516,0.0,2.762445123360119
2024-04-30,10.964,2.782,2.1605,1.498,0.002,0.931,0.8285,0.136,0.0,0.536
2024-05-02,55.180916914095924,14.012883095969,10.973277640783051,7.538624125610186,0.01006491872578129,4.697800815258417,4.224749635146696,0.686930703034573,0.0,2.674752151376378
2024-05-03,54.357955847528835,14.355918824637792,11.10432103480763,7.628650726962544,0.01018511445522369,4.804827744251776,4.313395971787233,0.6951340615690168,0.0,2.729610673999949
2024-05-06,54.68789486985089,14.081374778872883,11.071518827394492,7.571392469042204,0.010108668182966895,4.890068233510235,4.331564316401314,0.705079605761941,0.0,2.650998230983068
2024-05-07,55.17794888515463,13.445862907877906,10.987936093902837,7.514233402723784,0.010032354342755387,4.986080108349427,4.4744300368689025,0.7298537784354543,0.0,2.6736224323443105
2024-05-08,55.09069044994488,13.378093997394528,11.02565387313358,7.5057621004108634,0.01002104419280489,4.952901092293817,4.496943581521194,0.7490730534121656,0.0,2.790860807696162
2024-05-09,55.12116883442347,13.339849134150313,11.029245921359296,7.508207402952159,0.010024308949201815,4.954514698142997,4.498408640954314,0.7493170939528356,0.0,2.789263965115405
2024-05-10,55.12807659531806,13.328988921750465,11.015589753872375,7.509148328237004,0.010025565191237656,4.96014837836483,4.488946814376661,0.7494109980450148,0.0,2.809664644844353
2024-05-13,55.161257962582134,13.199077092842455,11.022219992977881,7.513668054371269,0.010031599538546421,4.9581180719265685,4.556854090384712,0.7498620655063449,0.0,2.8289110698700908
2024-05-14,55.130840184479645,13.181772608782834,11.02616803689593,7.509524764387407,0.010026067776218167,4.955383998395829,4.524263084018448,0.749448566272308,0.0,2.9125726889913777
2024-05-16,55.13775036975759,13.185931663783812,11.027550073951518,7.51046601990424,0.010027324459151186,4.96101877616505,4.494748188814519,0.7495425033215511,0.0,2.9229650798425713
2024-05-17,55.12474376281185,12.929353532323384,10.996950152492376,7.489625518724063,0.00999950002499875,4.907254637268137,4.63226838658067,0.7224638768061598,0.0,3.187340632968352
2024-05-20,55.10117517902143,13.056712991841113,10.96584246113925,7.475236408094014,0.009980288929364504,4.897826792085631,4.573467401881285,0.7210758751465856,0.0,3.1986826018613237
2024-05-21,55.23200639328705,12.906448229359174,10.960990959492532,7.482143749063483,0.009989511013435893,4.86239448578992,4.52524848908646,0.7217421707207432,0.0,3.2990360121872038
2024-05-22,55.183253910830565,12.998677677702652,10.930366008832115,7.474863401611737,0.009979790923380156,4.8476834410319105,4.52084528829121,0.7310196851375963,0.0,3.3033107956388315
2024-05-23,55.17964071856287,13.08383233532934,10.93063872255489,7.475049900199601,0.00998003992015968,4.792914171656686,4.523453093812376,0.7310379241516965,0.0,3.273453093812375
2024-05-24,55.05150011222785,13.1356460583086,10.926004439234855,7.471880689328379,0.009975808663989824,4.790882110881113,4.521535276953388,0.7307279846372546,0.0,3.3618475197645705
2024-05-27,55.06657358001297,13.190046377100684,10.923552585648032,7.470203959507306,0.0099735700393956,4.789807011419738,4.408317957412856,0.7654715005236125,0.0,3.376053458335411
2024-05-28,55.035917390003,13.124812930260402,10.927367055771725,7.47281253117829,0.009977052778609198,4.816422228873591,4.409857328145266,0.7931756958994313,0.0,3.4096577870896936
2024-05-29,55.03017606863185,13.180208489201457,10.910768616888623,7.471694348845329,0.009975559878298169,4.813207641278867,4.409197466207791,0.7656242206593845,0.0,3.4091475884083997
2024-05-30,54.33985175440815,13.412937337144882,11.067823623162742,7.579245617141845,0.01011915302689165,4.882491335475221,4.472665637886109,0.776644994813934,0.0,3.458220546940221
2024-05-31,10.7395,2.6365,2.1875,1.5025,0.002,0.9650000000000001,0.8840000000000001,0.1535,0.0,0.6825
2024-06-03,54.228943647747926,13.446778428600284,11.045748333669966,7.586851141183599,0.010098969905069682,4.872752979196122,4.488992122803475,0.7750959402140982,0.0,3.5447384366794585
2024-06-04,54.28470433772661,13.480280765540575,11.046306115235065,7.569560167651367,0.00757460990758976,4.870474170580215,4.4892188052315305,0.8104832601121043,0.0,3.441397768014947
2024-06-05,54.263644166203875,13.558337961326803,11.04407532690463,7.512495582369868,0.007573080224163175,4.869490584136922,4.493360933003484,0.8103195839854596,0.0,3.4407027818448026
2024-06-06,54.16277602523659,13.67570977917981,11.041009463722396,7.510410094637224,0.007570977917981073,4.868138801261829,4.4895899053627755,0.8100946372239747,0.0,3.4347003154574134
2024-06-07,53.80075302737356,13.821613920830364,11.130049862623384,7.570977917981073,0.007632034191513177,4.907397985142974,4.5257962755673145,0.8166276584919101,0.0,3.4191513177979034
2024-06-11,54.16014144986108,13.738317757009346,11.070977519575651,7.471583733265977,0.007577671129072998,4.872442535993938,4.493558979540288,0.8108108108108109,0.0,3.3745895428138417
2024-06-12,54.275883007792736,13.875113854872989,11.089464629086125,7.48912053435887,0.007590324865904261,4.837567047869649,4.369497014472219,0.8374658435381035,0.0,3.2182977431434066
2024-06-13,54.33836185076441,13.764300901083326,11.093955654550976,7.492153487901184,0.007593398805305255,4.839526171914549,4.371266578920725,0.8378050015186798,0.0,3.2550369545408526
2024-06-14,54.289978246572566,13.729953963676836,11.08665958415541,7.487226185055901,0.007588404917286387,4.83634340061719,4.3683917640511964,0.8372540092072646,0.0,3.3566044417463448
2024-06-17,54.344579716014074,13.644992280239945,11.103799134374446,7.491963856336531,0.007593206611151889,4.839403680174137,4.371155939153104,0.8377837960970919,0.0,3.358728390999519
2024-06-18,54.36934997847611,13.582841660125093,11.108860246638475,7.518168696665064,0.007596667595148261,4.841609480641159,4.373148312273683,0.8381656579980249,0.0,3.3602592995872476
2024-06-19,54.392362430043804,13.583529590518879,11.109422877256957,7.483096558535288,0.007597052343690648,4.8317252905872525,4.373369799184583,0.8382081085872015,0.0,3.380688292942338
2024-06-20,54.320081033172954,13.530007596859964,11.109141554824006,7.482907065079767,0.007596859964547987,4.83160293745252,4.41630792605723,0.8381868827551278,0.0,3.4641681438338816
2024-06-21,54.30381350563791,13.480298999113138,11.141517800582795,7.533257316609654,0.007601672367920942,4.834663625997719,4.368427720765235,0.8387178512606107,0.0,3.4917015076650197
2024-06-24,54.25020251113811,13.53533819360065,11.130518428513568,7.5258201701093554,0.007594167679222357,4.8298906439854195,4.364115026326448,0.8378898339408667,0.0,3.518631024706359
2024-06-25,54.501068050045774,13.889736547655376,11.181466788729528,7.534838775302615,0.007628928898382667,4.66127555691181,3.738175160207507,0.8417251551215542,0.0,3.6440850371274545
2024-06-26,55.01345981284451,13.123958466863222,11.226765799256505,7.596461992052301,0.007691321625432636,4.453275221125496,3.961030637097808,0.8998846301756186,0.0,3.717472118959108
2024-06-27,55.060791053198585,13.220130303185758,11.257887446775767,7.713025188529215,0.007695070025137228,4.193813163699789,4.134817626840404,0.9003231929410558,0.0,3.5115169548042893
2024-06-28,55.03230106644791,13.266509433962264,11.25153814602133,7.708675143560296,0.007690730106644791,4.188884331419196,4.178630024610337,0.8998154224774405,0.0,3.465955701394586
2024-07-02,90.71873081726393,2.732679973752725,2.322566306119425,1.5912410304172047,0.0015875367779353555,0.8165230827847512,0.8710285121605318,0.18838769764832886,0.0,0.7572550430751646
2024-07-03,90.7572760068978,2.727378521629656,2.321657162806936,1.5906181564275361,0.001586915353935021,0.816203463707246,0.8706875575256815,0.1883139553336225,0.0,0.7262782603175947
2024-07-04,90.88321650575321,2.627694749371776,2.3240312128025393,1.5907948684036504,0.0015870916545430499,0.816294140986642,0.8707842877926201,0.1883348763391086,0.0,0.6972622668959132
2024-07-05,90.88440631136565,2.6809012909611547,2.3252121167210964,1.5916031948509757,0.0015878980992859752,0.7780700686501278,0.8574649736144265,0.18843057444860237,0.0,0.6923235712886852
2024-07-08,90.88065129130783,2.683718246637412,2.3253598140982548,1.5917042934198617,0.0015879989625073446,0.7781194916285988,0.8596367717039758,0.18844254355087153,0.0,0.6907795486906948
2024-07-09,90.97598575992117,2.6763719584876275,2.3314950493475943,1.5930028660277702,0.0015892945121660496,0.780873370310919,0.8603380959192214,0.18859628211037122,0.0,0.591747323363159
2024-07-10,90.94840378174418,2.67944206554458,2.3355026073684657,1.5935684911179888,0.0015898588205367364,0.7811506338237164,0.8606435748505533,0.18866324670369272,0.0,0.6110357400262857
2024-07-11,91.01275701157846,2.6379355194912057,2.33958177387759,1.5963518025981196,0.0015926356527417222,0.7867620124544108,0.8754187304570334,0.18899276412535104,0.0,0.5606077497650862
2024-07-12,91.07211089411565,2.608368005434321,2.3387747304067252,1.553345503948374,0.0015920862698480087,0.7907361806911777,0.8814850980725143,0.19317313407489176,0.0,0.5604143669864992
2024-07-15,90.82096849623741,2.640193869308278,2.342056035032524,1.4715573317460993,0.1822839165001488,0.8662471833680541,0.8954763828068535,0.1934441562858722,0.0,0.5877726287147655
2024-07-16,90.36576058239886,2.7054434440097563,2.3553209545107623,1.5451289742371759,0.24924878444516793,1.0001974776236504,0.8998574958769875,0.1958764537288579,0.0,0.6831658331687687
2024-07-17,90.20129008890001,2.8267967763757134,2.3559303075013713,1.6032896734296018,0.2487495938510379,0.9912697947682687,0.9060450945195191,0.1954841561955694,0.0,0.6711445144589031
2024-07-18,90.29979444192317,2.9194586080781653,2.3615152566806374,1.6028190821965347,0.24933927761018712,0.780052857791185,0.9076590405510023,0.19594756934248111,0.0,0.6834138658266371
2024-07-19,90.21783784072174,3.024013914305378,2.3597765601574965,1.6064407014773279,0.24915569830286025,0.7794785336626955,0.9091248606168605,0.19580330037933555,0.0,0.6583685903762945
2024-07-22,89.70346929207689,3.0404253505519327,2.36755743084857,1.6041213826023952,0.6749989344926054,0.8017943144525422,0.9152708519797128,0.20830669564846782,0.0,0.6840557473468867
2024-07-23,89.70036854775142,2.902579834260029,2.366800877697535,1.6036087854966872,0.7919515988155345,0.804733601755395,0.9059244583626255,0.24019513857821523,0.0,0.6838371572825461
2024-07-24,89.66302779980732,2.8624806391347626,2.365352168150778,1.50469184954146,0.99691822928587,0.8042410274698076,0.8947247962784559,0.2453706907105105,0.0,0.6631927996210327
2024-07-25,89.52470028058839,2.8436144885638974,2.3616189099566363,1.4683062664739392,1.2291684380579881,0.8114743644247938,0.8933126434826971,0.24498341977722982,0.0,0.6228211886744325
2024-07-26,89.54516219908257,2.8245974921996675,2.3621586856107117,1.4776780256520654,1.2294493788968444,0.8206959969808593,0.8935168205471661,0.2237778592804027,0.0,0.6229635417497197
2024-07-29,89.5788130185067,2.8063178047223993,2.3633269517124016,1.492235694533078,1.2300574345883855,0.8189746862369708,0.8684322484577749,0.21857051691129545,0.0,0.6232716443309934
2024-07-30,89.52387533688065,2.7928536117327494,2.362284250198009,1.5245344801007852,1.229514732382537,0.8786804377986743,0.8680490955385571,0.21847408344540542,0.0,0.601733971922625
2024-07-31,84.193,2.6374999999999997,2.222,1.4255,1.1565,0.8515,0.8064999999999999,0.20950000000000002,0.0,0.571
2024-08-01,89.47575374347747,2.802427282485095,2.361393030596087,1.5399003156317417,1.229050873035272,0.9049172662252781,0.8570942750565906,0.22264259221866797,0.0,0.606820621273792
2024-08-02,89.47094360876288,2.79538583338204,2.3612801071183775,1.5377013118813196,1.2289920989569774,0.9048739924443288,0.8570532882047576,0.22263194529311436,0.0,0.6211378139562068
2024-08-05,89.4498653479441,2.791839076185974,2.3605275598497846,1.5382735853566551,1.2286004153763619,0.9098973244875521,0.8567801426727504,0.22256099180401884,0.0,0.6416555563228037
2024-08-06,89.46750653268467,2.763909838329332,2.3602642816171313,1.5381020161033332,1.2284633850991056,0.9097958403263156,0.8566845828641839,0.22253616876633173,0.0,0.6527373542095983
