date,THE HONGKONG AND SHANGHAI BANKING,RAFFAELLO SECURITIES (HK) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHIEF SECURITIES LTD,HANG SENG BANK LTD
2024-08-26,40.64599666308066,19.20725618908351,16.223998763149588,9.039315094084376,0.0,7.158271759226453,7.725161531375416
2024-08-27,40.61507540278163,19.20725618908351,16.223998763149588,9.070236354383411,0.0,7.158271759226453,7.725161531375416
2024-08-28,40.20247888700932,19.177606401111447,16.198954159243083,9.2929318917111,0.0,7.414792279045236,7.713236381879812
2024-09-03,40.18497436985869,19.17661965127572,16.19812067069288,9.313035033219492,0.0,7.414410764016183,7.712839510937028
2024-09-04,40.09420341006077,19.13330295893681,16.161531896324913,9.517881321671275,0.0,7.397662882701353,7.695417530304878
2024-09-09,40.218083976492245,19.192419843839513,16.21146678853965,9.238315320592458,0.0,7.420519719606316,7.7191943509298175
2024-09-10,40.203591812571986,19.185504057036592,16.205625156844196,9.271020339877357,0.0,7.4178458133055365,7.716412820364329
2024-09-12,40.211871769953085,19.189455324790668,16.20896271648957,9.252334644123646,0.0,7.419373523751907,7.718002020891122
2024-09-19,40.25747256783139,19.211216422574598,16.227343895980052,9.149425583598044,0.0,7.4277871920928344,7.726754337923081
2024-09-23,37.13896797893398,17.72303888060012,14.970309035682655,8.426408611865686,7.760665267813092,6.852401134141339,7.128209090963128
2024-09-24,37.1160232153359,17.71208943963597,14.961060254133079,8.3641742457095,7.874679957466273,6.848167663674652,7.123805224044625
2024-09-26,37.098392680073864,17.703675994703623,14.953953579508006,8.407702310336843,7.87093939447918,6.844914705760107,7.120421335138377
2024-09-30,7.8100000000000005,3.727,3.1481250000000003,1.771,1.657,1.4409999999999998,1.4989999999999999
2024-10-02,37.1089689907287,17.708723102233783,14.958216773871674,8.381590435293909,7.873183305715423,6.846866109556984,7.122451282599529
2024-10-04,37.28457964933313,17.87262101004046,15.16858983965233,7.629551925670613,7.946051251311255,6.910235276487336,7.188371047504869
2024-10-07,37.28815591484872,17.87433531763874,15.170044781756381,7.620691929092555,7.9468134213381765,6.910898093028553,7.189060542296878
2024-10-08,37.36162084562202,17.909551240081452,15.199932725055712,7.438686696980436,7.962470191793658,6.924513908494062,7.203224391972657
2024-10-09,37.42096175481449,17.93799671513744,15.224074553144384,7.310924875313596,7.975116865302587,6.916260069667963,7.21466516661954
2024-10-10,37.51666234400729,17.98387145416272,15.2051051612553,7.131784816005501,7.995512476401295,6.933947754127134,7.233115994040762
2024-10-24,37.16872329618453,17.817084466222475,15.064089157130478,7.993068212375631,7.921360064537334,6.86964056290896,7.166034240640593
2024-10-28,37.1669465142543,17.816232753521,15.063369046267471,7.9974664332279675,7.920981398600563,6.869312172473753,7.165691681654946
2024-10-30,37.175956075207466,17.813678103921088,15.061209126701996,7.9963196855003975,7.919845617976186,6.868327189518274,7.164664201174594
2024-11-01,36.93469287792174,17.810273043862633,15.05833019730122,8.248063126833086,7.918331750383791,6.8670143182266195,7.1632946854709125
2024-11-04,36.93167902222807,17.811124186832814,15.059049826464596,8.248457297148763,7.918710163021727,6.867342488993494,7.163637015310542
2024-11-11,36.90698632344952,17.799215583268165,15.048981273095222,8.17130610758568,7.913415675201328,7.0012476643603785,7.158847373039705
2024-11-15,36.86297424767311,17.777989780160155,15.031035161257625,8.280813055636713,7.903978820962,6.992898582697824,7.1503103516125766
2024-11-18,36.90210169410727,17.766972356793413,15.02172008795295,8.275681248026123,7.899080546071017,6.98856492488842,7.1458791421608066
2024-11-25,36.93026972550376,17.780534203197586,14.956854653555093,8.281998222900727,7.905110054923102,6.993899420951881,7.151333718967851
2024-11-26,36.914419918813074,17.772903118126383,14.950435440895083,8.321361937518255,7.901717324050287,6.990897765273216,7.148264495323704
2024-12-03,36.86168534711103,17.74751340765829,14.929077803108315,8.214236820018929,8.128523044505688,6.980910827911739,7.138052749686014
2024-12-05,36.86168534711103,17.74751340765829,14.929077803108315,8.266617460610354,8.128523044505688,6.928530187320314,7.138052749686014
2024-12-06,36.82661259150457,17.73062719655568,14.91487324647213,8.353898942085264,8.12078900577423,6.921937904746047,7.131261112862079
2024-12-11,36.8178548284493,17.72641066343244,14.911326329807789,8.35191229540847,8.142638866594135,6.920291793746768,7.129565222561103
2024-12-13,36.848150153831504,17.743288840223517,14.92552412804018,8.05517701037247,8.36462529977803,6.92688093977065,7.136353627983646
2024-12-16,36.848150153831504,17.743288840223517,14.911241899298386,8.050416267458536,8.383668271433757,6.92688093977065,7.136353627983646
2024-12-17,36.89557574854759,17.7661254282735,14.93043348726352,7.932072098912557,8.39445851333234,6.935796216296737,7.145538507373753
2024-12-18,36.90437166612033,17.77036087850523,14.93399290759007,7.910123074172304,8.396459755043658,6.937449712429597,7.147242006138808
2024-12-23,36.93430918168316,17.784776527148985,14.94610764156064,7.8354180460366605,8.40327112001861,6.943077501207881,7.1530399823440645
2025-01-03,36.97842328111843,17.806018548931316,14.844519823946396,7.844776618552514,8.413307932564543,6.951370267962186,7.161583526924615
2025-01-08,36.97842328111843,17.806018548931316,14.839742249879068,7.844776618552514,8.41808550663187,6.951370267962186,7.161583526924615
2025-01-10,37.022642885757165,17.827311374059036,14.857487937147607,7.73457539357485,8.428152036783478,6.9596828680590015,7.170147504618862
2025-01-14,37.022642885757165,17.827311374059036,14.857487937147607,7.643692936878546,8.519034493479781,6.9596828680590015,7.170147504618862
2025-01-21,37.04213303342287,17.836696358600392,14.865309492046592,7.59507301344213,8.52351924192844,6.963346713647322,7.173922146912258
2025-01-24,37.01733095000389,17.824753546597478,14.831443209603462,7.6712918402850425,8.517812199219241,6.968249508288846,7.169118746002044
2025-02-03,37.07407030422053,17.85207493847932,14.854176520952958,7.529772418376572,8.530868115221804,6.978930288533503,7.180107414215319
2025-02-04,36.95194218501035,17.79326725110253,14.805244406781684,7.834384641550645,8.502766024742046,6.95594053792766,7.15645495288508
2025-02-06,36.88854203280173,17.762738521479594,14.77984236582329,7.992517440440375,8.488177436746755,6.944005909792264,7.1441762929159935
2025-02-14,36.885534021650415,17.763585127108293,14.780546800993749,7.992898378900083,8.488581999296988,6.944336874214324,7.14451679783615
2025-02-17,36.87498883243894,17.758506703514655,14.728672936383616,7.952494684240934,8.486155202296645,7.0567073860759875,7.142474255049226
2025-02-18,36.834621402776044,17.739066283518063,14.712549306584325,7.943789006490919,8.476865320886953,7.158453364746759,7.1346553149969365
2025-02-20,36.864207384992945,17.760199188711052,14.730076661444713,7.734049713785359,8.486963980438524,7.2813480977597225,7.143154972867687
2025-02-21,36.859442104824254,17.760199188711052,14.730076661444713,7.73881499395405,8.486963980438524,7.2813480977597225,7.143154972867687
2025-02-24,36.72866072647619,17.699472268887607,14.679710549279637,8.059029900805546,8.45794475741584,7.256451201196745,7.11873059593843
2025-02-25,36.70251576430948,17.686873060975103,14.66926093120651,8.12447724185387,8.451924046578121,7.251285762589202,7.113663192487706
2025-03-10,36.63991946229236,17.65670802120037,14.644242442187547,8.281171349894887,8.437509252953543,7.238918662837178,7.101530808634116
2025-03-11,36.600039041934586,17.63748972191495,14.62830303639773,8.381001958012174,8.42832551508734,7.231039521085602,7.093801205567616
2025-03-13,36.59830707986064,17.636655092661055,14.627610805822888,8.385337489722401,8.427926675618282,7.230697338767397,7.093465517547336
2025-03-14,36.58445728206432,17.629980901248217,14.626805659853003,8.415276636254516,8.42473731825143,7.2279610456418775,7.090781156686633
2025-03-18,36.39639427464511,17.555242844778352,14.564798841269186,8.83650002060751,8.389022674148174,7.197319846209102,7.060721498342567
2025-03-26,36.37069680691452,17.542848065144355,14.554515447661522,8.900865492671848,8.383099652273168,7.192238219356205,7.055736315978371
2025-04-29,36.362139046240905,17.538720360468467,14.551090875936023,8.922300457056135,8.381127169840177,7.19054593796507,7.05407615249322
2025-05-02,36.362139046240905,17.538720360468467,14.551090875936023,8.927006311727578,8.381127169840177,7.185840083293628,7.05407615249322
