date,BETA INTERNATIONAL SECURITIES LIMITED,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,DAIWA CAPITAL MARKETS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,51.917826612361814,1.3024213400170075,17.589401602291545,2.5869399812021663,3.589491115785705,12.375240567515553,2.1348968356979814,4.068388309537663,3.9475450924226827,0.48784854316788256
2024-03-04,51.93177239557685,1.3027711868200742,17.29417558311322,2.7488024354210503,3.702377221650177,12.329319067018847,2.1354702959215652,4.100819268478309,3.9486054528361016,0.505887093163809
2024-03-05,52.710501204162306,1.4540827918389603,15.76316626527923,3.3580224474030986,2.740037260871541,12.623256236651976,2.449220702503749,4.303176262098423,4.0032716862816375,0.5952651429090744
2024-03-06,60.40129151291514,1.3607011070110702,14.099015990159902,2.840559655596556,2.367773677736777,9.232779827798279,2.1486777367773677,3.6400676506765066,3.386377613776138,0.5227552275522755
2024-03-07,61.92870025710887,1.2510073295214705,14.298323036187114,2.912621359223301,2.5327142254115658,7.402432940634713,2.145132200007675,3.6340611688859896,3.380789746344833,0.5142177366744695
2024-03-08,62.062069761181405,1.2960043071953236,14.263738799369305,2.9188939737722572,2.3189631965542437,7.44529477367996,2.149751951697881,3.6418874745221705,3.3880706072376263,0.515325154789832
2024-03-11,62.07002575041316,1.3259541104577424,14.274184249971174,2.9170990430070334,2.2867904223836426,7.436873054306468,2.148429993466313,3.63964794957531,3.385987163226873,0.5150082631922825
2024-03-12,61.77708078335373,1.399938800489596,15.051254589963282,3.2856487148102818,2.4288555691554468,6.311199510403917,1.8818849449204405,3.817319461444309,3.4807221542227667,0.5660954712362302
2024-03-13,62.122605363984675,1.4022988505747127,15.080459770114944,3.2911877394636018,2.432950191570881,5.8084291187739465,1.885057471264368,3.9233716475095783,3.486590038314176,0.5670498084291188
2024-03-14,62.10119116013635,1.3711746907196751,15.08675169481788,3.3551648856716074,2.4206212417174156,5.883028840629668,1.8844076755141905,3.768815351028381,3.561990118349994,0.5668543414148378
2024-03-15,62.10740003064195,1.3788876972575457,14.788570553087176,3.355293396660028,2.447525662632143,5.787498084878198,1.8844798529186457,4.113681630151678,3.5621265512486593,0.5745365405239773
2024-03-18,62.124056549557494,1.3792574997126545,14.761886517757942,3.3561932493007927,2.4481820619899617,5.785218957128079,1.8849852496072947,4.118616144975288,3.563081874257691,0.5785218957128079
2024-03-19,62.223245462568585,1.4043973753885115,14.358620160392924,3.361344537815126,2.4519396799815816,5.79409846130233,1.8878784390468517,4.366678178120563,3.5685507079544148,0.5832469974291086
2024-03-20,62.1207477781183,1.394422310756972,14.453723567269384,3.4515783021759114,2.4479007048728163,5.727091633466135,1.9000919399325775,4.359485136377566,3.581826539993871,0.5631320870364694
2024-03-21,62.05418643808358,1.3776213072095513,14.346395224246136,3.627736108985152,2.445277820296954,5.717128424919639,1.9171896525332923,4.373947650390326,3.5779886728914736,0.5625287004439001
2024-03-22,62.04943751434912,1.3736894466977883,14.280247952858346,3.627458483201959,2.44509068646208,5.716690900742328,1.9744394275656232,4.392745083033596,3.5777148542129025,0.5624856508762531
