date,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,NANYANG COMMERCIAL BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,ICBC (ASIA) SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.6633927666709805,0.4314752887167055,0.0,0.7352888279937982,0.0,0.0,0.0,1.8301568833814845
2024-03-05,0.0,0.0,3.952110770308017,0.6643673556345157,0.4311829120276449,0.0,0.7625285895246071,0.0,0.0,0.0,5.810189627494784
2024-03-06,0.0,0.0,3.9525980647897843,0.6673885814214747,0.4307930764422308,0.0,0.7614565416647183,0.0,0.0,0.0,5.812236264318209
2024-03-07,0.0,0.0,3.95357265375332,0.6640749789454552,0.4308905353385844,0.0,0.7588251514631733,0.0,0.0,0.0,5.807363319500532
2024-03-11,0.0,3.734210171933442,3.95357265375332,0.6656830507352882,0.4302083230641097,0.0,0.7636980962808493,0.0,0.0,0.0,9.547372295767008
2024-03-12,0.0,3.734210171933442,3.95357265375332,0.6654881329425811,0.42952611078963504,0.0,0.7626260484209606,0.0,0.0,0.0,9.54542311783994
2024-03-14,0.0,3.734210171933442,3.95357265375332,0.6652932151498742,0.4292337341005746,0.0,0.7626260484209606,0.0,0.0,0.0,9.544935823358172
2024-03-18,0.0,3.734210171933442,3.964293132352207,0.6724077145836811,0.4303057819604632,0.0,0.7626260484209606,0.0,0.0,0.3844291993272118,9.948272048577966
2024-03-19,0.0,3.734210171933442,3.964293132352207,0.6724077145836811,0.4305006997531703,0.0,0.7626260484209606,0.0,0.0,0.3844291993272118,9.948466966370672
2024-03-21,0.0,3.734210171933442,3.9683864059990546,0.6738695980289839,0.43313208995471536,0.0,0.750346227480417,0.0,0.0,0.38598854166886815,9.945933035065481
2024-03-22,0.0,3.734210171933442,3.9683864059990546,0.6738695980289839,0.4330346310583618,0.0,0.750346227480417,0.0,0.0,0.38598854166886815,9.945835576169127
2024-03-25,0.0,3.734210171933442,3.9683864059990546,0.6747467280961655,0.43274225436930125,0.0,0.7468377072116904,0.835502058946613,0.0,0.38170035022931326,10.77412567678558
2024-03-26,0.0,3.734210171933442,3.9702381250297716,0.6782552483648923,0.43371684333283644,0.0,0.7425495157721355,0.835502058946613,0.0,0.38218764471108085,10.776659608090771
2024-03-27,0.0,3.734210171933442,3.9702381250297716,0.6790349195357205,0.4341066789182505,0.0,0.7412825501195397,0.835502058946613,0.0,0.38257748029649497,10.776951984779833
2024-03-28,0.0,3.734210171933442,3.9702381250297716,0.6787425428466599,0.4341066789182505,0.0,0.7412825501195397,0.835502058946613,0.0,0.3760477342408091,10.770129862035086
2024-04-02,8.348345386007635,3.734210171933442,3.9797890968724166,0.6787425428466599,0.4341066789182505,0.0,0.7412825501195397,0.835502058946613,0.0,0.3682510225325275,19.120229508177086
2024-04-03,8.348345386007635,3.734112713037089,3.9804713091468913,0.6787425428466599,0.4343015967109575,0.0,0.7412825501195397,0.835502058946613,0.0,0.36708151577628534,19.11983967259167
2024-04-05,8.348345386007635,3.734112713037089,3.9804713091468913,0.6787425428466599,0.4343015967109575,0.0,0.7341680506857329,0.8371588601846228,0.0,0.3599670163424784,19.107267474962068
2024-04-08,8.348345386007635,3.734112713037089,3.9804713091468913,0.6787425428466599,0.4349838089854322,0.0,0.7285154346972287,0.8371588601846228,0.0,0.36279332433673045,19.10512337924229
