date,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,FB SECURITIES (HONG KONG) LTD,NEW HARVEST WEALTH SECURITIES COMPANY,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD
2024-03-01,73.28519855595668,0.0,0.0,0.0,26.714801444043324,0.0,0.0,0.0,0.0,0.0
2024-03-07,54.521038495971354,0.0,0.0,0.0,30.43867502238138,15.04028648164727,0.0,0.0,0.0,0.0
2024-03-08,48.410174880763115,0.0,0.0,11.36724960254372,27.027027027027028,13.195548489666137,0.0,0.0,0.0,0.0
2024-03-12,37.94392523364486,0.0,0.0,26.043613707165107,27.41433021806853,8.598130841121495,0.0,0.0,0.0,0.0
2024-03-14,37.94392523364486,0.0,0.0,8.909657320872274,27.41433021806853,25.73208722741433,0.0,0.0,0.0,0.0
2024-03-15,35.51401869158878,0.0,0.0,8.909657320872274,29.84423676012461,25.73208722741433,0.0,0.0,0.0,0.0
2024-03-19,35.49190535491905,0.0,0.0,8.904109589041095,29.82565379825654,25.77833125778331,0.0,0.0,0.0,0.0
2024-03-20,35.49190535491905,0.0,0.0,8.904109589041095,23.59900373599004,32.004981320049815,0.0,0.0,0.0,0.0
2024-04-02,33.021806853582554,0.0,0.0,8.909657320872274,23.177570093457945,34.890965732087224,0.0,0.0,0.0,0.0
2024-04-03,33.00124533001245,0.0,0.0,8.904109589041095,23.163138231631383,34.93150684931507,0.0,0.0,0.0,0.0
2024-04-08,33.00124533001245,0.0,0.0,8.904109589041095,17.31008717310087,40.78455790784558,0.0,0.0,0.0,0.0
2024-04-10,33.00124533001245,0.0,0.0,8.779576587795766,11.207970112079702,47.01120797011208,0.0,0.0,0.0,0.0
2024-04-12,29.514321295143215,0.0,0.0,8.779576587795766,11.207970112079702,50.49813200498132,0.0,0.0,0.0,0.0
2024-04-16,25.538793103448278,0.0,0.0,7.5969827586206895,23.16810344827586,43.696120689655174,0.0,0.0,0.0,0.0
