date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS BANK CO LTD,CMB WING LUNG BANK LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,ABN AMRO CLEARING HONG KONG LTD,ARK GROUP HOLDINGS (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-06,49.43580549173072,0.0,0.20182241772472814,0.0,0.0,0.0,0.005080336556451053,0.0,0.0,0.0,49.6427082460119
2024-03-07,49.437347736756784,0.6848444878588772,0.20182241772472814,0.0,0.0,0.0,0.005080336556451053,0.0,0.0,0.0,50.32909497889684
2024-03-08,49.437347736756784,0.6848444878588772,0.20194337811892935,0.0,0.0,0.0,0.004959376162249837,0.0,0.0,0.0,50.32909497889684
2024-03-11,49.437347736756784,0.6848444878588772,0.20188289792182876,0.0,0.0,0.0,0.004959376162249837,0.0,0.0,0.0,50.32903449869974
2024-03-19,49.437347736756784,0.6848444878588772,0.20218529890733178,0.0,0.0,0.0,0.004959376162249837,0.0,0.0,0.0,50.32933689968524
2024-03-21,49.437347736756784,0.6832115225371608,0.20218529890733178,0.03042153914160571,0.0,0.0,0.0008467227594085089,0.0,0.0,0.0,50.35401282010229
2024-03-25,49.437347736756784,0.6832115225371608,0.20215505880878148,0.03042153914160571,0.0,0.0,0.0008769628579588128,0.0,0.0,0.0,50.35401282010229
2024-04-02,49.437347736756784,0.6813063963284915,0.20197361821747967,0.03042153914160571,0.0,0.0,0.0010281633507103322,0.0025401682782255266,0.0018748861101188412,0.0,50.356492508183415
2024-04-05,49.437347736756784,0.6813063963284915,0.20197361821747967,0.030300578747404498,0.0,0.0,0.0010281633507103322,0.0025401682782255266,0.0018748861101188412,0.0,50.356371547789216
2024-04-09,49.437347736756784,0.6748108231598864,0.20197361821747967,0.030300578747404498,0.0,0.0,0.0010281633507103322,0.0025401682782255266,0.0018748861101188412,0.0,50.34987597462061
2024-04-10,49.44384330992539,0.6748108231598864,0.20197361821747967,0.030300578747404498,0.0,0.0,0.0010281633507103322,0.0025401682782255266,0.0018748861101188412,0.0,50.356371547789216
2024-04-11,49.44384330992539,0.6748108231598864,0.20191313802037908,0.030300578747404498,0.0,0.0,0.0010886435478109399,0.0025401682782255266,0.0018748861101188412,0.0,50.356371547789216
2024-04-12,49.44384330992539,0.6748108231598864,0.20191313802037908,0.030300578747404498,0.0,0.004777935570948014,0.0011188836463612438,0.0022377672927224876,0.0018748861101188412,0.0,50.36087732247321
2024-04-16,49.44384330992539,0.6748410632584366,0.20191313802037908,0.030300578747404498,0.0,0.004777935570948014,0.0011188836463612438,0.0022377672927224876,0.0018748861101188412,0.0,50.36090756257177
