date,FUTU SECURITIES INTERNATIONAL,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,LONG BRIDGE HK LTD,KGI ASIA LTD,VALUABLE CAPITAL LTD
2025-03-24,94.8051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.194805194805195
2025-03-26,1.1889737628694785,98.6715376951179,0.0,0.006642311524410495,0.01328462304882099,0.0,0.0,0.0,0.0,0.11956160743938891
2025-03-27,2.9166388573716877,96.58279383301075,0.14015884669291864,0.006674230794900888,0.04004538476940532,0.0,0.0,0.0,0.13348461589801774,0.18020423146232395
2025-03-28,4.973786799300981,93.94407850517543,0.14114800376394676,0.040328001075413365,0.040328001075413365,0.0,0.5444280145180804,0.0,0.13442667025137786,0.18147600483936013
2025-03-31,21.28673017576815,77.08976251174023,0.1408828659600161,0.442774721588622,0.12075674225144237,0.0,0.3354353951428955,0.26834831611431637,0.13417415805715818,0.18113511337716356
2025-04-01,24.761124761124762,71.68304668304668,0.14332514332514332,1.8222768222768224,0.3958503958503959,0.0,0.4095004095004095,0.273000273000273,0.1365001365001365,0.37537537537537535
2025-04-02,25.272874234131955,70.80230269449808,0.1295728415324148,1.9565499071394636,0.012340270622134743,0.07404162373280847,0.3085067655533686,0.3702081186640423,0.18510405933202115,0.8884994847937016
2025-04-03,33.51887178683112,60.4872779853834,0.18292523584289336,3.5461363576972325,0.06097507861429778,0.10452870619593906,0.43553627581641274,0.043553627581641274,0.26132176548984765,1.3588731805472078
2025-04-07,35.38239384838901,54.8187914706638,0.9036064528131394,5.971775586679778,0.3277788113145702,0.10630664150742816,0.4429443396142841,0.1328833018842852,0.2657666037685704,1.6477529433651366
2025-04-08,38.37467721183002,55.47007854887035,0.9177531244095338,2.3312728875932374,0.35990318604295446,0.10797095581288634,0.4498789825536931,0.04498789825536931,0.26992738953221584,1.6735498150997383
2025-04-09,23.112213034311445,73.84450674067082,0.2394804682547509,0.6484755424702175,0.042261259103779564,0.07982682275158362,1.1081841276102198,0.07513112729560811,0.1408708636792652,0.7090500138523016
2025-04-10,24.20588719361662,71.6240681251562,0.49374889516065124,0.7320894112196816,0.03657399223412232,0.10972197670236694,1.4020030356413553,0.45717490292652896,0.060956653723537195,0.8777758136189355
2025-04-11,24.452645378888946,69.16506401926642,1.0453303763766886,2.333801133115027,0.040427141627827734,0.7103626314604017,1.051105682323521,0.5024516173744304,0.05775305946832533,0.6410589600984112
2025-04-14,40.033576548072574,37.79944469555111,4.913798669852134,6.754051785368373,3.3899399496351776,1.0331245560792923,1.6400852327758766,0.7877574740104605,0.3228514237747788,3.325369664880222
2025-04-15,33.9178259462957,46.31510837916532,3.4098997088320933,5.545131025558072,3.021675833063733,0.8217405370430281,1.6564218699450017,2.5428663862827565,0.06470397929472663,2.704626334519573
2025-04-16,41.69673813061629,20.22217505129838,8.780867473289463,6.636948984645865,4.868039340550485,0.8986060992004528,2.37741456166419,8.724262364678411,0.21226915729144555,5.582678836765019
2025-04-17,38.96976483762598,19.49110364563892,10.439218613910663,10.507652108995893,5.020530048525569,1.0389448799303223,2.3391812865497075,7.4654721911160875,0.12442453651860146,4.603707851188254
2025-04-22,30.98956009636834,27.696975104845183,9.672526099759079,10.310520210582672,3.622735790131168,5.1708753457660395,4.051039528865887,5.041491924689926,0.0892299455697332,3.3550459534219685
2025-04-23,31.631269769543607,25.07455942159964,11.301400813375508,8.206055128784454,4.9480343425214635,5.318572074107546,4.148215092634433,5.372797107998192,0.27112516945323095,3.7279710799819252
2025-04-24,29.03644808312997,30.606943241753914,10.434543021333544,7.100684877587972,5.179878768794772,4.715421553963631,4.0266078879004965,4.443832165630166,1.2201842084546957,3.2354561914508384
2025-04-25,33.34230717458608,26.53116166375017,9.897025171624714,8.836990173643828,6.053977655135281,4.401669134473011,2.9041593754206487,3.9574639924619737,1.0432090456319827,3.0320366132723113
2025-04-28,37.47733225871448,22.03640271341259,10.440593726912486,10.373430049029485,5.195110484250118,4.436160924172207,2.7302035059439853,3.502585801598496,1.1082006850695145,2.699979850896635
2025-04-29,33.35046093395799,26.96992594831495,9.965241045791144,9.321444763487985,4.361493123772102,4.143871845247091,4.210367235907511,3.246184071331419,1.753060299229258,2.6779507329605563
2025-04-30,36.95080514108435,18.699955680307284,9.511006057024671,9.741468459152017,6.299305658147437,4.101048899394297,4.440833210223076,4.219234746639089,3.4864824937213768,2.5498596543063967
2025-05-02,37.97213163356063,15.57070856804032,9.95849392232434,9.833975689297361,7.002668247850578,4.7672694930329085,4.455973910465461,4.233619922917285,3.6466053957900977,2.5585532167210197
