date,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE CORE SECURITIES COMPANY LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,MERRILL LYNCH FAR EAST LTD
2024-03-01,0.0,0.0,16.304517000439116,7.041366587200228,16.02908408861808,16.09507029609612,8.171340782592813,0.0,0.0,36.35862124505365
2024-03-04,0.0,0.0,16.24772658164908,7.098602606252577,16.043807127805508,16.08380218934247,8.149038569592364,0.0,0.0,36.377022925358
2024-03-05,0.0,0.0,16.178476114513824,7.368605983324139,15.591233801308697,16.13024668033553,8.188055387122049,0.0,0.0,36.54338203339576
2024-03-06,60.89412094962927,0.0,6.110158012078493,2.881651420737782,6.856842673647281,6.138067812495495,3.2149291579437285,0.0,0.0,13.904229973467947
2024-03-07,60.89231112076906,0.0,6.056220326802164,2.914129558172993,6.852633019860749,6.079477328750723,3.298310605940822,0.0,0.0,13.90691803970349
2024-03-08,60.92167510457253,0.0,6.057460118688515,2.977461713325067,6.863953139901478,5.966053716735757,3.3026161011739283,0.0,0.0,13.910780105602733
2024-03-11,59.17137341241939,0.0,5.874511684506612,2.967385318650012,6.633975701962252,5.794646842286644,3.192160155615532,2.859851279479043,0.0,13.506095605080509
2024-03-12,59.180811155146216,0.0,5.866155049203076,2.9699936307368344,6.629256701399863,5.794315186155735,3.18927838816637,2.8585491706425636,0.0,13.511640718549337
2024-03-13,58.984082959398066,0.0,5.762163840818204,2.9932913519455115,6.61798457920321,5.774302756791152,3.1609022211933095,2.843163736111948,0.39963617549168917,13.464472379046907
2024-03-14,59.01119156194412,0.0,5.715221249322118,3.0035583302490383,6.621026150837663,5.77695657915408,3.152336595537839,2.8410892376429753,0.4085859016887996,13.47003439362337
2024-03-15,59.0391758781516,0.0,5.635365976032048,3.042068154313083,6.643961602360545,5.779696130336641,3.136103137552979,2.8424365403748038,0.40877966149550976,13.472412919382787
2024-03-18,59.03407242689377,0.0,5.640641630098078,3.0365435191726133,6.632237550100338,5.779196523134347,3.144601502833133,2.842190835110096,0.40874432585529114,13.481771686802329
2024-03-19,59.02098499865258,0.0,5.639892141171945,2.950950728153602,6.628637978063155,5.777915316931236,3.2422257461161035,2.8415607418931943,0.4086537101851585,13.489178638833021
2024-03-20,59.03311100586488,0.0,5.641050870948853,2.932765623724613,6.63012512401249,5.767577021387858,3.242891869407374,2.84214454756928,0.40873766909972337,13.501596267984928
2024-03-21,59.029783251794264,0.0,5.645117288634032,2.9324750320296125,6.629751377389718,5.767251897443287,3.242709064428352,2.841984333107831,0.4087146281584789,13.502213127014425
2024-03-22,59.021132846784,0.0,5.644164785400315,2.9433178411685366,6.628779833342416,5.766406746708168,3.2422338679225797,2.841567860030006,0.40865473386660744,13.503741484777379
2024-03-25,59.023868170828955,0.0,5.644426363226876,2.954101032729532,6.6288365304156045,5.673984340770198,3.3100225212299,2.8416995519938504,0.4086736728985392,13.514387815906554
2024-03-26,59.01965439880157,0.0,5.644023402074768,2.955518351974254,6.628363291253016,5.673579269444988,3.3097862154650937,2.841496680266641,0.40864449728290175,13.518933893436769
2024-03-27,58.990248679227555,0.0,5.666248333657037,2.9658131903132476,6.70280064793921,5.659235473453465,3.2491750550464458,2.8350735466766084,0.4084408958620705,13.522964177824361
2024-03-28,58.99571385654772,0.0,5.666397696099302,2.9654619766929424,6.7024200595457755,5.653875538628672,3.2519800069946805,2.8342094344833932,0.4084787360470276,13.52146269496049
2024-04-02,58.992833434187574,0.0,5.665995847974499,2.9663187135740623,6.706224102764873,5.653599492311773,3.254325039916841,2.833194723331845,0.40845879237302085,13.519049853565512
2024-04-03,59.012854491976995,0.0,5.67480659041896,2.972960907289791,6.694348750220892,5.633978157086221,3.2554294966092363,2.8296478715562383,0.40859741560249874,13.517376319239165
2024-04-05,50.927104627945,13.724911453970526,4.901585958588933,2.5597794583413793,5.776786581578786,4.846033810963786,2.811650660705483,2.437831892254296,0.3526127233503913,11.661702832301422
2024-04-08,50.928480637864226,13.72528229017728,4.902258779663954,2.563415156710961,5.7759699743563955,4.8438951336637945,2.8114023988039962,2.437897760535826,0.3526222506661207,11.65877561755745
2024-04-09,50.93404047503826,13.72678067249195,4.904523374791372,2.5684509028404783,5.7706556599590755,4.8444239393123025,2.8106284320028965,2.4382719932566537,0.35266074626373306,11.649563804043284
2024-04-10,50.938335041493744,13.727938062937875,4.904936905729997,2.5639111645892227,5.770061242555795,4.842454252714085,2.8108654136063658,2.4385856769030467,0.3526904812896008,11.650221758180264
2024-04-11,50.85439211610214,13.705315350992949,4.886817379406541,2.549325731304203,5.759473376537434,4.830481191038667,2.803211549089128,2.4345670529065897,0.5463645470480666,11.630051705574273
2024-04-12,50.85581538990722,13.705640754584836,4.881861064982782,2.5657904279433095,5.759610122995,4.830595880550717,2.7984216081921383,2.4347327786882573,0.5463775193133181,11.621154452842418
2024-04-15,50.855252828012254,13.705408203446042,4.881267457497836,2.5680283857178647,5.759654331735517,4.830542444986829,2.7977431265379478,2.4347058459200923,0.5463714753403668,11.621025900805243
2024-04-16,50.87293145205314,13.710172563968936,4.871952549310549,2.507816598964283,5.777094602107192,4.827255578460387,2.8302395725034106,2.4355522137367216,0.5465614084419064,11.620423460453475
2024-04-17,50.87177812366171,13.709861743836932,4.870870494094583,2.5121859422652637,5.777719323183458,4.827146140872412,2.8289878924176226,2.435496997899208,0.546549017475394,11.61940432429341
2024-04-18,50.874689005401464,13.710646221747409,4.867154603323566,2.511897840627284,5.777833999699498,4.827422350041324,2.829149767026723,2.4356363569701878,0.5465802909950846,11.618989564167453
2024-04-19,50.88358848312916,13.713044616569434,4.868437936044545,2.51406494292049,5.777548939436112,4.828266808032641,2.8164709745027365,2.4360624213242974,0.5466759039456736,11.615838974094913
2024-04-22,50.886225963390075,13.713755413224533,4.865126723844253,2.5233741250553527,5.778388344149406,4.828517074548431,2.802578692037291,2.436188691242401,0.5467042401332098,11.619140732375051
2024-04-23,50.88751480162521,13.714053725838568,4.864278042130383,2.5278656033013736,5.777454803950611,4.828099423310959,2.8029736435943375,2.4362503946419722,0.5467180869712226,11.614791474635362
2024-04-24,50.92001284650064,13.722811864944868,4.813031119706835,2.5544414509339526,5.782549190807088,4.815190126433033,2.7876904665900537,2.4378062453248264,0.5470672348711321,11.619399453887569
2024-04-25,50.93234106061101,13.726134286786696,4.807927495530498,2.555816497135247,5.774870097602819,4.812897223445655,2.786636039769047,2.438396461149056,0.5471996849949093,11.617781152975061
2024-04-26,50.967101314439866,13.735502085359508,4.758752018921096,2.5575607882542175,5.777297108734663,4.809800583785841,2.78183204441133,2.4391953489810247,0.5475731372955381,11.625385569816912
2024-04-29,50.98585076427619,13.740555013634498,4.725879242624824,2.568780467803534,5.773255131374384,4.808865029560871,2.7799340579256935,2.4400926644974503,0.5477745749838636,11.6290130533187
2024-04-30,51.00856168311939,13.746675547568865,4.624933618223467,2.5916822018698045,5.776800962150322,4.811007069789232,2.8218188277376663,2.441179568915884,0.548018573342827,11.629321947282547
2024-05-02,51.01557493748885,13.747266467228913,4.623404284475961,2.597343334946562,5.7691508516538565,4.802466342316289,2.8222068044335478,2.441515210869184,0.548093921353577,11.632977845233256
2024-05-03,50.992775113639844,13.739824000572993,4.638652046588634,2.6063545368295324,5.769277829314848,4.7938272611157045,2.8315503618055096,2.4404240516143743,0.5634316117483327,11.623883186770236
2024-05-06,50.98472000227765,13.737653579132408,4.640083212715492,2.615896827530153,5.769015655350283,4.79307000065374,2.83110307386244,2.439930352516536,0.5633426088578742,11.625184687103424
2024-05-07,50.999784027337945,13.741712527730666,4.658770607553846,2.5627723404781215,5.769962583981459,4.794486168607637,2.831939556001619,2.440651258152069,0.572708407639301,11.627212522517336
2024-05-08,51.02899937563854,13.749584500630178,4.662089133506222,2.5345690591827714,5.77705805955593,4.785645706016393,2.812012193582257,2.4419411013874943,0.5749856992110796,11.633115171289136
2024-05-09,51.0285573063585,13.749465386616668,4.664214520148112,2.5324896159166705,5.776899723590178,4.781380986667952,2.811987832841872,2.4418116578705567,0.5812614649213563,11.63193150506813
2024-05-10,51.037787091769104,13.751952319850291,4.651952852077404,2.5341390713172354,5.776211686560635,4.7779134854625,2.812496450871548,2.442145011994248,0.5813666005330975,11.634035429563937
2024-05-13,51.06328305957303,13.758822118749633,4.643440495751882,2.539089325204536,5.741170346810516,4.775423986596763,2.813901435747384,2.443364987509377,0.5816570226884079,11.639847221368477
2024-05-14,51.0762897242778,13.762326718832291,4.64245545636261,2.515348315912732,5.741765597808633,4.776640366251483,2.8146181830909565,2.443878963043913,0.5818051803745963,11.644871494044985
2024-05-16,51.08808446969684,13.765504771523634,4.624554875126479,2.5173385662364223,5.7429830947069735,4.777743407552689,2.809088487630623,2.4444433135548773,0.5819395332029446,11.648319480768519
2024-05-17,51.114240602739535,13.76658656831024,4.627356442037937,2.545853508886355,5.746791157992033,4.769342464880489,2.7478306987101138,2.445694822300769,0.5822374752379859,11.654066258904535
2024-05-20,51.19503900843267,13.787913416045425,4.595994532932982,2.6031124417210725,5.783579068249723,4.77688156284659,2.5518383995297174,2.4495608338099624,0.5831578422272884,11.672922894204559
2024-05-21,51.218632473064844,13.794267638130876,4.576156813242537,2.6022469479024215,5.78896175928618,4.77908301026001,2.553014425765704,2.4506897249684845,0.5616881728517968,11.675259034527148
2024-05-22,51.24843357776234,13.802293709782152,4.527595642727623,2.6056098829216756,5.806468209670217,4.778818527500203,2.5544998744495695,2.4539644777686864,0.5402639175044437,11.682052179913086
2024-05-23,51.24425376296562,13.801167996712515,4.508304486392072,2.6277991431852348,5.808713296790327,4.778428767755415,2.554291529810952,2.453764332782416,0.5402198536578269,11.683056829947617
2024-05-24,51.251554950808085,13.803134361965007,4.488499571609452,2.6291524049184014,5.8352087358690765,4.756595862415912,2.5546554606108782,2.4541139406506,0.5402968231975929,11.686787887954997
2024-05-27,51.250551610864036,13.802864141167381,4.488955500470825,2.6313848911968867,5.835094501325127,4.756502743628959,2.554605448706471,2.4531958183225817,0.540286245930525,11.68655909838721
2024-05-28,51.245312584895366,13.801453159989526,4.490997842953916,2.6375320755164946,5.837760477407924,4.7540590389013895,2.554344307238432,2.452945043331982,0.5402310158191608,11.685364453945805
2024-05-29,51.25300428897326,13.803524699574258,4.475357166290571,2.64293114985509,5.835808809388516,4.752597302147942,2.554727703485489,2.453313219979581,0.540312102203413,11.688423558101885
2024-05-30,51.25657223986223,13.804485624673301,4.477952940820669,2.6388730041593105,5.832516797259901,4.752928151705043,2.5549055495085113,2.4534840060867675,0.5403497157457238,11.687931970178543
2024-05-31,51.24570268821509,13.80155822311478,4.474610848823998,2.6633257964604273,5.831279944310314,4.751485239879546,2.5543637521036047,2.4528549667507282,0.540235128310666,11.68458341203085
2024-06-03,51.24910241140779,13.802473840915397,4.47708283702638,2.6635024858217777,5.831666800897888,4.742229866043839,2.5545332127458655,2.4530176931352123,0.5402709683869824,11.686119883618867
2024-06-04,51.23818031415121,13.799532287706098,4.4747151542716335,2.6879435703664507,5.516730622419938,4.741219212327522,2.553880062598447,2.452494911338929,0.5401558270131049,11.995148037806675
2024-06-05,52.005070261589736,13.801963481582147,4.4652807494313205,2.6942897787733693,4.7474419109577495,4.742054517675101,2.5543300037586905,2.451295699405266,0.5402509913644299,11.998022605462193
2024-06-06,52.00806795215944,13.802759058158895,4.465320620353474,2.689442169318345,4.747715564310685,4.74232786048643,2.5544772411516155,2.4508932026177934,0.5402821326607293,11.998714198782588
2024-06-07,52.194547724359744,13.803179399793256,4.4654566047722115,2.6870225387093645,4.5629642015321705,4.742472280731336,2.5545550337968366,2.4504240291625545,0.5402985861157017,11.999079601026827
2024-06-11,52.020639787704404,13.803014262526531,4.465294420313624,2.6868816309242316,4.737824522955076,4.741762977033803,2.5545244718354385,2.450285951973913,0.5402921221388785,11.9994798525941
2024-06-12,51.248993654645425,13.802473840915397,4.455766511603378,2.7180983805276306,5.506487126624087,4.730701649233439,2.551814293686809,2.4475798550170995,0.5402709683869824,11.997813719359748
2024-06-13,51.252784033705844,13.803494672820529,4.45239805699331,2.7186257056869985,5.506350562756829,4.7288762361291505,2.550806613179514,2.446999524547702,0.5403109268645931,11.999353667315523
2024-06-14,51.25858490674672,13.80508627080268,4.44290392031753,2.719265506113464,5.507094244282293,4.729421494417262,2.5488164070665187,2.446955341310062,0.5403732268691439,12.001498682074331
2024-06-17,51.26086010285654,13.805581843209852,4.428051598089381,2.7379647158741283,5.506856811914737,4.729591270306275,2.5449917789330345,2.445520244128974,0.5403926250862616,12.00018900960081
2024-06-18,51.25645526717254,13.804395532261902,4.4241903955422215,2.75284873780658,5.509646765916403,4.729184857453342,2.5447730882871724,2.443352206774294,0.5403461892536678,11.994806959531871
2024-06-19,51.25818365675004,13.804861022378947,4.4029107934121345,2.772738719180734,5.509832553560053,4.729344327587887,2.54485889912329,2.4416941884999344,0.5403644099581018,11.995211429548867
