date,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,LEGO SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HANG SENG SECURITIES LTD,XIN YONGAN INTERNATIONAL SECURITIES,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-07,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,61.145690102525165,38.854309897474835,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,61.54862194589388,38.45137805410612,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,48.061115429830394,30.02530455871123,21.913580011458382,0.0,0.0,0.0,0.0,0.0
2024-03-25,0.0,48.095960161956405,30.00516119785532,21.898878640188276,0.0,0.0,0.0,0.0,0.0
2024-03-26,0.0,44.489859530574435,27.512868195406163,20.256961942298865,0.0,0.0,0.0,0.0,7.740310331720533
2024-04-08,0.0,44.50988172657632,27.497355217076592,20.25681705573109,0.0,0.0,0.0,0.0,7.735946000615999
2024-04-16,0.0,44.49733693810239,27.48960528624304,20.279292095508062,0.0,0.0,0.0,0.0,7.733765680146503
2024-04-17,0.0,44.83282407215054,27.18116717170259,20.256600031971132,0.0,0.0,0.0,0.0,7.72940872417574
2024-04-18,0.0,44.830298476668375,27.179635958034265,20.26109226673126,0.0,0.0,0.0,0.0,7.728973298566098
2024-04-26,0.0,44.83534995221666,27.17143056344902,20.263375285485203,0.0,0.0,0.0,0.0,7.729844198849115
2024-05-03,0.0,44.92109340439463,27.12911368190223,20.23038658218643,0.0,0.0,0.0,0.0,7.719406331516712
2024-05-08,0.0,39.574931333107386,23.900415811880286,17.857419463168338,0.0,11.866531263960306,0.0,0.0,6.800702127883684
2024-05-09,0.0,39.5259509725233,23.62330293430927,18.206616413492736,0.0,11.851844517562723,0.0,0.0,6.792285162111971
2024-05-10,0.0,39.54690070157271,23.615119229006172,18.200309184410127,0.0,11.847738741029291,0.0,0.0,6.789932143981699
2024-05-13,0.0,39.54494364993991,23.11908206837722,18.69922571633765,0.0,11.847152433732465,0.0,0.0,6.7895961316127575
2024-05-16,0.0,39.520200223804295,23.11908206837722,18.723969142473265,0.0,11.847152433732465,0.0,0.0,6.7895961316127575
2024-05-17,0.0,35.09961317246377,20.53306493659182,16.68671035072693,11.12850244836943,10.521972694074414,0.0,0.0,6.03013639777364
2024-05-20,0.0,35.245445623454344,20.525847813443423,16.566611618541206,11.124590914807579,10.50948715174555,0.0,0.0,6.028016878007898
2024-05-21,0.0,35.223779344230444,20.513230048448065,16.617900261862147,11.117752343504298,10.503026700498532,0.0,0.0,6.024311301456516
2024-05-23,0.0,35.391770525599355,20.48085548743966,16.52591390654806,11.100205991678132,10.486450526103514,0.0,0.0,6.01480356263128
2024-05-24,0.0,35.422338866801425,20.379895859632438,16.74109029479173,11.045487932357293,10.426033237888598,0.0,0.0,5.985153808528517
2024-05-29,0.0,35.40689311598646,20.37100929812484,16.777394966181948,11.04067159725095,10.421487013202913,0.0,0.0,5.982544009252885
2024-05-31,12.993966341833316,30.806133341806287,17.724007206434763,14.59734591123983,9.606050445991812,9.067322498388796,0.0,0.0,5.2051742543051995
2024-06-05,12.896304548565315,30.89953052177579,17.72535215609499,14.59845360066891,9.606779381279017,9.068010553418977,0.0,0.0,5.205569238197002
2024-06-20,12.896304548565315,30.903324668450864,17.72535215609499,14.594659453993838,9.606779381279017,9.068010553418977,0.0,0.0,5.205569238197002
2024-06-24,12.884571919195654,31.15193057721385,17.709226219667926,14.395637668324621,9.598039452604706,9.05976077872245,0.0,0.0,5.200833384270796
2024-06-25,12.884083522900378,31.21897966890483,17.70855494238125,14.330652623937995,9.597675634005224,9.059417363851693,0.0,0.0,5.200636244018629
2024-07-09,12.884083522900378,31.21897966890483,17.70855494238125,14.32686207273973,9.601466185203488,9.059417363851693,0.0,0.0,5.200636244018629
2024-07-11,12.885548822876302,31.222530186881208,17.71056892692929,14.317118512266907,9.602558154853098,9.060447686576747,0.0,0.0,5.201227709616442
2024-08-29,12.8806657852815,31.191750537997066,17.703857425922674,14.36853616008178,9.598919221570473,9.05701418853274,0.0,0.0,5.199256680613773
2024-09-03,12.884083522900378,31.200026912913508,17.70855494238125,14.34581482873105,9.601466185203488,9.059417363851693,0.0,0.0,5.200636244018629
2024-10-04,12.61405513759954,32.34749202101778,17.182654169826215,14.180939670009321,9.52635708513406,8.988548532755784,0.0,0.0,5.159953383657295
2024-10-07,12.614598518857214,32.13862510472572,17.005481724214658,13.994320231857223,9.90501888473514,8.994299063266332,0.0,0.0,5.347656472343706
2024-10-08,12.652213689170551,32.030634059159105,17.05618996438262,13.609528037892474,10.26671277880188,9.02111894902077,0.0,0.0,5.3636025215725995
2024-10-09,12.51195041505092,33.00064248790728,16.867103919269553,13.466117278072218,10.152895324862323,8.880050727149804,0.0,0.0,5.121239847687907
2024-10-10,11.75959315035273,31.026802452780295,15.852866510462643,12.645860220641472,9.542390623197921,8.346083563451415,6.013109385353395,0.0,4.813294093760128
2024-10-14,11.729839667315057,31.077051262296685,15.869568748405912,12.659183625986687,9.471669934954702,8.354876816928899,6.019444667598205,0.0,4.818365276513849
2024-10-15,11.729839667315057,31.080563190340794,15.869568748405912,12.65567169794258,9.471669934954702,8.354876816928899,6.019444667598205,0.0,4.818365276513849
2024-10-16,11.728603966919367,31.200193486849876,15.867896941037868,12.584107302680064,9.470672125383693,8.311857960987467,6.018810538712514,0.0,4.817857677429154
2024-10-21,11.726133347025524,30.933820634922725,15.864554382795937,12.897430124840312,9.433568953131013,8.310107075571683,6.01754268167717,0.0,4.8168428000356345
2024-10-25,11.809617369275927,30.968612690681606,15.882397651081165,12.704564935541368,9.373883786862768,8.31945366460599,6.024310765160398,0.0,4.91715913679078
2024-10-28,11.807347604499551,30.971878458840596,15.884072515533612,12.709419822125243,9.364326888474785,8.3203309853678,6.0249460536207895,0.0,4.917677671537622
2024-10-29,11.806102602201737,31.035393265091198,15.882397651081165,12.65184342942853,9.3633394856402,8.31945366460599,6.024310765160398,0.0,4.91715913679078
2024-11-01,11.806102602201737,31.077570469981474,15.882397651081165,12.609666224538257,9.3633394856402,8.31945366460599,6.024310765160398,0.0,4.91715913679078
2024-11-04,11.80651757379403,31.07866281258911,15.882955899985546,12.606594549898487,9.363668596780975,8.319746084302015,6.024522513094066,0.0,4.917331969555775
2024-11-05,11.72041796078161,30.852020127785355,15.767128658977796,12.514660335989387,10.024638523764683,8.259073924730597,5.980588384870402,0.0,4.881472083100171
2024-11-07,11.722463095747553,30.857403600059502,15.769879918040475,12.516844060966232,10.026387756499767,8.260515078188288,5.98163195775865,0.0,4.864874532739533
2024-11-08,11.797004563132353,30.87895628988048,15.780894562525566,12.466217410796721,10.033390796293443,8.266284724965743,5.985809893785924,0.0,4.791441758619771
2024-11-11,11.752007481727036,30.912357473493117,15.790820906377508,12.449597280579178,10.0397019015765,8.271484302482275,5.989575029342889,0.0,4.794455624421496
2024-11-13,11.751596822036953,30.91127727854263,15.790269115236322,12.452656623530013,10.039351076334274,8.271195265465794,5.989365730886511,0.0,4.794288087967499
2024-11-18,11.742979593386673,30.888610610496137,15.778690402872716,12.443525320690629,10.105317556723472,8.265130150920683,5.984973839745691,0.0,4.790772525163995
2024-11-19,11.925772527222014,30.84660344321811,15.757232070041246,12.426602667345483,10.098548900244138,8.253889933314182,5.907093175764355,0.0,4.784257282850469
2024-11-25,12.623186125305171,30.49789664417653,15.757232070041246,12.426602667345483,9.749842101202558,8.253889933314182,5.907093175764355,0.0,4.784257282850469
2024-11-26,12.627148980737058,30.56328159370666,15.762178811068464,12.475849923543834,9.620352731732819,8.256481115305142,5.908947616952645,0.0,4.785759226953382
2024-11-27,13.014955606467558,30.000989283057418,15.754485221985096,12.661515712386215,9.626116375423768,8.25245109041219,5.906063433526933,0.0,4.783423276740822
2024-11-28,13.014955606467558,30.007962203285903,15.754485221985096,12.65454279215773,9.626116375423768,8.25245109041219,5.906063433526933,0.0,4.783423276740822
2024-12-02,13.010419575575577,29.99750369327056,15.748994397904323,12.684984823936313,9.622761438029512,8.249574909024213,5.904005025723286,0.0,4.781756136536215
2024-12-03,12.932030670918731,29.871806980563214,15.73418827264335,12.847157690950059,9.620678713987198,8.241819224034636,5.9750577897944375,0.0,4.777260657108373
2024-12-04,12.932030670918731,29.78475777033894,15.73418827264335,12.934206901174337,9.620678713987198,8.241819224034636,5.9750577897944375,0.0,4.777260657108373
2024-12-05,12.928429360309913,29.77646331397173,15.72980661746565,12.95845297453519,9.617999548340412,8.23952404304081,5.97339385629828,0.0,4.775930286038019
2024-12-11,15.606182409008548,26.880796117257027,15.73418827264335,13.024738079807586,9.617196745578227,8.241819224034636,5.9750577897944375,0.1427607047678158,4.777260657108373
2024-12-12,15.994768261775002,22.017188628632358,15.739668775587775,13.119837544426888,9.651895220683478,8.24468999904648,5.977139010715572,4.475887895553328,4.778924663579117
2024-12-13,15.9869722886968,21.463345853618414,15.731997139961296,13.099516900644117,9.650672296225506,8.240671473725026,5.974225707187218,5.076002961001727,4.776595378939897
2024-12-16,15.93390867622348,21.517378201450505,15.700294157118034,13.15650609269619,9.672917957829517,8.22406494474945,5.9621864998690555,5.065773844294338,4.766969625769431
2024-12-17,15.944434376318725,21.531592257422997,15.710665534980361,13.088708300032465,9.68973803026609,8.229497638191544,5.966125030475999,5.069120218201636,4.7701186141101815
2024-12-20,15.96886315431185,21.29297823563388,15.73473615118537,13.213224454193329,9.718512224963884,8.242106211569155,5.975265846663571,5.076886715871495,4.77742700560747
2025-01-03,16.331639156419136,21.28927167800107,15.731997139961296,13.210924373039218,9.716820482960097,8.240671473725026,5.974225707187218,5.076002961001727,4.42844702770521
2025-01-06,16.411979284179996,21.29140436061664,15.715583076950498,13.179751429288114,9.706682386553585,8.232073525249852,5.967992466974543,5.070706886275573,4.4238265839112
2025-01-10,17.65866481297549,21.27579253759127,15.686123915263057,12.040748228210559,9.688487024378729,8.216642345648317,5.9568053507108205,5.061201749030523,4.415534036191238
2025-01-14,17.863473388553544,21.27579253759127,15.686123915263057,12.040748228210559,9.688487024378729,8.011833770070265,5.9568053507108205,5.061201749030523,4.415534036191238
2025-01-15,18.126707454070814,21.13741967568074,15.673610006109007,11.954834113832149,9.68075784621348,8.005442174511183,5.952053193873998,5.057164077312523,4.41201145839611
2025-01-16,18.89958240602844,21.04890615696005,15.56455699690561,11.764878103807343,9.613401584695714,7.811965171655276,5.893418169621771,5.02197761034982,4.381313799975975
2025-01-20,18.89958240602844,21.055795015136113,15.56455699690561,11.761433674719312,9.609957155607681,7.811965171655276,5.893418169621771,5.02197761034982,4.381313799975975
2025-01-21,20.087608679515196,20.27983459989333,15.511130009512609,11.549431024147951,9.54264390448603,7.785149775314502,5.873188388696258,5.004739141273609,4.366274477160514
2025-01-22,20.08416162910968,20.29694666345773,15.508468286664343,11.56804123224843,9.516982262050776,7.783813837119062,5.872180544669628,5.003880323862255,4.365525220818099
2025-01-23,20.322620312080243,20.278060679080237,15.488799893399646,11.498527604049956,9.419220883386155,7.773942126462809,5.8647332356163435,4.994106560077739,4.359988705846867
2025-01-24,21.409627544144037,20.337255767972433,15.531389000713624,10.505892244681213,9.493239890339675,7.7953179114012965,5.880859323812883,4.674441075619825,4.371977241315013
2025-01-27,21.408155909389095,20.342731550437318,15.530321418767192,10.505170100583792,9.492587352983254,7.794782084202034,5.880455090859647,4.67411976830457,4.371676724473098
2025-02-05,21.406684476931925,20.3413333470798,15.52925398357555,10.511321288851487,9.491934905327657,7.794246330660075,5.880050913474157,4.673798505157717,4.37137624894163
2025-02-06,21.406684476931925,20.34476996362771,15.52925398357555,10.507884672303577,9.491934905327657,7.794246330660075,5.880050913474157,4.673798505157717,4.37137624894163
2025-02-10,21.406684476931925,20.34820658017562,15.52925398357555,10.538814221234768,9.457568739848558,7.794246330660075,5.880050913474157,4.673798505157717,4.37137624894163
2025-02-11,21.40594883655197,20.34750731437217,15.52872032100332,10.541888553496186,9.457243730645533,7.79397848150584,5.8798488456157365,4.673637890144595,4.371226026664651
2025-02-12,21.378765641416596,20.325100357757115,15.509000558150868,10.658922627247458,9.445234073716243,7.784080988077194,5.872382085802504,4.660838616317826,4.365675051514193
2025-02-14,21.379499414586473,20.325797966476333,15.509532866175196,10.659288468361714,9.44555825797752,7.784348157373914,5.87258364077018,4.657566335783246,4.365824892495423
2025-02-19,21.481986333642425,20.254247188550643,15.583880923097748,10.403451119557564,9.490837436215115,7.821663991764491,5.900735048460778,4.676444608832738,4.386753349878498
2025-02-20,21.479764012257156,20.252151877345685,15.582268763435088,10.412719923825978,9.489855604708893,7.820854837020265,5.900124614700914,4.675960828483015,4.386299538223006
2025-02-21,21.479764012257156,20.26594527211997,15.582268763435088,10.39892652905169,9.489855604708893,7.820854837020265,5.900124614700914,4.675960828483015,4.386299538223006
2025-02-24,21.480504734961556,20.266644136678288,15.582806112926107,10.395836665055946,9.49018285930554,7.821124536666048,5.900328078587128,4.676122077477584,4.386450798341804
2025-02-25,21.48717353893731,20.27293608738715,15.5876439265921,10.371467834565323,9.49312916666487,7.823552670783402,5.902159885233864,4.674124280825182,4.387812609010798
2025-02-26,21.53173827133395,20.111037608383516,15.619972942738592,10.389521727689534,9.512818064329915,7.839778840806774,5.914401056710931,4.683818487342672,4.396913000664117
2025-02-28,21.530994011054986,20.11034245566189,15.619433026951333,10.3926191794009,9.512489246817037,7.839507853118109,5.914196621113354,4.683656587731499,4.396761018150898
2025-03-05,21.540673409726242,20.11938319116829,15.626454844857616,10.352335597397932,9.51676564834911,7.843032154962132,5.916855386746123,4.6857621560730545,4.398737610719502
2025-03-11,21.563043733186326,20.140277482690326,15.642683160600798,10.259235107363033,9.526648957092434,7.85117726551077,5.923000132843442,4.6906283927544505,4.403305767958422
2025-03-12,21.55856595215774,20.136095153259546,15.639434801474906,10.277870671966035,9.524670653449686,7.849546890270307,5.921770162809743,4.6896543370001185,4.402391377611918
2025-03-19,21.57574088674771,20.152136856493527,15.651894177035205,10.213319790044384,9.525331102673977,7.855800342132574,5.926487824245518,4.693390416044814,4.4058986045822905
2025-03-28,21.582468964806353,20.12723747255741,15.65677499046087,10.216504663887001,9.528301437344272,7.858250058144294,5.928335912471291,4.694853980945996,4.407272519382515
2025-04-03,21.582468964806353,19.80154280524455,15.65677499046087,10.54219933119986,9.528301437344272,7.858250058144294,5.928335912471291,4.694853980945996,4.407272519382515
2025-04-07,21.5884530022688,19.807033056343904,15.661116047465832,10.520861718576372,9.527477492894032,7.860428866454589,5.929979625442593,4.696155694023795,4.4084944965300865
2025-04-08,21.594440358965535,19.81252635278344,15.66545951237438,10.496045511609092,9.53011985018402,7.862608883309333,5.931624250150913,4.6974581291376305,4.4097171514856575
2025-04-09,21.614672229665867,19.570838236525205,15.680136510066706,10.672439601278871,9.539048636916274,7.869975375964391,5.93718159976855,4.701859186257385,4.413848623556748
2025-04-10,21.630434357977784,19.6927585879101,15.691570980180058,10.503122896130769,9.542532286999993,7.875714420275102,5.941511187429763,4.705287936275469,4.417067346820957
2025-04-11,21.747488752465205,19.240714483036722,15.776486858855604,10.577417821751068,9.594172273522938,7.918334321815876,5.97366403202247,4.730750884506398,4.440970572023718
2025-04-14,21.95831392651156,18.369685964208017,15.929427762778648,10.768087121170392,9.687180393330193,7.995096481831469,6.031574109529825,4.776611875168272,4.484022365471618
2025-04-16,22.002524691687814,18.406671402855224,15.96149999713003,10.599024827901065,9.696087699258797,8.011193771190875,6.043718052252022,4.786229082876383,4.493050474847792
2025-04-24,22.001747530035395,18.4060212520492,15.960936213387633,10.60218260231859,9.695745219127815,8.010910804000687,6.043504579208632,4.7860600261997055,4.492891773672343
2025-04-25,22.08991560244358,18.132242490816186,16.024896813691917,10.595020725919168,9.73105288378635,8.043013097823412,6.067722844081066,4.805239306680213,4.510896234758104
2025-04-28,22.045353297667567,18.095664056987363,15.992569558637268,10.77537867778313,9.711422290704737,8.026787811704935,6.055482339429958,4.7955456282452325,4.501796338839805
2025-05-02,22.057062779326237,18.105275644677327,16.001064078883477,10.781102065260258,9.716580553294461,8.03105127364134,6.058698734215315,4.798092802373906,4.451072068327674
