date,EMPEROR SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FULBRIGHT SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,VALUABLE CAPITAL LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-11,0.0,78.49508557289161,0.0,0.0,0.0,0.0,0.0,21.504914427108393,0.0,0.0
2024-03-18,0.0,78.46811873024599,0.0,0.0,0.0,0.0,0.0,21.53188126975402,0.0,0.0
2024-04-03,0.0,79.14789659713077,0.0,0.0,0.0,0.0,0.0,20.852103402869222,0.0,0.0
2024-04-05,0.0,78.80266309708327,0.0,0.0,0.0,0.0,0.0,21.197336902916724,0.0,0.0
2024-04-16,0.0,78.7887859683725,0.0,0.0,0.0,0.0,0.0,21.211214031627517,0.0,0.0
2024-05-09,0.0,78.77491372631876,0.0,0.0,0.0,0.0,0.0,21.225086273681246,0.0,0.0
2024-05-13,0.0,71.36750091719705,0.0,0.0,0.0,0.0,9.403263626357852,19.229235456445103,0.0,0.0
2024-05-14,0.0,71.31630961489415,0.0,0.0,0.0,0.0,9.468247895944911,19.215442489160928,0.0,0.0
2024-05-16,0.0,71.31402336962587,0.0,0.0,0.0,0.0,9.469002566514163,19.216974063859972,0.0,0.0
2024-05-17,0.0,71.30265695478236,0.0,0.0,0.0,0.0,9.467493345659138,19.229849699558503,0.0,0.0
2024-05-20,0.0,31.83694383557744,0.0,39.468814939224,15.752654501978421,0.0,4.227276609069429,8.7143101141507,0.0,0.0
2024-05-21,0.0,31.946071010311634,0.0,39.261332800137104,15.806649718643778,0.0,4.241766402924963,8.744180067982517,0.0,0.0
2024-05-22,0.0,32.06513948220993,0.0,39.03494939648499,15.865563806301786,0.0,4.257576191977981,8.776771123025316,0.0,0.0
2024-06-11,81.18862500047189,6.031461318886013,0.0,7.342484429241154,2.984316798407142,0.0,0.8008512212576653,1.6522612317361431,0.0,0.0
2024-06-19,81.18917231063854,6.031501978277641,0.0,7.341859804790525,2.984336916335291,0.0,0.8008566199698048,1.6522723699882083,0.0,0.0
2024-06-20,81.18862500047189,6.031461318886013,0.0,7.3418103120515426,2.984316798407142,0.0,0.8008512212576653,1.6529353489257537,0.0,0.0
2024-06-24,81.18807769768421,6.031420660042566,0.0,7.341760819979835,2.984296680750228,0.0,0.8008458226183129,1.6535983189248495,0.0,0.0
2024-07-03,79.85256473498676,5.932206086876267,0.0,7.088386900348061,2.8722188805825275,0.0,0.7876722137885601,1.6270602799975813,0.0,1.839890903420248
2024-07-04,79.85785950072592,5.932599432307948,0.0,7.0888569083964,2.8724093281426626,0.0,0.787724441789816,1.6271681651112864,0.0,1.8333822235259607
2024-07-05,79.85468255702686,5.932363418789636,0.0,7.085922730754297,2.872295056575991,0.0,0.7876931041579587,1.6542881269984064,0.0,1.8127550056968513
2024-07-08,79.66716225072955,5.918432631392618,0.0,7.304110013840898,2.8655501340299554,0.0,0.7831974512214837,1.6530493501710202,0.0,1.8084981686144734
2024-07-10,79.66610829307812,5.918354333419148,0.0,7.30401338403235,2.8655122242010633,0.0,0.7831870899016756,1.6543504323007525,0.0,1.8084742430668759
2024-07-11,79.64450830508717,5.916749681387474,0.0,7.328484885677752,2.8647352936975294,0.0,0.7829747432451234,1.6545631820940025,0.0,1.8079839088109524
2024-07-12,79.64398162243461,5.916710554403291,0.0,7.32843642300354,2.864716349436143,0.0,0.7829695654968589,1.6552135324650659,0.0,1.8079719527604836
2024-07-22,79.6429282780267,5.9166323019873674,0.0,7.32833949957797,2.864678461665021,0.0,0.7829592102057674,1.6565142074032497,0.0,1.807948041133926
2024-07-23,79.63871517900384,5.916319313021377,0.0,7.327951831511859,2.8645269206018202,0.0,0.7829177917803684,1.6617165631284336,0.0,1.807852400952303
2024-07-24,79.63608221846175,5.916123711732852,0.0,7.327709559797865,2.8644322155788084,0.0,0.7828919074896835,1.6649677559620129,0.0,1.8077926309770227
2024-07-25,79.62134085616654,5.915028583487106,0.0,7.326353134187691,2.8639019831529575,0.0,0.7827469870852036,1.674576113417923,0.0,1.8160523425025796
2024-07-29,79.6202881105478,5.914950375554923,0.0,7.326256265859672,2.8638641169196988,0.0,0.7827366376807301,1.6758761626019012,0.0,1.8160283308352752
2024-07-30,79.62028800527463,5.91495049995326,0.0,7.326256256172968,2.8638641131331255,0.0,0.7827366366458035,1.675876160386074,0.0,1.81602832843414
