date,BOCI SECURITIES LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,NANYANG COMMERCIAL BANK LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,LUEN FAT SECURITIES CO LTD,TOTAL_CCASS_PCT
2024-03-04,57.36762158957212,0.0,0.0,0.0,1.1955061066616606,0.0,0.0,0.0,0.0,0.0,58.56312769623378
2024-03-06,57.36762158957212,0.0,0.0,0.0,1.1966213089128823,0.0,0.0,1.0832820030519368,0.0,0.0,59.64752490153693
2024-03-07,57.36799332365585,0.0,5.36500439575554,0.0,1.1772911365583743,0.0,0.0,1.0832820030519368,0.0,0.0,64.99357085902172
2024-03-08,57.36799332365585,0.0,5.364260927588059,0.0,1.1769194024746337,0.0,0.0,1.0832820030519368,0.0,0.0,64.99245565677049
2024-03-11,57.36799332365585,0.0,5.364260927588059,0.0,1.1787780728933364,0.0,0.0,1.0832820030519368,0.0,0.0,64.99431432718919
2024-03-15,57.38658002784288,0.0,5.364260927588059,0.0,1.1538718892827204,2.0339435967874744,0.0,1.0832820030519368,0.0,0.0,67.02193844455307
2024-03-18,57.38658002784288,0.0,5.364260927588059,0.0,1.1535001551989799,2.0354305331224363,0.0,1.0832820030519368,0.0,0.0,67.0230536468043
2024-03-19,57.38658002784288,0.0,5.364260927588059,0.0,1.1553588256176825,2.0354305331224363,0.0,1.0832820030519368,0.0,0.0,67.024912317223
2024-03-21,57.38658002784288,0.0,5.351250234657141,0.0,1.1572174960363855,2.037289203541139,0.0,1.0832820030519368,0.0,0.4033314808584827,67.41895044598797
2024-03-22,57.40516673202991,0.0,5.341585148479886,0.0,1.1386307918493586,2.037289203541139,0.0,1.0832820030519368,0.0,0.4092792261983313,67.41523310515056
2024-03-26,57.40516673202991,0.0,5.341585148479886,0.0,1.1561022937851637,2.037289203541139,0.0,1.0881145461405637,0.0,0.4092792261983313,67.437537150175
2024-04-03,57.40516673202991,0.0,5.341547975071513,0.0,1.1561022937851637,2.037289203541139,0.0,1.0881145461405637,0.0,0.4092792261983313,67.43749997676662
2024-04-05,57.40516673202991,0.0,5.341547975071513,2.473146859125793,1.1561022937851637,2.037289203541139,0.0,1.0881145461405637,0.0,0.4092792261983313,69.91064683589241
2024-04-12,57.40516673202991,0.0,5.341547975071513,2.473146859125793,1.1561022937851637,2.037289203541139,1.2527438622056097,1.0881145461405637,0.0,0.4092792261983313,71.16339069809803
2024-04-15,57.40516673202991,0.0,5.341547975071513,2.473146859125793,1.1561022937851637,2.037289203541139,1.2527438622056097,1.0881145461405637,0.0,0.4122530988682556,71.16636457076795
2024-04-16,57.40516673202991,0.0,5.341547975071513,2.473146859125793,1.1561022937851637,2.0339435967874744,1.2527438622056097,1.0918318869779693,0.0,0.4122530988682556,71.16673630485168
2024-04-17,57.40516673202991,19.339488010646463,5.341547975071513,2.473146859125793,1.1561022937851637,2.0339435967874744,1.2527438622056097,1.0918318869779693,0.0,0.4122530988682556,90.50622431549814
2024-04-22,57.40516673202991,19.339488010646463,5.341547975071513,2.473146859125793,1.1561022937851637,2.0246502446939605,1.2527438622056097,1.0918318869779693,0.0,0.4122530988682556,90.49693096340464
2024-04-25,57.40516673202991,19.339488010646463,5.36013467925854,2.473146859125793,1.7389813370903258,2.03803267170862,1.2527438622056097,1.0918318869779693,0.0,0.4122530988682556,91.11177913791148
