date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,HANG SENG BANK LTD
2024-03-01,55.8571205266167,10.412394145912597,7.6530416574790205,13.483543003174745,2.0441348226241924,6.033926068550446,0.4501999377390948,1.8724395874161137,2.193200250487095,0.0
2024-03-04,55.85896420578014,10.436619219313044,7.657611946583653,13.349076046583905,2.0490548895037755,6.046111591055342,0.4474410303348713,1.8756017589109775,2.2795193119342967,0.0
2024-03-05,55.7908286440483,10.479272518706791,7.6599771074056635,13.337222839735563,2.05197264475676,6.071319549221698,0.4587139454743537,1.8783119153222303,2.2723808353286414,0.0
2024-03-06,55.7373445837685,10.500285439232364,7.66552059375303,13.342662098807917,2.0569828064753186,6.038797994857941,0.46265162399092535,1.889345025077024,2.3064098340369767,0.0
2024-03-07,55.75261576523285,10.528343941275747,7.666662716926329,13.27286516461097,2.0606088676389667,6.0354647046933385,0.4633191047342596,1.8928412771114704,2.3272784577760683,0.0
2024-03-08,55.914632859485,10.421895581901392,7.695509371392983,12.875371552729431,2.076878640002696,6.072562890146922,0.47374075917146574,1.9231771015642631,2.5462312436058503,0.0
2024-03-11,55.85692285632559,10.456781433613608,7.720208345834798,12.820955303145803,2.0866579955081304,6.041495302282322,0.4698693489344923,1.9485620054247716,2.59854740893049,0.0
2024-03-12,55.75860222827652,10.510771161665762,7.769744170992103,12.809451754685785,2.086808834539792,5.983112874197318,0.48608800017108317,1.9938357091927508,2.6015852662788834,0.0
2024-03-13,55.656085619897425,10.607812703271373,7.783989257148267,12.822003229749507,2.093765955118196,5.981209712693025,0.4905047753331291,1.9974632514474167,2.567165495341667,0.0
2024-03-14,55.554889183589715,10.665178692778317,7.914154546574889,12.693057799056223,2.0914917653342187,5.985405735941378,0.498683365667722,2.009472379598478,2.5876665314590594,0.0
2024-03-15,55.24830941423319,10.64822740608747,7.883662914528548,12.98766375927021,2.101762628665605,5.9440521552576655,0.5032271749629141,2.0879344456399282,2.5951601013544727,0.0
2024-03-18,55.12228561466214,10.617696317708662,8.034971809940593,12.882835288858836,2.068675657974619,5.989507284277925,0.5022904150195108,2.1855637689901832,2.5961738425675356,0.0
2024-03-19,55.59017972421111,10.604730314750341,8.380034941337373,12.424374944329553,2.0262074774940295,6.2055619410951355,0.4754961373644435,2.0180102611391875,2.275404258278825,0.0
2024-03-20,55.64092017704682,10.714661528659187,8.67528074790109,12.292391851475882,2.025678030557941,6.203610884525674,0.4754098921925278,1.9247546230842978,2.04729226455657,0.0
2024-03-21,55.84469404915296,10.781657507646859,8.68439267212539,12.202476307759753,2.0283943339803017,6.197984454830944,0.47408391733845734,1.9050483724373755,1.8812683847279525,0.0
2024-03-22,55.80191351370457,10.852191623458985,8.790946738134146,12.249620707255835,2.0230149142225753,6.189131507794992,0.4689284995218593,1.8584054977626008,1.765846998144436,0.0
2024-03-25,55.942166050194565,11.08437085483369,8.917161146383195,12.225635084192486,1.9682765506516418,6.184891717955443,0.46384544470454736,1.7921499400901173,1.4215032109943186,0.0
