date,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,ORIENT SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD,BOCOM INTERNATIONAL SECURITIES LTD
2024-12-20,39.72741671835757,18.719102146184863,16.142250732812638,9.67455337755533,5.2084130478351565,3.676526857295405,2.6069420349721137,2.3272018357577005,0.08753635374512869,1.8300568954840966
2024-12-23,39.73565940685191,18.71654218078295,16.140043169487097,9.673230316132189,5.207700761685042,3.676024067071794,2.6065855177971877,2.326883574970603,0.08752438254932843,1.8298066226718974
2024-12-27,39.74063940431029,18.712447692207334,16.136512323793,9.67111417039137,5.206561508981845,3.6697508114777495,2.619687986136874,2.3263745387329005,0.08750523544507302,1.829406328523558
2024-12-30,39.73745129142651,18.705797967732458,16.130777993217773,9.66767740756611,5.171908483844777,3.725851619175703,2.6187570441455055,2.3255478296907484,0.08747413926164528,1.8287562239387716
2025-01-02,39.73857330326137,18.70375284938063,16.129014403652654,9.66662043343863,5.171343035368721,3.7309108051153816,2.6184707335535062,2.325293575873148,0.08746457565105657,1.8285562847049015
2025-01-03,39.760439447174136,18.70375284938063,16.129014403652654,9.66662043343863,5.171343035368721,3.709044661202618,2.6184707335535062,2.325293575873148,0.08746457565105657,1.8285562847049015
2025-01-06,39.75987966731194,18.704775352654924,16.129896150228948,9.667148891610857,5.171625744150681,3.7065140111354777,2.618613881023442,2.3254206958321304,0.08746935719493754,1.8286562488566627
2025-01-07,39.75661952423004,18.703241639663972,16.12857356651426,9.666356226018195,5.171201692568205,3.706210092559454,2.6183991656872836,2.3334296009561037,0.08746218507514936,1.8285063067273413
2025-01-09,39.75335991574037,18.701708178168438,16.127251199674404,9.679228536363405,5.170777710520924,3.7004402854362217,2.618184485559749,2.3332382852197977,0.08745501413143213,1.8283563891852528
2025-01-10,39.75335991574037,18.701708178168438,16.127251199674404,9.692893382321442,5.170777710520924,3.6867754394781858,2.618184485559749,2.3332382852197977,0.08745501413143213,1.8283563891852528
2025-01-13,39.7522734983527,18.701197080213774,16.126810458912974,9.69536138027351,5.1706363986211406,3.686674683794883,2.6181129333398796,2.3331745202789724,0.08745262407815882,1.8283064221340077
2025-01-14,39.74792842254992,18.699152967719943,16.12504773674052,9.705232023273627,5.170071228251663,3.6862717161265826,2.6178267635650596,2.332919495364431,0.0874430651712755,1.8281065812369781
2025-01-15,39.7435842965102,18.697109302035926,16.123285399870525,9.745155777208,5.169506181419257,3.6831365394044178,2.5902176849817415,2.332664526194198,0.08743350835381407,1.8279067840219252
2025-01-20,39.720793204512134,18.686387381863316,16.114039447665558,9.785989799821222,5.166541710724156,3.691947353540728,2.5887323159442386,2.33132685188127,0.08738336931457345,1.826858564732801
2025-01-21,39.71753946786877,18.684856682739476,16.112719462932287,9.785188178528331,5.166118492436517,3.699836446750254,2.588520259423794,2.331135880780402,0.08737621128856689,1.8267089172516016
2025-01-24,39.71211775788138,18.682306074734875,16.110519968874836,9.783852434844638,5.165413282682798,3.7129820636620536,2.5881669090820782,2.330817665129178,0.08736428385087185,1.8264595592572894
2025-02-04,39.70778145551867,18.68026608964854,16.108760805935415,9.782784102435667,5.164849253487512,3.7125766304138565,2.5988036412896993,2.330563155152904,0.08735474424503191,1.8262601218726984
2025-02-05,39.69694484156884,18.67516807548927,16.104364578907234,9.780114291864876,5.1634397192497,3.738854342162838,2.5980944041890672,2.3299271233155077,0.08733090434248965,1.8257617189101742
2025-02-06,39.680050673974975,18.673639213801856,16.103046178670873,9.779313632830435,5.163017008989203,3.7603791957648633,2.5978817085400214,2.329736381454503,0.08732375490890829,1.8256122510643642
2025-02-07,39.67788516027557,18.672620111738016,16.10216736509806,9.778779932966577,5.162735240597447,3.765631412275093,2.597739930786876,2.329609237563194,0.0873189892701471,1.8255126194290126
2025-02-11,39.664897040079154,18.6665078344981,16.096896497351057,9.824679810265028,5.161045275883444,3.750759648171107,2.596889589133741,2.3288466655494404,0.08456258115876678,1.8249150579101605
2025-02-12,39.66597905865122,18.667017038092702,16.09733560452799,9.824947817667354,5.161186064017448,3.7481340655179567,2.5969604296747413,2.328910194148571,0.08456488794108925,1.8249648397609262
2025-02-13,39.716939263603535,18.688428704197527,16.115799763768756,9.83621734732707,5.167106109650989,3.632268036911108,2.5999392264205823,2.3315815286935315,0.0846618865746198,1.827058132852279
2025-02-14,39.716939263603535,18.688428704197527,16.115799763768756,9.8607966047197,5.167106109650989,3.607688779518476,2.5999392264205823,2.3315815286935315,0.0846618865746198,1.827058132852279
2025-02-17,39.72969393069728,18.67516807548927,16.104364578907234,9.881090650010881,5.1634397192497,3.6078579856491038,2.5980944041890672,2.3299271233155077,0.08460181358178685,1.8257617189101742
2025-02-18,39.72696483993657,18.67516807548927,16.104364578907234,9.881090650010881,5.1634397192497,3.6105870764098063,2.5980944041890672,2.3299271233155077,0.08460181358178685,1.8257617189101742
2025-02-19,39.762839974794126,18.38923994068091,16.11447949063826,9.88729681600032,5.166682798896389,3.713894612314529,2.64068830155011,2.4133146617281698,0.08465495072187529,1.8269084526753088
2025-02-20,39.69779581450167,18.359158772657793,16.088119381861247,9.871123149346563,5.158231125314604,3.756893494018776,2.641821332151084,2.518420467294027,0.08451647192640208,1.8239199909278383
2025-02-21,39.64933392398166,18.35565571239168,16.085049652334913,9.869239667662322,5.157246897511889,3.8025155507553303,2.654946341530962,2.517939934455808,0.08450034557234067,1.823571973803094
2025-02-24,39.645011321198616,18.353654563806963,16.083296047078242,9.868163715089302,5.156684650240981,3.8211796404005587,2.654656897111372,2.5176654265866696,0.07631457199088133,1.823373166496415
2025-02-25,39.628244813969495,18.347153843268963,16.077599469725296,9.864668488876344,5.154858192970727,3.866143644728045,2.6537166384532176,2.5167736892332435,0.06811387675701278,1.8227273420176617
2025-02-26,39.61745082131881,18.342156421741088,16.073220232357315,9.86198153769619,5.153454106019326,3.8923287090389094,2.6529938156780246,2.516088167155934,0.0680953238110376,1.8222308651833663
2025-02-27,39.618529955969315,18.342656041382167,16.073658048737176,9.862250166943639,5.153594480293297,3.889710844534264,2.653066080235555,2.516156702558102,0.06809717865080994,1.822280500695674
2025-03-04,39.61745082131881,18.342156421741088,16.073220232357315,9.86198153769619,5.153454106019326,3.8923287090389094,2.6529938156780246,2.516088167155934,0.0680953238110376,1.8222308651833663
2025-03-07,39.595880466903,18.33216974146346,16.06446891065873,9.85661202419645,5.150648225549281,3.9446560670300785,2.6515493507848835,2.514718242731675,0.06805824822343132,1.8212387224590219
2025-03-11,39.59213582545344,18.329175857622857,16.061845372116498,9.855002310132132,5.149807057116491,3.9440118529396386,2.6647257446707426,2.5143075562490194,0.06804713341855828,1.8209412902806195
2025-03-18,39.59213582545344,18.329175857622857,16.061845372116498,8.099386267933328,5.149807057116491,3.9440118529396386,2.6647257446707426,2.5143075562490194,1.823663175617362,1.8209412902806195
2025-03-19,39.634042898706596,18.329674770352707,16.06228256903049,8.099606729941245,5.1499472327750695,3.7454161692909596,2.795452329841436,2.5143759946805293,1.8482104498172687,1.8209908555637004
2025-03-20,39.634042898706596,18.329674770352707,16.06228256903049,8.099606729941245,5.1499472327750695,3.7426942098656033,2.7981742892667927,2.5143759946805293,1.8482104498172687,1.8209908555637004
2025-03-21,39.634042898706596,18.329674770352707,16.06228256903049,8.099606729941245,5.1499472327750695,3.7263624533134623,2.8008962486921494,2.5143759946805293,1.8618202469440528,1.8209908555637004
2025-03-24,39.68710372851878,18.346653978577763,16.07716143860816,8.107109585880139,5.154717749846915,3.5636209391119262,2.8034907846683272,2.5167051202162867,1.9207589924112447,1.8226776821604576
2025-03-25,39.67140916837605,18.376064401255896,16.071906926309627,8.104459932383328,5.153033029076057,3.6087572745907903,2.8025745173991874,2.4668579562223973,1.9228548195178097,1.8220819748688593
2025-04-02,39.66816797313659,18.374563057751697,16.070593834858865,8.10379778960842,5.152612020937633,3.616632539009079,2.8023455441568843,2.466656411371036,1.922697720286453,1.8219331088833386
2025-04-03,39.667087692413126,18.374062664431623,16.07015618538773,8.103577099392908,5.152471700178543,3.630150516034883,2.802269228056935,2.4529727685198575,1.9253686532908192,1.8218834922935758
2025-04-08,39.66816797313659,18.374563057751697,16.070593834858865,8.10379778960842,5.152612020937633,3.6275260105121188,2.8023455441568843,2.4530395719922367,1.9254210881622131,1.8219331088833386
2025-04-09,39.65844756434766,18.370060498814254,16.066655847562313,8.101812010297635,5.151349409182833,3.6184690088815987,2.8016588488631795,2.452438471698638,1.9576216835108122,1.8214866568410755
2025-04-10,39.6562881204113,18.369060229812543,16.065781001352278,8.1013708581625,5.1510689128213025,3.626439636299142,2.798783743329968,2.452304933859608,1.9575150889632753,1.8213874749880823
2025-04-14,39.65520848662871,18.368560136159847,16.065343613973507,8.101150300110337,5.150928676095217,3.631785863589333,2.7959850688952366,2.452238170393401,1.957461796042527,1.821337888111892
2025-04-15,39.639633952821114,18.357564960836584,16.055727113368413,8.096301059494332,5.0961492769596735,3.850000655044281,2.8133573691277647,2.450770293302437,1.8202476595227026,1.8202476595227026
2025-04-16,39.63855544777207,18.357065492891902,16.055290273240715,8.096080777400365,5.096010622230107,3.8526166796998567,2.8132808240181157,2.450703613369456,1.8201981346887035,1.8201981346887035
2025-04-17,39.63254974890578,18.358064455961536,16.05616397726827,8.096521353575708,5.0962879392346165,3.866430945890224,2.799829305644645,2.4508369768640366,1.823018109603413,1.8202971870517664
2025-04-22,39.62823673438528,18.356066638534482,16.054416664294056,8.09564024917075,5.095733335404637,3.8224801581652508,2.799524614058394,2.4505702643881655,1.8772322484939665,1.8200990931050198
2025-04-23,39.66623469957423,18.312077394692935,16.058785659991532,8.097843369854393,5.097120071371656,3.8534554303589235,2.800286467400658,2.415859385669671,1.8777431122511703,1.8205944088348303
2025-04-24,39.665155265196034,18.311579069454208,16.058348653417934,8.097623003828001,5.096981363811523,3.8560718593277774,2.800210263407398,2.4157936430628033,1.8776920133635613,1.8205448651307572
2025-04-28,39.65867989245737,18.308589687486197,16.055727113368413,8.096301059494332,5.0961492769596735,3.8717674432000084,2.7997531265304345,2.41539926254938,1.877385478431487,1.8202476595227026
2025-04-29,39.6581636253033,18.307095362486812,16.054416664294056,8.09564024917075,5.095733335404637,3.895937072236754,2.799524614058394,2.3961577354463115,1.8772322484939665,1.8200990931050198
2025-04-30,39.62914479701124,18.262378762902554,16.015202419362158,8.075865976068847,5.083286583878211,3.9027048091921346,2.8035424672430285,2.403874826795423,2.0083460075119466,1.8156533500344494
2025-05-02,39.68256278174228,18.218373317482527,15.976611821439201,8.056406184765468,5.071037780300903,3.9528644736995826,2.796786987213472,2.398082395050331,2.035995948097319,1.811278310208918
