date,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,ORIENT SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD,BOCOM INTERNATIONAL SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,82.22801788375558,0.0,17.771982116244413,0.0,0.0
2024-03-06,0.0,0.0,0.0,54.163950630271295,0.0,37.69007487294756,0.0,8.145974496781145,0.0,0.0
2024-03-12,0.0,0.0,0.0,54.09005273674959,0.0,37.77508662262245,0.0,8.13486064062795,0.0,0.0
2024-03-14,0.0,0.0,0.0,53.076257942019055,0.0,37.100547839708895,0.0,7.982391213144405,1.8408030051276405,0.0
2024-03-15,0.0,0.0,0.0,52.73119456947243,0.0,36.84772912780577,0.0,7.927995847525193,2.4930804551966017,0.0
2024-03-18,0.0,0.0,0.0,52.76952374248649,0.0,36.80490891490595,0.0,7.918782838254461,2.506784504353089,0.0
2024-03-19,0.0,0.0,0.0,53.246863762433094,0.0,37.17133977469042,0.0,7.990414183202943,1.5913822796735422,0.0
2024-03-20,0.0,0.0,0.0,53.23903064895882,0.0,37.17756753491952,0.0,7.991752913094461,1.591648903027199,0.0
2024-03-22,0.0,0.0,0.0,53.18305743140991,0.0,37.22550591055516,0.0,7.9984532969976625,1.5929833610372701,0.0
2024-03-26,0.0,0.0,0.0,53.191976792880624,0.0,37.21497796366818,0.0,7.9997947222486365,1.5932505212025587,0.0
2024-03-27,0.0,0.0,0.0,53.16522767918281,0.0,37.246551215768,0.0,7.995771795644164,1.5924493094050223,0.0
2024-03-28,0.0,0.0,0.0,53.174141060678636,0.0,37.23603032733002,0.0,7.997112321538236,1.5927162904531076,0.0
2024-04-08,0.0,0.0,0.0,52.85442532983213,0.0,36.89581442651262,0.0,7.924044791286142,2.3257154523690984,0.0
2024-04-09,0.0,0.0,0.0,52.84564647721767,0.0,36.88968621842182,0.0,7.922728647540392,2.3419386568201155,0.0
2024-04-10,0.0,0.0,0.0,52.72997636664446,0.0,36.78581727038635,0.0,7.9004209085881545,2.583785454381032,0.0
2024-04-11,0.0,0.0,0.0,52.84375714252755,0.0,36.61621673480614,0.0,7.917468441750919,2.6225576809153988,0.0
2024-04-12,0.0,0.0,0.0,52.8262204576902,0.0,36.52110051798237,0.0,7.9148409573273915,2.7378380670000415,0.0
2024-04-16,0.0,0.0,0.0,52.747449198951635,0.0,36.08557350795349,0.0,7.903038826122046,3.2639384669728364,0.0
2024-04-17,0.0,0.0,0.0,49.69292078094443,0.0,36.8523158660224,4.479718192947238,7.4453852893234584,1.5296598707624713,0.0
2024-04-18,0.0,0.0,0.0,49.86415080036456,0.0,36.994962764616965,4.495154239392493,7.4710403212202765,1.1746918744057038,0.0
2024-04-19,65.33373259389151,0.0,0.0,18.470512841502302,0.0,11.677373762161707,1.6841237536383966,2.7990488867091123,0.03520816209696997,0.0
2024-04-22,66.55425542878726,0.0,0.0,17.91016966447299,0.0,11.168144210065929,1.6278605323966084,2.7055382367706695,0.0340319275065493,0.0
2024-04-23,66.5504806935631,0.0,0.0,17.909153859429907,0.0,11.167510790203195,1.6277682055806586,2.711056453893919,0.03402999732921238,0.0
2024-04-24,67.4874565894497,0.0,0.0,17.490528015532497,0.0,10.75137606258464,1.5897191808149365,2.6476856042841104,0.03323454733411017,0.0
2024-04-25,49.22269881151009,27.05584966498136,0.0,12.756903816959442,0.0,7.84163120796309,1.1594786999924815,1.9391978257713975,0.024239972822142474,0.0
2024-04-29,49.26449476200456,27.078823312921983,0.0,12.767735951996123,0.0,7.763377745380053,1.1604632358979559,1.9408444363450132,0.024260555454312663,0.0
2024-05-02,49.26057092916202,27.074444372528024,0.0,12.757585726071548,0.0,7.76616509476278,1.160275576364871,1.9567016688522565,0.02425663225849905,0.0
2024-05-03,49.26268173947308,27.07116109653038,0.0,12.776250042292373,0.0,7.70863135897916,1.1601348715401252,1.9968872004906686,0.024253690694218642,0.0
2024-05-06,49.26268173947308,27.07116109653038,0.0,12.85709567793977,0.0,7.627785723331764,1.1601348715401252,1.9968872004906686,0.024253690694218642,0.0
2024-05-07,49.25477791976666,27.064596932902635,0.0,12.874184621934011,0.0,7.62593615236483,1.1598535642441474,1.996402999082261,0.02424780970545256,0.0
2024-05-09,49.252787466070096,27.06350321510943,0.0,12.837294113601166,0.0,7.666039360767894,1.1598066929575042,1.9963223216759827,0.024246829817926918,0.0
2024-05-10,50.64866636203209,26.799252470127154,0.0,12.487855400725657,0.0,6.914903429652042,1.1484822247165138,1.9768300313935814,0.02401008135295848,0.0
2024-05-13,50.6020928813082,26.77460948230571,0.0,12.54833632603662,0.0,6.90854489852535,1.147426149234245,1.9950022594699939,0.023988003119879687,0.0
2024-05-16,50.60411603413038,26.775679974130302,0.0,12.568828830478521,0.0,6.868839509564858,1.147472025171778,2.0110746643254505,0.02398896219871313,0.0
2024-05-20,50.60613934873681,26.77675055155828,0.0,12.569331372503784,0.0,6.865115827538534,1.1475179047778448,2.0111550735305084,0.023989921354240655,0.0
2024-05-21,50.541473430191864,26.742534482275993,0.0,12.665079844454846,0.0,6.87231623771793,1.1460515747966566,2.0085851641906562,0.023959266372055543,0.0
2024-05-22,50.541473430191864,26.742534482275993,0.0,12.633134155958773,0.0,6.864329815593913,1.1779972632927307,2.0085851641906562,0.03194568849607406,0.0
2024-05-23,50.54551020800181,26.744670424551774,0.0,12.594207871942508,0.0,6.677182163633056,1.1780913506409993,2.1804673811863924,0.0798706000434576,0.0
2024-05-27,50.549547630703,26.746806708052794,0.0,12.595213859231121,0.0,6.6777155167783,1.1701977550335176,2.1806415503354972,0.07987697986576914,0.0
2024-05-29,50.549547630703,26.746806708052794,0.0,12.595213859231121,0.0,6.689697063758166,1.1582162080536524,2.1806415503354972,0.07987697986576914,0.0
2024-05-30,50.42669569991087,26.68180322136259,0.0,12.564603370831687,0.0,6.916471613003653,1.155401363923421,2.1753418782834064,0.07968285268437388,0.0
2024-05-31,50.42669569991087,26.68180322136259,0.0,12.57655579873434,0.0,6.904519185100996,1.155401363923421,2.1753418782834064,0.07968285268437388,0.0
2024-06-04,50.420669205776015,26.678614479201535,0.0,12.587003774085796,0.0,6.903694026049913,1.1552632819125646,2.1750819031871047,0.07967332978707342,0.0
2024-06-05,50.420669205776015,26.678614479201535,0.0,12.606922106532565,0.0,6.883775693603143,1.1552632819125646,2.1750819031871047,0.07967332978707342,0.0
2024-06-06,50.41665234320711,26.676489074489947,0.0,12.613884449335643,0.0,6.883227283965749,1.1551712455729555,2.174908620975289,0.07966698245330729,0.0
2024-06-07,50.46288493955087,26.700951693365425,0.0,12.657347528176441,0.0,6.765942216461271,1.156230549660441,2.1769030348779337,0.07974003790761662,0.0
2024-06-11,50.46288493955087,26.700951693365425,0.0,12.673295535757964,0.0,6.749994208879746,1.156230549660441,2.1769030348779337,0.07974003790761662,0.0
2024-06-12,50.47294672626402,26.706275591935608,0.0,12.675822462167075,0.0,6.731401104851023,1.1564610902883867,2.1773370872326177,0.07975593726126805,0.0
2024-06-13,50.468921530124824,26.704145777760342,0.0,12.682786528366547,0.0,6.730864278461916,1.156368863005898,2.1771634455214492,0.07974957675902744,0.0
2024-06-14,50.49711139295281,26.719061614746558,0.0,12.689870611039044,0.0,6.6787679771667525,1.1570147630695091,2.178379519434317,0.07979412159100063,0.0
2024-06-17,50.44076312355128,26.689246584926185,0.0,12.683680858780807,0.0,6.248878400054391,1.155723683683529,2.5904151530837716,0.19129219592003238,0.0
2024-06-18,50.44076312355128,26.689246584926185,0.0,12.703607129189146,0.0,5.878249770459329,1.155723683683529,2.8693829388004852,0.26302676939004455,0.0
2024-06-19,50.48502616800309,26.71266707333315,0.0,12.71475486550868,0.0,5.576274237497349,1.1567378604250582,3.179034740547487,0.17550505468518124,0.0
2024-06-20,50.480999045049465,26.710536239640692,0.0,12.72171749266517,0.0,5.065309993182572,1.1566455889944454,3.689300585585731,0.17549105488191585,0.0
2024-06-21,50.47898572449171,26.709470950269694,0.0,12.725198389710442,0.0,5.089037618716459,1.1565994587991952,3.689153446169847,0.15155441184265317,0.0
2024-06-24,50.4548383980979,26.69669410256593,0.0,12.754988409042467,0.0,5.110521403537334,1.156046183327478,3.6873886881997144,0.1395228152291784,0.0
2024-06-26,50.41866069448555,26.67755173451291,0.0,12.74982618959593,0.0,5.110840507000159,1.1552172619096226,3.6847447147117274,0.20315889778410606,0.0
2024-06-27,50.42669569991087,26.68180322136259,0.0,12.751858074639962,0.0,5.131575712873677,1.155401363923421,3.685331936652291,0.16733399063718513,0.0
2024-06-28,50.4548383980979,26.69669410256593,0.0,12.75897477519187,0.0,5.1344396004337645,1.156046183327478,3.6873886881997144,0.1116182521833427,0.0
2024-07-03,50.44880517582098,26.693501800406345,0.0,12.785350325605318,0.0,5.149769199063013,1.1559079471581066,3.6869477624870646,0.07971778945917977,0.0
2024-07-04,50.39055832898677,26.66268219416556,0.0,12.75864483822297,0.0,5.271224611777692,1.1545733666280442,3.6826909107963477,0.07962574942262374,0.0
2024-07-08,40.85951858413456,21.619612775528598,0.0,10.355116586271858,18.89496693671329,4.274207453307431,0.9361934754223226,2.995819121351432,0.064565067270505,0.0
2024-07-09,40.85951858413456,21.619612775528598,0.0,10.38094261318006,18.849771389623935,4.293576973488582,0.9361934754223226,2.995819121351432,0.064565067270505,0.0
2024-07-10,40.86875401261686,21.624499430940176,0.0,10.389746971399573,18.695811812026818,4.378501004681929,0.9686949125402496,3.009412194958376,0.06457966083601664,0.0
2024-07-11,40.87007370036582,21.62519770490682,0.0,10.390082465400411,18.647979206486024,4.417391438003962,0.9719552798532107,3.0127384588141055,0.06458174616964857,0.0
2024-07-12,40.879313901524746,21.630086885639887,0.0,10.427959521215751,18.448716782256984,4.563731935106639,0.9721750265159932,3.0134196004631946,0.06459634727681017,0.0
2024-07-15,40.874033275028665,21.627292797407488,0.0,10.426612479054514,18.446333650708016,4.576060011038736,0.9720494448289763,3.013030338954933,0.06458800297866951,0.0
2024-07-16,40.879313901524746,21.630086885639887,0.0,10.437648973307272,18.42287824334626,4.579881021925841,0.9721750265159932,3.0134196004631946,0.06459634727681017,0.0
2024-07-17,40.8872374000836,21.63427937191006,0.0,10.446132954130967,18.381222879822047,4.600151385038066,0.9723634598991979,3.014003681348677,0.06460886776738856,0.0
2024-07-18,40.92293118745515,21.653165689913926,0.0,10.458485494755436,18.332604070749884,4.516869115844372,0.9732123148669691,3.0166348497371502,0.12609727667711562,0.0
2024-07-19,40.94469835080318,21.662971583272743,0.0,10.463221744176188,18.26327274289352,4.554496638681204,0.9736530456271607,3.024470424124237,0.11321547042176289,0.0
2024-07-22,40.96987836708792,21.676293795896445,0.0,10.469656376851995,18.141798824249598,4.618795168992717,0.9742518191077841,3.032803835561441,0.11652181225209378,0.0
2024-07-23,41.010864347249125,21.694550767467817,0.0,10.481713942722045,17.98214891895085,4.625924816476637,0.9847907172331216,3.035358230419194,0.1846482594812103,0.0
2024-07-24,40.99625579285415,21.6868229121786,0.0,10.477980232381578,17.88507136687508,4.701995948705887,0.9844399231450344,3.0472301568403855,0.22020366701928396,0.0
2024-07-25,40.99625579285415,21.6868229121786,0.0,10.477980232381578,17.88507136687508,4.727902262472862,0.9844399231450344,3.0472301568403855,0.1942973532523094,0.0
2024-07-31,41.01244723895851,21.6868229121786,0.0,10.477980232381578,17.88507136687508,4.727902262472862,1.0038696584702653,3.0472301568403855,0.15867617182271934,0.0
2024-08-01,41.04483013116723,21.6868229121786,0.0,10.477980232381578,17.88507136687508,4.727902262472862,1.0038696584702653,3.0472301568403855,0.1262932796140011,0.0
2024-08-02,41.09664275870118,21.6868229121786,0.0,10.477980232381578,17.88507136687508,4.727902262472862,1.0038696584702653,3.0180855538525395,0.10362525506789834,0.0
2024-08-05,41.13127344815763,21.705097631940465,0.0,10.486809656276105,17.793188890451418,4.748091388799878,1.0047155839781312,3.0271108239857245,0.10371257641064581,0.0
2024-08-06,41.19268631779999,21.73750538934008,0.0,10.502467451923906,17.67369222711016,4.75193487979601,1.0062157190824883,3.0316305858807873,0.10386742906657945,0.0
2024-08-07,41.28515025112801,21.78629888713555,0.0,10.52604201180481,17.58649123247048,4.694285395570644,1.0084743400047815,3.038435592143438,0.07482228974229024,0.0
2024-08-08,41.31875420546444,21.804031795663438,0.0,10.534609659807941,17.519410944074203,4.698106298513116,1.0092951854047583,3.0409087198969167,0.07488319117519172,0.0
2024-08-12,41.36049915813068,21.82606073367829,0.0,10.545252932821914,17.43282049640812,4.706111945562409,1.0103148913603508,3.043980995259896,0.07495884677834862,0.0
2024-08-15,41.34420375665712,21.82606073367829,0.0,10.545252932821914,17.305716364914396,4.715889186446541,1.0103148913603508,3.043980995259896,0.2085811388614918,0.0
2024-08-16,41.36712294844965,21.83816002757145,0.0,10.551098702059377,17.308788028423063,4.7185034433172905,1.0108749602131029,3.052190202449885,0.15326168751618013,0.0
2024-08-19,41.34689881392056,21.827483484104413,0.0,10.545940334148558,17.297066574606855,4.716196595714363,1.0103807496001744,3.0506980052443975,0.20533544266068063,0.0
2024-08-20,41.32130994726699,21.81397483943504,0.0,10.539413637620203,17.221216212646418,4.739336029771239,1.00975544276913,3.0520672576602412,0.30292663283073895,0.0
2024-08-21,41.35228998266254,21.83032954148843,0.0,10.547315405689961,17.152634619577743,4.7787461710948245,1.0398499512818888,3.0543554995333224,0.2444788286712905,0.0
2024-08-22,41.31861822470956,21.812553849436966,0.0,10.5387270868437,17.13866781480324,4.771597937796798,1.0390032369673574,3.051868442126689,0.3289634073156837,0.0
2024-08-23,41.4107349716547,21.826772085706306,0.0,10.54559662228339,17.14983943780597,4.774708243326824,1.0396804980349874,3.0538577638206372,0.19881037736719198,0.0
2024-08-27,41.43261544506648,21.812553849436966,0.0,10.5387270868437,17.093068926660475,4.771597937796798,1.0390032369673574,3.051868442126689,0.2605650751015316,0.0
2024-08-28,41.44238663538279,21.812553849436966,0.0,10.5387270868437,17.086554799782935,4.784626191551874,1.0390032369673574,3.051868442126689,0.24427975790768588,0.0
2024-08-29,34.76129046993125,18.296063084453966,16.121407833561722,8.83973591270759,14.329229636846504,4.016009068858792,0.8715012877319419,2.559864284027679,0.2048984218805506,0.0
2024-08-30,34.842088021147546,18.30406409532785,16.128457850758497,8.843601598064781,14.220702626249187,4.020498474574775,0.8718824020321911,2.560983732614931,0.2077211992302399,0.0
2024-09-02,34.88232356757944,18.29506344988621,16.120527014749666,8.839252939646807,14.210978059774238,4.018521477494791,0.8714536718700464,2.5597244217624873,0.20215539723631173,0.0
2024-09-03,36.12043568436051,17.975867887221924,15.83927077833307,8.685033725084855,13.909354545555324,3.9510941511110453,0.8562493438888745,2.5150646872221802,0.14762919722221976,0.0
2024-09-04,36.153429913886065,17.992287952477362,15.853739167921296,8.692967073360794,13.828028384560398,3.9520166609070033,0.857031485268072,2.517362074282707,0.15313728733630128,0.0
2024-09-05,36.205125978196754,17.97393808500344,15.837570350844455,8.684101341877803,13.811241658269033,3.9614054970083736,0.8561574211014034,2.514794682043934,0.15566498565480058,0.0
2024-09-09,36.20998513924612,17.97635040252718,15.839695942259652,8.685266852170864,13.775515942327832,3.9780426006488394,0.8562723276700268,2.5151321975762233,0.16373859557326534,0.0
2024-09-10,36.20221110750397,17.972491005233866,15.836295269805145,8.683402185838133,13.772558434950009,3.9745048796104756,0.8721904698672549,2.5119085532176944,0.174438093973451,0.0
2024-09-11,36.195131473896794,17.972973339266535,15.836720274005051,8.683635225342359,13.692416003723737,4.006816364868588,0.8561114671085597,2.511975966186871,0.24421988560150137,0.0
2024-09-12,36.26679801811631,17.984557127796673,15.84692722280546,8.689231928359966,13.580395011985633,4.014769733620431,0.8566632408193429,2.513594963658009,0.24706275283818036,0.0
2024-09-13,36.26290270830369,17.98262545955785,15.845225151090169,8.688298643585894,13.578936381810369,4.0143385190441965,0.8673119342149,2.5133249858363667,0.24703621655656596,0.0
2024-09-16,36.269483482821066,17.984557127796673,15.84692722280546,8.689231928359966,13.54011304141419,4.041624380668059,0.8674050996383942,2.513594963658009,0.24706275283818036,0.0
2024-09-17,36.25877260087472,17.979246038424684,15.842247405217869,8.68666587755218,13.533429786426584,4.03774616123499,0.8671489428716102,2.5128526641728395,0.28189052322451724,0.0
2024-09-19,36.26364039923956,17.98165978103617,15.844374252336038,8.687832076375845,13.5352466710771,4.0248630747757534,0.8672653590077174,2.5131900186725185,0.2819283674792889,0.0
2024-09-20,36.248469474896034,17.987455408394336,15.849481016116915,8.690632231527156,13.504692518053865,4.069134678769213,0.8944038600859063,2.5140000391603854,0.24173077299619086,0.0
2024-09-23,36.243133282421965,17.982142607332275,15.844799690289346,8.688065353716961,13.500703752376687,4.09209875072038,0.8941396876574059,2.513257500442438,0.24165937504254215,0.0
2024-09-24,36.243133282421965,17.982142607332275,15.844799690289346,8.688065353716961,13.48459312737385,4.105524271556077,0.8941396876574059,2.513257500442438,0.24434447920968147,0.0
2024-09-25,36.45945252781481,17.990837916627118,15.852461482158676,8.692266489091875,13.206354964631764,4.129000728364325,0.9080040638823305,2.5144727922895305,0.24714903513956923,0.0
2024-09-26,36.45212122127077,17.989871355899318,15.851609806056722,8.691799495644274,13.200272934581042,4.144896446491361,0.907955281214569,2.5143377018249606,0.24713575701698332,0.0
2024-09-27,36.49241509469745,17.989871355899318,15.851609806056722,8.724034594385618,13.111626413042343,4.161013995862034,0.907955281214569,2.5143377018249606,0.24713575701698332,0.0
2024-09-30,36.70112902731567,17.98552311754725,15.847778395796078,8.692384254887063,12.947320733118605,4.1573226498377105,0.9077358240601718,2.5137299743204755,0.24707602311696986,0.0
2024-10-02,36.7038146362626,17.98552311754725,15.847778395796078,8.692384254887063,12.92315025259629,4.178807521413098,0.9077358240601718,2.5137299743204755,0.24707602311696986,0.0
2024-10-03,36.73828956863677,17.98793854598204,15.849906728361956,8.704295507369322,12.91414193356453,4.136393214993631,0.9078577316024982,2.511381594817561,0.24979517467169327,0.0
2024-10-04,36.88135797570673,18.05534814806507,15.909304079697176,8.736914759156566,12.450290838847916,4.267823819379872,0.911259918477825,2.5342731460625902,0.253427314606259,0.0
2024-10-07,36.87936941409929,18.054374643451713,15.908446285054287,8.736443683951876,12.449619546582053,4.270289597614978,0.9112107853496608,2.5341365036351515,0.2561095402609993,0.0
2024-10-08,36.890309157394256,18.059730218318865,15.91316530062709,8.741731915992833,12.353535035108067,4.338973558500083,0.9114810831404774,2.5348882193847593,0.2561855115335661,0.0
2024-10-09,36.89627902609909,18.062652780387623,15.915740489333634,8.729660939166783,12.315077287628771,4.345069975989914,0.9466912238190317,2.5245099301840845,0.2643183473910687,0.0
2024-10-10,36.7056537279652,17.966705015490078,15.831196998119598,8.696703481197321,12.209418325443535,4.6492906961093485,0.9684904450637478,2.704261408931462,0.2682799016797085,0.0
2024-10-14,36.7056537279652,17.966705015490078,15.831196998119598,8.696703481197321,12.142348350023607,4.756602656781232,0.9684904450637478,2.6640194236795054,0.2682799016797085,0.0
2024-10-16,36.7822835725774,17.979246038424684,15.842247405217869,8.702773907450725,12.056860379060067,4.784084879867521,0.969166465562388,2.6121855152138598,0.27115183662548803,0.0
2024-10-17,36.85476970712085,17.979246038424684,15.842247405217869,8.702773907450725,12.000482274415162,4.792138894816793,0.969166465562388,2.5907081420158016,0.2684671649757307,0.0
2024-10-18,36.932717625451076,17.99760675097566,15.85842577833468,8.711661328523293,11.840742921427319,4.8239068415710475,0.9701561948786342,2.5933538173348527,0.2714287415034406,0.0
2024-10-21,36.94247448161392,17.997123093899216,15.857999608346915,8.711427216471208,11.840424720280716,4.834526570990696,0.9701301234728411,2.571785396574817,0.27410878834966707,0.0
2024-10-22,37.25143677066711,18.150279708629604,15.992952151802792,8.60939831077458,11.28260630536435,5.008469001276319,0.978385989967939,2.5936714470895224,0.1328003144277812,0.0
2024-10-23,37.27982237357587,18.15618455847003,15.998155155970084,8.666421059786009,11.036856403991562,5.031787149547615,1.1196810844629121,2.580959787914509,0.13013242628140384,0.0
2024-10-24,37.275780050492955,18.154215848340378,15.99642044513313,8.665481343025954,11.03565965635265,5.04208473613754,1.1195596752821528,2.5806799294639453,0.13011831577129138,0.0
2024-10-25,37.30814320221313,18.16997749413464,16.01030867446446,8.673004788197398,11.045240910649861,5.149562085092959,1.0934001687526145,2.420131390886681,0.13023128560825187,0.0
2024-10-28,37.3952142429892,18.12669866749412,15.972173934132119,8.625279780329421,11.018932398890332,5.2401506077749165,1.0907958134986009,2.4143669122599305,0.11638764263136436,0.0
2024-10-29,37.562450350732604,18.155200150034553,15.997287753524548,8.747279532583162,10.792272927771771,5.172483483091821,1.0925109243637336,2.4154521925758976,0.0650626853219097,0.0
2024-10-30,37.75160698922592,18.227915268558178,16.001625706599494,8.760498236553598,10.477932847026004,5.2199846611089695,1.092807178403592,2.4025487842818425,0.06508032824239754,0.0
2024-10-31,38.21197682204259,18.273006270805357,16.041209462068192,8.782169373370445,9.952019630678134,5.170374580046383,1.0955104919866943,2.4084920493801762,0.06524131962203637,0.0
2024-11-01,38.2109913710868,18.546672609578966,15.974881779174643,8.637570661475836,8.828010418893156,4.003872250703151,1.4970529781195692,2.308486824465165,0.18137893224956805,1.8110821742531498
2024-11-04,38.50456676911313,18.79510334992612,16.113599428724978,8.764457337265787,8.178313894091053,3.9485281772473,1.4609008124670162,2.3367245028196137,0.07099704883017274,1.8268086795148297
