date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,GUOYUAN SECURITIES BROKERAGE (HONG KONG),HSBC BROKING SECURITIES (HONG KONG) LTD,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT
2024-03-01,0.0,41.73611774221134,0.0,0.0,58.26388225778866,0.0,0.0,0.0,0.0
2024-03-04,0.0,41.77808617484956,0.0,0.0,58.22191382515044,0.0,0.0,0.0,0.0
2024-03-05,0.0,28.474031688197286,2.4192666257659208,0.0,39.663424815365666,0.0,0.0,29.443276870671127,0.0
2024-03-06,0.0,28.478927302247513,2.4153842617655648,0.0,39.65734930642984,0.0,0.0,29.448339129557084,0.0
2024-03-07,0.0,28.448357303580334,2.412791527394665,0.0,39.72212262923441,0.0,0.0,29.416728539790586,0.0
2024-03-08,0.0,20.64285904839239,1.7507835296660543,27.135371143325322,28.893338513051038,0.0,0.0,21.577647765565196,0.0
2024-03-11,0.0,20.68417013217428,1.750061070143561,27.12417375258757,28.872851279845296,0.0,0.0,21.568743765249287,0.0
2024-03-12,0.0,9.795980514959632,0.8282018349260711,12.83628946211792,13.660888881588503,0.0,0.0,10.207228460869858,52.67141084553801
2024-03-13,0.0,9.79395966290587,0.8280309818525596,12.833641412554877,13.658070722108661,0.0,0.0,10.188913956148244,52.69738326442979
2024-03-14,0.0,9.803728590462029,0.8279848880077089,12.832927004653358,13.646627933144984,0.0,0.0,10.194281814619895,52.694449769112026
2024-03-15,0.0,9.81756823618336,0.7911953548509049,12.833683394530034,13.645958750214666,0.0,0.0,10.194882679220916,52.71671158500012
2024-03-18,0.0,9.820225894416351,0.791172038481989,12.833305188446367,13.645556606538673,0.0,0.0,10.194582238066726,52.71515803404989
2024-03-19,0.0,9.860972308445639,0.7915449678179617,12.839447577643531,13.552425511223614,0.0,0.0,10.199387588356727,52.756222046512526
2024-03-20,0.0,9.823633865471525,0.7942158524062048,12.834963275856875,13.603249541850834,0.0,0.0,10.206141040916556,52.737796423498004
2024-03-21,0.9313844530655548,9.68218530815686,0.7799336945057295,12.65110409614422,13.40112196353456,0.0,0.5163544170209795,10.055581719179255,51.98233434839285
2024-03-22,0.9316737301815289,9.685192481653315,0.7801759327877353,12.655033381086408,13.374225365032705,0.0,0.516514790662696,10.058704865233057,51.998479453362556
2024-03-25,0.9318922195872921,9.687463783163132,0.7791235452901208,12.65800114827118,13.365589645193566,0.0,0.5166359199872911,10.050619976656487,52.01067376185093
2024-03-26,0.9318143499974479,9.686654291662325,0.7790584411615163,12.65694343651338,13.400440249490963,0.0,0.5165927495150598,10.022168769435384,52.00632771222392
2024-03-27,0.9290901645145516,9.68855505101662,0.7792113115515389,12.659427039510799,13.386354320405042,0.0,0.5166941176935286,10.02413536496623,52.01653263034169
2024-03-28,0.9287121932823725,9.69768988050199,0.7788943138361353,12.654276948142318,13.408514054570084,0.0,0.5164839168758002,10.020057359472107,51.9953713333192
2024-04-02,0.9243540932437877,9.70053012907309,0.7788948796736086,12.65428614099938,13.40997672025646,0.0,0.516484292081973,10.020064638667547,51.99540910600415
2024-04-03,0.9286555241205202,9.730731997536848,0.7788467864231694,12.65350479582895,13.38016392608255,0.0,0.51645240150334,10.019445944809544,51.99219862369509
2024-04-05,0.9285880698491453,9.730025191385602,0.7787902137316534,12.652585689740445,13.386455686350175,0.0,0.5164148882171555,10.018718167492517,51.98842209323331
2024-04-08,0.928574580170767,9.729883842476752,0.7787789001795536,12.652401884545064,13.387713928722572,0.0,0.5164073862138691,10.018572624716091,51.98766685297534
2024-04-10,0.9285771094556089,9.72991034508434,0.7787810214455342,12.652436347612417,13.387750394659317,0.0,0.5161364092259492,10.01859991366457,51.98780845885227
2024-04-11,0.9288199849708825,9.762970209965724,0.7789847167982872,12.655745676440471,13.33458144290391,0.0,0.5162714081345651,10.021220345066089,52.00140621572007
2024-04-12,0.9287660016550415,9.769667823148449,0.7789394419563559,12.655010120437037,13.332353424718313,0.0,0.5162414022745104,10.020637908521064,51.998383877289235
2024-04-16,0.9295493744237986,9.814263942383528,0.7795964426930883,12.665684058004768,13.222897284315865,0.0,0.5166768289114956,10.029089870424407,52.04224219884305
2024-04-17,0.9301614585150995,9.830912718045797,0.7801097866781812,12.67402408160185,13.157389469582718,0.0,0.5170170471678057,10.03569376531027,52.074691673098286
2024-04-18,0.9294446231314346,9.820428317531904,0.7795085896568307,12.664256756981008,13.227223469505034,0.0,0.5166186043921186,10.027959688258653,52.03455995054301
2024-04-22,0.9293770541807722,9.819714390074628,0.7794519207858462,12.663336088316418,13.233531694126818,0.0,0.5165810471497367,10.02723067364438,52.03077713172139
2024-04-23,0.929728520045948,9.823427946804225,0.779746688923783,12.668125027697124,13.20071890655671,0.0,0.5167764044633838,10.031022707553735,52.050453797955086
2024-04-24,0.9297826153132847,9.82399951253496,0.7797920576574324,12.975782386424942,12.888748305179137,0.0,0.5168064725500886,10.03160635196533,52.05348229837482
