date,USMART SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,78.57373346240722,21.426266537592774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,66.2353727023082,18.02033596397912,15.744291333712674,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,54.53004102509891,14.767409238575791,12.9418126669567,0.0,9.872045603321041,6.733971140123685,1.1547203259238779,0.0,0.0
2024-03-06,54.61795666640936,14.772260976610587,12.931822521603822,0.0,9.864425096592548,6.728773000402215,1.0847617383814705,0.0,0.0
2024-03-07,54.64011342815473,14.771660836817023,12.931297151702031,0.0,9.864024343177045,6.728499636396138,1.064404603753042,0.0,0.0
2024-03-08,54.41380066339973,14.62402611375235,12.922897035001036,0.0,10.365113455971613,6.703828961418068,0.9703337704571937,0.0,0.0
2024-03-11,54.35386480776327,14.61493854345349,12.915810005798937,0.0,10.596235963941167,6.69594520614606,0.8232054728970749,0.0,0.0
2024-03-12,54.34469729219118,14.587058141467708,12.912668199159155,0.0,10.719339001123016,6.613232140178467,0.8230052258804736,0.0,0.0
2024-03-13,50.637788005919646,12.158364221416642,10.810829158350645,11.134984318357704,9.035612941767477,5.536773790612738,0.6856475635751429,0.0,0.0
2024-03-14,50.632632143414725,12.157126275276438,10.809728416179636,11.154214266805141,9.024511101608052,5.536210044732251,0.6855777519837634,0.0,0.0
2024-03-15,50.59309849029475,12.146819852691833,10.803955346364093,11.222752736595092,9.016860409912782,5.531516623034874,0.6849965411065746,0.0,0.0
2024-03-18,50.59309849029475,12.136646636734804,10.814128562321121,11.222752736595092,9.016860409912782,5.531516623034874,0.6849965411065746,0.0,0.0
2024-03-19,50.58791219968671,12.141370167693989,10.8122952987367,11.220850201056479,9.015331827952615,5.533969390592048,0.6882709142814519,0.0,0.0
2024-03-20,50.61365301636408,12.140763657087032,10.817796955141253,11.22655974381937,9.019919129420066,5.49607859100654,0.6852289071616597,0.0,0.0
2024-03-21,50.64453284096771,12.12359825137799,10.823671563170329,11.19871568600831,9.024817399332049,5.49906323820902,0.6856010209345895,0.0,0.0
2024-03-22,50.644664122863006,12.115883383349402,10.825876186467145,11.200996700297381,9.026655622394525,5.500183316812189,0.6857406678163573,0.0,0.0
2024-03-25,50.62232356753602,12.093572490176516,10.821100637253904,11.196055676581768,9.049819817985625,5.497757056280582,0.7193707541855842,0.0,0.0
2024-03-26,50.62747733072705,12.054080469131781,10.822202313080306,11.197195525872834,9.077889992941305,5.498316772547103,0.7228375956996254,0.0,0.0
2024-03-27,51.44600663281307,11.850981909903178,10.653205303581318,11.00853457537318,8.924937108387105,5.405675926358425,0.7106585435837209,0.0,0.0
2024-03-28,51.459352333162066,11.800935533594464,10.653205303581318,11.00853457537318,8.931609958561602,5.405675926358425,0.7406863693689486,0.0,0.0
2024-04-02,51.452485638606625,11.759329067727062,10.661791688072537,11.00706560538027,8.930418131717829,5.4049545973138695,0.7839552711818042,0.0,0.0
2024-04-03,49.39281756986121,11.288597395776623,10.234994972170805,10.566447406344672,8.572929142835184,5.092518462060705,0.7525731597184415,4.099121891232362,0.0
2024-04-05,49.41497235055523,11.290456936710646,10.223566425948828,10.571186907683535,8.57677446639455,5.0691716700520955,0.7529107208078892,4.1009605218472265,0.0
2024-04-08,49.36881949070042,11.358687298252805,10.218655531075473,10.566109033150587,8.572654608802582,5.0603320182405085,0.7557513962186811,4.098990623558948,0.0
2024-04-09,49.29493996899145,11.391156157502914,10.225132298860885,10.569493740630165,8.601027638609485,5.06195302589598,0.75599349076791,4.100303678741207,0.0
