date,PHILLIP SECURITIES (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,CGS INTERNATIONAL SECURITIES HK LTD,BANK OF CHINA (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,5.861620756886467,0.0,0.0,1.334799780032995,0.0,0.0,0.6735059741038844,0.0,0.0,7.869926511023347
2024-03-04,5.877618357246413,4.838724191371294,0.0,1.334799780032995,0.0,0.0,0.6755056741488776,0.0,0.0,12.726648002799578
2024-03-05,5.901114832775084,4.838724191371294,0.0,1.3178023296505523,0.0,0.0,0.6755056741488776,0.0,0.0,12.733147027945806
2024-03-06,5.90211468279758,4.838724191371294,0.0,1.3178023296505523,0.0,0.0,0.6755056741488776,0.0,0.0,12.734146877968305
2024-03-07,5.8976153576963455,4.838724191371294,0.0,1.3168024796280557,0.0,0.0,0.674505824126381,0.0,0.0,12.727647852822077
2024-03-08,5.903114532820077,4.838724191371294,0.0,1.3168024796280557,0.0,0.0,0.674505824126381,0.0,0.0,12.733147027945806
2024-03-11,5.914612808078788,4.838724191371294,0.0,1.3128030795380692,0.0,0.0,0.6780052992051192,0.7178923161525771,0.0,13.462037694345849
2024-03-12,5.926111083337499,4.838724191371294,0.0,1.3128030795380692,0.0,0.0,0.6735059741038844,0.7173923911413288,0.0,13.468536719492077
2024-03-13,5.97610358446233,4.848722691596261,0.0,1.3118032295155726,0.0,0.0,0.6775053741938709,0.6579013148027796,0.0,13.472036194570814
2024-03-14,5.9801029845523175,4.848722691596261,0.0,1.3073039044143377,0.0,0.0,0.6775053741938709,0.6579013148027796,0.0,13.471536269559566
2024-03-18,5.990101484777283,4.848722691596261,0.0,1.304304354346848,0.0,0.0,0.6775053741938709,0.6574013897915313,0.0,13.478035294705796
2024-03-19,5.990601409788532,4.848722691596261,0.0,1.304304354346848,0.0,0.0,0.6775053741938709,0.6574013897915313,0.0,13.478535219717042
2024-03-20,5.990601409788532,4.848722691596261,2.7035944608308755,1.304304354346848,0.0,0.0,0.6755056741488776,0.6574013897915313,0.0,16.180129980502926
2024-03-22,6.00609908513723,4.848722691596261,2.7035944608308755,1.304304354346848,0.0,0.0,0.6760055991601259,0.6574013897915313,0.511423286507024,16.707550867369893
2024-03-26,5.99710043493476,4.848722691596261,2.7295905614157876,1.304304354346848,0.0,0.0,0.6710063490476428,0.6569014647802829,0.511423286507024,16.719049142628606
2024-03-27,6.015097735339699,4.848722691596261,2.7295905614157876,1.304304354346848,0.0,0.0,0.6710063490476428,0.6389041643753437,0.511423286507024,16.719049142628606
2024-03-28,6.015097735339699,4.853721941708743,2.736589511573264,1.304304354346848,0.0,0.0,0.6705064240363945,0.6389041643753437,0.511423286507024,16.73054741788732
2024-04-02,6.015097735339699,4.8597210418437236,2.736589511573264,1.304304354346848,0.0,0.0,0.6670069489576563,0.6369044643303504,0.511423286507024,16.731047342898563
2024-04-03,6.015097735339699,4.867219917012449,2.736589511573264,1.304304354346848,0.0,0.0,0.6670069489576563,0.6369044643303504,0.511423286507024,16.73854621806729
2024-04-05,6.015097735339699,4.867219917012449,2.736589511573264,1.3023046543018546,0.0,0.0,0.6670069489576563,0.6369044643303504,0.511423286507024,16.736546518022298
2024-04-08,6.016597510373444,4.870719392091186,2.7385892116182573,1.3023046543018546,0.0,0.0,0.6670069489576563,0.6369044643303504,0.511423286507024,16.743545468179775
2024-04-09,6.016597510373444,4.870719392091186,2.7575863620456933,1.3023046543018546,0.0,0.0,0.6670069489576563,0.6269059641053841,0.511423286507024,16.752544118382243
2024-04-11,6.016597510373444,4.878218267259911,2.7575863620456933,1.3023046543018546,0.0,0.0,0.6675068739689046,0.6269059641053841,0.511423286507024,16.760542918562216
2024-04-12,6.016597510373444,4.878218267259911,2.7575863620456933,1.3023046543018546,0.0,0.0,0.6685067239914012,0.621906713992901,0.511423286507024,16.756543518472228
2024-04-16,6.016597510373444,4.878218267259911,2.7710843373493974,1.3023046543018546,0.0,0.0,0.6680067989801529,0.6129080637904315,0.511423286507024,16.760542918562216
2024-04-18,6.013098035294706,4.885717142428636,2.7710843373493974,1.3023046543018546,0.0,0.0,0.6660070989351596,0.6129080637904315,0.511423286507024,16.76254261860721
2024-04-22,6.015097735339699,4.885717142428636,2.7710843373493974,1.3023046543018546,0.0,0.0,0.666507023946408,0.6129080637904315,0.511423286507024,16.76504224366345
2024-04-23,6.015097735339699,4.885717142428636,2.7710843373493974,1.3023046543018546,0.0,0.0,0.6675068739689046,0.6129080637904315,0.511423286507024,16.766042093685947
2024-04-24,6.015097735339699,4.888716692496126,2.7710843373493974,1.3023046543018546,0.0,0.0,0.6670069489576563,0.6129080637904315,0.511423286507024,16.76854171874219
2024-04-25,6.016597510373444,4.895215717642354,2.7745838124281357,1.3023046543018546,0.0,0.0,0.6670069489576563,0.6129080637904315,0.511423286507024,16.7800399940009
2024-04-26,6.019097135429686,4.895215717642354,2.7745838124281357,1.3023046543018546,0.0,0.0,0.6670069489576563,0.6129080637904315,0.5089236614507824,16.7800399940009
2024-04-29,6.020096985452182,4.895215717642354,2.7750837374393837,1.301304804279358,0.0,0.0,0.6670069489576563,0.6129080637904315,0.5089236614507824,16.780539919012146
