date,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD,ICBC (ASIA) SECURITIES LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,19.6869196073229,0.0,78.34969487927832,0.0,0.0,0.0,0.0,1.9633855133987794,0.0
2024-03-05,6.87369879997193,9.620108072703456,2.4662857610704343,43.173524526889516,35.644108634120094,0.7017708016561791,0.4678472011041194,0.0,1.0526562024842687,0.0
2024-03-06,7.144227665056557,9.487059224832645,2.568815442435022,44.98358418965591,33.5168817878919,0.71571714858288,0.4872967820138758,0.0,1.0964177595312203,0.0
2024-03-07,7.493696146281284,9.94590321233547,2.6887410462962666,42.365722337159745,35.161318087198794,0.6710296878835309,0.5100463185813061,0.0,1.1635431642636047,0.0
2024-03-08,7.511763343106162,9.826086261853217,2.693785599590979,42.46786550244853,35.166204654209636,0.6726475310959681,0.5112760331370779,0.0,1.1503710745584252,0.0
2024-03-11,7.493803645289574,9.96198506499199,2.687345091132239,42.39820843660591,35.082126604875796,0.6710393139778604,0.51005363532759,0.0,1.1954382077990389,0.0
2024-03-12,7.9567090042901745,10.915829645362466,2.853347097997072,38.416950844919064,37.33382976382884,0.7124905861546663,0.5415605405451145,0.0,1.2692825169026123,0.0
2024-03-13,7.481878147950699,10.216666534051576,2.6830685009985915,42.42621959467524,34.86715946434113,0.6699714347096127,0.5092419456225085,0.0,1.145794377650644,0.0
2024-03-14,7.212310814238607,9.008662767012305,2.5919121885977385,45.627493331898506,33.32897760901481,0.6318362452631499,0.49194062891534773,0.0,1.1068664150595324,0.0
2024-03-15,7.237902759243117,8.701219559230774,2.6011092512168594,45.78939654573926,33.44724114257504,0.6186505395836065,0.49368621612656877,0.0,1.1107939862847798,0.0
2024-03-18,7.244552880680677,8.523911734276316,2.6042712209885885,45.93956052440588,33.477972173751915,0.6192189502617397,0.494139810682685,0.0,1.0963727049522074,0.0
2024-03-19,10.307016504684146,8.76648454492468,2.6741726728932402,41.49469351264348,34.49730134435225,0.6333982527053688,0.5054549647524139,0.0,1.1214782030444186,0.0
2024-03-20,10.323322675618936,8.701251239928302,2.67840333621793,41.56034001325754,34.47277536691594,0.6344003176747726,0.5062546175958285,0.0,1.1232524327907443,0.0
2024-03-21,9.190708045140154,8.93832232565396,2.740814654948255,41.06752821259556,35.73703780747829,0.6516849550158614,0.5200478444016849,0.0,1.1538561547662385,0.0
2024-03-22,9.035064735880164,8.802929410411421,2.6943993558364543,41.96968341406679,35.211717641645684,0.6406487647141524,0.5112409094975779,0.0,1.1343157679477511,0.0
2024-03-25,8.92949624838946,8.700073263774852,2.662917161407675,43.07404693934265,34.37397367556779,0.633163226637698,0.5052674127782129,0.0,1.1210620721016598,0.0
2024-03-26,8.869278011630605,8.751184075981607,2.6449591297747275,42.78356659368786,34.659707541074106,0.6288933359262768,0.5018600186942856,0.0,1.1605512932305357,0.0
2024-03-27,0.0012493064445051197,0.0011643404633447534,0.00037585262987212086,0.006152480857446709,0.00484921340699832,8.842812988659965e-05,0.0001345166065606628,0.0,0.00015656850927552556,0.0
2024-03-28,8.825733322739898,8.287804931243935,2.6552132941376243,43.46424014693717,34.490977664988854,0.6247010859828604,0.4985145823304622,0.0,1.1528149716391938,0.0
2024-04-02,8.99516684237936,8.510422091531494,2.7076161926657947,41.91700433142378,35.550065415931,0.6366938915492779,0.5080849009869549,0.0,1.1749463335323334,0.0
2024-04-03,7.97569244085401,8.360436447568588,2.7955004458899437,43.27755337564916,35.29415621885328,0.6081807690290091,0.5245764045533232,0.0,1.1639038976026859,0.0
2024-04-05,8.140393762338196,7.94944155173099,2.8242047246180957,43.72192853452045,35.12659485671132,0.5813029134703287,0.5299627701153994,0.0,1.1261708864952238,0.0
2024-04-08,8.37178295415222,8.430644800141133,3.147158007585884,39.69357913949749,35.978667245672725,0.5954036870924623,0.5428181762666323,0.0,1.1195624885499291,2.120383501041532
2024-04-09,8.378889537805424,8.35291401252258,3.1498295462262487,39.72727396199764,36.00920857837478,0.5959091094299646,0.5432789601640702,0.0,1.1205128553383947,2.1221834381408993
2024-04-10,8.342066475551709,8.316205106014712,3.135986856339247,39.55268282128949,35.85095737775855,0.5932902423193422,1.014171354392038,0.0,1.081782778018174,2.112856988316746
2024-04-11,8.336134397005592,8.242728072738698,3.390666461724521,39.52455674223064,35.80857277501237,0.49152333384568875,1.0134501728777086,0.0,1.0810135177362226,2.1113545268285594
