date,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,VALUABLE CAPITAL LTD,CHINA PA SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,YUNFENG SECURITIES LTD
2024-03-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,95.31306770013323,0.0,4.68693229986678,0.0,0.0,0.0,0.0,0.0
2024-03-27,0.0,95.29025191675794,0.0,4.70974808324206,0.0,0.0,0.0,0.0,0.0
2024-04-02,0.0,95.31098153547133,0.0,4.689018464528669,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,95.32312925170068,0.0,4.67687074829932,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.0,95.33050333535476,0.0,4.66949666464524,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,95.93693147362038,0.0,4.063068526379624,0.0,0.0,0.0,0.0,0.0
2024-04-18,0.0,94.63192025939713,0.0,4.023057523718026,0.0,1.3450222168848325,0.0,0.0,0.0
2024-04-25,0.0,94.63063063063063,0.0,4.024024024024024,0.0,1.3453453453453454,0.0,0.0,0.0
2024-04-26,0.0,94.67867867867868,0.0,3.975975975975976,0.0,1.3453453453453454,0.0,0.0,0.0
2024-05-06,0.0,94.68123424180574,0.0,3.9740665145875855,0.0,1.3446992436066756,0.0,0.0,0.0
2024-05-08,0.0,94.8898373514823,0.0,3.8182027915561196,0.0,1.2919598569615873,0.0,0.0,0.0
2024-05-10,0.0,94.91290806321375,0.0,3.8182027915561196,0.0,1.2688891452301303,0.0,0.0,0.0
2024-05-13,0.0,94.95904948667666,0.0,3.7720613680932056,0.0,1.2688891452301303,0.0,0.0,0.0
2024-05-16,0.0,94.95963091118801,0.0,3.7716262975778547,0.0,1.2687427912341407,0.0,0.0,0.0
2024-05-17,85.68980291345329,13.590073165908642,0.0,0.5388570298596005,0.0,0.1812668907784589,0.0,0.0,0.0
2024-05-20,85.52350251636459,13.566987928028684,0.0,0.5345218907272787,0.19078319792112103,0.18420446695832374,0.0,0.0,0.0
2024-05-21,85.52350251636459,13.568632610769383,0.0,0.5328772079865793,0.19078319792112103,0.18420446695832374,0.0,0.0,0.0
2024-05-22,85.52350251636459,13.570277293510083,0.0,0.53123252524588,0.19078319792112103,0.18420446695832374,0.0,0.0,0.0
2024-05-27,85.56572105574935,13.527611399986835,0.0,0.5314947673270586,0.19087737773974855,0.1842953991969986,0.0,0.0,0.0
2024-05-29,85.84966403064172,13.275329778276735,0.0,0.5316075349589737,0.19151078899143156,0.15188786713113536,0.0,0.0,0.0
2024-05-30,85.56712905826792,13.562389955735465,0.0,0.5282124697635385,0.19088051866844383,0.15138799756462787,0.0,0.0,0.0
2024-06-06,85.56994520232355,13.55954516282973,0.0,0.5282298540374204,0.19088680083595255,0.15139297997334167,0.0,0.0,0.0
2024-06-07,85.56712905826792,13.562389955735465,0.0,0.5282124697635385,0.19088051866844383,0.15138799756462787,0.0,0.0,0.0
2024-06-11,85.53897780921518,13.590827589610305,0.0,0.5280386899376552,0.19081771972824924,0.15133819150861147,0.0,0.0,0.0
2024-06-12,85.53897780921518,13.64017699988485,0.0,0.5280386899376552,0.19081771972824924,0.10198878123406425,0.0,0.0,0.0
2024-06-14,85.53897780921518,13.641821980227336,0.0,0.5263937095951703,0.19081771972824924,0.10198878123406425,0.0,0.0,0.0
2024-06-17,85.53897780921518,13.645111940912305,0.0,0.5231037489102005,0.19081771972824924,0.10198878123406425,0.0,0.0,0.0
2024-06-19,85.54038493173219,13.643691396611285,0.0,0.5231123540055931,0.19082085869386411,0.1019904589570653,0.0,0.0,0.0
2024-06-20,85.30323660165028,13.883101756918585,0.0,0.521662100756246,0.1902918354959891,0.10170770517889073,0.0,0.0,0.0
2024-06-21,85.30883438602248,13.783938971372322,0.0,0.5167746698384054,0.19030432286112706,0.20014764990566813,0.0,0.0,0.0
2024-06-24,85.31023394691078,13.78252452669226,0.0,0.5167831479476326,0.19030744495849328,0.20015093349082916,0.0,0.0,0.0
2024-06-26,85.31583264971287,13.776866283839212,0.0,0.51681706316653,0.1903199343724364,0.20016406890894178,0.0,0.0,0.0
2024-06-28,85.31583264971287,13.780147662018047,0.0,0.5135356849876949,0.1903199343724364,0.20016406890894178,0.0,0.0,0.0
2024-07-02,85.30323660165028,13.450023786479438,0.0,0.5134598664676259,0.1902918354959891,0.20013451664233337,0.34285339326432523,0.0,0.0
2024-07-04,85.3046359788707,13.44860395682273,0.0,0.5134682896420486,0.19029495718363465,0.20013779979658122,0.3428590176843072,0.0,0.0
2024-07-05,85.3046359788707,13.458446799435677,0.0,0.5036254470291021,0.19029495718363465,0.20013779979658122,0.3428590176843072,0.0,0.0
2024-07-08,85.3046359788707,13.786541553200566,0.0,0.5036254470291021,0.19029495718363465,0.20013779979658122,0.014764263919419927,0.0,0.0
2024-07-12,85.32143208742166,13.769566501493124,0.0,0.5037246086699702,0.19033242542578677,0.20017720605125847,0.014767170938207595,0.0,0.0
2024-07-29,85.32143208742166,13.763003314409477,0.0,0.5037246086699702,0.19033242542578677,0.20674039313490633,0.014767170938207595,0.0,0.0
2024-07-30,85.29624040417295,13.781904074535792,0.0,0.5035758808477133,0.1902762285939243,0.2132406010104324,0.014762810839183781,0.0,0.0
2024-08-02,85.29624040417295,13.788465323797652,0.0,0.49701463158585396,0.1902762285939243,0.2132406010104324,0.014762810839183781,0.0,0.0
2024-08-06,85.29624040417295,13.781904074535792,0.0,0.49701463158585396,0.1902762285939243,0.21980185027229182,0.014762810839183781,0.0,0.0
2024-08-07,85.25428730694823,13.821031576876413,0.0,0.4967701741154868,0.19018264091549988,0.22297275141817227,0.014755549726202577,0.0,0.0
2024-08-22,85.5347567194131,13.537520150014803,0.0,0.4984044478073494,0.19080830345099845,0.2237062868046189,0.01480409250912919,0.0,0.0
2024-08-26,85.5347567194131,13.570418133368426,0.0,0.465506464453729,0.19080830345099845,0.2237062868046189,0.01480409250912919,0.0,0.0
2024-09-02,85.5347567194131,13.572063032536105,0.0,0.46386156528604794,0.19080830345099845,0.2237062868046189,0.01480409250912919,0.0,0.0
2024-09-05,85.5347567194131,13.573707931703789,0.0,0.4622166661183669,0.19080830345099845,0.2237062868046189,0.01480409250912919,0.0,0.0
2024-09-17,85.5347567194131,13.58028752837451,0.0,0.4556370694476428,0.19080830345099845,0.2237062868046189,0.01480409250912919,0.0,0.0
2024-09-24,85.5347567194131,13.586867125045234,0.0,0.44905747277691876,0.19080830345099845,0.2237062868046189,0.01480409250912919,0.0,0.0
2024-09-25,85.51506380739376,13.606762268122615,0.0,0.4489540849888172,0.19076437310880145,0.2236547822654914,0.01480068412051046,0.0,0.0
2024-09-27,84.67952058363731,14.454142782699323,0.0,0.4445674830640959,0.18890046899426785,0.2182126107347577,0.01465607087024492,0.0,0.0
2024-10-02,84.67400508044031,14.461343059988277,0.0,0.4429101804207647,0.18888816517944376,0.21819839770728847,0.014655116263922359,0.0,0.0
2024-10-03,82.00340629533842,17.160789755882167,0.0,0.4273639058853214,0.18293067558190879,0.21131647006875667,0.014192897243423956,0.0,0.0
2024-10-04,81.94912850253728,17.278658555804206,0.0,0.42392914552274086,0.1828095943518139,0.1166199136382261,0.014183503010054528,0.034670785135688845,0.0
2024-10-08,81.94912850253728,17.310177451382103,0.0,0.42392914552274086,0.15129069877391496,0.1166199136382261,0.014183503010054528,0.034670785135688845,0.0
2024-10-10,81.94912850253728,17.311753396161,0.0,0.4223532007438459,0.15129069877391496,0.1166199136382261,0.014183503010054528,0.034670785135688845,0.0
2024-10-14,81.94138039710054,17.31957138354869,0.0,0.42231326820044124,0.15127639457926254,0.11660888748818152,0.014182161991805864,0.034667507091081,0.0
2024-10-15,81.94138039710054,17.32587456665616,0.0,0.416010085092972,0.15127639457926254,0.11660888748818152,0.014182161991805864,0.034667507091081,0.0
2024-10-17,81.94912850253728,17.33066473350774,0.0,0.4160494216282662,0.15129069877391496,0.10401235540706655,0.014183503010054528,0.034670785135688845,0.0
2024-10-18,81.94138039710054,17.3384809328711,0.0,0.416010085092972,0.15127639457926254,0.104002521273243,0.014182161991805864,0.034667507091081,0.0
2024-10-21,81.94008918863554,16.70947511069791,0.0,0.4160035297269189,0.1512740108097887,0.10400088243172972,0.6444903168875372,0.034666960810576575,0.0
2024-10-22,81.94008918863554,17.339783489072026,0.0,0.4160035297269189,0.1512740108097887,0.10400088243172972,0.014181938513417688,0.034666960810576575,0.0
2024-10-29,81.94008918863554,17.34608657285577,0.0,0.40970044594317767,0.1512740108097887,0.10400088243172972,0.014181938513417688,0.034666960810576575,0.0
2024-11-07,81.94008918863554,17.35238965663951,0.0,0.4033973621594365,0.1512740108097887,0.10400088243172972,0.014181938513417688,0.034666960810576575,0.0
2024-11-11,81.94008918863554,17.361844282315122,0.0,0.4033973621594365,0.1512740108097887,0.09454625675611793,0.014181938513417688,0.034666960810576575,0.0
2024-11-18,81.93879802086288,17.363146449844002,0.0,0.40339100564117114,0.15127162711543915,0.09454476694714947,0.014181715042072421,0.03466641454728814,0.0
2024-11-29,81.92201654194565,17.380070894052775,0.0,0.4033083891295786,0.15124064592359196,0.09452540370224498,0.014178810555336745,0.03465931469082316,0.0
2024-12-03,81.92072594366374,17.381372487239272,0.0,0.40330203541496,0.15123826328061,0.09452391455038126,0.014178587182557188,0.034658768668473124,0.0
2024-12-04,81.92072594366374,17.38294788581511,0.0,0.40330203541496,0.15123826328061,0.09452391455038126,0.0126031886067175,0.034658768668473124,0.0
2024-12-05,81.92072594366374,17.38452328439095,0.0,0.40330203541496,0.15123826328061,0.09452391455038126,0.011027790030877812,0.034658768668473124,0.0
2024-12-06,81.91814486908851,17.387126248464035,0.0,0.40328932858628186,0.1512334982198557,0.09452093638740981,0.011027442578531145,0.034657676675383595,0.0
2024-12-10,81.91814486908851,17.388701597403823,0.0,0.40328932858628186,0.1512334982198557,0.09452093638740981,0.009452093638740982,0.034657676675383595,0.0
2024-12-13,81.91814486908851,17.398153691042566,0.0,0.39383723494754086,0.1512334982198557,0.09452093638740981,0.009452093638740982,0.034657676675383595,0.0
2024-12-16,81.91814486908851,17.399729039982358,0.0,0.39226188600775075,0.1512334982198557,0.09452093638740981,0.009452093638740982,0.034657676675383595,0.0
2024-12-18,81.91814486908851,17.42178392513942,0.0,0.3702070008506885,0.1512334982198557,0.09452093638740981,0.009452093638740982,0.034657676675383595,0.0
2025-01-02,81.91814486908851,17.424934623019,0.0,0.3702070008506885,0.1512334982198557,0.09452093638740981,0.006301395759160654,0.034657676675383595,0.0
2025-01-21,81.91814486908851,17.109864835060968,0.0,0.3702070008506885,0.1512334982198557,0.09452093638740981,0.32137118371719336,0.034657676675383595,0.0
2025-01-22,81.91814486908851,17.424934623019,0.0,0.3702070008506885,0.1512334982198557,0.09452093638740981,0.006301395759160654,0.034657676675383595,0.0
2025-01-23,81.90524193548387,17.437941028225808,0.0,0.37014868951612906,0.15120967741935484,0.09450604838709678,0.006300403225806451,0.034652217741935484,0.0
2025-01-27,81.90653204593066,17.436640572085622,0.0,0.3701545198229559,0.15121205916171815,0.09450753697607384,0.00630050246507159,0.03465276355789374,0.0
2025-02-05,81.90782219701983,17.43534007497716,0.0,0.3701603503134549,0.15121444097911352,0.09450902561194593,0.006300601707463062,0.03465330939104684,0.0
2025-02-14,81.90782219701983,16.96279494691743,0.47569542891346117,0.3701603503134549,0.15121444097911352,0.09450902561194593,0.003150300853731531,0.03465330939104684,0.0
2025-02-17,81.91556395715186,10.888468809073725,6.542218021424071,0.37019533711405167,0.15122873345935728,0.0945179584120983,0.00315059861373661,0.034656584751102705,0.0
2025-02-18,81.91298320783844,10.891276267288365,6.542011908887559,0.3701836741123468,0.15122396899908636,0.09451498062442897,0.003150499354147633,0.03465549289562396,0.0
2025-02-19,81.90266183650968,10.902504331390771,6.541187588596629,0.3701370294534572,0.1512049141597102,0.09450307134981888,0.0031501023783272954,0.03465112616160025,0.0
2025-02-24,81.90266183650968,10.871003307607499,6.541187588596629,0.3701370294534572,0.1512049141597102,0.09450307134981888,0.0031501023783272954,0.03465112616160025,0.031501023783272956
2025-02-26,81.9000819000819,10.873810873810875,6.540981540981542,0.3701253701253701,0.1512001512001512,0.0945000945000945,0.00315000315000315,0.03465003465003465,0.0315000315000315
2025-02-28,81.9000819000819,10.875385875385875,6.540981540981542,0.36855036855036855,0.1512001512001512,0.0945000945000945,0.00315000315000315,0.03465003465003465,0.0315000315000315
2025-03-07,81.91298320783844,10.861346523423961,6.542011908887559,0.368608424435273,0.15122396899908636,0.09451498062442897,0.003150499354147633,0.03465549289562396,0.031504993541476324
2025-03-10,81.91298320783844,10.872373271163479,6.542011908887559,0.368608424435273,0.14019722125956965,0.09451498062442897,0.003150499354147633,0.03465549289562396,0.031504993541476324
2025-03-28,81.91298320783844,10.888125767934218,6.542011908887559,0.35285592766453483,0.14019722125956965,0.09451498062442897,0.003150499354147633,0.03465549289562396,0.031504993541476324
2025-04-07,81.91298320783844,10.889701017611292,6.542011908887559,0.351280677987461,0.14019722125956965,0.09451498062442897,0.003150499354147633,0.03465549289562396,0.031504993541476324
2025-04-10,81.91298320783844,10.891276267288365,6.542011908887559,0.3497054283103872,0.14019722125956965,0.09451498062442897,0.003150499354147633,0.03465549289562396,0.031504993541476324
2025-04-16,81.91298320783844,10.902303015027883,6.542011908887559,0.33867868057087047,0.14019722125956965,0.09451498062442897,0.003150499354147633,0.03465549289562396,0.031504993541476324
2025-04-24,81.91556395715186,10.855387523629489,6.542218021424071,0.33868935097668557,0.14020163831127913,0.0945179584120983,0.04725897920604915,0.034656584751102705,0.0315059861373661
