date,HAITONG INTERNATIONAL SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,ABCI SECURITIES CO LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA)
2024-03-01,0.0,61.060796620470946,0.0,0.0,31.281103883208868,0.0,0.0,0.0,0.0,7.658099496320189
2024-03-04,0.0,45.54522432933467,0.0,0.0,23.34883436478709,18.88548520487405,0.0,0.0,6.498029319177279,5.722426781826905
2024-03-05,0.0,45.54755653645064,0.0,0.0,23.34410081214793,18.886452262642063,0.0,0.0,6.498631567270606,5.723258821488765
2024-03-06,0.0,45.54645177699157,0.0,0.0,23.343534599201572,18.885994170301394,0.0,0.0,6.50062994924832,5.723389504257144
2024-03-07,0.3881788391689799,45.367449307312015,0.0,0.0,23.251791989595745,18.811770175523705,0.0,0.0,6.479645280734054,5.7011644076655
2024-03-08,0.38799656887985706,45.346146914529065,0.0,0.0,23.384154603839765,18.82279242132406,0.0,0.0,6.476602748015731,5.582306743411521
2024-03-11,0.32452352011317637,37.92564587727495,0.0,0.0,19.558699162771877,15.699402123283493,16.367855480541106,0.0,5.433690969333529,4.6901828666818695
2024-03-12,0.32452133522719184,37.925390539196215,0.0,0.0,19.558343062047793,15.699296425540377,16.367745282371114,0.0,5.433654386483574,4.691048969133742
2024-03-13,0.32451405248638243,37.9245394370978,0.0,0.0,19.557904143777343,15.69894411000871,16.367377965854182,0.0,5.433532447207943,4.69318784356764
2024-03-14,0.32442522936096035,37.90428751563222,0.0,0.0,19.56040329670732,15.696890667726404,16.36289803145765,0.0,5.45448057153372,4.696614687581725
2024-03-15,0.32446381048228873,37.90049308471497,0.0,0.0,19.55756870586646,15.698757364852648,16.36484393115071,0.0,5.4542317058779215,4.6996413970550055
2024-03-18,0.3246553960234385,37.92287211819389,0.0,0.0,19.52668394578492,15.70735344304357,16.374506850031313,0.0,5.457452255902819,4.686475991020052
2024-03-19,0.325240290572292,37.991193425803374,0.0,0.0,19.561638025073734,15.73565158784042,16.404006928927448,0.0,5.467284324348942,4.514985417433793
2024-03-20,0.3107832446052539,36.30247143895165,0.0,0.0,18.65321587753196,15.036196308402527,15.674843018152984,4.443316018712107,5.264881375153918,4.3142927184896
2024-03-21,0.3107531905003341,36.29896083049893,0.0,0.0,18.65119713096892,15.044627580087344,15.673327191978807,4.442886330535101,5.264372237998083,4.313875507432482
2024-03-22,0.3107558617409454,36.236092110783105,0.0,0.0,18.579580690819512,15.044327103010216,15.673461920211334,4.576807531703128,5.264417490646632,4.31455729108513
2024-03-25,0.3109269167147211,36.24120190239508,0.0,0.0,18.549599272134447,15.05260822428549,15.682089347551617,4.579326826714737,5.26731527925394,4.316932230949967
2024-03-26,0.31092223692611654,36.238506277321015,0.0,0.0,18.549320080470345,15.052381666143852,15.68185331503375,4.579257902860454,5.270891264824447,4.3168672564200214
2024-03-27,0.31071045689531573,36.20716201879047,0.0,0.0,18.520785175289344,15.112176287581192,15.671171855222754,4.576138809838031,5.2756809709174775,4.326174425465421
2024-03-28,0.30951336944037255,36.06766513843155,0.0,0.0,18.464198201935524,15.062514610724161,15.610794861736284,4.814287433526293,5.261134243493766,4.409892140712045
2024-04-02,0.30963332593810144,36.08164369709313,0.0,0.0,18.43259779242528,15.06835231170283,15.616845056859566,4.816153282037555,5.263173274114873,4.411601259828671
2024-04-03,0.30987285406793436,36.10955596593524,0.0,0.0,18.446856999388245,15.002650344148874,15.628926035801438,4.8198789927153065,5.26724479337888,4.415014014564079
2024-04-05,0.3107051160210661,35.543465006009576,0.0,0.0,18.459015311413317,14.991591894138429,15.670902479807905,5.165221089704712,5.292779518401627,4.566319584503365
2024-04-08,0.30968106929415246,35.417751727012835,0.0,0.0,18.231776443981456,15.328735216656513,15.619253068308863,5.264484519903447,5.277048410983802,4.5512695438589255
2024-04-09,0.30679867188147336,35.08809632969217,0.0,0.0,17.932025285420856,16.100275398267673,15.473874809525759,5.228850963692381,5.227931586629408,4.642146954890282
2024-04-10,0.5251122190528593,34.96527073607204,0.0,0.0,17.895765500902666,16.10350274036448,15.442585573796705,5.218277868562108,5.216089940977096,4.633395420272043
2024-04-11,0.5932935053820759,34.94048702907795,0.0,0.0,17.88138813816665,16.091876843969885,15.431639726444885,5.214579104989407,5.216624425185857,4.630111226783294
2024-04-12,0.551991430504376,28.95581200626542,0.0,16.749452343428338,14.818453626529251,13.672114157590526,12.788127574562536,4.32141578708434,4.3055763627403145,3.8370567112949012
2024-04-15,0.6574703476861464,28.94464640057149,0.0,16.74299361312523,14.816770866677023,13.666842074885576,12.78319636455087,4.248587126561093,4.303916096126446,3.835577109816128
2024-04-16,0.7538428812699447,28.91661811790635,0.0,16.726780688940394,14.802248075769036,13.653607913807445,12.770817873685541,4.2444730462139795,4.299748438479507,3.8318629639277972
2024-04-17,0.7539075683119283,28.8954579928399,0.0,16.728216009206143,14.838192381740747,13.653553672940506,12.771913733913829,4.244837263231823,4.2817296028226055,3.832191774992519
2024-04-18,0.7539643436380362,28.897634054096667,0.0,16.72947577891671,14.832304415284758,13.654056490596025,12.772875562124266,4.245156933745856,4.2820520516276375,3.8324803699700447
2024-04-19,0.7541294367618542,28.903961675180067,0.0,16.733138977898843,14.79876578239655,13.657046275004056,12.775672397206034,4.246086481973439,4.282989678659366,3.8482092949197932
2024-04-22,0.7580735517452899,28.907405064951863,0.0,16.73513243195383,14.818048217579213,13.655870159330616,12.777194389940275,4.246592327190316,4.252665728576875,3.849018128731727
2024-04-23,0.7625536047814753,28.91120387291148,0.0,16.73733164541297,14.805802900528855,13.657664717788567,12.778873479005547,4.247150384501151,4.249895455433679,3.849523939636278
2024-04-24,0.7778711094157714,28.91393963292583,0.0,16.972677424595048,14.793185208856382,13.425195104402018,12.78008269641642,4.24755227659281,4.239608340983791,3.849888205811933
2024-04-25,0.8274169367015841,28.90011415138158,0.0,16.964561773754337,14.783659602248031,13.418775716746781,12.77397177553547,4.245521268146579,4.237581131007659,3.848397644477982
2024-04-26,0.8298595867658579,28.905885821275675,0.0,16.967949782879252,14.786612061279989,13.421455593491011,12.77652287785772,4.223419902028992,4.2384274224551435,3.8498669519663653
2024-04-29,0.8298654019667782,28.906088377872607,0.0,16.96806868496675,14.78671567774889,13.420848898528225,12.776612408723883,4.2234494974397006,4.238457123030326,3.8498939297228416
2024-04-30,0.12958754751741008,4.280741631788817,0.0,2.516820544629575,2.1932153076097247,1.9906725309351985,1.8951149478511466,0.6264510511900089,0.6286770853435635,0.5710427224729334
2024-05-02,0.9014058344184139,29.109670565584196,0.0,17.119892869351958,15.037731181352118,12.767153664769765,12.890267521935858,3.9782279692875546,4.2759838249969855,3.919666568303151
2024-05-03,0.370299268088539,29.36246868454393,0.0,17.267886039484114,15.320225832767761,12.297342355679637,13.002368810539444,3.9158396915358775,4.409442418348998,4.0541268990116945
