date,FIRST SHANGHAI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-06-05,0.0,56.803000201552386,10.320564709695407,9.304648529469535,8.639550586937526,8.627712556517057,6.304523415828085,0.0,0.0
2024-06-07,0.0,54.42760739196184,9.88897843581309,8.91554592689142,8.278261108045806,8.266918121412473,6.0408803065430945,4.181808709332277,0.0
2024-06-20,0.0,54.40801515590958,9.885418712924029,8.912336609254574,8.311278064799996,8.263942289495171,6.038705778604048,4.1803033890125985,0.0
2024-06-27,0.0,54.47083272399833,9.61319625600907,8.923961234339094,8.487718567142357,8.273483544693772,6.045677854507358,4.185129819310018,0.0
2024-07-29,0.0,54.499930384186655,9.618331509207755,8.87530951570778,8.492252603768751,8.277903139561671,6.048907382513838,4.187365465053554,0.0
2024-08-08,0.0,51.86272725550536,9.152909007381286,8.445841186888947,8.103559890606796,7.8773427736183965,5.7562061375431215,3.984742576775969,4.816671171680121
2024-08-13,0.0,51.82979337185135,9.147096724528133,8.440477906442107,8.161915993861268,7.872340501193905,5.752550829902079,3.982212184423708,4.81361248779745
2024-09-03,0.0,51.81296351184355,9.150292566276127,8.443426867459877,8.164767630031992,7.875090964557943,5.754560674408298,3.983603502383014,4.8152942830392025
2024-09-12,0.0,51.812634376152644,9.150234440130433,8.443373231594501,8.165351002427762,7.875040938978824,5.754524119245747,3.983578197015357,4.815263694454737
2024-09-23,0.0,51.812328269696785,9.150292566276127,8.443426867459877,8.16540287217876,7.875090964557943,5.754560674408298,3.983603502383014,4.8152942830392025
2024-09-26,0.0,51.8254969656767,9.152618217814219,8.420156716960754,8.167478202733635,7.877092509020232,5.756023261837777,3.984615980786886,4.8165181451697965
2024-09-30,0.0,51.84460346935887,9.155992513169188,8.423260975766485,8.170489306562663,7.843129560775767,5.758145334680027,3.9860849889849046,4.8182938507020925
2024-10-04,0.0,51.78107942184557,9.165724225502467,8.457380271683093,8.160478186481017,7.833519547360076,5.808227318366326,3.981200927090555,4.812390101670895
2024-10-09,0.0,51.56404042951905,9.1273063405905,8.638775314747374,8.135756733536978,7.800685562284597,5.814227796155821,4.126988724301424,4.7922190988642575
2024-10-10,0.0,51.447925191232294,9.229123116600144,8.671045463325834,8.120589982811314,7.783119474458279,5.849073796938279,4.11769530440769,4.781427670226163
2024-10-14,0.0,51.54676891373121,9.246854461078174,8.49558078122671,8.136191571015404,7.798072701408632,5.860311261327975,4.125606378187461,4.790613932024433
2024-10-17,0.0,51.731487697297936,8.778298186835361,8.700443875915,8.159639502383913,7.826017236709765,5.85594175305997,4.14039056365075,4.807781184147304
2024-10-18,0.0,51.73476898022224,8.7725120742411,8.700995737444497,8.16015706116599,7.826513634123934,5.856313190312894,4.140653184995335,4.8080861374940085
2024-10-21,0.0,51.741332795002684,8.773625080939487,8.7020996705547,8.161192375724932,7.82750661789256,5.84436877198172,4.141178527644236,4.808696160259684
2024-10-22,79.69617561084068,10.480404607114762,1.7771312749844108,1.8163541946377588,1.6538516575584001,1.5794521287415886,1.183799219982031,0.8388115298838841,0.9740197762564816
2024-10-23,79.72209253490993,10.483812798892293,1.7777091920044163,1.7844252084138206,1.6543894844679374,1.579965761178501,1.1841841874445518,0.8390843085280508,0.9743365241605021
2024-10-25,79.736441161631,10.48569970767356,1.778029149557005,1.7693192547081522,1.6546872465613438,1.580250128261933,1.181826133875238,0.8392353294953606,0.9745118882363982
2024-10-28,79.7302911177765,10.484890949317808,1.7778920107897733,1.7768957528016223,1.6545596211120062,1.5801282441215285,1.1817349800383494,0.8391705995675453,0.97443672447486
2024-10-31,79.75120513859913,10.48764123687556,1.7783583689331182,1.7503593907267356,1.6557651268109022,1.5805427269302161,1.1820449604690344,0.8393907220723931,0.9746923285829134
2024-11-01,79.74607813813108,10.486967013314462,1.7782440428339195,1.7631043517392648,1.6556586819168668,1.5804411178913724,1.1755402262650985,0.8393367597953659,0.9746296681125649
2024-11-05,79.73269891286786,10.485241395953885,1.7882357321480449,1.7673136151201272,1.6573145510597305,1.5801810582738547,1.1753467925849959,0.8391986479769311,0.9744692940145729
2024-11-08,79.7337239195056,10.485376189359547,1.7882587208781429,1.764765227543497,1.6586214103986214,1.5802013723494552,1.175361902298833,0.8392094363259559,0.9744818213403535
2024-11-11,79.7347489524977,10.485510986230937,1.7882817101993131,1.7647879148393184,1.6586427331411635,1.5802216869473595,1.1740914422036248,0.8392202249523643,0.974494348988229
2024-11-12,79.7346464480125,10.485497506387837,1.7882794112405973,1.764785646083487,1.6587691576967236,1.5802196554640646,1.1740899328285979,0.8392191460772408,0.9744930962089468
2024-11-13,79.74899964077149,10.487385021710063,1.7886013229846116,1.7471021291914746,1.6590677560416551,1.5805041139564115,1.17430128309944,0.8393702155897711,0.97466851665508
2024-11-14,79.75248619605962,10.487843520849498,1.7886795190426075,1.7428065999410867,1.6591402890073885,1.5805732121896339,1.1743526225064154,0.839406912108562,0.9747111282951788
2024-11-18,79.74418049274959,10.486751280083086,1.7989075900220641,1.7426250979561793,1.6589675003252105,1.5804086057580806,1.174230321310188,0.8393194933320336,0.9746096184635641
2024-11-19,79.74489820128649,10.486845662279647,1.7989237804365428,1.7419979149031544,1.6587252844927827,1.5804228296518008,1.1742408895437653,0.8393270473223287,0.974618390083499
2024-11-27,79.74500073213207,10.486859145589271,1.7989260933766873,1.742000154651693,1.6585988436259598,1.5804248616575187,1.1742423993069482,0.8393281264748993,0.9746196431849503
2024-12-06,79.74387290733137,10.48671083109034,1.7989006513622146,1.7433898067687577,1.6585753862443924,1.5804025098820058,1.1742257921254595,0.8393162559492453,0.9746058592462112
2024-12-30,79.70708230911939,10.481872686783,1.7980707113470809,1.7425854772125267,1.6853118429256728,1.5796733760735462,1.1736840518292686,0.8575633291948567,0.974156215514658
2025-01-03,79.7067750098207,10.481832275416378,1.7980637791416538,1.7423217350882618,1.6949437392304443,1.5796672858679262,1.1736795268576403,0.8575600229816319,0.9651566255953545
2025-01-20,79.70738961078759,10.481913098461224,1.798077643605961,1.742335169738238,1.6943142440191172,1.5796794663261262,1.1736885768357874,0.8575666354335749,0.965035554792383
2025-01-22,79.70744424244333,10.481920282792197,1.797950363017,1.742336363939374,1.6943154053065832,1.579680549042612,1.1737493540165738,0.857567223212016,0.9650362162303059
2025-02-03,79.72793639440683,10.484615101392212,1.7984126018004907,1.7170750976430547,1.6947510003641042,1.5800866723874565,1.1740511156695554,0.8577876969459812,0.9652843193903207
2025-02-05,79.75428428391113,10.488079978230616,1.7990069276874794,1.717642543722676,1.6953110689437552,1.580608847561355,1.174439107262804,0.8250239233791846,0.9656033193009885
2025-02-11,79.77018345474498,10.490170797260465,1.799365563198178,1.716312975121681,1.695649032484443,1.5809239449923518,1.174673233970453,0.8069251840370755,0.9657958141903745
2025-02-13,79.77028605062122,10.490184289121938,1.799367877439899,1.7161865682293616,1.6956512133318569,1.5809259782868783,1.1746747447684043,0.8069262218583858,0.9657970563420598
2025-02-17,79.77049124316541,10.490211272948999,1.7993725059411991,1.7159337534692558,1.6956555750435136,1.5809300448916221,1.1746777663759655,0.8069282975090152,0.9657995406550163
2025-02-21,79.68870315022336,10.479455737146187,1.797527622658424,1.7249669728162336,1.6939170319606258,1.5793091290437766,1.173473377975743,0.8978376646254567,0.9648093135501877
2025-02-25,79.68665547762302,10.479186458145136,1.7974814335762108,1.727492237809539,1.6938735052453393,1.5792685472812034,1.1734432245262787,0.8978145938825193,0.964784521910748
2025-02-27,79.68726976835352,10.479267240392373,1.7974952900516303,1.727505554750278,1.6931156802131002,1.579280721590989,1.1734522703984045,0.8978215149809066,0.9647919592687997
2025-03-04,79.68726976835352,10.479267240392373,1.8052041181710998,1.727505554750278,1.6931156802131002,1.579280721590989,1.1657434422789348,0.8978215149809066,0.9647919592687997
2025-03-06,79.68645071615083,10.47915953100616,1.805185563684121,1.7285156320596615,1.6930982778082828,1.5792644892196523,1.165731460380986,0.8978122868734358,0.9647820428168786
2025-03-14,79.68163912446754,10.47852678307481,1.8050765637755175,1.734449416945785,1.6929960459041227,1.5791691307764824,1.165661071704501,0.8977580755728465,0.9647237877783913
2025-03-18,79.68174149270867,10.478540245001149,1.804950411230083,1.734451645219928,1.6929982209224752,1.5791711595596267,1.1656625692474103,0.8977592289366096,0.9647250271740465
2025-03-19,79.69064853667116,10.479711565015954,1.8050236876292616,1.7235957381899976,1.6931874689145456,1.5793476836500768,1.1657928702116616,0.8978595829295077,0.9648328667878372
2025-03-20,79.69361799385463,10.480744516735447,1.7964820698058332,1.727900156569178,1.6932505609809907,1.579406533783819,1.1658363103401639,0.8978930392463684,0.9648688186835708
2025-03-21,79.69382279216246,10.48077145036948,1.7962297043743045,1.7279045969627385,1.693254912331304,1.5794105925753965,1.1658393063304275,0.897895346670472,0.9648712982234174
2025-03-24,79.69003419384748,10.480273200547028,1.7960158277256573,1.732704880555068,1.6931744159705708,1.5793355083078835,1.165783883003038,0.8978526612441963,0.9648254287990814
2025-03-25,79.69228683051011,10.480569451488378,1.7958096194565694,1.730055600048383,1.6933507663067862,1.5793801521470359,1.1658168367787787,0.8978780412787617,0.9648527019851949
2025-03-26,79.71471775026541,10.483519408400218,1.7961865597296185,1.7305425573171513,1.6938273922974214,1.5518063092526178,1.166144978245854,0.898130766242431,0.9651242782492809
2025-03-27,79.71482020351748,10.483532882331845,1.7960603433879303,1.7305447814950428,1.693829569287188,1.551808303709946,1.1661464770323866,0.8981319205639965,0.965125518674183
2025-03-28,79.71461529727668,10.483505934503228,1.7959272020726027,1.7305403331449767,1.6942107889875169,1.5518043148004166,1.166143479463174,0.8981296119238326,0.9651230378275674
2025-03-31,79.70867347449688,10.482724507732973,1.7930945214777692,1.7405640242052032,1.6940845047393616,1.5516886453439047,1.1660565566590564,0.8980626665215692,0.965051098823282
2025-04-01,79.70867347449688,10.482724507732973,1.7930945214777692,1.7405640242052032,1.6940845047393616,1.5154474215375107,1.1660565566590564,0.9343038903279635,0.965051098823282
2025-04-02,79.70898078843435,10.48276492350209,1.7924588573219054,1.7405707348874964,1.6943480671685744,1.5154532642907999,1.1660610523483723,0.9343074925031699,0.96505481954325
2025-04-03,79.70590775569103,10.482360779834316,1.7923897523765768,1.7443589459583693,1.6942827447038098,1.5153948387852163,1.1660160970151199,0.9342714720009831,0.9650176136345782
2025-04-07,79.70601018629827,10.482374250787853,1.7922635451049127,1.7443611876459824,1.694284922038154,1.5153967862294888,1.1660175954703815,0.9342726726396421,0.9650188537853142
2025-04-09,79.71799638496154,10.483950591391764,1.7924045358864134,1.7446235048750935,1.681172587810563,1.5156246717664885,1.150640810182985,0.9484229396974522,0.9651639734277127
2025-04-10,79.71779146239173,10.483923641415673,1.792271398663772,1.7446190201571108,1.6811682661991,1.515620775711436,1.1506378523531045,0.9488060907246721,0.9651614923833981
2025-04-11,79.71789392354493,10.4839371163864,1.7921451724231632,1.7446212625132203,1.681170427002054,1.5156227237364583,1.1506393312661438,0.9488073102236628,0.9651627329039609
2025-04-14,79.71553738365604,10.48362720082301,1.7919636687923308,1.7445696897810041,1.6811207299393713,1.5155779204278257,1.1506053172280353,0.9518638876146055,0.965134201737777
2025-04-15,79.71143938524499,10.483088260874526,1.7840318622373623,1.7444800053348932,1.6810343072631129,1.5155000079390741,1.1505461671687556,0.9647954176014129,0.9650845863358744
2025-04-17,79.72496437925032,10.484866973026499,1.7842060256042434,1.7447759990065235,1.6811909945773178,1.515757149557398,1.0629477157941578,1.0360424266589165,0.9652483365246239
2025-04-23,79.72496437925032,10.484866973026499,1.784077484360241,1.7447759990065235,1.6813195358213202,1.515757149557398,1.0629477157941578,1.0360424266589165,0.9652483365246239
2025-04-24,79.72096788062039,10.48434138161584,1.7839880511033253,1.7446885358769524,1.6862481108897622,1.5156811668157477,1.062894431742883,1.0359904913313698,0.965199950003733
2025-04-25,79.71492265703291,10.483546356298106,1.7838527716789403,1.744556236526226,1.6937032212289034,1.515566233043814,1.0628138326902048,1.0359119323986186,0.9651267591022737
2025-04-28,79.71471775026541,10.483519408400218,1.7838481862952633,1.7445517521540752,1.693955917020696,1.5155623372891998,1.06281110073313,1.0359092695927294,0.9651242782492809
2025-04-29,79.71143938524499,10.483088260874526,1.7837748233622854,1.7444800053348932,1.697998873018193,1.5155000079390741,1.0627673913299698,1.0358666665601954,0.9650845863358744
