date,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-01,0.7987359940157596,0.0,0.0,7.916242518864522,4.114362693376944,3.0151945542973846,4.102884368976441,0.0,0.0,0.6776664227266604,20.62508655225771
2024-03-04,0.69106741389534,0.0,17.66672279472436,7.913965826421447,4.214442298687113,2.993281389532788,4.102220333680544,0.0,0.0,0.6862988815733195,38.267998938514914
2024-03-05,0.6626087583569031,0.0,17.670327557759233,7.915863070124009,4.030219935168299,3.144871161367528,4.102694644606185,0.22871272834390416,0.0,0.6856348462774227,38.44093270200348
2024-03-06,0.6680972946640461,0.0,17.684272298973067,7.989001814857792,3.8625035918617776,3.066609858636827,4.102694644606185,0.23004079893569787,0.061945006888664216,0.6863937437584477,38.351559053182505
2024-03-07,0.691907703131205,0.0,17.689489719155112,7.988812090487536,3.767925993289039,3.057313364494271,4.0998487790523415,0.23070483423159477,0.061945006888664216,0.6917060261256225,38.27965351685539
2024-03-08,0.691907703131205,0.0,17.689489719155112,7.98663026022959,3.7457282419690583,3.0261985677722465,4.0998487790523415,0.22918703926954478,0.061945006888664216,0.7058404917097129,38.23677580917747
2024-03-11,0.6945638443147923,0.0,17.689584581340238,7.98909667704292,3.7439258604516237,3.0169969358148188,4.100702538718494,0.2292819014546729,0.06185014470353609,0.7024254530451004,38.2284279368862
2024-03-12,0.6945638443147923,0.0,17.689299994784857,7.990709334190098,3.7439258604516237,3.014815105556872,4.096054291647216,0.23032538549108225,0.06185014470353609,0.7040381101922786,38.225582071332354
2024-03-13,0.6938049468337674,0.0,17.689299994784857,7.988717228302408,3.741649168008549,3.0142459324461033,4.096244016017472,0.41881654734066237,0.06185014470353609,0.7047021454881753,38.40933012392553
2024-03-14,0.6914333922055643,0.0,17.687402751082292,7.9912785073008665,3.7405108217870118,3.008554201338416,4.0947262210554225,0.44442933732525547,0.06185014470353609,0.7046072833030472,38.42479266010142
2024-03-15,0.6914333922055643,0.0,17.687402751082292,7.993934648484455,3.7386135780844496,2.997834774418938,4.09434677231491,0.5123506618769914,0.06185014470353609,0.7030894883409973,38.48085621151213
2024-03-18,0.6914333922055643,0.0,17.687402751082292,7.988527503932151,3.7372855074926554,2.997834774418938,4.09434677231491,0.5373942787508159,0.06185014470353609,0.7038483858220224,38.49992351072289
2024-03-19,0.684982763616852,0.0,17.689299994784857,7.984258705601385,3.7290324973865085,2.997834774418938,4.09434677231491,0.5561769914061843,0.06185014470353609,0.705176456413816,38.50295910064699
2024-03-20,0.684925846305775,0.0,17.69119723848742,7.98558677619318,3.7179336217265186,2.9975501878635535,4.09434677231491,0.5657580721041247,0.06185014470353609,0.705176456413816,38.50432511611283
2024-03-21,0.6839772244544939,0.0,17.689679443525367,7.988432641747023,3.7177438973562618,2.9916687323856097,4.0933032882785,0.6170785142584391,0.06185014470353609,0.7034689370815097,38.54720282379074
2024-03-22,0.6868230900083375,0.0,17.692430446894083,8.005507835070086,3.685965065338341,2.9474629541159048,4.0933032882785,0.6681143698573692,0.06185014470353609,0.6939827185686975,38.53543991283486
2024-03-25,0.6839772244544939,0.0,17.692430446894083,8.01082011743726,3.681791129192704,2.9037314867718402,4.093777599204141,0.6968576119511903,0.06185014470353609,0.6958799622712599,38.52111572288051
2024-03-26,0.6857796059719282,0.0,17.692430446894083,8.003990040108036,3.681791129192704,2.8900713321133904,4.093208426093373,0.7067232792045152,0.06185014470353609,0.6978720681589505,38.51371647244052
2024-03-27,0.6816056698262908,0.0,17.692430446894083,8.00332600481214,3.67894526363886,2.887320328744675,4.092259804242091,0.7057746573532339,0.06185014470353609,0.6978720681589505,38.50138438837386
2024-03-28,0.6816056698262908,0.0,17.692430446894083,8.002377382960857,3.67894526363886,2.8847590497462154,4.091406044575939,0.7129841834229713,0.06185014470353609,0.7000538984168974,38.506412084185655
2024-04-02,0.6816056698262908,0.0,17.692430446894083,8.002377382960857,3.67894526363886,2.8847590497462154,4.087611557170813,0.7371740406306426,0.06185014470353609,0.7014768311938192,38.52823038676512
2024-04-03,0.684072086639622,0.0,17.692050998153572,7.999152068666501,3.67894526363886,2.8846641875610874,4.086188624393891,0.7564310642116515,0.06754187581122346,0.7033740748963816,38.55242024397279
2024-04-05,0.6878665740447469,0.0,17.69262017126434,8.013096809880334,3.677996641787579,2.884284738820575,4.086188624393891,0.7873561365634196,0.06754187581122346,0.7038483858220224,38.60079995838813
2024-04-08,0.7668129714764436,0.0,17.69262017126434,8.028274759500835,3.676858295566041,2.839699511810357,4.086188624393891,0.8416173064567058,0.06754187581122346,0.704417558932791,38.70403107521263
2024-04-09,0.7658643496251623,0.0,17.69262017126434,8.02799017294545,3.676858295566041,2.839699511810357,4.086188624393891,0.8604000191120741,0.06754187581122346,0.699769311861513,38.71693233239005
2024-04-10,0.7658643496251623,0.0,17.684936334268965,8.03102576286955,3.676858295566041,2.839604649625229,4.085904037838508,0.8741550359556519,0.06754187581122346,0.7002436227871536,38.72613396434748
2024-04-11,0.777247811840537,0.0,17.684936334268965,8.032923006572112,3.669553907311176,2.839604649625229,4.085334864727738,0.8813645620253894,0.06754187581122346,0.7003384849722817,38.73884549715465
2024-04-12,0.777247811840537,0.0,17.68569523174999,8.044116744417233,3.669364182940919,2.839604649625229,4.085334864727738,0.890376469612561,0.06754187581122346,0.7012871068235629,38.76056893754899
2024-04-15,0.777247811840537,0.0,17.689679443525367,8.052559478893635,3.6663285930168197,2.839604649625229,4.085334864727738,0.8906610561679453,0.06754187581122346,0.700528209342538,38.76948598295103
2024-04-16,0.777247811840537,0.0,17.689679443525367,8.055879655373118,3.662723829981951,2.839604649625229,4.085334864727738,0.8929377486110203,0.06754187581122346,0.6974926194184381,38.768442498914624
2024-04-17,0.777247811840537,0.0,17.689679443525367,8.061097075555166,3.662723829981951,2.839604649625229,4.085334864727738,0.9094437688233138,0.06754187581122346,0.6957851000861318,38.788458419976656
2024-04-18,0.777247811840537,0.0,17.689869167895626,8.075421265509512,3.653617060209651,2.837422819367282,4.08524000254261,0.9080208360463918,0.06754187581122346,0.6902830933487006,38.78466393257153
2024-04-19,0.777247811840537,0.0,17.689869167895626,8.095437186571546,3.6510557812111917,2.837422819367282,4.085145140357483,0.9084951469720324,0.06754187581122346,0.6881961252758819,38.8004110553028
2024-04-22,0.777247811840537,0.0,17.69015375445101,8.115737694188963,3.643277082030686,2.8351461269242075,4.084955415987226,0.9074516629356232,0.06754187581122346,0.6858245706476789,38.80733599481715
2024-04-23,0.777247811840537,0.0,17.691861273783317,8.174647111153527,3.617854016416349,2.7575488594894026,4.08628348657902,0.9159892595971543,0.06754187581122346,0.6830735672789634,38.772047261949496
2024-04-24,0.782560094207712,0.0,17.691861273783317,8.187832954886337,3.6119725609384057,2.755461891416584,4.08628348657902,0.916653294893051,0.06754187581122346,0.6823146697979384,38.78248210231359
2024-04-25,0.782560094207712,0.0,17.691861273783317,8.197034586843765,3.6093164197548178,2.7528057502329966,4.086378348764148,0.9168430192633072,0.06754187581122346,0.6818403588722978,38.78618172753359
2024-04-26,0.782560094207712,0.0,17.691861273783317,8.211548501168368,3.6090318331994338,2.7528057502329966,4.086378348764148,0.9158943974120259,0.06754187581122346,0.6820300832425541,38.79965215782178
2024-04-29,0.779524504283612,0.0,17.692240722523827,8.22207820371759,3.608272935718408,2.7528057502329966,4.086378348764148,0.9151354999310011,0.06754187581122346,0.6825043941681946,38.806482235151
2024-04-30,0.7767735009148964,0.0,17.692240722523827,8.222837101198614,3.6078934869778956,2.7528057502329966,4.086378348764148,0.9162738461525386,0.06754187581122346,0.6833581538343477,38.80610278641049
2024-05-02,0.7856905463169399,0.0,17.69167154941306,8.252718689513973,3.607514038237383,2.739240457759675,4.086473210949276,0.9161789839674105,0.06374738840609855,0.6824095319830665,38.825644396546885
2024-05-03,0.7856905463169399,0.0,17.69167154941306,8.248544753368336,3.607514038237383,2.739240457759675,4.086568073134403,0.9183608142253573,0.06374738840609855,0.6825043941681946,38.82384201502945
2024-05-06,0.7856905463169399,0.0,17.69167154941306,8.26040252650935,3.607514038237383,2.739240457759675,4.086568073134403,0.9181710898551011,0.06374738840609855,0.6825043941681946,38.83551006380021
2024-05-07,0.7847419244656588,0.0,17.69167154941306,8.282125966903692,3.607514038237383,2.739240457759675,4.086568073134403,0.9175070545592041,0.06298849092507357,0.6831684294640915,38.85552598486225
2024-05-08,0.7892004471666806,0.0,17.69262017126434,8.280797896311897,3.6016325827594398,2.739240457759675,4.086568073134403,0.9223450260007383,0.06298849092507357,0.6825992563533227,38.857992401675574
2024-05-09,0.7889158606112963,0.0,17.69262017126434,8.299485746782139,3.6016325827594398,2.739240457759675,4.086568073134403,0.9159892595971543,0.07209526069737336,0.684306775685629,38.88085418829145
2024-05-10,0.7889158606112963,0.0,17.694327690596648,8.321398911546735,3.6016325827594398,2.739240457759675,4.086568073134403,0.9163687083376667,0.07209526069737336,0.6828838429087071,38.90343138835195
2024-05-13,0.7889158606112963,0.0,17.70020914607459,8.311438382108282,3.600683960908159,2.735256245984294,4.086568073134403,0.9175070545592041,0.07209526069737336,0.6829787050938353,38.89565268917144
2024-05-14,0.7879672387600148,0.0,17.698311902372026,8.320260565325196,3.5995456146866207,2.735256245984294,4.086568073134403,0.9194042982617665,0.07209526069737336,0.6829787050938353,38.90238790431553
2024-05-16,0.7855008219466837,0.0,17.701062905740745,8.340940521683128,3.595940851651753,2.735256245984294,4.086568073134403,0.9194042982617665,0.07209526069737336,0.682788980723579,38.91955795982373
2024-05-17,0.7883466875005274,0.0,17.703529322554076,8.384861713397449,3.5666284364471625,2.7294696526914786,4.086568073134403,0.9184556764104854,0.07209526069737336,0.6830735672789634,38.933028390111915
2024-05-20,0.7883466875005274,0.0,17.705236841886382,8.39690921090872,3.549837829679485,2.72586488965661,4.086568073134403,0.9184556764104854,0.07209526069737336,0.6840221891302446,38.92733665900423
2024-05-21,0.7883466875005274,0.0,17.706375188107916,8.420529895005622,3.5331420850969355,2.72586488965661,4.086568073134403,0.9186454007807416,0.07209526069737336,0.6852553975369102,38.93682287751704
2024-05-22,0.7901490690179617,0.0,17.707703258699713,8.439312607660991,3.5330472229118075,2.721406366955588,4.086568073134403,0.9187402629658697,0.06232445562917671,0.6878166765353695,38.94706799351088
2024-05-23,0.7900542068328336,0.0,17.712256643585864,8.483233799375311,3.5047782917436265,2.721406366955588,4.086568073134403,0.9188351251509979,0.06232445562917671,0.6855399840922946,38.964996946500094
2024-05-24,0.7900542068328336,0.0,17.71092857299407,8.492530293517868,3.4862801656436426,2.721406366955588,4.086568073134403,0.9256652024802227,0.06232445562917671,0.6832632916492196,38.959020628837024
2024-05-27,0.7900542068328336,0.0,17.712066919215605,8.518996843168615,3.4675923151734027,2.7212166425853317,4.086568073134403,0.9294596898853477,0.06232445562917671,0.6813660479466571,38.969645193571374
2024-05-28,0.7900542068328336,0.0,17.712066919215605,8.523645090239892,3.466833417692378,2.7159043602181567,4.086568073134403,0.9299340008109882,0.06232445562917671,0.6813660479466571,38.96869657172009
2024-05-29,0.7900542068328336,0.0,17.706375188107916,8.507708243138367,3.4628492059169966,2.7159043602181567,4.086568073134403,0.9253806159248383,0.061945006888664216,0.6798482529846073,38.936633153146786
2024-05-30,0.7900542068328336,0.0,17.708367293995607,8.51264107676503,3.4504222596652117,2.7153351871073883,4.086568073134403,0.9255703402950946,0.061945006888664216,0.6770972496158916,38.92800069430013
2024-05-31,0.7900542068328336,0.0,17.708367293995607,8.519471154094255,3.4484301537775215,2.7153351871073883,4.086568073134403,0.9255703402950946,0.06185014470353609,0.6752000059133292,38.93084655985397
2024-06-03,0.7900542068328336,0.0,17.708367293995607,8.527060128904505,3.4389439352647093,2.7153351871073883,4.086568073134403,0.9255703402950946,0.06185014470353609,0.6743462462471761,38.92809555648525
