date,ABCI SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,SUN SECURITIES LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-01,0.0,86.30960022714596,0.0,0.0,0.0,0.0,0.0,13.690399772854036,0.0
2024-03-05,0.0,86.3082993156641,0.0,0.0,0.0,0.0,0.0,13.691700684335906,0.0
2024-03-06,0.0,60.05709438093893,0.0,0.0,0.0,12.995191449611463,17.42042922982515,9.527284939624469,0.0
2024-03-07,0.0,44.79828798515729,25.40697032412132,0.0,0.0,9.693481427678194,12.994391645268239,7.106868617774961,0.0
2024-03-08,0.0,44.80402205665353,25.397422598426434,0.0,0.0,9.694722169636286,12.996054895675682,7.10777827960807,0.0
2024-03-11,0.0,44.80552197905825,25.39492509770757,0.0,0.0,9.695046723779468,12.99648996987251,7.1080162295822005,0.0
2024-03-12,0.0,44.80543374554858,25.39487508861784,0.0,0.0,9.695027631757746,12.996464376466324,7.108199157609513,0.0
2024-03-13,0.0,44.805257279571755,25.394676608654233,0.0,0.0,9.694989447939886,12.996610114706392,7.108466549127732,0.0
2024-03-14,0.0,44.80111072923169,25.39626456172121,0.0,0.0,9.605484278352417,12.995407329556546,7.20173310113814,0.0
2024-03-15,0.0,42.65653251267173,24.17551227879428,0.0,0.0,9.145680670639116,12.373331960873639,6.85699432839824,4.791948248622995
2024-03-18,0.0,42.65349376188984,24.17622714952931,0.0,0.0,9.145029153915843,12.372450513884024,6.861192539250658,4.791606881530323
2024-03-19,0.0,42.668568725163794,24.162009534201555,0.0,0.0,9.157788891353842,12.367650444814705,6.850603029022981,4.793379375443128
2024-03-20,0.0,42.66704841302846,24.1611486242295,0.0,0.0,9.15746259267544,12.367209776434711,6.853922009782002,4.79320858384989
2024-03-21,0.0,42.62053128111869,24.199247319564407,0.0,0.0,9.147478801641697,12.353726604996245,6.844201712225943,4.834814280453016
2024-03-22,0.0,42.58296016473446,24.142354542025686,0.0,0.0,9.139415059113198,12.342836470919927,6.852205410798471,4.940228352408258
2024-03-25,0.0,42.59172880568376,24.15462667660111,0.0,0.0,9.14129703840327,12.345378095571919,6.82291575792229,4.944053625817648
2024-03-26,0.0,42.5837029727693,24.172877835876875,0.0,0.0,9.11554643970432,12.348533476445676,6.834021988433155,4.945317286770675
2024-03-27,0.0,42.578431037354235,24.16953414761173,0.0,0.0,9.117226275891827,12.347004706836321,6.842911560527382,4.944892271778498
2024-03-28,0.0,42.57508318907621,24.167540145839645,0.0,0.0,9.116415803943667,12.345846680000337,6.850610715352702,4.944503465787442
2024-04-02,0.0,42.56145809744842,24.159805928446744,0.0,0.0,9.113498322841068,12.341895700233826,6.880420850037325,4.9429211009926135
2024-04-03,0.0,35.58298909970008,20.348026861119354,0.0,15.816539177294642,7.6667207592984825,10.377096249906671,6.019857572628635,4.188770280052136
2024-04-05,0.0,35.58058033805976,20.35861397250234,0.0,15.815468489479573,7.666201766843401,10.37135607358192,6.020709490042496,4.187069869490505
2024-04-08,0.0,35.57577805708058,20.357892867869225,0.0,15.814908303623202,7.665930229025554,10.370988718862858,6.027580260582406,4.186921562956172
2024-04-09,0.0,35.58115528987196,20.380650758013,0.0,15.817298706536848,7.667088924454162,10.372556280379811,6.030065787214171,4.151184253530049
2024-04-10,0.0,35.55190166576822,20.380939559821698,0.0,15.817522843858537,7.689555299573024,10.372703263567452,6.036134289973238,4.151243077437828
2024-04-11,0.0,35.52480194605257,20.36524669781222,0.0,15.829065128673141,7.7297912081625775,10.359132751864141,6.043883508039565,4.14807875939578
2024-04-12,0.0,35.525142466217126,20.260862128745327,0.0,15.829251908442874,7.8038278184155,10.359097656898316,6.073690315393974,4.148127705886884
