date,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,ICBC (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CHONG HING SECURITIES LTD,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,50.25623505295525,0.0,0.0,0.0,0.0,0.0,49.74376494704475
2024-03-05,0.0,0.0,0.0,50.393970537855424,0.0,0.0,0.0,0.0,0.0,49.60602946214457
2024-03-13,97.9550638199782,0.0,0.0,1.030524536078135,0.0,0.0,0.0,0.0,0.0,1.0144116439436708
2024-03-25,96.90376625269734,0.0,0.0,1.0194644857289952,0.0,0.0,0.0,0.0,1.0732447372122826,1.0035245243613766
2024-04-02,96.91451278201704,0.0,0.0,1.0084876448061157,0.0,0.0,0.0,0.0,1.0733637589642915,1.0036358142125468
2024-04-03,96.91449995031117,0.0,0.0,1.0084918388331647,0.0,0.0,0.0,0.0,1.0733682227935328,1.0036399880621458
2024-04-05,96.91447226554217,0.0,0.0,1.0085008875653425,0.0,0.0,0.0,0.0,1.0733778536315848,1.0036489932609047
2024-04-12,95.21367459778135,0.0,0.0,1.004421505687789,0.0,1.7413277709237567,0.0,0.0,1.0545406407013977,0.9860354849057075
2024-04-24,94.05070101119303,0.0,0.0,0.9991273601315376,0.0,1.7321495099763267,0.0,1.1882015443883485,1.0489823251782422,0.9808382491325197
2024-05-07,94.06344424654691,0.0,0.0,0.9992627351469472,0.0,1.718834879324439,0.0,1.1883625376798943,1.0491244552050054,0.9809711460967997
2024-05-14,94.05834653803844,0.0,0.0,1.0046280171089546,0.0,1.718741728161847,0.0,1.1882981351283186,1.0490675985727123,0.9809179829897279
2024-05-16,94.05832922221595,0.0,0.0,1.0046309449068342,0.0,1.718746737108742,0.0,1.1883015981979335,1.0490706558813263,0.9809208416892083
2024-05-21,94.05578056819826,0.0,0.0,1.004603722897734,0.0,1.718700165042098,0.0,1.1882693993520947,1.0490422297104165,0.9836039147993997
2024-05-22,92.67027967751702,0.0,0.0,0.9791263262198511,1.4837419380668853,1.6933826290534069,0.0,1.1707654426444274,1.0335891769065844,0.9691148095918362
2024-05-28,88.51013272369045,0.0,4.489192185783236,0.935171463694243,1.417133910925998,1.6173634283945304,0.0,1.1182075318793834,0.9871893723437928,0.9256093832883715
2024-05-29,88.52141870933498,0.0,4.489764605652072,0.93529070802695,1.4173146106095589,1.6048185932457075,0.0,1.1183501152623705,0.9873152495144835,0.9257274083538727
2024-05-30,88.52819168234758,0.0,4.490108127648786,0.9379126775931279,1.4174230525408786,1.5947397480539818,0.0,1.118435682747164,0.987390791226731,0.9257982378417551
2024-05-31,70.60942487528553,0.0,3.581276726612999,0.7541747107180329,1.1305260464824287,1.2658499592267114,0.0,0.8920559520987199,0.7875355247945779,0.7384097639666781
2024-06-06,88.5507757462995,0.0,4.491253580720612,0.9458051216289953,1.4177846455233758,1.5619828086634504,0.0,1.1187210022878127,0.9876426804424805,0.9260344144337838
2024-06-07,88.55529394187913,0.0,4.491482741469397,0.9458533801844256,1.4178569862596855,1.5595113177779558,0.0,1.1187780836656411,0.9876930737084393,0.9235304750553258
2024-06-12,88.56433171639216,0.0,4.491941133130015,0.9357441139634937,1.4180016898811536,1.5596704783545088,0.0,1.118892263898129,0.9877938756694618,0.9236247287110694
2024-06-24,88.5665914482706,0.0,4.492055745665083,0.9332164749840027,1.4180378704016883,1.5597102735749038,0.0,1.1189208125979075,0.9878190793746885,0.9236482951311251
2024-07-10,88.55529394187913,0.0,4.491482741469397,0.9458533801844256,1.4178569862596855,1.5595113177779558,0.0,1.1187780836656411,0.9876930737084393,0.9235304750553258
2024-07-11,88.54761328370711,0.0,4.499766472920401,0.9457713435701174,1.4177340113999846,1.5593760568261361,0.0,1.1186810487889163,0.9876074082158374,0.923450374571497
2024-07-15,88.5340624307048,0.0,4.499077852733384,0.9456266077836265,1.4175170489718354,1.5591374182571476,0.0,1.118509851826215,0.9874562700618382,0.9386125196611586
2024-07-23,88.51600107705234,0.0,4.498160020274587,0.9658341529875842,1.4172278690107338,1.5588193470930016,0.0,1.1182816707008614,0.987254824466547,0.9384210384143391
2024-07-24,88.51374392597927,0.0,4.498045317547474,0.9683595164359118,1.4171917298114207,1.5587795973221217,0.0,1.118253154606118,0.9872296495460884,0.9383971087515881
