date,MERRILL LYNCH FAR EAST LTD,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES (INTERNATIONAL),CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,HUATAI FINANCIAL HOLDINGS (HONG KONG),CS WEALTH SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-07-24,0.06721099999999999,2.5533125,0.00025,0.89993525,2.2961375,1.2695,5.65544125,0.1315,0.0,0.35425,13.2275375
2024-07-25,0.092711,2.5460625,0.00025,0.8951852499999999,2.2963875000000002,1.29475,5.65544125,0.12925,0.0,0.3525,13.262537499999999
2024-07-26,0.082211,2.5490625,0.00025,0.89618525,2.2673875,1.29925,5.65544125,0.128,0.0,0.3535,13.2312875
2024-07-29,0.092461,2.5488125,0.00025,0.89543525,2.2606375,1.29925,5.65544125,0.128,0.0,0.3585,13.238787499999999
2024-07-30,0.086211,2.6045625,0.00025,0.90343525,2.02785,1.34475,5.69294125,0.13,0.0,0.384,13.174
2024-07-31,0.076211,2.7025625,0.004,0.87843525,1.8260999999999998,1.37475,7.084191250000001,0.125,0.0,0.39899999999999997,14.470250000000002
2024-08-01,0.092961,2.7203125000000004,0.00025,0.86943525,1.80635,1.38425,7.085441250000001,0.12424999999999999,0.0,0.39975,14.482999999999999
2024-08-02,0.11171099999999999,2.7790624999999998,0.00025,0.8709352499999999,1.7223499999999998,1.39625,7.085441250000001,0.1255,0.0,0.36974999999999997,14.46125
2024-08-05,0.116461,2.7795625,0.00025,0.8759352499999999,1.6816000000000002,1.4375,7.085441250000001,0.12525,0.0,0.377,14.479000000000001
2024-08-06,0.090461,2.7975625,0.00025,0.88918525,1.5951,1.41225,7.085441250000001,0.1275,0.0,0.382,14.37975
2024-08-07,0.084211,2.6818125000000004,0.00025,1.08293525,1.5996,1.373,7.085441250000001,0.12625,0.0,0.384,14.4175
2024-08-08,0.068961,2.6060625,0.00025,1.1736852500000001,1.5896000000000001,1.37075,7.085441250000001,0.12474999999999999,0.0,0.38475,14.40425
2024-08-09,0.110961,2.5315625,0.00025,2.21918525,1.5880999999999998,1.3905,7.085441250000001,0.125,0.0,0.3695,15.4205
2024-08-12,0.128711,2.5320625,0.00025,1.16993525,1.5880999999999998,1.37125,7.085441250000001,0.12474999999999999,0.0,0.36925,14.36975
2024-08-13,0.121211,2.5410625,0.00025,1.1789352499999999,1.5811,1.37625,7.085441250000001,0.124,0.0,0.36874999999999997,14.377
2024-08-14,0.124711,2.3363125,0.00025,2.2174352500000003,1.5811,1.37875,7.085441250000001,0.124,0.0,0.3705,15.218499999999999
2024-08-15,0.190461,2.3393125,0.00025,1.18343525,1.55435,1.37275,7.085441250000001,0.1225,0.0,0.36224999999999996,14.210749999999999
2024-08-16,0.19271100000000002,2.3298125,0.00025,1.16593525,1.5640999999999998,1.3775000000000002,7.13544125,0.1215,0.0,0.35975,14.247000000000002
2024-08-19,0.22246100000000002,2.2995625,0.00025,1.16143525,1.5716,1.3705,7.13544125,0.1215,0.0,0.35975,14.2425
2024-08-20,0.224961,2.2885625,0.00025,1.1609352499999999,1.5856,1.37075,7.13544125,0.12,0.0,0.3705,14.257
2024-08-21,0.22021100000000002,2.3808124999999998,0.00025,1.1624352500000001,1.58535,1.36875,7.13544125,0.12,0.0,0.36725,14.3405
2024-08-22,0.20321100000000003,2.3908125,0.00025,1.1624352500000001,1.5983500000000002,1.37,7.14619125,0.12,0.0,0.362,14.353250000000001
2024-08-23,0.20946099999999998,2.3920625,0.00025,1.1616852500000001,1.6011000000000002,1.3675,7.14619125,0.12,0.0,0.36350000000000005,14.36175
2024-08-26,0.20946099999999998,2.3643125,0.00025,1.15868525,1.61035,1.36725,7.14619125,0.12925,0.0,0.36324999999999996,14.349
2024-08-27,0.20821099999999998,2.3713125,0.00025,1.15818525,1.6101,1.36475,7.14619125,0.12925,0.0,0.36825,14.3565
2024-08-28,0.19971099999999997,2.3590625,0.00025,1.15818525,1.5956000000000001,1.3644999999999998,7.14619125,0.13125,0.0,0.3655,14.320250000000001
2024-08-29,0.196961,2.3630625,0.00025,1.15818525,1.5951,1.367,7.14619125,0.13125,0.0,0.3655,14.3235
2024-08-30,0.168711,2.4168125,0.00025,1.1696852500000001,1.5926,1.37875,7.15869125,0.13125,0.0,0.3655,14.382249999999999
2024-09-02,0.15446100000000001,2.3968125,0.00025,1.16393525,1.6306,1.389,7.15869125,0.13125,0.0,0.3655,14.390500000000001
2024-09-03,0.15721100000000002,2.3453125,0.00025,1.16343525,1.6456,1.3945,7.15869125,0.13125,0.0,0.3705,14.36675
2024-09-04,0.15321099999999999,2.3573125,0.00025,1.1624352500000001,1.6410999999999998,1.397,7.15869125,0.1315,0.0,0.3655,14.366999999999999
2024-09-05,0.14371099999999998,2.3548125,0.00025,1.3099352499999999,1.6410999999999998,1.402,7.15869125,0.1315,0.0,0.3655,14.5075
2024-09-09,0.12521100000000002,2.4683125,0.00025,1.20368525,1.65035,1.4015,7.171191250000001,0.1295,0.0,0.3585,14.5085
2024-09-10,0.126961,2.4453125,0.00025,1.23118525,1.6536,1.399,7.18369125,0.1295,0.0,0.34675,14.51625
2024-09-11,0.10496100000000001,2.1138125,0.00025,1.26368525,1.66485,1.42775,7.19619125,0.12375000000000001,0.0,0.36675,14.262
2024-09-12,0.11021099999999999,2.1165625,0.00025,1.26268525,1.6561,1.43275,7.19619125,0.122,0.0,0.36874999999999997,14.265500000000001
2024-09-13,0.181711,2.1038125,0.00025,1.29618525,1.7903499999999999,1.46875,7.20869125,0.121,0.0,0.36925,14.540000000000001
2024-09-16,0.194961,2.1160625,0.00025,1.2994352500000002,1.79585,1.4749999999999999,7.20869125,0.121,0.0,0.37125,14.582500000000001
2024-09-17,0.214335,2.1118125,0.00025,1.30618525,1.79285,1.464,7.20869125,0.121,0.0,0.37125,14.590374
2024-09-19,0.2077555,2.1363125,0.00025,1.30831125,1.79285,1.4540000000000002,7.20869125,0.121,0.0,0.37374999999999997,14.6029205
2024-09-20,0.23800549999999998,2.1313125,0.00025,1.32864075,1.7931,1.44775,7.20869125,0.12125,0.0,0.38175000000000003,14.650750000000002
2024-09-23,0.24025549999999998,2.1458125000000003,0.00025,1.32439075,2.0441000000000003,1.44875,7.20869125,0.12125,0.0,0.39525000000000005,14.928749999999999
2024-09-24,0.11975550000000001,2.0920625000000004,0.0034999999999999996,1.30814075,1.8558499999999998,1.4805000000000001,7.20869125,0.10874999999999999,0.0,0.375,14.55225
2024-09-25,0.0895055,2.2753125,0.002,1.27814075,1.91185,1.59275,7.20869125,0.12575,0.0,0.4095,14.893500000000001
2024-09-26,0.0340055,2.2115625,0.002,1.28939075,1.9466,1.5487499999999998,7.20869125,0.127,0.0,0.54275,14.91075
2024-09-27,0.013211,2.1038125,0.002,1.28043525,1.9466,1.5705,7.20869125,0.095,0.0,0.56575,14.786
2024-09-30,0.008211,2.1973125,0.002,0.9624352500000001,1.9578499999999999,1.653,7.20869125,0.087,0.0,0.61275,14.689250000000001
2024-10-02,0.0012109999999999998,2.2238125,0.00025,0.71118525,2.2203500000000003,1.6897499999999999,7.20869125,0.11150000000000002,0.0,0.4405,14.607249999999999
2024-10-03,0.130711,2.2678125000000002,0.00025,0.62993525,2.1513500000000003,1.691,7.20869125,0.09325,0.0,0.44125,14.61425
2024-10-04,0.138211,2.3180625,0.00025,0.63668525,2.1836,1.59225,7.10344125,0.12375000000000001,0.0,0.45475000000000004,14.551
2024-10-07,0.002961,2.6524375,0.00025,0.59343525,1.9175999999999997,1.55375,7.09094125,0.11425,0.0,0.45925000000000005,14.384875
2024-10-08,0.032961,2.3186875,0.00025,0.83343525,1.8916,1.68775,6.7276912499999995,0.11925,0.0,0.59,14.201625000000002
2024-10-09,0.031961,2.2561875,0.00025,0.8321852500000001,1.9321000000000002,1.76475,6.66019125,0.11449999999999999,0.0,0.6042500000000001,14.196375
2024-10-10,0.031211,2.3224375,0.00025,0.81568525,1.95935,1.7614999999999998,6.5454412500000005,0.1065,0.0,0.5955,14.137875
2024-10-14,0.062461,2.1761875,35.263506,0.8459352499999999,1.9935999999999998,1.7655,6.4341912500000005,0.10625000000000001,0.0,0.63025,49.277881
2024-10-15,0.055210999999999996,2.1406875,35.263506,0.80918525,2.0081,1.7782499999999999,6.391441250000001,0.108,0.0,0.6479999999999999,49.202381
2024-10-16,0.115461,2.1086875000000003,35.263506,0.80768525,2.0121,1.76825,6.22244125,0.10625000000000001,0.0,0.6715,49.075880999999995
2024-10-17,0.195961,2.0059375,35.264005999999995,0.83243525,2.0096,1.81125,6.01119125,0.10124999999999999,10.31354625,0.67725,59.222427249999996
2024-10-18,0.2949165,1.9586875,35.264005999999995,0.86547975,2.01185,1.80775,5.80619125,6.404305000000001,10.31354625,0.72875,65.45548225
2024-10-21,0.3011665,2.0009375,35.264005999999995,0.88422975,2.01085,1.846,5.68894125,6.404305000000001,10.31354625,0.739,65.45298225
2024-10-22,24.3287585,16.721319,35.264005999999995,0.9304797499999999,2.0265999999999997,1.891,5.36694125,6.404305000000001,10.31354625,0.7284999999999999,103.97545575
2024-10-23,60.251108499999994,16.725069,35.264005999999995,39.3503755,2.0396,1.8865,5.2815,6.404305000000001,10.31354625,0.735,178.25101025
2024-10-24,60.3071085,16.685069,35.264005999999995,39.3561255,1.94035,1.8815,5.2815,6.404305000000001,10.31354625,0.739,178.17251025000002
2024-10-25,60.296608500000005,16.621694,35.264005999999995,39.348375499999996,1.8933499999999999,1.9195,5.2815,6.411554999999999,10.31354625,0.74475,178.09488525
2024-10-28,60.141358499999996,16.859694,35.264005999999995,39.2393755,1.92985,1.9907500000000002,5.2815,6.403555,10.31354625,0.8097500000000001,178.23338525
2024-10-29,60.1756085,16.881522,35.264005999999995,39.175875500000004,1.92735,1.976,5.2815,6.403805,10.31354625,0.82725,178.22646325
2024-10-30,60.181608499999996,16.96401275,35.264005999999995,39.1686255,1.95035,2.03025,5.2815,6.403805,10.31354625,0.80375,178.361454
2024-10-31,60.125358500000004,17.185933249999998,35.243256,39.10785425,1.9730999999999999,2.08575,5.2815,6.403805,10.31354625,0.82375,178.54385324999998
2024-11-01,60.139858499999995,17.2858395,35.243256,39.0886255,1.9810999999999999,2.08975,5.2815,6.403805,10.31354625,0.8122499999999999,178.63953075
2024-11-04,60.1468585,17.280907,35.243256,39.0578755,1.97935,2.08825,5.2815,6.403805,10.31354625,0.80375,178.59909825
2024-11-05,60.1736085,17.360657,35.231756,39.0741255,1.9906,2.0585,5.2815,6.403805,10.31354625,0.78075,178.66884825
2024-11-06,60.1943585,17.776602999999998,35.221256000000004,39.0131255,1.9855999999999998,2.0622499999999997,5.2815,6.403805,10.31354625,0.77275,179.02479424999999
2024-11-07,60.2816085,18.61303575,35.183756,38.9493755,1.88685,2.068,5.2815,6.403805,10.31354625,0.7799999999999999,179.761477
2024-11-08,60.28660850000001,18.71278575,35.183756,38.8521255,1.8846000000000003,2.1025,5.2815,6.403805,10.31354625,0.7962500000000001,179.817477
2024-11-11,60.3506085,19.01603575,35.183756,38.7883755,1.9485999999999999,2.1357500000000003,5.2815,6.403805,10.31354625,0.79875,180.220727
2024-11-12,60.3331085,19.03953575,35.183756,38.7283755,1.9653500000000002,2.13225,5.2815,6.403805,10.31354625,0.6910000000000001,180.072227
2024-11-13,60.3266085,19.221785750000002,35.183756,38.6881255,2.01185,2.138,5.2815,6.403805,10.31354625,0.681,180.249977
2024-11-14,60.30885849999999,19.21603575,35.183756,38.6201255,2.06335,2.144,5.2815,6.403805,10.31354625,0.681,180.215977
2024-11-15,60.31185850000001,19.517507000000002,35.183756,38.5773755,2.0741,2.1229999999999998,5.2815,6.403805,10.31354625,0.6815,180.46794825
2024-11-18,60.2168585,19.523007,34.671506,37.9381255,1.8951,2.3735,5.2815,6.405805000000001,10.31354625,0.81275,179.43169825
2024-11-19,60.18835850000001,19.789756999999998,34.583506,37.68360425,1.9296,2.44,5.2815,6.409305,10.31354625,0.758,179.377177
2024-11-20,60.1438585,19.821257,34.522756,37.63010425,1.9261,2.431,5.2815,6.410805,10.31354625,0.7394999999999999,179.220427
2024-11-21,60.1556085,19.894507,34.522756,37.585604249999996,1.92085,2.40375,5.2815,6.4208050000000005,10.31354625,0.74775,179.246677
2024-11-22,60.1851085,20.0264035,34.522756,37.55285425,1.9371,2.4095,5.2815,6.4208050000000005,10.31354625,0.7442500000000001,179.3938235
2024-11-25,60.1606085,20.1066535,34.523006,37.530854250000004,1.9210999999999998,2.4387499999999998,5.2815,6.420555,10.31354625,0.752,179.4485735
2024-11-26,60.1698585,20.2316535,34.537006,37.46910425,1.9970999999999999,2.41725,5.2815,6.420555,10.31354625,0.74675,179.5843235
2024-11-27,60.1733585,20.305653500000002,34.537006,37.45385425,48.619310999999996,2.44975,5.2815,6.420555,10.31354625,0.74675,226.3012845
2024-11-28,60.1721085,20.3081535,34.537006,37.42910425,48.647561,2.44875,5.2815,6.420555,10.31354625,0.7465,226.3047845
2024-11-29,60.199608500000004,20.3209035,34.537006,37.39010425,48.684811,2.46775,5.2815,6.421805,10.31354625,0.73975,226.35678449999997
2024-12-02,60.180108499999996,20.434794,34.537006,37.37260425,48.688061,2.46825,5.2815,6.420555,10.31354625,0.74275,226.439175
2024-12-03,60.1916085,20.409044,34.537006,37.3431255,48.671561000000004,2.466,5.2815,6.4265550000000005,10.31354625,0.74,226.37994625000002
2024-12-04,60.2281085,20.434544,34.537006,37.2893755,48.676061,2.50625,5.2815,6.4265550000000005,10.31354625,0.74,226.43294625000001
2024-12-05,60.2223585,20.61849325,34.523006,37.2443755,48.667061000000004,2.50975,5.2815,6.4265550000000005,10.31354625,0.7402500000000001,226.54689549999998
2024-12-06,60.2296085,20.95825675,34.523006,37.2293755,48.660810999999995,2.54475,5.2815,6.429055,10.31354625,0.7235,226.89340900000002
2024-12-09,60.2301085,20.93243275,34.523006,37.1858755,48.660810999999995,2.547,5.2815,6.429055,10.31354625,0.72375,226.82708499999998
2024-12-10,60.32060849999999,21.07943275,34.495256000000005,37.0996255,48.653060999999994,2.606,5.2815,6.433555,10.31354625,0.73925,227.02183499999998
2024-12-11,60.494608500000005,21.08893275,34.370256,36.9701255,48.757811000000004,2.6367499999999997,5.2815,6.440055,10.31354625,0.7182499999999999,227.07183500000002
2024-12-12,60.4723585,21.30468275,34.370256,36.911125500000004,48.720811000000005,2.65325,5.2815,6.433055,10.31354625,0.719,227.17958500000003
2024-12-13,59.926291750000004,21.370182749999998,34.370256,37.44519225,48.704060999999996,2.62825,5.2815,6.433055,10.31354625,0.719,227.191335
2024-12-16,59.92079175,21.313682749999998,34.370256,37.40994225,48.729811,2.63075,5.2815,6.423055,10.31354625,0.7115,227.104835
2024-12-17,59.905653,21.49693275,34.370256,37.313331,48.641311,2.58825,5.2815,6.423055,10.31354625,0.7145,227.048335
2024-12-18,59.921403,21.48768275,34.370256,37.264081,48.586811000000004,2.5895,5.2815,6.423055,10.31354625,0.7145,226.952335
2024-12-19,59.942403,21.49768275,34.370256,37.195081,48.535311,2.58925,5.2815,6.423055,10.31354625,0.7145,226.862585
2024-12-20,59.925653000000004,21.46043275,34.370256,37.119581000000004,48.539561,2.58425,5.2815,6.423305,10.31354625,0.71075,226.72883499999998
2024-12-23,59.922153,21.56643275,34.370256,37.121081000000004,48.503811,2.61925,5.2815,6.423305,10.31354625,0.713,226.83433499999998
2024-12-27,59.935403,21.61593275,34.370256,37.098081,48.457061,2.6142499999999997,5.2815,6.423305,10.31354625,0.69975,226.809085
2024-12-30,59.956653,21.88643275,34.370256,37.028831000000004,48.374811,2.6072499999999996,5.2915,6.423555,10.31354625,0.70875,226.961585
2025-01-02,59.97215299999999,21.85493275,34.370256,36.945081,48.267061,2.632,5.3015,6.425055,10.31354625,0.71675,226.798335
2025-01-03,59.995653000000004,21.898682750000003,34.370256,36.778081,47.909811000000005,2.6839999999999997,6.6465,6.425554999999999,10.31354625,0.7182499999999999,227.74033500000002
2025-01-06,60.014652999999996,21.88668275,34.370256,36.737331,47.938811,2.685,6.6465,6.425554999999999,10.31354625,0.724,227.742335
2025-01-07,59.995653000000004,21.87968275,34.370256,36.712331,47.959811,2.6904999999999997,6.6465,6.425554999999999,10.31354625,0.717,227.71083499999997
2025-01-08,60.010153,21.88843275,34.370256,36.662330999999995,47.961561,2.7137499999999997,6.6465,6.425554999999999,10.31354625,0.717,227.709085
2025-01-09,60.010153,21.88968275,34.370256,36.658331,47.958561,2.71975,6.6465,6.425554999999999,10.31354625,0.7195,227.71183499999998
2025-01-10,60.012902999999994,21.885932750000002,34.370256,36.650831000000004,47.963561,2.71975,6.6465,6.425554999999999,10.31354625,0.714,227.70283500000002
2025-01-13,60.013403,21.874682749999998,34.370256,36.625331,47.963561,2.72225,6.648999999999999,6.4258049999999995,10.31354625,0.72175,227.679585
2025-01-14,60.012902999999994,21.858432750000002,34.370256,36.613831000000005,47.963561,2.711,6.654,6.425305000000001,10.31354625,0.7224999999999999,227.64533500000002
2025-01-15,60.033903,21.8434655,34.370256,36.569581,48.018061,2.727,6.6665,6.427805,10.31354625,0.7235,227.69361775000002
2025-01-16,60.054653,21.6829655,34.370256,36.528331,48.144811,2.766,6.6715,6.4410549999999995,10.31354625,0.7235,227.69661774999997
2025-01-17,60.054153,21.5557155,34.370256,36.48605975,48.109311,2.7805,6.6715,6.4410549999999995,10.31354625,0.7374999999999999,227.5195965
2025-01-20,60.05690299999999,21.599135,34.370256,36.501081,48.143561,2.788,6.679,6.468805,10.31354625,0.7405,227.66078725
2025-01-21,60.082153000000005,21.588135,34.370256,36.418330999999995,48.191811,2.809,6.679,6.4600550000000005,10.31354625,0.7414999999999999,227.65378725
2025-01-22,60.111653,22.19495925,34.370256,36.328581,48.321311,2.88875,6.679,6.465305000000001,10.31354625,0.74875,228.42211149999997
2025-01-23,60.143153000000005,22.80849375,34.370256,36.347831,48.289811,2.91175,7.69975,6.465305000000001,10.31354625,0.78225,230.132146
2025-01-24,60.311153,31.745925000000003,34.370256,36.036831,48.445811,2.92275,7.69975,6.466055,10.31354625,0.79925,239.11132725000002
2025-01-27,60.30415300000001,32.45154825,34.370256,35.892581,48.493561,2.95575,7.69975,6.483055,10.31354625,0.7894999999999999,239.75370050000004
2025-02-03,60.22990299999999,32.644017749999996,34.370256,35.210831,48.798561,3.07575,7.69975,6.492305,10.31354625,0.79875,239.63367
2025-02-04,60.197153,32.721139,34.370256,35.004581,48.712561,3.2460000000000004,7.69975,6.495555,10.31354625,0.849,239.60954124999998
2025-02-05,60.25665300000001,32.763389,34.391256,34.882581,48.681311,3.3564999999999996,7.69975,6.495805000000001,10.31354625,0.881,239.72179125
2025-02-06,60.883653,33.028639,34.391256,34.14630975,48.444061,3.38275,7.69975,6.562305,10.31354625,0.9297500000000001,239.78202
