date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-07-02,77.26978652700703,7.536547982751643,4.0106237958468345,4.887734678494636,0.19552593825109985,3.4529058497719034,0.0,2.646875227876867
2024-07-03,77.26946530408637,7.5365166521104765,4.011022839110218,4.887714359396067,0.1955251254183515,3.452891495487368,0.0,2.6468642243911633
2024-07-04,77.2698936019074,7.536558426356586,4.012846518148622,4.886078578063714,0.19552620919685115,3.452910634559937,0.0,2.6461860317668813
2024-07-05,77.26775216028118,7.541338042007303,4.010518203739403,4.88594316630671,0.19552079042449524,3.4528149413187554,0.0,2.6461126959221555
2024-07-10,77.26357669048787,7.540930515861982,4.01030147946379,4.885540573503938,0.1955102246822346,3.458170813284421,0.0,2.645969702715771
2024-07-11,77.27781796811131,7.5459237276376685,3.9890053276151574,4.886441079830828,0.19554626126644659,3.458808225797934,0.0,2.646457409740655
2024-07-12,76.70020272047195,7.488696199399357,3.9600147006578643,4.849504583652086,0.1940846451766525,3.432955265370069,0.7478654966870728,2.626676388584944
2024-07-15,76.6938731231003,7.489040981680896,3.960100524266979,4.8491043837780605,0.19406862856109722,3.439548953588282,0.7478037799338665,2.626459625090512
2024-07-16,76.68786097316152,7.4953303541777485,3.9597900859339674,4.849686958054952,0.19405341522467529,3.439279322088545,0.7477451584525581,2.6262537329060236
2024-07-17,76.68838831701912,7.494556716137331,3.959954845362258,4.849720306913508,0.1940547496324324,3.4393029722830093,0.7477503003200108,2.6262717923323384
2024-07-18,76.6882828476674,7.494546408891923,3.9603619885077976,4.849713637105105,0.19405448274941284,3.4392982422180958,0.7477492719408629,2.6259931209194107
2024-07-19,76.68564620815476,7.496901712454099,3.962563751719661,4.84872174770455,0.19404781091249304,3.4391799948235215,0.7477235633814491,2.625215210849454
2024-07-22,76.68575167025428,7.498424799944684,3.9625692012439635,4.848728415919538,0.19404807777716138,3.4391847245631895,0.7477245916898841,2.6235685186073052
2024-07-23,76.51708602716592,7.552671740405499,3.99123618948039,4.883806274097298,0.19545190788849237,3.464065316682817,0.7531339639898887,2.6425485802897017
2024-07-24,76.51496625450307,7.550523278643265,3.9948655592138618,4.8861642700691075,0.19544649323363872,3.46396935078367,0.7531130997245171,2.6409516938288844
2024-07-25,76.51645008303464,7.550669703354895,3.994943030273274,4.884319760032523,0.19545028346053492,3.4640365263547626,0.7531277045888932,2.641002908900467
2024-07-26,76.51019719540858,7.550052666245811,4.002788517513137,4.883920615762812,0.19543431135705083,3.4637534469501587,0.753066159353852,2.6407870874085972
2024-07-29,76.50701815294082,7.541151838996282,4.0063617508523945,4.892720310029908,0.1954261909495988,3.4636095260126982,0.7530348690240741,2.640677361194224
2024-07-30,76.5391386274491,7.524365245347855,4.011507771004915,4.869279404705506,0.19550823808901413,3.465063677333359,0.7533510209000496,2.641786015170194
2024-07-31,47.362783426662574,4.656113041370329,2.4824258512654875,3.013133280889413,0.12098142864933586,2.1441979025653493,0.4661771988422672,1.634749765151125
2024-08-02,76.57393972043674,7.518498706237485,4.0461854022495185,4.774734492996032,0.19559713248338018,3.4943637963124634,0.753693557272954,2.642987192011429
2024-08-05,76.57521353125341,7.518623776790366,4.044589206371631,4.774813920911928,0.19560038625018356,3.4944219252061495,0.7537060949980496,2.643031158218285
2024-08-06,76.58275111250455,7.506609074001804,4.047898749396479,4.775283923491461,0.19561963991904227,3.4947658940698645,0.7537802850742968,2.643291321542495
2024-08-07,76.57945987340226,7.508227330822166,4.0478634189561795,4.777296828510765,0.19561123292139954,3.494615702153318,0.7537478904278165,2.6431777228060973
2024-08-08,76.61536027651019,7.511747183120003,4.049067564603453,4.783974759590016,0.19570293534559952,3.496253975818633,0.7541012469695425,2.5937920580425633
2024-08-09,76.61493522285421,7.512260297851206,4.049045100818574,4.783948218620238,0.19570184960707593,3.496234578983204,0.7540970632981372,2.593777667967347
2024-08-13,76.59177692926579,7.509989577018718,4.047543890698515,4.7963677157484925,0.1956426950717909,3.5118164185305667,0.7538691233914439,2.592993650274672
2024-08-14,76.59868046008415,7.5085864654906604,4.039449973882281,4.798325378325771,0.195660329149873,3.5121329529399476,0.7539370727057827,2.5932273674215267
2024-08-15,76.59358234792552,7.5141877020830306,4.036962585851106,4.800779192645567,0.19564730675448694,3.5118991989431096,0.7538868935677856,2.593054772229384
2024-08-16,76.59719344060062,7.515651288341911,4.0313289766800695,4.801005530911071,0.19565653077214828,3.512064771476528,0.7539224364338556,2.593177024783802
2024-08-19,76.5964499525094,7.516548984573354,4.031289846720455,4.800958930111776,0.19565463163858915,3.512030681737519,0.7539151185109916,2.593151854197913
2024-08-20,76.59453819226277,7.516361380062316,4.0311892303123,4.80333498986843,0.19564974832158075,3.511943025447359,0.7538963016473668,2.593087132077875
2024-08-21,76.59262652744448,7.516173784915835,4.0248490590851915,4.81195049086192,0.19564486524833036,3.511855373532692,0.7538774857230136,2.593022413188537
2024-08-22,76.59188312800738,7.516100833776616,4.02578058312896,4.8119037866105,0.19564296634122544,3.5118212878585706,0.7538701686727446,2.592997245604009
2024-08-23,76.58848491434303,7.515767360887417,4.030038748492283,4.811690293006069,0.19563428609242617,3.5116654760597257,0.7538367211088031,2.592882200010249
2024-08-26,76.58837872502485,7.515756940336436,4.029201265702994,4.811683621636187,0.1956340148470624,3.5126311515322772,0.7538356759202539,2.592878604999939
2024-08-27,76.57861056729716,7.514798373247561,4.027578325283978,4.824933085942504,0.19560906349092014,3.5121831470739178,0.7537395309710367,2.592547906692911
2024-08-28,76.57807976054785,7.512666825948856,4.027550408013834,4.824899641785865,0.19560770762130641,3.514931413301926,0.753734306404708,2.5925299363756564
2024-08-29,76.54062339367098,7.539475985154269,4.044009271295965,4.822539655590182,0.1955120307111055,3.5132121672595162,0.7533656349938206,2.5912618613241563
2024-08-30,76.54051733703048,7.539465538263994,4.04414223036479,4.822532973356201,0.1955117598046478,3.5132072992631063,0.7533645911111765,2.5912582708056116
2024-09-03,76.54115368128222,7.539528220039915,4.043483034128079,4.8224345033346365,0.1955133852546556,3.5132365074439216,0.7533708544504341,2.591279814066133
2024-09-04,76.5469873300017,7.515159484039533,4.051828518915735,4.832086524942677,0.1955282864725583,3.5135042717336815,0.7534282732468457,2.59147731064728
2024-09-05,76.53076138328827,7.513566468016508,4.0425183996249725,4.833001878230904,0.19548683962183389,3.5404684792743377,0.7532685662820062,2.590927985661173
2024-09-09,76.52853482942781,7.516257229507668,4.042400788290839,4.83286126890212,0.19548115220974546,3.540365474369933,0.7532466510023997,2.5908526062894754
2024-09-10,76.52546027755464,7.5196957150234,4.042238383889089,4.832944178151186,0.19547329870851174,3.5402232393549125,0.7532163891411612,2.590748518177093
2024-09-11,76.52577832318877,7.519311359843911,4.042255183739301,4.832964264234827,0.19547411111041063,3.5402379527919963,0.7532195195657708,2.59075928552501
2024-09-12,76.52577832318877,7.519172823974945,4.042393719608266,4.832964264234827,0.19547411111041063,3.5402379527919963,0.7532195195657708,2.59075928552501
2024-09-13,76.52249197911304,7.513862841441596,4.042220121940352,4.8327567160879665,0.19546571661641027,3.549367424455557,0.7531871730995199,2.590648027245562
2024-09-16,76.52164393613819,7.5137795707791835,4.043422080422269,4.832564629785137,0.1954635504124157,3.5354752509630543,0.7531788260753397,2.6044721554244
2024-09-17,76.52238597271324,7.512744194685955,4.043599819541202,4.832611491555508,0.1954654458382852,3.5355095347527303,0.7531861297113797,2.6044974112017014
2024-09-19,76.50320365068245,7.510860930375185,4.046325551347817,4.842479672197621,0.19541644735136796,3.5448718976540254,0.7529973240605157,2.6038445263310197
2024-09-20,76.50521681280715,7.511058576748505,4.046570528009967,4.839837127881999,0.19542158968491188,3.5449651800461437,0.7530171389914003,2.6039130458299278
2024-09-23,76.50214413422451,7.510756910146106,4.050424305045723,4.839642745531282,0.19541374096872982,3.5448228036300162,0.7529868955683799,2.603808464885251
2024-09-24,76.5117868157169,7.511703600431339,4.046641012384691,4.831942123928634,0.19543837181384827,3.5452696093715965,0.7530818054939001,2.60413666085908
2024-09-25,76.51984190722541,7.514987877971315,4.034045677595164,4.832450826412158,0.19545894738834144,3.545642852139989,0.7531610892632264,2.6044108220043993
2024-09-26,76.53415447640957,7.5058636320995396,4.029396730940854,4.830583686182326,0.19549550679094124,3.546306042985118,0.7533019634460294,2.6048979611456318
2024-09-27,76.54242640152897,7.518175855594149,4.044243098880283,4.820990464314164,0.19551663623575471,3.5031796067330063,0.7695956042901358,2.605872332423532
2024-09-30,47.362783426662574,4.651225768916032,2.495115611322257,2.972663235302959,0.12098142864933586,2.191355794668209,0.4892416951616658,1.6124569434297735
2024-10-02,76.53786601653498,7.524378696003773,4.0300078106482475,4.768744073688678,0.1955049873871895,3.5135012769916525,0.8242800637607302,2.605717074984752
2024-10-03,76.51083303560556,7.491387674350762,3.964316332714192,4.823571361141381,0.19543593551952307,3.5090746145111815,0.8928278103181047,2.6125532358392944
2024-10-04,76.49833011795815,7.487947700173782,3.9757168067246025,4.816412759304822,0.19249578885225735,3.5085011836755324,0.9093002515136129,2.6112953917972406
2024-10-07,76.50330960394236,7.49175899585696,3.9610181161333866,4.806477628495615,0.1925083189307719,3.518147234790471,0.9151762384852811,2.611603863365155
2024-10-08,76.52047790773847,7.469059616553106,4.036572679797725,4.780405112846651,0.1925515202160469,3.4779329742620266,0.9153816155306747,2.6076185730552996
2024-10-09,76.51443632968865,7.4780274645586395,4.042764198090236,4.777395890584992,0.19253631755304998,3.4776583784402217,0.9153093427270175,2.6018720783571876
2024-10-10,76.51931191487382,7.523939898177981,3.9858113283283467,4.7511036723348425,0.19254858618185386,3.49644221651375,0.9153676672587701,2.615474716330635
2024-10-14,76.52493020737246,7.548458769612044,3.9938619020199893,4.712662900144717,0.19256272371459296,3.4966989364787553,0.9154348764791586,2.615389684178274
2024-10-15,76.52302201551757,7.55048703864551,3.9929311275688217,4.717116906277279,0.19255792205557867,3.496611744338736,0.9154120495994703,2.611861195997036
2024-10-16,76.52980713005513,7.550186720254029,4.008247832821495,4.7045121045613545,0.192574995708995,3.4969217805938895,0.9154932170108194,2.602256218994283
2024-10-17,76.53256392654731,7.5597414232592515,3.9938446639376832,4.706344150778415,0.19258193274558977,3.4970477485279496,0.9155261953833504,2.6023499588204406
2024-10-18,76.53510883806092,7.5599928047889025,3.99065220366253,4.706500649251769,0.19258833660759062,3.4971640346762536,0.9155566390668769,2.6024364938851616
2024-10-21,76.54051733703048,7.55179760532467,3.995368212327061,4.704061992042966,0.19260194622853327,3.497411168421342,0.9156213386173725,2.602620400007583
2024-10-22,76.53744182230116,7.556482213987778,3.9965932421742796,4.701517506936288,0.19259420718856946,3.4972706371062006,0.9155845475554438,2.602515822750288
2024-10-23,76.49568171928975,7.566207409895531,4.035126161406675,4.698952280679373,0.19248912458141532,3.4953624679985444,0.9150849893769729,2.6010958467717438
2024-10-24,76.51168083897468,7.545905251915151,4.0369396830039985,4.699935069488398,0.1925293838022368,3.496093525245318,0.9152763799749503,2.601639867595262
2024-10-25,76.51051511418603,7.547175365588201,4.0370166848075835,4.699863461718767,0.19252645044261407,3.4960402590924753,0.9152624349099235,2.6016002292544025
2024-10-28,76.48276016428937,7.562437091726494,4.044967360365146,4.699543119454768,0.19245660955894153,3.502248767331108,0.9149304143636587,2.6006564729105026
2024-10-29,76.47079573235635,7.569006511231102,4.052225464743644,4.6988079555609925,0.19242650298328728,3.501700899852224,0.9147872890025629,2.6002496442698453
2024-10-30,76.4609517067426,7.57550675861699,4.056548472864635,4.69820308169476,0.1924017320703396,3.501250128639245,0.9146695291516574,2.6004685902197626
2024-11-01,76.45693014602335,7.579537474655589,4.05716558094528,4.697955973745634,0.19239161245724637,3.501065975948605,0.9146214209478303,2.6003318152764656
2024-11-04,76.4606341997256,7.580043092973618,4.052379089767666,4.698183572227344,0.19240093311481188,3.501235589564601,0.9146657309515662,2.600457791674799
2024-11-05,76.4644444579752,7.576544933424105,4.051196783381868,4.698832971036473,0.19241052101910158,3.5012716415948315,0.914711311434693,2.600587380133713
2024-11-06,76.46751410885788,7.573942054171065,4.050251974783838,4.699021604811024,0.19241824530363497,3.5014121994928358,0.9147480323499423,2.600691780229777
2024-11-08,76.45671849665135,7.572872772107374,4.045112605982317,4.698358201330645,0.1923910798755186,3.5196033379817298,0.9146188890772856,2.60032461699379
2024-11-11,76.44370431190934,7.585145699553457,4.045115998061611,4.700326209654502,0.19235833176514394,3.5190042438934706,0.9144632059741519,2.599881999188316
2024-11-12,76.43915568267084,7.56393750249117,4.068122982720521,4.699769768065579,0.192346885868585,3.518794852606925,0.9144087926759782,2.6034635329004017
2024-11-13,76.45640102479041,7.541837425805564,4.068487145752029,4.700830077233173,0.19239028100845557,3.5218032878895555,0.9146150912977513,2.6036356662230626
2024-11-14,75.43568169113198,7.433640359283131,4.014581125941698,4.639164873354379,0.18982180437600676,3.478336622537033,2.2420822908239417,2.5666912325518325
2024-11-15,75.4228067871073,7.457358293593813,4.004611279991116,4.6397384802831985,0.18978940674323747,3.4777429611664896,2.2416996258348725,2.5662531652799627
2024-11-18,75.39861386138361,7.46574937330119,4.0105609978868175,4.651353772021278,0.18972852912258031,3.477582893627382,2.2409805691615277,2.5654300034956097
2024-11-20,75.39809928690605,7.465698421647217,4.011216098994076,4.651322027831106,0.1897272342783683,3.4775591600955695,2.2409652750951445,2.5654124951524695
2024-11-21,75.3985109459262,7.470516513458161,4.00591468828021,4.6513474231485805,0.189728270152324,3.477578146895103,2.2409775103315503,2.565426501807863
2024-11-22,75.39892260944154,7.468646358603505,4.007301518954261,4.651372818743364,0.18972930603759108,3.4775971339019662,2.2409897457015613,2.565440508616205
2024-11-25,75.39388004110742,7.468146866590578,4.00703351656052,4.650515794714566,0.18971661722245195,3.4845983564273477,2.240839871624616,2.5652689357525067
2024-11-26,75.39892260944154,7.465097465109277,4.003206641845535,4.650963331032491,0.18972930603759108,3.484831416794047,2.243037184255924,2.564212045483587
2024-11-27,72.83496479829604,7.2112450983351035,3.867076673620975,4.492806246696928,3.5787901932495543,3.3717349455350822,2.1667621857516,2.476619858514715
2024-11-28,72.82401833354712,7.2286181423353915,3.866495485470387,4.488703319488782,3.5782523320615565,3.3712282029585428,2.166436540150599,2.4762476439876284
2024-11-29,72.82977922060053,7.229189976376181,3.850716269354075,4.490772391421071,3.578535396742761,3.3779552927129184,2.1666079203696778,2.476443532422787
2024-12-02,72.83179574640586,7.229390139665086,3.848054068343971,4.490896732844458,3.5786344799618783,3.3780488222291396,2.1666679098523893,2.476512100697221
2024-12-03,72.8404392648179,7.230248107893655,3.848510746994407,4.491429702657973,3.5790591844841346,3.366581940142078,2.1669250452666637,2.476806007743184
2024-12-04,72.84264849311816,7.238379493438147,3.8379461438121707,4.49156592635058,3.5791677362572774,3.3666840475452235,2.166990767442187,2.476617392036251
2024-12-05,72.84303272041538,7.23841767413375,3.838493863784198,4.492644569745681,3.5791866154986836,3.366701805986726,2.1670021977927147,2.4745205526428706
2024-12-06,72.86974645156505,7.243710565512399,3.854544374646496,4.4403379841397035,3.580499210889212,3.3679364768062596,2.1677969026800685,2.475428033760816
2024-12-10,72.84889268898131,7.258518151976751,3.8649148067209733,4.439331013483085,3.57947454861013,3.366972645434469,2.16717652558066,2.4747196192126264
2024-12-11,72.85936612825938,7.259034110533889,3.848191759192924,4.441156339824913,3.579989167404576,3.3674567129645476,2.1674880991805834,2.4773176826391845
2024-12-13,72.85379273066552,7.272854665744036,3.848952497994597,4.433298972767397,3.5797153151317396,3.3671991184212677,2.1673222965720975,2.4768644027033404
2024-12-16,72.86167261118916,7.27548793663038,3.841454640746796,4.427842858725413,3.580102497842956,3.3675633153389297,2.167556714577161,2.478319424949204
2024-12-17,72.86369090354711,7.275689470045364,3.8428801136288278,4.4208425694953215,3.5802016678627084,3.3676565979532405,2.16761675661292,2.481421920854516
2024-12-18,72.8633064582869,7.275651081867427,3.835605027735631,4.415806829957414,3.5801827779115585,3.3676388294377975,2.167605319778227,2.494203675025041
2024-12-19,72.86167261118916,7.277070768771493,3.836442338966602,4.415444006953353,3.580102497842956,3.3675633153389297,2.167556714577161,2.494147746360344
2024-12-20,72.85023773282684,7.292677719699905,3.83531272150842,4.414487285187316,3.5795406381556836,3.3670348114560475,2.167216539194324,2.493492551971465
2024-12-23,72.83986296643043,7.296518091299084,3.844128812908487,4.413858608112689,3.579030867713156,3.366555304446811,2.1669079010069368,2.493137448082405
2024-12-27,72.83035535943615,7.295565694855524,3.857339030657319,4.412623248153837,3.5785637056740636,3.3661158763169983,2.1666250598829078,2.4928120250231935
2024-12-30,72.79935284290558,7.302607928563373,3.8547745047469295,4.407450130686252,3.6139415389916234,3.3646829839112926,2.1657027682243943,2.4914873019705577
2025-01-02,72.8016555277019,7.3008620037638305,3.8554236095636423,4.407589540832222,3.6140558500110433,3.364789410741325,2.1657712706305694,2.4898527867554745
2025-01-03,72.77278656139268,7.304290504900654,3.8494155493461544,4.4313996460105765,3.6342283721987854,3.354628429645924,2.164912449805794,2.4883384866994365
2025-01-06,72.8520632289204,7.293783658080239,3.8696990009807677,4.43741405816467,3.638187400401444,3.2489499702659352,2.1672708457477317,2.49263183743882
2025-01-07,72.84495391770422,7.306918493226028,3.8695851189641868,4.435266689157536,3.63783236575526,3.248632919582116,2.167059351354172,2.489751144256482
2025-01-08,72.84649094850248,7.307072669433993,3.867952389798234,4.434964647838484,3.637909124131569,3.24870146583798,2.167105076374033,2.4898036780832316
