date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,39.68434949591935,0.0,60.31565050408065,0.0,0.0,0.0,0.0
2024-03-05,0.0,30.873507911538816,22.62422503932636,46.50226704913482,0.0,0.0,0.0,0.0
2024-03-07,0.0,30.919774220412695,22.62422503932636,46.45600074026095,0.0,0.0,0.0,0.0
2024-03-08,0.0,30.922921737199122,22.6265281003896,46.450550162411275,0.0,0.0,0.0,0.0
2024-03-13,62.90183465116199,11.448099543313093,8.401802006123523,17.248263799401393,0.0,0.0,0.0,0.0
2024-03-15,62.83705618432661,11.213179132810865,8.393149542238653,17.556615140623872,0.0,0.0,0.0,0.0
2024-03-18,60.420716994708854,10.798490884905219,8.070398964876436,16.881492215118218,0.0,3.828900940391274,0.0,0.0
2024-03-19,60.6609910557763,10.44376472615564,8.102492386308278,16.948624564636017,0.0,3.844127267123764,0.0,0.0
2024-03-21,60.8266861966006,10.278069585331341,8.102492386308278,16.948624564636017,0.0,3.844127267123764,0.0,0.0
2024-03-26,60.84685025144285,10.248326753055602,8.10517836364902,16.954243036010862,0.0,3.8454015958416625,0.0,0.0
2024-04-02,61.01260032022914,10.397501814963253,8.10517836364902,16.63931790531693,0.0,3.8454015958416625,0.0,0.0
2024-04-08,60.98227687047106,10.442034531773405,8.101150065107403,16.63104811321067,0.0,3.8434904194374586,0.0,0.0
2024-04-10,60.98227687047106,10.458601300822707,8.101150065107403,16.614481344161376,0.0,3.8434904194374586,0.0,0.0
2024-04-12,60.55062866140274,10.970563231660321,8.087751274358356,16.587002040958094,0.0,3.804054791620494,0.0,0.0
2024-04-16,60.55062866140274,5.810280209983825,8.087751274358356,21.74728506263459,0.0,3.804054791620494,0.0,0.0
2024-04-18,60.55062866140274,5.843358947302264,8.087751274358356,21.714206325316148,0.0,3.804054791620494,0.0,0.0
2024-04-22,60.5175499240843,5.8764376846207025,8.087751274358356,21.714206325316148,0.0,3.804054791620494,0.0,0.0
2024-04-24,60.50554124265385,5.974488125436139,8.08614639728279,21.630524293164974,0.0,3.803299941462253,0.0,0.0
2024-04-29,60.34018037563374,6.139848992456237,8.08614639728279,21.630524293164974,0.0,3.803299941462253,0.0,0.0
2024-04-30,60.30029513929054,6.201891138880718,8.080801403977276,21.616226381420436,0.0,3.800785936431029,0.0,0.0
2024-05-06,60.18095517681557,6.486481137583327,8.064808737041055,21.474491125411898,0.0,3.793263823148145,0.0,0.0
2024-05-08,60.18095517681557,6.519466040393312,8.064808737041055,21.474491125411898,0.0,3.7602789203381617,0.0,0.0
2024-05-13,60.18095517681557,6.8493150684931505,7.734959708941218,21.474491125411898,0.0,3.7602789203381617,0.0,0.0
2024-05-16,60.185322632254326,6.866305785641949,7.735521050843321,21.452298719763018,0.0,3.7605518114973924,0.0,0.0
