date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-05-20,60.185322632254326,7.0312422686023615,7.570584567882908,21.452298719763018,0.0,3.7605518114973924,0.0,0.0
2024-05-21,60.091561820696924,7.184968052170476,7.55879059350504,21.409986166919175,0.0,3.754693366708386,0.0,0.0
2024-05-22,59.464832800990806,8.15298872302979,7.479955674336744,21.18668926406362,0.0,3.715533537579037,0.0,0.0
2024-05-24,59.65927669871166,7.852658426525407,7.504414361389053,21.255967562618533,0.0,3.727682950755346,0.0,0.0
2024-05-27,59.7667638483965,8.21076424149114,7.517934942837488,21.11409571854424,0.0,3.390441248730632,0.0,0.0
2024-05-29,59.786348592587736,8.180686174918899,7.5203984664285475,21.121014516499002,0.0,3.391552249565816,0.0,0.0
2024-05-30,59.68804273028149,8.278992037225153,7.5203984664285475,21.121014516499002,0.0,3.391552249565816,0.0,0.0
2024-06-03,60.48079157950659,7.060796228043961,7.620280904472557,21.401534017332406,0.0,3.4365972706444863,0.0,0.0
2024-06-04,56.90053729851306,6.67405972760215,7.169186555041859,20.13463701112083,5.888416843683618,3.233162564038486,0.0,0.0
2024-06-05,55.73404320421027,6.567835505783,7.022214062786855,19.721865246924914,5.767700875099443,3.1668808518450526,0.0,2.019460253350468
2024-06-11,55.72551778994708,6.582127451280326,7.021139902713617,19.718848471869553,5.7668186129042125,3.166396426713984,0.0,2.0191513445712364
2024-06-12,55.70847478361929,6.6106982291953384,7.018992568125516,19.7128176896963,5.765054898002875,3.16542802091935,0.0,2.018533810441325
2024-06-14,55.70847478361929,6.625990152001712,7.018992568125516,19.697525766889928,5.765054898002875,3.16542802091935,0.0,2.018533810441325
2024-06-17,55.72023334281633,6.627388720132394,7.020474088485505,19.68057607654917,5.7662717458802515,3.166096157552287,0.0,2.018959868584067
2024-06-25,55.6266433756501,6.814760070972451,6.978143294721958,19.647519781585643,5.756586481641528,3.1607782538456135,0.0,2.01556874158271
2024-06-27,55.6266433756501,6.875837911626473,6.978143294721958,19.58644194093162,5.756586481641528,3.1607782538456135,0.0,2.01556874158271
2024-07-03,55.45728282148631,7.159363192683231,6.956897680323701,19.526809173971156,5.739060011995701,3.1511549667987007,0.0,2.0094321527412005
2024-07-04,52.72817273650966,7.530735183861098,6.6145415702950645,18.565874755030382,5.456634949674483,2.996083380855751,4.197411499749603,1.9105459240239568
2024-07-09,52.73015707594416,7.531018590890406,6.614790497860687,18.56281011353702,5.456840301298641,2.9961961336042937,4.197569462537416,1.9106178243273757
2024-07-11,52.73183624904828,10.484125444739409,6.615001143512232,15.607349743940107,5.457014072437881,2.9962915464048843,4.1977031326445235,1.9106786672726799
2024-07-17,52.66322999216484,10.600589226806061,6.606394758830452,15.587043949149553,5.449914275884201,2.992393249623421,4.192241750680155,1.908192796861312
2024-07-23,52.66322999216484,10.687325263027029,6.606394758830452,15.500307912928585,5.449914275884201,2.992393249623421,4.192241750680155,1.908192796861312
2024-07-25,52.66322999216484,10.658413250953373,6.606394758830452,15.500307912928585,5.449914275884201,2.992393249623421,4.221153762753811,1.908192796861312
2024-08-06,52.66322999216484,12.104013854636184,6.606394758830452,15.500307912928585,5.449914275884201,2.992393249623421,2.775553159070999,1.908192796861312
2024-08-09,52.66322999216484,22.642442255483886,6.606394758830452,4.961879512080884,5.449914275884201,2.992393249623421,2.775553159070999,1.908192796861312
2024-08-12,61.562743978071964,9.569855041115058,7.7228037326321415,5.800383267371239,6.370890606569622,3.4980752136867688,3.2445915025500462,2.2306566580031566
2024-08-13,61.45888513616104,9.722414357389406,7.709775050020751,5.790597785928058,6.360142656144033,3.492173819156007,3.239117745304123,2.2268934498965844
2024-08-15,61.38639220563009,9.828899965287958,7.700681097439734,5.783767570864802,6.352640642745689,3.4880546765208424,3.235297091265709,2.224266750245175
2024-08-21,61.36571134027565,9.859278300154635,7.698086764344215,5.781819039373103,6.350500459863826,3.486879562843003,3.23420713075293,2.2235174023926394
2024-08-30,59.89274217678798,12.41750979031786,7.513308584900387,5.643037283766321,6.198068570038175,3.4031835384559743,2.7948850315822007,2.1372650241510947
2024-09-02,59.863216740009925,12.460685493809917,7.5096047351590824,5.6402554251553685,6.195013096619198,3.401505864721947,2.7935072318972516,2.13621141262731
2024-09-03,59.863216740009925,12.592144657663907,7.5096047351590824,5.6402554251553685,6.195013096619198,3.401505864721947,2.6620480680432634,2.13621141262731
2024-09-04,59.47230774756185,13.162921146543816,7.46056674187092,5.603424351159244,6.154559434760038,3.3792939071494104,2.644664796899539,2.1222618740551855
2024-09-05,58.59075281526201,14.142426626876977,7.46056674187092,5.603424351159244,6.056608886726721,3.3792939071494104,2.644664796899539,2.1222618740551855
2024-09-11,58.49280226722868,14.240377174910293,7.46056674187092,5.603424351159244,6.056608886726721,3.3792939071494104,2.644664796899539,2.1222618740551855
2024-09-12,57.08969493246608,16.137118103201715,7.343087696070081,5.483053053406904,5.961237495059082,3.3260812977822916,2.5708840949041862,2.0888433271096516
2024-09-13,68.01900626778009,0.08231965295565842,8.748856139706023,6.532734505718345,7.102463080592855,3.96282980507472,3.0630568541640346,2.488733694008278
2024-09-16,67.5919901684378,1.8510274819558112,8.693931749782175,6.491722692113062,5.916439330814566,3.937951580317091,3.0438273084576544,2.4731096881218444
2024-09-17,67.40175096165919,2.1934580541572974,8.693931749782175,6.491722692113062,5.916439330814566,3.785760214894208,3.0438273084576544,2.4731096881218444
2024-09-19,66.88009906484896,2.950426046806631,8.626645575115997,6.441480385235411,5.870649395757276,3.756460545838257,3.020269785598599,2.4539692007988614
2024-09-20,64.99243044884984,5.026861524405668,8.626645575115997,6.441480385235411,5.870649395757276,3.756460545838257,2.8315029239986864,2.4539692007988614
2024-09-23,64.69931636330837,5.680686417841452,8.587739639277352,6.186930850843929,5.8441729273856815,3.7395190114139893,2.818732923176374,2.442901866752857
2024-09-24,64.62645048183589,5.880762978785706,8.578067926284927,6.086111038115153,5.83759108331425,3.7353074777477033,2.815558400312339,2.440150613604027
2024-09-25,64.62645048183589,6.068466872139862,8.390364032930771,6.086111038115153,5.83759108331425,3.7353074777477033,2.815558400312339,2.440150613604027
2024-09-26,62.21224741976425,9.068509771956663,8.13244155621806,6.034011098828705,5.713179766038775,3.7033315095821377,2.79145591174533,2.344822965866077
