date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,MIB SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,22.2336465990509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2336465990509
2024-03-04,0.0,22.215502000558295,0.0,0.0,0.0,0.0,0.0,1.2924537080115381,0.0,0.0,23.507955708569835
2024-03-05,0.0,22.210849539406347,0.0,0.0,0.0,0.0,0.0,1.2924537080115381,0.0,0.7602121522285289,24.263515399646412
2024-03-06,0.0,22.210849539406347,0.0,0.0,3.0780682981297107,0.0,0.0,1.2971061691634875,0.0,0.7602121522285289,27.346236158928072
2024-03-08,0.0,22.1875872336466,0.0,0.0,3.0780682981297107,0.0,0.0,1.2971061691634875,0.0,0.7602121522285289,27.322973853168325
2024-03-11,0.0,22.1875872336466,0.0,0.0,2.9580348004094166,2.6267795663906206,0.0,1.2971061691634875,0.0,0.7602121522285289,29.829719921838656
2024-03-13,0.0,22.1875872336466,0.0,1.9879966502279707,2.9170931422722624,2.6267795663906206,0.0,1.2971061691634875,0.0,0.7602121522285289,31.77677491392947
2024-03-14,0.0,22.15874197450451,0.0,1.9879966502279707,2.9170931422722624,2.6267795663906206,0.0,1.2971061691634875,0.0,0.7602121522285289,31.74792965478738
2024-03-19,0.0,22.154089513352563,0.0,1.9879966502279707,2.9170931422722624,2.6267795663906206,0.0,1.2971061691634875,0.0,0.7602121522285289,31.743277193635432
2024-03-21,0.0,22.15362426723737,0.0,1.9879966502279707,2.9170931422722624,2.6267795663906206,0.0,1.2971061691634875,0.0,0.7602121522285289,31.742811947520238
2024-03-25,0.0,22.15362426723737,0.0,2.0247510933283706,2.8901088675909556,2.6267795663906206,0.0,1.2971061691634875,0.0,0.7602121522285289,31.752582115939333
2024-03-26,0.0,22.05638782916163,0.0,2.0247510933283706,2.8901088675909556,2.6281753047362053,0.0,1.3064110914673863,0.0,0.7602121522285289,31.66604633851307
2024-04-02,0.0,22.05638782916163,0.0,2.06987996650228,2.8901088675909556,2.6281753047362053,1.677212245277752,1.3064110914673863,0.0,0.7602121522285289,33.388387456964736
2024-04-03,44.1453428863869,21.87959430538755,0.0,2.06987996650228,2.880803945287057,2.6281753047362053,1.677212245277752,1.3064110914673863,0.0,0.7602121522285289,77.34763189727366
2024-04-05,44.1453428863869,21.78607983623337,0.0,2.06987996650228,2.880803945287057,2.6286405508514004,1.677212245277752,1.3436307806829813,0.0,0.7657951056108682,77.2973853168326
2024-04-08,44.1453428863869,21.739555224713875,0.0,2.06987996650228,2.880803945287057,2.6286405508514004,1.677212245277752,1.3436307806829813,0.0,0.7657951056108682,77.2508607053131
2024-04-09,44.1453428863869,21.73350702521634,0.0,2.06987996650228,2.880803945287057,2.63236251977296,1.677212245277752,1.3436307806829813,0.0,0.7657951056108682,77.24853447473714
2024-04-10,44.1453428863869,21.61021680468968,0.0,2.06987996650228,2.880803945287057,2.7021494370522006,1.677212245277752,1.3445612729133711,1.6730250302409975,0.7657951056108682,78.8689866939611
2024-04-11,44.1453428863869,21.57253186935889,0.0,2.06987996650228,2.880803945287057,2.7021494370522006,1.6865171675816508,1.3445612729133711,1.6730250302409975,0.8025495487112683,78.87736112403462
2024-04-12,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.121801432958035,2.7872894761328744,2.0410347073601938,1.4538941099841818,1.758630315436866,0.9965571787475573,81.4515678794082
2024-04-15,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.0985391271982876,2.7872894761328744,2.0177724016004466,1.450637387177817,1.758630315436866,1.0035358704754815,81.40876523681028
2024-04-16,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.0924909277007537,2.781706522750535,2.031729785056295,1.4552898483297665,1.758630315436866,0.9849260258676841,81.3971340839304
2024-04-17,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.0924909277007537,2.7793802921745603,2.031729785056295,1.4552898483297665,1.758630315436866,0.9849260258676841,81.39480785335442
2024-04-18,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.0943519121615335,2.802642597934307,2.031729785056295,1.4631990322880806,1.7772401600446637,0.9197915697403927,81.38131571601377
2024-04-19,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.0943519121615335,2.804503582395087,2.030799292825905,1.4631990322880806,1.7772401600446637,0.9197915697403927,81.38224620824415
2024-04-22,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.0943519121615335,2.804503582395087,2.030799292825905,1.4631990322880806,1.7772401600446637,0.9309574765050711,81.39341211500884
2024-04-23,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.083186005396855,2.804503582395087,2.030799292825905,1.4631990322880806,1.9005303805713223,0.9309574765050711,81.50553642877082
2024-04-24,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.083186005396855,2.804503582395087,2.030799292825905,1.4631990322880806,1.9005303805713223,0.9165348469340281,81.49111379919978
2024-04-25,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.083186005396855,2.805899320740672,2.030799292825905,1.4631990322880806,1.9005303805713223,0.9165348469340281,81.49250953754536
2024-04-26,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,3.012003349772029,2.803573090164697,2.0447566762817533,1.4785521540895135,1.9005303805713223,0.9165348469340281,81.44831115660183
2024-04-29,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,2.9189541267330417,2.803573090164697,2.0447566762817533,1.4785521540895135,1.9005303805713223,0.9225830464315623,81.3613101330604
2024-04-30,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,2.9189541267330417,2.803573090164697,2.016841909370057,1.4785521540895135,1.9005303805713223,1.01563226947055,81.42644458918768
2024-05-02,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,2.9189541267330417,2.8003163673583327,2.016841909370057,1.4785521540895135,1.9005303805713223,1.01563226947055,81.42318786638131
2024-05-03,44.20117242021029,21.590676467851495,1.3841071927049409,2.1164045780217733,2.9189541267330417,2.8003163673583327,2.016841909370057,1.4785521540895135,1.9875314041127756,1.0193542383921095,81.51391085884433
2024-05-06,44.207220619707826,21.590676467851495,1.3841071927049409,2.1164045780217733,2.9184888806178466,2.8017121057039174,1.9047175956080766,1.4878570763934122,1.9875314041127756,0.9402623988089699,81.33897831953104
2024-05-07,44.21280357309016,21.590676467851495,1.3841071927049409,2.1164045780217733,2.9184888806178466,2.8007816134735277,1.8772680748115753,1.4878570763934122,1.9875314041127756,0.9402623988089699,81.31618125988648
2024-05-08,44.18954126733042,21.2040569461245,1.4538941099841818,2.1164045780217733,2.9184888806178466,2.8003163673583327,1.811668372569089,1.534381687912906,1.9875314041127756,0.9798083186005397,80.99609193263237
2024-05-09,44.18954126733042,21.03005489904159,1.4538941099841818,2.1164045780217733,2.9184888806178466,2.8003163673583327,1.811668372569089,1.534381687912906,1.9875314041127756,1.0747185261003072,80.91700009304923
2024-05-10,44.18954126733042,20.833255792314134,1.481808876895878,2.1164045780217733,2.9184888806178466,2.8003163673583327,1.8349306783288362,1.5362426723736857,1.9875314041127756,1.2138271145435935,80.91234763189728
2024-05-13,44.255140969572906,20.722061970782544,1.481808876895878,2.1164045780217733,2.9184888806178466,2.8003163673583327,1.9042523494928818,1.5362426723736857,1.9968363264166744,1.1673025030240998,80.89885549455661
2024-05-14,44.255140969572906,19.571508327905462,1.481808876895878,2.1559504978133432,2.9184888806178466,3.219037871033777,1.9507769610123755,1.5688099004373315,1.9968363264166744,1.1761421792128035,80.2945007909184
2024-05-16,44.231878663813156,19.571508327905462,1.481808876895878,2.1559504978133432,2.9184888806178466,3.219968363264167,1.979156974039267,1.5781148227412303,1.9968363264166744,1.1770726714431934,80.31078440495023
2024-05-17,44.16953568437704,19.570112589559876,1.481808876895878,2.1559504978133432,2.8998790360100495,3.219968363264167,2.023820601097981,1.5878849911603239,2.0107937098725226,1.195682516050991,80.31543686610216
2024-05-20,44.16953568437704,19.562203405601565,1.481808876895878,2.1559504978133432,2.8998790360100495,3.219503117148972,2.0252163394435656,1.5878849911603239,2.0107937098725226,1.1770726714431934,80.28984832976644
2024-05-21,44.16209174653392,19.562203405601565,1.481808876895878,2.1559504978133432,2.8998790360100495,3.219503117148972,2.0252163394435656,1.5878849911603239,2.0107937098725226,1.1761421792128035,80.28147389969294
2024-05-22,44.16209174653392,19.562203405601565,1.481808876895878,2.1559504978133432,2.9054619893923888,3.218107378803387,2.0252163394435656,1.5878849911603239,2.0107937098725226,1.1714897180608541,80.28100865357774
2024-05-23,44.155113054805994,19.562203405601565,1.481808876895878,2.1559504978133432,2.9054619893923888,3.218107378803387,2.090350795570857,1.5878849911603239,2.0107937098725226,1.1640457802177353,80.331720480134
2024-05-24,44.24537080115381,19.562203405601565,1.481808876895878,2.1559504978133432,2.9059272355075834,3.218107378803387,2.1275704847864523,1.5878849911603239,2.0107937098725226,1.187308085977482,80.48292546757234
2024-05-27,44.40727644924165,19.562203405601565,1.481808876895878,2.1559504978133432,2.9598957848701963,3.218572624918582,2.150832790546199,1.5878849911603239,2.0107937098725226,1.2612822182934773,80.79650134921373
2024-05-28,44.35609937657021,19.562203405601565,1.481808876895878,2.1559504978133432,3.5823950870010237,3.218572624918582,2.1275704847864523,1.5878849911603239,2.02940355448032,1.3194379826928444,81.42132688192054
