date,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,MERRILL LYNCH FAR EAST LTD,BANK OF CHINA (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD
2024-03-01,24.40650806327684,12.781192946803346,21.67220090392721,21.25781770747591,1.7740644282510598,5.42885817737115,3.8167338968837417,5.8838900699772,2.4203361392727025,0.5583976667608459
2024-03-04,24.567286263602732,12.799977424240513,21.711766061637356,21.465728733124827,1.774263962235749,5.459104792139931,3.300556166776291,5.911686546824193,2.4512607914766513,0.5583692579417564
2024-03-05,24.60512486377909,12.819853515272422,21.869828120342767,21.092457862982396,1.7773197513118808,5.468482108870775,3.3075780700188484,6.035963688995703,2.4656973077355664,0.5576947106905493
2024-03-06,25.109014714661022,13.061526277813162,21.220921358221563,20.444263412649626,1.9469220048962905,5.52568957084103,3.4815784163434205,6.041611907305013,2.6006569484817725,0.5678153887871
2024-03-07,26.116339341291923,13.29570448549898,21.030670549925873,17.676316581913735,2.142128016692017,5.595116965004523,3.850422298498029,6.7226500516278005,2.983735344869948,0.5869163646771699
2024-03-08,26.758089072219555,13.32408303559559,20.69196756231697,17.20778142851991,2.350814480105733,5.609571998238129,3.790553411683729,6.735780518150845,2.944180572556097,0.5871779206134403
2024-03-11,27.328196850954644,13.365286185690431,20.678680231909066,17.1357489185151,2.375201717543648,5.61412027765246,3.792279670105066,6.172086241074768,2.9471887169299995,0.5912111896248157
2024-03-12,27.352259781649952,13.389779810668715,20.621489977594024,17.089391441072124,2.4159898215215647,5.607657666707318,3.801674463240348,6.163793008745114,2.9694794042676356,0.5884846245332069
2024-03-13,27.41136385449628,13.40572395649566,20.581485239164167,16.9713118698429,2.4299747404870793,5.621744855811099,3.7843269806931694,6.219434050610176,3.0007020497414896,0.5739324026579842
2024-03-14,27.468164130892266,13.38696332937063,20.574125799333185,16.806103576257637,2.4531135288647246,5.602715793496628,3.7956436288915305,6.228371309580346,3.1105735564056496,0.5742253469074075
2024-03-15,27.860361910632463,13.40177244470911,20.425641030421364,16.682153418372877,2.473523191584295,5.656070677494082,3.8620272141898346,5.901460490152999,3.163683470463944,0.5733061519790291
2024-03-18,27.922497819947935,13.417720232152297,20.421679125308277,16.403705583593222,2.4835917360242705,5.622835748916329,3.9718968033979904,5.929404461822084,3.250994210855164,0.5756742779824339
2024-03-19,27.95489636828353,13.405065523452963,20.370919596079755,16.344455033087858,2.4966219604210957,5.668518689084431,3.9751207062513396,5.959611037389748,3.2519705319261343,0.5728205540231399
2024-03-20,28.016422902372973,13.449413288995782,20.343629819393907,16.34332546245874,2.2389422712168794,5.830558663966388,3.95496258634674,6.004381117217037,3.2475186886153993,0.5708451994161547
2024-03-21,28.06894580529707,13.422193742370968,20.35546439666043,16.338782847115723,2.165253539825147,5.804593422230302,3.9877660493345637,5.990859676485963,3.338390932524816,0.5277495881550177
2024-03-22,28.071670020133233,13.41619355185863,20.344675021502905,16.33117854946983,2.154789509867311,5.80847017261666,4.004164839882607,5.988071446752998,3.353282921787146,0.5275039661286783
2024-03-25,28.066161904809434,13.359010742805626,20.280667440888326,16.28491709562573,2.224833628246713,5.903843229774861,4.0068623523175635,6.0061083633291625,3.3415722977660844,0.5260229444364996
2024-03-26,28.206687237817206,13.379252923164117,20.25001477319798,16.30940033213572,1.9923049878163042,5.901564837507092,4.051605677035223,6.014744993480724,3.3664068682899324,0.5280173695557004
2024-03-27,28.276798695844292,13.391422493393582,20.20701394999312,16.306923429653484,1.8892990527386688,5.949230455232705,4.060860617313821,6.020122302147472,3.3702721711764747,0.5280568325063858
2024-03-28,28.2809578274398,13.391629021447004,20.198780657395698,16.28729473019533,1.8878364350372447,5.915836270617568,4.055200113652787,6.036370362921693,3.385729150317839,0.5603654309750298
2024-04-02,28.284227128414756,13.386596267718812,20.16169600747564,16.281921332444405,1.8909581833962248,5.919883150346569,4.063176802971837,6.050547099773467,3.398639935343633,0.5623540921146527
2024-04-03,28.31661584038962,13.382758507938785,20.15551662659674,16.265826728681247,1.8835314941506067,5.921610460229113,4.07265385973753,6.057999082526226,3.3836806167106532,0.5598067830394788
2024-04-05,28.625504847613474,13.343712356767847,20.064589083137584,16.08505938788749,1.8309263920771943,5.927585124756978,4.081604902381959,6.119437335117569,3.3524165269142125,0.5691640433456885
2024-04-08,28.664698632943537,13.348267448270404,20.06729477243561,16.032784488279862,1.828454062208932,5.929135200769572,4.088492517053204,6.114086051464543,3.3573919700480106,0.5693948565263267
2024-04-09,28.515502503816354,13.360826920078987,20.080996645335947,16.043731612831927,1.8337220699370198,5.933265623393719,4.171675048596313,6.128186544482086,3.361325015683613,0.5707680158440339
2024-04-10,28.552272102510056,13.364338836758503,20.06744262309716,16.005135191123316,1.8370564683296404,5.934497267979076,4.183371430131758,6.118874384012052,3.3661251985247533,0.5708864975336853
2024-04-11,28.584277175146322,13.353392177966692,20.061580890531534,16.012604338821706,1.8278358260143652,5.9373276055371385,4.168702797716793,6.1492099533521785,3.3355522190000424,0.5695170159132289
2024-04-12,28.869917932897092,13.328635525449117,19.96537190388949,15.98635250466766,1.811146079588152,5.931059862821641,4.067458853643789,6.14944262379406,3.3363770978513436,0.5542376153976512
2024-04-15,28.937342320694686,13.320426291268195,19.968575948045366,16.014635918149498,1.8087644625216184,5.9415532269856515,4.069808470990517,6.221439081839085,3.160079758379163,0.5573745211262171
2024-04-16,28.916290678636656,13.299818319371367,19.895603498147725,16.00134369488654,1.9378017699402186,5.937230803370619,4.073086288570544,6.196966054349413,3.181339620479974,0.5605192722469403
2024-04-17,28.816246806173652,13.31277496133613,19.92141899545748,16.021829194034474,2.0476370168340385,5.945106344895385,4.089667659257195,6.172965583556743,3.1113372416007623,0.5610161968541404
2024-04-18,28.8149248756698,13.28761239514485,19.894561716513426,15.999037979582454,2.1678129248824796,5.921960914119385,4.1397967831171405,6.117869061839098,3.073146353115291,0.5832769960160781
2024-04-19,28.82212218400491,13.29308055427292,19.90225628027156,16.003498912903847,2.1576316526210193,5.9138895163362575,4.123305857563989,6.120153016222581,3.0759796783104862,0.5880823474924276
2024-04-22,28.829696511274427,13.290283785683659,19.89294984157388,16.006689707819277,2.159259698728408,5.902319911472075,4.126249920482328,6.12246454204486,3.0818290466520444,0.5882570342690407
2024-04-23,29.27647231778009,13.238722808287287,19.776117325187162,15.935606893877068,2.1089878176495267,5.876999775519702,4.070216398567066,6.097098853953537,3.0421896544490434,0.5775881547295153
2024-04-24,29.28016279320041,13.238015130832267,19.77762684520039,15.937451776551475,2.1149080947383063,5.87315150692908,4.051486067360373,6.10557056167503,3.044048208532312,0.5775790149803524
