date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,94.9400451572859,0.0,0.0,5.059954842714115,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,87.122257143179,8.26940545278963,0.0,4.608337404031373,0.0,0.0,0.0,0.0,0.0
2024-03-05,31.049130631385736,59.98812480366483,5.7579911055765525,0.0,3.2047534593728826,0.0,0.0,0.0,0.0,0.0
2024-03-06,30.516402674602695,58.95783534122367,5.628046361810695,0.0,2.9767034877965544,0.0,0.0,0.0,0.0,1.9210121345663806
2024-03-07,29.041162476387694,55.69810759045127,5.354757632999534,0.0,2.8321596336897903,0.0,3.474335364584568,0.0,1.7717463754943108,1.8277309263928299
2024-03-08,29.052165083899922,55.67802880804585,5.337019610582058,0.0,2.8562938286263235,0.0,3.4756516599778213,0.0,1.7724176237612017,1.8284233851068161
2024-03-11,29.142002835348755,55.72577786946816,5.164196316162546,0.0,2.8763449392198557,0.0,3.4879815067551125,0.0,1.7687868304397965,1.8349097026057704
2024-03-12,29.286133679070335,55.59340744007609,5.1873834333172155,0.0,2.8626917538536745,0.0,3.5036424597629083,0.0,1.776728640732849,1.7900125931869266
2024-03-13,29.29839343072775,55.5881074802684,5.189554974065515,0.0,2.8506006195571136,0.0,3.50510915341813,0.0,1.777472414292606,1.7907619276704942
2024-03-14,29.30308598695425,55.61422338597931,5.190386155425815,0.0,2.8178280792580606,0.0,3.5056705467184597,0.0,1.7777571018904037,1.7910487437736964
2024-03-15,29.2370395344639,55.471628739208455,5.176752928183836,0.0,2.880398424143314,0.0,3.6336823438213464,0.0,1.8118635248643427,1.7886345053147998
2024-03-18,29.298342681050226,55.3866523380819,5.1870186213968505,0.0,2.879460337262611,0.0,3.6408880707881743,0.0,1.815456517488898,1.7921814339313478
2024-03-19,28.611901635663088,55.97539076340132,5.244018289522249,0.0,2.8774869588660548,0.0,3.6808974532223484,0.0,1.7984293492912844,1.8118755500336492
2024-03-20,28.71317192057536,55.88651396004046,5.239801532440418,0.0,2.87517314856987,0.0,3.6779376141168316,0.0,1.7969832178561689,1.810418606400888
2024-03-21,28.710777424564476,55.8883911656666,5.239977535275798,0.0,2.8752697244846686,0.0,3.678061154568588,0.0,1.7970435778029175,1.8104794176369583
2024-03-22,28.73440596553693,55.88149541500118,5.2399986564106005,0.0,2.858486446541937,0.0,3.678075979980518,0.0,1.7970508212690202,1.8104867152598167
2024-03-25,28.786513165859972,55.81049340698072,5.2464344424385425,0.0,2.861997250330256,0.0,3.682593406711669,0.0,1.7992579658362953,1.8127103618425475
2024-03-26,28.69234933528689,55.888353515330415,5.251987675335588,0.0,2.8650266100708883,0.0,3.686491349033634,0.0,1.8011624399388075,1.8146290750037708
2024-03-27,28.690514103041448,55.864243455802296,5.251651745467252,0.0,2.8648433560209177,0.0,3.6862555521068217,0.0,1.8010472332211411,1.8414445543401197
2024-03-28,28.92245896387518,55.51761444775666,5.294108064962779,0.0,2.87782284556951,0.0,3.71605662252195,0.0,1.815607573560953,1.8563314817529744
2024-04-02,28.930740232710207,55.60554545788228,5.2950476690234956,0.0,2.8854271315795557,0.0,3.578745311605738,0.0,1.8182609133039602,1.8862332838947626
2024-04-03,28.410143974475314,55.987015251382154,5.3473880171830315,0.0,2.896787860399537,0.0,3.545476137195168,0.0,1.8396662241399904,1.9735225352248031
2024-04-05,28.028519507337485,56.23149712881113,5.390831848951521,0.0,2.923782357101435,0.0,3.581200875266254,0.0,1.8546122407175964,1.989556041814586
2024-04-08,28.05637380154084,56.173060064564105,5.394191446017231,0.0,2.9256044748938126,0.0,3.6042062229165195,0.0,1.8557680456131167,1.9907959444543697
2024-04-09,27.931806595983183,56.288728100088484,5.410300823838106,0.0,2.8996156533407045,0.0,3.614969934284639,0.0,1.85783757429614,1.9967413181687483
2024-04-10,27.921199283806576,56.30532778207059,5.408246221690885,0.0,2.8985145026392103,0.0,3.6135971224519974,0.0,1.8571320466011707,1.995983040739576
2024-04-11,27.91726479873608,56.31148496872128,5.407484124626196,0.0,2.898106061657814,0.0,3.6130879163901604,0.0,1.8568703508825515,1.9957017789859195
2024-04-12,27.932776587794383,56.34624627377768,5.41048870812254,0.0,2.8615164926142316,0.0,3.5942591867181184,0.0,1.857902091685211,1.9968106592878436
2024-04-15,27.959672166022088,56.30073741093471,5.41569829485453,0.0,2.864271755430124,0.0,3.5977199840657503,0.0,1.8596910062562093,2.0022093824365914
2024-04-16,27.95303098244919,56.3072035150289,5.415758536424279,0.0,2.8643036161833155,0.0,3.5977600033370525,0.0,1.859711692546206,2.0022316540310556
2024-04-17,27.124252451352415,53.80798666976986,5.255186882945603,0.0,2.79624513861483,3.7777980159814346,3.491090130839987,0.0,1.804573159419703,1.9428675510761666
2024-04-18,25.947405430129916,54.46275575338444,5.3181684746618965,0.0,2.8092764150492564,3.823073614647834,3.601198806654879,0.0,2.0719693607957455,1.9661521446760286
2024-04-19,25.98300636526402,54.537002412524615,5.325465226216055,0.0,2.6764051810829086,3.828319032966612,3.6061398033748,0.0,2.074812190188155,1.968849788382829
2024-04-22,25.967792626602172,54.59778360799103,5.322347025224782,0.0,2.7089994807466313,3.8260774507392528,3.5357055013527914,0.0,2.0735973326774344,1.9676969746659014
2024-04-23,26.0118280748883,54.488295276993505,5.338395329075409,0.0,2.7240207231161424,3.837614100490666,3.546366601792714,0.0,2.079849784819495,1.9736301088237713
2024-04-24,25.978003476737342,54.44139507507836,5.334875508164857,0.0,2.8231380976497804,3.8326238416578833,3.5417550679606338,0.0,2.0771452427556567,1.971063689995483
2024-04-25,25.97418145497831,54.45325434071723,5.332685703339855,0.0,2.821979284961758,3.8310506656450536,3.540301284770205,0.0,2.07629263754156,1.9702546280460274
2024-04-26,25.914602833334477,54.543742767739154,5.337322916595342,0.0,2.8004683423829313,3.834382082480298,3.5433798708634887,0.0,2.07809814648709,1.9480030401172226
2024-04-29,25.905733861749386,54.52507580580026,5.335496279868854,0.0,2.799509914645749,3.867293647371267,3.5421671902913814,0.0,2.0773869415525303,1.947336358720576
2024-04-30,25.94569211363387,54.47207140506746,5.446555884611166,0.0,2.7112811231764833,3.873258747394977,3.5202094987386205,0.0,2.0805912032466822,1.9503400241307447
2024-05-02,25.884236655877995,54.504155466564264,5.448049810741127,0.0,2.718882001206868,3.8743211366503925,3.5211750507433215,0.0,2.081161884908662,1.9680179933073674
2024-05-03,25.8718180696632,54.45744403777878,5.47970555578402,0.0,2.7175775520554892,3.8381927595235155,3.588024838590287,0.0,2.0801633973489055,1.9670737892558017
2024-05-06,25.82380379175444,54.362501025907584,5.474926818592181,0.0,2.7186551035482722,4.001039586354061,3.580417475993763,0.0,2.0757530161683033,1.9629031816813942
2024-05-07,25.82862638839769,54.19664301394058,5.510152567265932,0.0,2.842294713468646,4.0017867806959275,3.5810861191355867,0.0,2.0761406631473744,1.9632697539482584
2024-05-08,25.8352385062168,54.188656225658185,5.508645256239199,0.0,2.84835598910444,4.000692085536849,3.580106507313744,0.0,2.0755727315562966,1.9627326983744882
2024-05-09,25.855608293779664,54.241510647836044,5.420592090178941,0.0,2.854023865662397,4.003846430245809,3.582929241425096,0.0,2.07720921637539,1.9642802144966616
2024-05-10,25.85442271288194,54.25045272187479,5.406655798604125,0.0,2.8504710634412884,4.003662838206852,3.58276495008767,0.0,2.0771139681979136,1.9744559467054303
2024-05-13,24.001084852211115,57.534832140080596,5.017759056102357,0.0,2.6454387935020653,3.715682339012505,3.3250593238855495,0.0,1.9277087006671714,1.8324347945386459
2024-05-14,24.005659078030224,57.54262096374582,5.037773774099363,0.0,2.611002548745067,3.7163904890896937,3.325693027416162,0.0,1.9280760913482429,1.8327840275254303
2024-05-16,24.03740755026552,57.48376589334768,5.0391022899637985,0.0,2.633931777036563,3.717370541776573,3.326570048923138,0.0,1.9285845460328033,1.8332673526539167
2024-05-17,23.930808001250075,57.21682061715578,4.921860716402765,0.0,3.1726390093521677,3.7641479771974873,3.248554598808252,0.0,1.9200317833267855,1.825137296506681
2024-05-20,23.877605769382505,57.065757704871466,4.8793574145086716,0.0,3.474885196231596,3.755779639887011,3.209771339298395,0.0,1.9157632280768198,1.8210797077435341
2024-05-21,23.854071288217593,57.00087275222161,4.88716020048077,0.0,3.597580508870038,3.7520778313368495,3.2066076928315765,0.0,1.913874994639889,1.7877547314016755
2024-05-22,23.882115744438178,56.858266117076774,4.870103243665396,0.0,3.7251243074927674,3.7535122150011797,3.207833548450588,0.0,1.9146066508451396,1.7884381730299739
2024-05-23,23.89263634091603,56.88343965606468,4.8375370152049495,0.0,3.71729850222533,3.755165719565486,3.209246669578235,0.0,1.9154500771228993,1.7892260193223788
2024-05-24,23.89750789219025,56.87464847322968,4.838523357158773,0.0,3.718056434920441,3.7559313731369475,3.209901013848971,0.0,1.9158406247849809,1.7895908307299573
2024-05-27,23.851034866129098,56.882420383372654,4.864012937011032,0.0,3.723812501776628,3.758555451326707,3.21214360840274,0.0,1.9171791251725305,1.7908411268086073
2024-05-28,23.881638789226336,56.88419071201173,4.832230026782556,0.0,3.723659608873617,3.758401131941988,3.212011723684875,0.0,1.9171004093183082,1.7907675981605944
2024-05-29,23.90183982369252,56.86668580120396,4.83631752036627,0.0,3.720487399654314,3.76158029361821,3.2147287047140503,0.0,1.918722048929625,1.7796384078210523
2024-05-30,24.34914697203464,56.46391971855819,4.799870497611672,0.0,3.7928388441911842,3.733232609253523,3.1905021542948173,0.0,1.9042623477452842,1.7662268563107004
2024-05-31,23.800095745926352,55.17809539162965,4.6892211050501995,2.277183843825031,3.7054041281082943,3.6471719705945995,3.1169528521804266,0.0,1.8603641900427914,1.725510772642655
2024-06-03,23.819460531428145,55.16634247564277,4.6882066782125245,2.276691216935886,3.701538344627928,3.646382971943075,3.1162785566942075,0.0,1.859961734428106,1.725137490087354
2024-06-04,23.750468990414873,54.96011595520668,4.674627588002156,2.2700969267226156,3.8435826834684392,3.6358214573350103,3.107252455554374,0.0,2.0378932033970183,1.7201407398988324
2024-06-05,23.76965782325604,54.94015955415278,4.674796126946686,2.270178772759077,3.843721259933942,3.635952543180756,3.107364484382209,0.0,2.0379666775643392,1.7202027578241728
2024-06-06,23.788948497591598,54.9341694860523,4.678590038089228,2.2720211753596704,3.846840697984476,3.6083243431014953,3.1098863194357804,0.0,2.0396206244480486,1.7215988179374082
2024-06-07,23.78333169159157,54.925011150587686,4.680493599348525,2.272945584520231,3.8484058483532313,3.6097924491707576,3.1111516278022546,0.0,2.0404504776244874,1.7284175710012524
