date,NEW HARVEST WEALTH SECURITIES COMPANY,VICTORY SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CGS INTERNATIONAL SECURITIES HK LTD,BNP PARIBAS,LONG BRIDGE HK LTD,INTERACTIVE BROKERS HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-04-30,38.23529411764706,37.64705882352941,0.0,23.52941176470588,0.5882352941176471,0.0,0.0,0.0,0.0,0.0
2024-05-03,41.96792956071853,40.48973296057071,6.65638355988303,5.127414119991002,0.6426941739773129,0.0,5.109418683119637,0.006426941739773129,0.0,0.0
2024-05-06,39.47603795249894,38.07336677343325,13.931830543300899,5.31999758264338,0.42303740859370276,0.0,2.7134828065510366,0.022360548739952864,0.03988638423883483,0.0
2024-05-07,40.45834623722514,39.02136884484361,17.338494890058843,0.26881387426447817,0.4335707649427067,0.0,2.401982037782595,0.03592443480953856,0.041498916073087644,0.0
2024-05-08,35.35971417744817,34.103827207275486,15.229253505115576,12.39592919395875,0.5407892600010826,0.0,2.2833324311156824,0.037351810750825526,0.03897580252260055,0.010826611811833486
2024-05-09,35.65385413141491,34.3875200593867,21.740008515004966,5.211619706778162,0.5889545102234643,0.0,2.3017805093719637,0.04857919500453042,0.05676669978057487,0.010916673034725937
2024-05-10,35.66164026074708,34.39502964523984,21.74475612286123,5.24824476158239,0.5208390203422032,0.0,2.302283174825022,0.05950886081478004,0.05677909655722132,0.010919057030234868
2024-05-13,34.66475705495438,33.41820496499045,21.127201357946106,7.91427965202631,0.5060471037555697,0.0,2.2368979418629324,0.06312327604498197,0.05516656057712709,0.014322087842138766
2024-05-14,36.60934349092539,35.29016356710733,19.48185077302263,5.817275375308089,0.2823213085368586,0.0,2.3622003136903427,0.07226081111360072,0.06946000448129061,0.015124355814474568
2024-05-16,38.81675852893661,37.41803668155469,16.696165542145778,3.908699990497007,0.47752542050745983,0.0,2.5046327093034306,0.08849662643732775,0.07364819918274257,0.016036301434952008
2024-05-17,38.81675852893661,37.41803668155469,16.02382875605816,4.402855649529601,0.6557065475624821,0.0,2.5046327093034306,0.08849662643732775,0.07364819918274257,0.016036301434952008
2024-05-20,39.84366803063687,36.722274682614625,15.725294069644086,4.815864022662889,0.6435141468191515,0.0,2.016227748050222,0.14514041898366734,0.07227876286736848,0.015738117721120555
2024-05-21,40.256894998144844,37.103129030548246,15.888384364859215,3.8381125697156016,0.6501881658686549,0.0,2.0371384653439106,0.13722268355742445,0.07302838094901559,0.015901341013092103
2024-05-22,40.2495466000895,37.09635631344654,15.885484136891442,4.19601008078762,0.6500694820642061,0.0,1.6457827920013188,0.18783710577761029,0.07301505052170432,0.01589843842004852
2024-05-23,40.2495466000895,37.09635631344654,15.885484136891442,4.743622959700403,0.6500694820642061,0.0,0.9780483783592812,0.30207032998092187,0.07890336104764821,0.01589843842004852
2024-05-24,40.2495466000895,37.09635631344654,15.885484136891442,4.844313069694044,0.6500694820642061,0.0,0.8019878936335587,0.37685187366040934,0.07890336104764821,0.01648726947264291
2024-05-27,40.19868212626385,37.098322331423454,15.886326029478445,4.924655073931657,0.6501039341887539,0.0,0.8020303970698214,0.38276046849881346,0.04063149588679712,0.016488143258410425
2024-05-28,40.19868212626385,37.098322331423454,15.886326029478445,4.6102026275034005,0.7796536312191216,0.0,0.9810445238754203,0.38864909109110285,0.04063149588679712,0.016488143258410425
2024-05-29,40.2001024656534,37.099633125850204,15.56653495315435,4.744041975584908,0.9563460983552495,0.0,0.9816680701713061,0.39455165387808944,0.040632931518788315,0.0164887258337112
2024-05-30,40.210138227135396,37.10400310966883,15.568368542872793,4.544945904719276,1.1272549516175578,0.0,0.9817837013304435,0.4063771769154205,0.04063771769154206,0.0164906680487417
2024-05-31,40.21653334589965,37.109904221104344,15.570844574296386,4.700587868006551,0.9507204033787684,0.0,0.9819398466123959,0.4123322691233816,0.040644180813590475,0.016493290764935265
2024-06-03,40.21653334589965,37.109904221104344,15.570844574296386,4.880835974223343,0.774006573754462,0.0023561843949907522,0.9819398466123959,0.4182227301108584,0.02886325883863671,0.016493290764935265
2024-06-04,45.58711590080526,28.711456538867296,17.65020098019577,5.532630904210569,0.8773686951644566,0.0026708331664062604,1.113069722099809,0.47407288703711126,0.032717706288476686,0.01869583216484382
2024-06-05,45.56156156156156,28.695362028695364,15.16116116116116,8.015348682015349,0.8768768768768769,0.002669336002669336,1.1237904571237904,0.5298631965298631,0.032699366032699365,0.000667334000667334
2024-06-06,45.56156156156156,28.695362028695364,15.16116116116116,7.8158158158158155,0.8768768768768769,0.002669336002669336,1.3166499833166498,0.5365365365365365,0.032699366032699365,0.000667334000667334
2024-06-07,45.56156156156156,28.695362028695364,14.493827160493828,8.48314981648315,0.8768768768768769,0.002669336002669336,1.3166499833166498,0.5365365365365365,0.032699366032699365,0.000667334000667334
