date,CCB INTERNATIONAL SECURITIES LTD,KINGSTON SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,KAISER SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,GET NICE SECURITIES LTD
2024-06-06,0.0,64.19880122420726,27.961019010692524,0.0,0.0,4.839273320303036,3.000906444797181,0.0
2024-06-07,0.0,64.19371988463531,27.958805894097484,0.0,0.0,4.846805298423373,3.000668922843829,0.0
2024-06-11,0.0,64.1937732558707,27.958829139299862,0.0,0.0,4.8468093281008375,3.0005882767286067,0.0
2024-06-14,0.0,64.19417354296483,27.95900347954977,0.0,0.0,4.8468395508954085,2.9999834265899845,0.0
2024-06-17,0.0,64.19419489175007,27.959012777757504,0.0,0.0,4.8468411627883725,2.999951167704044,0.0
2024-06-18,0.0,61.49707010171682,26.78431237696725,0.0,4.207665675976786,4.637043891931159,2.8739079534079854,0.0
2024-06-19,0.0,61.497363991159325,26.784440376994233,0.0,4.207685784065151,4.636588160203451,2.8739216875778384,0.0
2024-06-20,0.0,61.49733950026517,26.78442971027859,0.0,4.20768410838378,4.636626138013794,2.87392054305867,0.0
2024-06-21,0.0,61.498333846249395,26.78486278576346,0.0,4.207752142120362,4.636701107282679,2.8723501185841043,0.0
2024-06-24,0.0,61.4992155592408,26.78524680529723,0.0,4.207812469441386,4.636767584524384,2.870957581496196,0.0
2024-06-25,0.0,61.499338021378094,26.785300142214485,0.0,4.207820848372785,4.636577689658997,2.8709632983756435,0.0
2024-06-26,0.0,61.499313528911614,26.78528947481404,0.0,4.207819172583836,4.636615668692577,2.8709621549979327,0.0
2024-06-27,0.0,61.49940170188222,26.78532787749541,0.0,4.2078252054303,4.636598420933664,2.8708467942584095,0.0
2024-07-02,0.0,61.49947517955086,26.785359879813992,0.0,4.207830232815569,4.636603960604505,2.8707307472150707,0.0
2024-07-04,0.0,61.49972010638106,26.785466554761577,0.0,4.207846990853226,4.636582600428874,2.8703837475752576,0.0
2024-07-05,0.0,61.49974459917138,26.785477222303065,0.0,4.207848666664334,4.6365844469876105,2.870345064873604,0.0
2024-07-08,0.0,61.501091732683335,26.786063950170558,0.0,4.207940838330883,4.634495539891448,2.87040793892378,0.0
2024-07-09,0.0,61.50111622656619,26.78607461818789,0.0,4.207942514216742,4.63449738566016,2.8703692553690225,0.0
2024-07-11,0.0,61.50121420229271,26.786117290342194,0.0,4.207949217773527,4.634345461516711,2.8703738280748596,0.0
2024-07-12,0.0,61.501410154682254,26.786202635058675,0.0,4.207962624951175,4.6343602272588,2.870064358049092,0.0
2024-07-15,0.0,61.50199801934298,26.786458672471227,0.0,4.208002846996727,4.633448669469663,2.870091791719407,0.0
2024-07-17,0.0,61.501949030192016,26.78643733583323,0.0,4.207999495130229,4.633365324147917,2.8702488146966134,0.0
2024-07-18,0.0,61.50234094558499,26.786608029888953,0.0,4.208026310211732,4.633394849833207,2.869629864481115,0.0
2024-07-25,0.0,61.5023654404629,26.78661869833967,0.0,4.208027986165673,4.633396695201033,2.8695911798307265,0.0
2024-07-29,0.0,61.502453622184916,26.786657104832607,0.0,4.208034019610915,4.633339614359981,2.8695156390115777,0.0
2024-07-30,0.0,61.502380137399,26.78662509941418,0.0,4.208028991738678,4.63333407832118,2.8696316931269554,0.0
2024-08-01,0.0,61.50358041089207,26.787147864159277,0.0,4.208111115156432,4.633384673604335,2.8677759361878867,0.0
2024-08-02,0.0,61.49206266152557,26.793166462460455,0.0,4.209056603288923,4.634425713182968,2.871288559542085,0.0
2024-08-06,0.0,61.492307630210306,26.793273199597966,0.0,4.20907337109627,4.634444175552294,2.870901623543163,0.0
2024-08-08,0.0,61.49271428253614,26.793450385123823,0.0,4.209101205951424,4.633813517400473,2.870920608988131,0.0
2024-08-16,0.0,61.36998186465373,26.8024835467824,0.0,4.2105202651276095,4.635136657513396,2.981877665922865,0.0
2024-08-19,0.0,61.37025088886011,26.802601039352,0.0,4.210538722553184,4.634997571038316,2.981611778196388,0.0
2024-08-20,0.0,61.3704220873104,26.802675807887162,0.0,4.210550468271896,4.635010500827421,2.981341135703121,0.0
2024-08-23,0.0,61.370691115376374,26.802793302142376,0.0,4.2105689259622725,4.635030819213189,2.980915837305793,0.0
2024-08-26,0.0,61.37078894434879,26.80283602758149,0.0,4.210575637889804,4.635038207761272,2.9807611824186453,0.0
2024-08-28,0.0,61.37086231628278,26.80286807175022,0.0,4.2105806718494945,4.6349640457596575,2.9807248943578486,0.0
2024-08-29,0.0,61.370891665105496,26.802880889439162,0.0,4.210582685436742,4.634966262295859,2.980678497722734,0.0
2024-09-03,0.0,61.37094057987241,26.802902252281314,0.0,4.210586041419766,4.634969956527574,2.980601169898931,0.0
2024-09-04,0.0,61.435576125851235,26.831130925404523,0.0,4.215020608091003,4.639851482065637,2.8784208585876043,0.0
2024-09-05,0.0,61.43599768263035,26.831315034447623,0.0,4.215049530591995,4.639284909503845,2.8783528428261893,0.0
2024-09-09,0.0,61.43305670943412,26.83003060542698,0.0,4.214847753976366,4.639062824519745,2.8830021066427896,0.0
2024-09-10,0.0,51.40527155773494,22.450535315175234,16.32110673015299,3.5268535373788663,3.8818235171945914,2.414409342363377,0.0
2024-09-12,0.0,51.406043738773455,22.450872554472866,16.32135189662644,3.5269065157864237,3.881881827761271,2.412943466579544,0.0
2024-09-13,0.0,51.40606089861558,22.45088004879456,16.32135734485395,3.526907693102447,3.881849742589702,2.4129442720437644,0.0
2024-09-16,0.0,51.40626681761464,22.450969981045095,16.32102215048119,3.5269218209560367,3.881865292246679,2.4129539376563525,0.0
2024-09-20,0.0,51.406335457647614,22.45099995862205,16.32104394306734,3.5269265302657185,3.8817369508528605,2.412957159544423,0.0
2024-09-23,0.0,51.40633288364306,22.45099883446147,16.321043125844312,3.5269263536663784,3.8806401854323886,2.4140586169523903,0.0
2024-09-24,0.0,51.24277311828145,22.452347908151136,16.32202385236037,3.5271382855979687,3.8808733719205195,2.574843463688561,0.0
2024-09-25,0.0,51.292052854082534,22.473940138736975,16.337720602833393,3.531572860643581,3.8835630182056144,2.481150525497904,0.0
2024-09-26,0.0,51.2921042722658,22.473962667941958,16.33773698072949,3.5315764009008035,3.8835000807143283,2.48111959744762,0.0
2024-09-27,0.0,51.29213855111192,22.473977687437042,16.33774789934513,3.5315787610762284,3.883502676082632,2.4810544249470503,0.0
2024-09-30,0.0,51.29080171006325,22.473391942004152,16.337322084149044,3.5314867165721826,3.8860077866650045,2.4809897605463656,0.0
2024-10-02,0.0,51.29105878946836,22.473504582985353,16.33740396996292,3.53150441706572,3.885960434844592,2.4805678056730587,0.0
2024-10-03,0.0,51.291315871450536,22.473617225095715,16.337485856597656,3.5315221177366953,3.885578934664541,2.480479994454856,0.0
2024-10-04,0.0,51.29923182991969,22.47708565279313,16.34000727484037,3.5320671492287117,3.88329112562429,2.4683169675938146,0.0
2024-10-07,0.0,51.3002776459347,22.477543883751142,16.340340391744544,3.5321391560065725,3.883296767279649,2.466402155283391,0.0
2024-10-08,0.0,51.301244635075314,22.479170741455924,16.340648400442305,3.532205735377361,3.871505419664863,2.475225067984234,0.0
2024-10-09,0.0,51.306704349855046,22.48156307835937,16.34238744752034,3.5325816489832724,3.870647300187923,2.466116175094049,0.0
2024-10-10,0.0,51.306790095849905,22.48160065052497,16.34241475962873,3.532587552787303,3.8706537689819673,2.465953172227116,0.0
2024-10-14,0.0,51.30998005051016,22.481795054205385,16.34343083492841,3.5328071883190857,3.866883189764716,2.4651036822722414,0.0
2024-10-15,0.0,51.31015156468525,22.48187020423525,16.343485466211742,3.5328189974546587,3.8666286991429364,2.465045068270166,0.0
2024-10-16,0.0,51.30982911898458,22.48172892259469,16.3433827597012,3.5327967963450875,3.8674066446745496,2.4648557576998886,0.0
2024-10-17,0.0,51.31000063215063,22.48180407218244,16.343437390663127,3.5328086054111862,3.8674195722396854,2.464529727352932,0.0
2024-10-18,0.0,51.31002121380761,22.48181309016673,16.3434439464031,3.5328100225044237,3.8670199998595667,2.4648917272585678,0.0
2024-10-21,0.0,51.30983254923667,22.48173042558152,16.343383852316858,3.5327970325256364,3.8674069032250054,2.4648492371143096,0.0
2024-10-22,0.0,51.30955813051927,22.48161018727004,16.34329644352576,3.5327781381815635,3.8685895795183485,2.4641675209850127,0.0
2024-10-23,0.0,51.30960958380519,22.481632731855473,16.343312832602873,3.532781680855683,3.8685934589445803,2.4640697119361925,0.0
2024-10-24,63.51945880159114,18.718033273878007,8.201425677165867,5.962132159793583,1.28877856580836,1.4112723911328637,0.8988991306301721,0.0
2024-10-25,63.5198151067804,18.71813827055956,8.201471682131638,5.962165603696721,1.2887857950653383,1.4112803075050413,0.8983432342613066,0.0
2024-10-29,63.51985383584618,18.718149683313314,8.201476682702493,5.962169238926192,1.288786580859027,1.4112811679856296,0.8982828103671714,0.0
2024-10-30,63.51955175038558,18.71806066420311,8.201437678411526,5.9621408842538814,1.2887804516936658,1.4112744562648696,0.8987541147873659,0.0
2024-11-01,63.51960287233847,18.718075728916087,8.20144427911161,5.96214568271793,1.2887814889329365,1.4112731532345393,0.8986767947484285,0.0
2024-11-06,63.51961061809609,18.71807801145047,8.20144527921861,5.962146409758611,1.2887816460905475,1.4112733253291256,0.8986647100565494,0.0
2024-11-07,63.51974229626459,18.718116814620178,8.201462281074935,5.962158769477317,1.2887843177757974,1.4111908908133142,0.898544629973869,0.0
2024-11-11,63.51937824618934,18.718009535661093,8.201415276114703,5.962124598615311,1.2887769313788928,1.41118280286882,0.8991126091718347,0.0
2024-11-12,63.51938754103297,18.718012274683048,8.201416476234645,5.96212547105798,1.2887771199666969,1.4111683762849259,0.8991127407397331,0.0
2024-11-13,63.52217921549923,18.71883493055158,8.201776928150984,5.962387506226871,1.2888337616680385,1.4112255191680834,0.8947621387352165,0.0
2024-11-15,63.52225667944387,18.7188577577721,8.201786930043264,5.962394777231445,1.2888353333733609,1.4112272401275474,0.8946412820084184,0.0
2024-11-18,63.508966631442874,18.71494142149677,8.20007096232278,5.961147332368299,1.2885656848384806,1.4318538612652256,0.8944541062655673,0.0
2024-11-19,63.509248483821956,18.71502447828456,8.20010735418415,5.961173787901223,1.2885714034845732,1.4318602158233094,0.894014276500231,0.0
2024-11-20,63.55720753312172,18.729157140897136,8.206299670456998,5.965675372070514,1.289544468997728,1.3552057500964965,0.8969100643594108,0.0
2024-11-21,63.63066328060568,18.75080321835912,8.215784037372531,5.972570154908067,1.2910348499719815,1.1797826543439631,0.9593618044386515,0.0
2024-11-22,63.664726660729364,18.760841079112424,8.220182190090899,5.975767448744292,1.2917259791945948,1.126881262879524,0.9598753792489064,0.0
2024-11-25,63.66379293154011,18.760565926043384,8.220061630018554,5.975679806044986,1.2917070342887647,1.1268647356440646,0.961327936420143,0.0
2024-11-26,63.74216577554663,18.783660982732464,8.230180876425162,5.98303612271584,1.2932971807321176,1.0051476897426022,0.9625113721051827,0.0
2024-11-27,63.74119701392027,18.783375506239135,8.23005579307862,5.982945191764023,1.2932775250353754,1.007775566161564,0.9613734038010135,0.0
2024-11-29,63.739141028035526,18.782769644461858,8.229790330876245,5.9827522105926665,1.293235810093374,1.0109734760126967,0.9613374999276338,0.0
2024-12-02,63.20523563256552,18.625437400987828,8.160854204810333,5.932638204763963,1.2824031323150498,1.002650751350632,0.9547288768452259,0.8360517963614542
2024-12-03,63.203893537629575,18.625041909934513,8.160680917882571,5.932512231597157,1.2823759018691463,1.002483857119578,0.956977600263218,0.836034043704244
2024-12-04,63.217516530410144,18.629056359002046,8.162439874348799,5.933790927683396,1.2826523056897865,1.0050300994310606,0.9332996606145452,0.8362142428202195
2024-12-10,63.21752420266844,18.629058619877515,8.162440864965808,5.933791647825204,1.2826524613561323,1.005030221404383,0.9332876375969452,0.8362143443055674
2024-12-11,63.21479299638465,18.62825378288642,8.162088220504279,5.933535288386273,1.282597046524461,1.0093556747984813,0.933198773437258,0.8361782170781796
2024-12-12,63.21493108541989,18.628294475222358,8.16210605011084,5.9335482498486884,1.2825998482830423,1.0095035091295157,0.9328367383248458,0.8361800436608166
2024-12-16,63.21402584606353,18.628027717590715,8.161989168552946,5.933463281292899,1.2825814814219036,1.0109453266836732,0.9327991088521627,0.8361680695421783
2024-12-19,63.21411790311894,18.62805484513649,8.162001054660168,5.933471922051825,1.2825833492142635,1.0108011713198983,0.9328004672649217,0.836169287233494
2024-12-20,63.21439407589391,18.628136228247886,8.16203671318955,5.933497844479604,1.2825889526239835,1.0107327732474118,0.9324404719889289,0.8361729403287212
2024-12-23,63.214401747394334,18.62813848890002,8.162037703708704,5.933498564550275,1.2825891082749523,1.0107207602206953,0.9324405851469773,0.8361730418040444
2024-12-27,63.21448613402182,18.628163356109706,8.16204859943525,5.933506485339198,1.2825908204381036,1.0106007524366474,0.9324296941850502,0.8361741580342237
2024-12-30,63.21448766832623,18.628163808241407,8.16204879753964,5.9335066293537375,1.282590851568385,1.010598349824834,0.932429716816429,0.8361741783293455
2025-01-02,63.21461501585134,18.628201335248995,8.162065240237391,5.933518582584909,1.2825934353870112,1.0104037869285671,0.9324267409338985,0.8361758628278853
2025-01-03,63.21479913366229,18.628255591430907,8.162089012929584,5.933535864450066,1.282305912750119,1.0104067298134265,0.9324294567041421,0.8361782982594607
2025-01-06,63.21480987390103,18.628258756384607,8.162090399674236,5.933536872561975,1.2823061306147938,1.0103899114120458,0.9324296151245612,0.8361784403267405
2025-01-07,63.21648999904346,18.628753858813273,8.162307331961504,5.933694574285715,1.2823402117861935,1.0106716234122273,0.9295417363948375,0.8362006643027984
2025-01-08,63.21636724715053,18.6287176860552,8.162291482636817,5.933683052414744,1.282337721776255,1.0109609264419148,0.9294428429312218,0.8361990405933136
2025-01-14,63.21637031594205,18.62871859037244,8.162291878869183,5.9336833404609735,1.2823377840263857,1.010956121092664,0.929442888050333,0.8361990811859739
2025-01-15,63.216551375168685,18.62877194524499,8.162315256646929,5.93370033523798,1.2823414567947888,1.0106726046610772,0.929445550085652,0.8362014761599054
2025-01-17,63.21609259151675,18.62863675001782,8.162256019995764,5.933657272390513,1.2823321504140426,1.0106628426698974,0.9301669654290357,0.8361954075661805
2025-01-20,63.216944185192304,18.62888769923961,8.162365974998043,5.933737205597374,1.2823494249070473,1.0094628400478451,0.930045997935062,0.8362066720827208
2025-01-21,63.21700556219946,18.628905785931213,8.16237389979734,5.93374296663242,1.2823506699335323,1.0094152753863652,0.9299983561681772,0.8362074839514936
2025-01-22,63.217220382663065,18.628969089628402,8.162401636716064,5.933763130343176,1.2823550275452698,1.009418705524435,0.9296617020749687,0.8362103255046135
2025-01-23,63.21815179970396,18.629243561349227,8.162521898251338,5.93385055601711,1.2823739212473004,1.0094335778927237,0.928202039647887,0.8362226458904548
2025-01-24,63.214401662071786,18.631142928313004,8.163354118002161,5.934455548897093,1.282504667224892,1.009536495908888,0.9282966756047365,0.836307903977437
2025-01-27,63.212051214617304,18.632167390545188,8.163802992664012,5.934781864121113,1.2825751877291482,1.0095920068357296,0.9286754538254884,0.836353889662019
2025-02-03,63.21035978953198,18.633171608556985,8.164242997191568,5.935101731086621,1.2826443146899578,1.009355085660709,0.9287255066507074,0.8363989666314681
2025-02-05,63.21041043192335,18.63318653693854,8.164249538157168,5.935106486125917,1.2826453423090947,1.0092951994544352,0.9287068283603219,0.8363996367311787
2025-02-10,63.207788643533156,18.6332724886916,8.16428719846604,5.9351338637731095,1.2826512589361572,1.012917286318866,0.9275457653791527,0.8364034949019159
2025-02-11,63.1519061217809,18.631827247545136,8.16365395683884,5.934673520606072,1.2825517734390657,1.0128387220333364,0.9862100363087439,0.8363386214479044
2025-02-12,63.151476090609485,18.633935248575163,8.164577590936624,5.935344968324437,1.2826968810779222,1.009214359946544,0.9863216159055674,0.8364332446242597
2025-02-13,63.15099297729977,18.634179554212835,8.16468463501014,5.935422785394097,1.2827136982491365,1.009227591545477,0.9863345473625089,0.8364442109260348
2025-02-14,63.14838540523313,18.635645522577125,8.165326958400044,5.9358897306656475,1.2828146105375793,1.009064176891963,0.9863635809187263,0.8365100147757909
2025-02-17,63.14791754030007,18.63589439813267,8.165436004812229,5.935969003361223,1.2828317422864353,1.0090533712774092,0.9863767536196061,0.836521186210362
2025-02-18,63.14779480466489,18.635987162540317,8.165476650129163,5.935998550998523,1.2828381278735257,1.0090583940703202,0.9863209595382205,0.8365253501850372
2025-02-19,63.14069430395125,18.63604146408551,8.165500442697567,5.936015847312948,1.2828418658076617,1.0090613342649828,0.9933169542272237,0.8365277876528628
2025-02-20,63.138975813331356,18.63691033184748,8.165881142649791,5.93629260205264,1.282901675716491,1.009108379709955,0.9933632656223024,0.836566789069987
2025-02-21,63.135847560832815,18.639169767240716,8.166871128679777,5.937012285163781,1.2830572075831226,1.0092307183995837,0.9921431223237668,0.836668209776444
2025-02-25,63.13560197644619,18.639312358162087,8.166933605801532,5.937057703713132,1.2830670230583656,1.0092020101869243,0.9921507122863944,0.836674610345375
2025-02-26,63.134586567189054,18.63931371618135,8.166934200826335,5.937058136274085,1.2830671165398042,1.0091340831032873,0.9932315085824418,0.8366746713036453
2025-02-27,63.13294421326362,18.64016251693352,8.16730610829021,5.937328499200986,1.2831255451037622,1.0091800372506246,0.9932403079970727,0.8367127719602003
2025-02-28,63.13263708609348,18.64041604041726,8.167417191221784,5.937409252370593,1.2831429968002257,1.0090358951353282,0.9932173859320662,0.8367241520292661
2025-03-03,63.119233137943255,18.64726197000334,8.170416778938602,5.939589841343357,1.2836142473659813,1.009406476385926,0.9934460984162565,0.8370314496032764
2025-03-04,63.105535498501794,18.65187389449697,8.172437523073938,5.941058847351611,1.2839317166007311,1.0096561273244908,0.9982679246736315,0.8372384679768357
2025-03-05,63.1055508346008,18.651878427332047,8.17243950916454,5.941060291165786,1.2839320286257188,1.009656372694191,0.9982438649718425,0.8372386714450725
2025-03-06,63.100181065278974,18.654601699577768,8.173632728270158,5.941927717182105,1.284119489447564,1.0098037878292503,0.9983725997243034,0.8373609126898819
2025-03-07,63.091862722631575,18.65882667962593,8.175483930228479,5.943273472318398,1.2844103227395178,1.0099935946673066,0.9985987157455616,0.8375505620432264
2025-03-10,63.1188770344584,18.47713025837521,8.221199857997943,5.9765072555529395,1.291592528715559,1.060954382950795,1.01150467837214,0.842234003577014
2025-03-11,63.072191879251314,18.482362610756816,8.223527936766406,5.978199682436064,1.2919582817924267,1.0974959854648076,1.0117911161922382,0.8424725073399283
2025-03-12,63.048398284392974,18.487733596750434,8.22591769906556,5.979936950957282,1.2923337256673242,1.1108772694796485,1.012085143315717,0.8427173303710648
2025-03-13,63.040252394500385,18.49688456838665,8.229989325214436,5.9828968720930025,1.2929733989515708,1.0986519910246069,1.0152169951879013,0.8431344546414474
2025-03-14,63.02511852454761,18.502917169896964,8.232673466203131,5.984848142998824,1.2933950912236112,1.1057671792261488,1.015543203288103,0.8397372226156092
2025-03-17,63.012443555194274,18.507348352806815,8.234645073254649,5.986281428170336,1.2937048407712792,1.1098520108838101,1.0157864112993216,0.8399383276195096
2025-03-18,63.0076247231563,18.51512844297632,8.238106740477987,5.988797931799237,1.2942486863898979,1.0995886296165847,1.0162134260030062,0.8402914195806663
2025-03-19,62.9777059148332,18.520248461350402,8.240384837441171,5.9904540237644595,1.2946065870696235,1.104891588496566,1.0311848003204096,0.8405237867241667
2025-03-20,62.96557076889337,18.52636806658058,8.243107689796803,5.9924334363976905,1.2950343610953223,1.1052566754098356,1.0314274826640188,0.8408015191623713
2025-03-21,62.949230711449864,18.524242997616426,8.242162163277152,5.991746073700929,1.2948858140450648,1.1257179923053602,1.031309172668001,0.8407050749372018
2025-03-24,62.884686721316854,18.516972412236274,8.23892719471553,5.989394371587615,1.2943775839452019,1.1252761589317597,1.1099904509025098,0.8403751063642542
2025-03-25,62.88311252964876,18.525039841345155,8.242516710301384,5.992003816232355,1.2949415151951995,1.1257664164878005,1.0958779318606142,0.8407412389287214
2025-03-26,62.86913323359686,18.5340119000464,8.246508731069177,5.994905867209722,1.2955686820670937,1.1223144706322898,1.0964086881352706,0.8411484272431775
2025-03-27,62.855355858104055,18.540233840707398,8.249277116471205,5.996918380678214,1.2960036095671699,1.1241630837208063,1.0966173066739835,0.8414308040771639
2025-03-28,62.793547105880876,18.54214877458667,8.250129145650858,5.9975377742779425,1.2961374677073068,1.1822759825657805,1.0967060378083502,0.8415177115222173
2025-03-31,62.791411035599424,18.543213303179723,8.250602796168856,5.997882100630095,1.2962118806252307,1.1823438585494983,1.096769001111558,0.8415660241356239
2025-04-01,62.781229260942496,18.56083215428421,8.258442113972693,6.003580993801708,1.2974434775308592,1.1827305221795543,1.073375838424195,0.8423656388642804
2025-04-02,62.76293861276909,18.56964729746377,8.26236431687123,6.0064322897786635,1.2980596756585483,1.183906482202363,1.0738856195386695,0.8427657057176632
2025-04-09,62.76294169690395,18.569648209965603,8.26236472287908,6.006432584931306,1.2980597394444573,1.1839065403788496,1.0738807583660683,0.8427657471306872
2025-04-23,62.76294478103911,18.569649122467524,8.26236512888697,6.0064328800839775,1.2980598032303725,1.1839065985553419,1.0738758971929894,0.8427657885437154
2025-04-24,62.76296020171945,18.56965368497848,8.26236715892702,6.00643435584777,1.298060122160043,1.1839068894378886,1.0738515913204285,0.8427659956089172
2025-04-30,62.76286767775105,18.569626309946376,8.262354978701685,6.00642550127589,1.2980582085843713,1.1840525622526596,1.0738500082687308,0.8427647532192323
