date,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,SINOPAC SECURITIES (ASIA) LTD,EAST ASIA SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,SHANGHAI COMMERCIAL BANK LTD,PHILLIP SECURITIES (HONG KONG) LTD,HANG SENG BANK LTD,EVERBRIGHT SECURITIES INVESTMENT,INTERACTIVE BROKERS HONG KONG LTD
2024-03-04,0.0,0.0,0.0,0.0,70.82626197455714,0.0,0.0,0.0,0.0,29.173738025442862
2024-03-05,77.11486646602442,0.0,0.0,0.0,11.739202061814616,0.0,6.24771994588348,0.0,0.0,4.898211526277481
2024-03-08,77.1139701192345,0.0,0.0,0.0,11.739065610873745,0.0,6.283680261347118,0.0,0.0,4.863284008544641
2024-03-11,77.11845206157048,0.0,0.0,0.0,11.7339357956426,0.0,6.284045475231781,0.0,0.0,4.863566667555143
2024-03-19,61.68868208648468,0.0,20.059954707826126,0.0,9.3862236023968,0.0,4.9746696840868685,0.0,0.0,3.8904699192055214
2024-03-21,61.681556046639976,0.0,20.063685929937925,0.0,9.387969472991308,0.0,4.975594990140372,0.0,0.0,3.891193560290422
2024-03-26,61.69016198692643,0.0,20.06648525755068,0.0,9.3753270921253,0.0,4.976289195606628,0.0,0.0,3.891736467790965
2024-03-27,61.67295250712134,0.0,20.060887383243397,0.0,9.400608327058373,0.0,4.9749009783340865,0.0,0.0,3.8906508042428065
2024-03-28,61.7016403102399,0.0,20.07021890969444,0.0,9.358465095620332,0.0,4.977215104283941,0.0,0.0,3.892460580161388
2024-04-02,61.69807700418336,0.0,20.072086256838713,0.0,9.35933581373007,0.0,4.977678187843379,0.0,0.0,3.8928227374044786
2024-04-03,61.691763175114566,0.0,20.070032194089375,0.0,9.370472085488878,0.0,4.977168800666929,0.0,0.0,3.8905637446402532
2024-04-05,43.68954998340469,29.198191050373403,14.212987027224338,0.0,6.624683720170814,0.0,3.52467972707178,0.0,0.0,2.749908491754975
2024-04-09,43.684369570517525,29.194728925328477,14.211301746849767,0.0,6.623898209747146,0.0,3.536777861848423,0.0,0.0,2.748923685708658
2024-04-10,43.68362761312502,29.19511356534375,14.211488980488241,0.0,6.623985479483922,0.0,3.536824458831539,0.0,0.0,2.74895990272753
2024-04-11,43.68420315169605,29.195498215494403,14.21167621906038,0.0,6.624072751520282,0.0,3.5368710570424997,0.0,0.0,2.7476786051863775
2024-04-12,43.69583887394826,29.20415552429145,14.215890391692199,0.0,6.6194474495085265,0.0,3.5181512485688446,0.0,0.0,2.746516511990716
2024-04-15,43.692704316113094,29.206465007162823,14.217014593189264,0.0,6.619970919549968,0.0,3.5184294661684157,0.0,0.0,2.7454156978164304
2024-04-16,43.69241638081351,29.23263257092403,14.210989895150918,0.0,6.619927293884316,0.0,3.4986362537240057,0.0,0.0,2.7453976055032214
2024-04-25,43.68591634887978,29.22916540277056,14.209304385251178,0.0,6.6520882654109545,0.0,3.4784536130507653,0.0,0.0,2.745071984636769
2024-04-26,43.70031391338331,29.238798456840204,14.2139873447387,0.0,6.654280593691758,0.0,3.4400516148699287,0.0,0.0,2.7525680764760962
2024-04-29,43.69833649378814,29.238798456840204,14.2139873447387,0.0,6.654280593691758,0.0,3.4400516148699287,0.0,0.0,2.754545496071266
2024-04-30,13.224159679613734,8.848358327971209,4.3014918510125355,0.0,2.022520885958059,0.0,1.0410417309047868,0.0,0.0,0.8335912166813351
2024-05-02,43.675169151504015,29.228587621370917,14.209023505805513,0.0,6.680948797519158,0.0,3.4526873759738432,0.0,0.0,2.753583547826554
2024-05-03,42.06052886413551,28.211521053472016,13.686823213616464,0.0,6.473496779744131,3.61991308641613,3.294061882107655,0.0,0.0,2.65365512050809
2024-05-06,42.0664027075912,28.215460853155705,13.688734607960127,0.0,6.511218203577027,3.6204186150760633,3.2437393034781534,0.0,0.0,2.6540257091617314
2024-05-07,42.12185777370298,28.199645923163956,13.706780117768695,0.0,6.545226549954414,3.6061227405472613,3.1717411219821576,0.0,0.0,2.648625772880537
2024-05-10,42.13766004548583,28.166986862395905,13.7119222999073,0.0,6.553404751736033,3.6074755994817984,3.172931020003838,0.0,0.0,2.649619420989293
2024-05-13,42.23633009025613,27.96500245005641,13.744030299871188,0.0,6.568750282065759,3.6159229071520493,3.1931077274217707,0.0,0.0,2.6768562431766854
2024-05-17,38.98601441078263,25.812943174411558,12.686352298790876,7.700251137375451,6.056777871474919,3.339422840262664,2.9473806935978413,0.0,0.0,2.4708575733040643
2024-05-20,37.830716423823425,25.042873603614048,12.310409348628864,7.472064574256815,5.877293423317565,3.240463545672808,2.8600390395821846,0.0,0.0,5.36614004110429
2024-05-21,37.830932387739466,25.036737004243538,12.31047962496678,7.472107229973621,5.87732697497673,3.246190736688975,2.860055366664762,0.0,0.0,5.366170674746126
2024-05-22,37.83028450338845,25.036308230510464,12.310268798360108,7.473691842616631,5.877226321148432,3.247847721462196,2.860006385976258,0.0,0.0,5.364366196537464
2024-05-23,37.82704541447066,25.0341645821188,12.309214773634595,7.4747643649744715,5.876723103715784,3.247569635592651,2.8597615076965615,0.0,0.0,5.370756617796473
2024-05-24,37.83482015991359,24.987926445236432,12.311744736268968,7.476300683488033,5.877930970353776,3.248237121698115,2.8603492860309836,0.0,0.0,5.4026905970101
2024-05-27,37.85446050803467,24.983932518570214,12.3097768976923,7.475105714520523,5.871853945921643,3.2431512490627643,2.8598921042270744,0.0,0.0,5.401827061970807
2024-05-28,37.85546353037524,24.984217756705267,12.309917436728844,7.475191056778463,5.871920984073768,3.241475746224576,2.859924755223456,0.0,0.0,5.401888733890385
2024-05-30,39.107865579268875,25.81079026673133,12.717176109102518,7.71955003291306,6.066186360470351,3.345767391652326,2.9545418933876593,0.0,0.0,2.2781223664738843
2024-05-31,13.228149108743581,8.730311120019064,4.3014918510125355,2.6100840082017873,2.051843190062428,1.131681361263433,0.9993521964978956,0.0,0.0,0.7705582364297674
2024-06-05,39.11399130341844,25.81444391179808,12.718976288301754,7.705897466360484,6.06704505916345,3.346241001580526,2.954960123410906,0.0,0.0,2.2784448459663644
2024-06-06,39.10752658024995,25.81718482448411,12.72032675719355,7.706715659159638,6.067689242738592,3.346596297028418,2.9552738736399116,0.0,0.0,2.2786867655058307
2024-06-07,39.1213726098665,25.826325405261112,12.724830392079555,7.709444223776068,6.03443248450238,3.3477811602886454,2.956320189097767,0.0,0.0,2.279493535127972
2024-06-13,39.1213726098665,25.903036293059877,12.724830392079555,7.632733335977301,6.03443248450238,3.3477811602886454,2.956320189097767,0.0,0.0,2.279493535127972
2024-06-18,39.13837046841407,25.9086236468216,12.730359207982906,7.636049684891488,5.999272618302378,3.3492357388684475,2.9576046816664894,0.0,0.0,2.280483953052634
2024-06-20,39.137292577441116,25.909082501961777,12.730584669236213,7.636184923285327,5.9993788685268505,3.3492950555676053,2.957657062376839,0.0,0.0,2.280524341604269
2024-06-21,38.20688008657007,25.293144801643475,12.370308331856378,7.454649580206407,5.850992222503868,3.269672124340397,2.8873445575170997,2.440698954168855,0.0,2.2263093411934562
2024-07-02,38.20723620825592,25.2929990340017,12.370237040180802,7.4546066181035116,5.850958502484274,3.2696532808000356,2.8873279173796065,2.4406848881073344,0.0,2.2262965106868084
2024-07-03,37.368801569432186,24.624932947893992,12.095313249029566,7.288930834661922,5.720923185606625,3.196986486074291,2.823158157757021,2.38644159913361,2.3165670399145855,2.1779449304961984
2024-07-04,37.38586592371426,24.59051314329249,12.10083653855895,7.292259303675548,5.723535628499083,3.1984463806318404,2.8244473446983998,2.3875313607318085,2.3176248934990475,2.1789394826985697
2024-07-08,37.39725467967769,24.542862548684866,12.112376696262348,7.299213684235135,5.728993970454487,3.201496630548096,2.8271409244091004,2.3898082684759023,2.3198351338145065,2.181017463437866
2024-07-09,37.430769554267386,24.47581376595749,12.12304870305487,7.305644895876882,5.734041688511825,3.204317414168373,2.82963186965505,2.3919138874401695,2.321879100653256,2.1829391204147006
2024-07-12,37.469920894214034,24.396817979211598,12.135729008766326,7.313286357440566,5.740039305394635,3.207669023602884,2.8325915704726397,2.3944157498075604,2.3243077089631363,2.1852224021266164
2024-07-15,37.685083267007506,23.9801157153867,12.198421229665557,7.3510662191603515,5.76969189666823,3.2242395893145996,2.8472245155824956,2.406785113115121,2.336314899649649,2.2010575544497906
2024-07-16,37.741684649822425,23.88098453858525,12.211954529124196,7.359221715565267,5.776092968311157,3.227816658762117,2.8503833130424203,2.4094552737084585,2.338906878445212,2.203499474633497
2024-07-17,37.78374208830637,23.79674048613969,12.225378626124746,7.367311403904894,5.782442388635798,3.2313648642376513,2.8535166216370254,2.412103888329124,2.3414779421301137,2.2059216905545926
2024-07-19,37.780299160079444,23.80368427568151,12.224264625794703,7.366640080129453,5.781915481214245,3.2310704159726664,2.853256603640405,2.4118840927211624,2.3412645820960325,2.2057206826703806
2024-07-22,37.780944661326934,23.802382411536772,12.224473485391925,7.366765944017967,5.782014269041206,3.2311256209347916,2.8533053534051764,2.4119253013464315,2.3413045841405378,2.2057583688582594
2024-07-23,37.78129901046302,23.802246852525176,12.224403864733189,7.366723988910582,5.781981339390476,3.2311072190711485,2.853289103298493,2.4119115649815477,2.3412912499738234,2.2057458066525464
2024-07-26,37.78165335556296,23.80211129505763,12.224334244867451,7.366682034281082,5.781948410114824,3.2310888174171075,2.853272853376904,2.4118978287731254,2.3412779159589894,2.2057332445899207
2024-08-02,37.78574207253109,23.62811826281116,12.225657157932709,7.533226178041849,5.782574130496905,3.2314384846894466,2.8535816335411948,2.412158843490642,2.341531288214883,2.205971948250119
2024-08-09,37.782083705152836,23.62583061852204,12.224473485391925,7.5421786932067985,5.782014269041206,3.2311256209347916,2.8533053534051764,2.4119253013464315,2.3413045841405378,2.2057583688582594
2024-08-13,37.77132790569107,23.619104819642505,12.220993423615537,7.568499575676083,5.780368245850738,3.2302057844460004,2.8524930747488715,2.4112386747151286,2.340638061807295,2.2051304338067754
2024-08-14,37.746027545838906,23.615743356023135,12.219254135649301,7.601579154205368,5.779545585647764,3.229746062567868,2.852087108825586,2.4108955079802095,2.340304942929549,2.204816600332314
2024-08-15,37.724214341497735,23.581544240640078,12.217167643470418,7.662891120425843,5.778558702444577,3.2291945690131456,2.8516001022227284,2.410483836812259,2.3399053254156312,2.2044401180575868
2024-08-19,37.72636165637363,23.57719439559466,12.217863061686018,7.663327302872118,5.77888762606246,3.229378379270198,2.8517624192762847,2.410621044912978,2.3400385160890798,2.2045655978625653
