date,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,QUAM SECURITIES LTD,CMB WING LUNG BANK LTD,FULBRIGHT SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,JIN YI FINANCIAL GROUP LTD
2024-10-31,69.16455364577972,14.83691533257857,6.036612180356859,2.5066197591624015,2.4603048364007223,1.6373962592512887,1.5517838262675787,1.2575203271049897,0.0,0.5482938330978602
2024-11-04,69.16584795321637,14.837192982456141,6.0367251461988305,2.504795321637427,2.4603508771929827,1.6374269005847955,1.551812865497076,1.2575438596491229,0.0,0.5483040935672515
2024-11-08,69.17555680329403,14.839275687815833,6.023535466966124,2.5051469212053155,2.460696238068501,1.6376567471457981,1.5520306943664608,1.2577203818079732,0.0,0.5483810593299644
2024-11-21,69.1729675101063,14.838720242551279,6.02331000149723,2.5050531516694114,2.460604132355143,1.6375954484204223,1.551972600688726,1.2576733043868842,0.0,0.5521036083245995
2024-11-22,69.15937690040698,14.835804836974317,6.027740094494082,2.5045609767507133,2.4601206904617112,1.6372737053842914,1.5516676802170557,1.2621041306076624,0.0,0.5613509847031857
2024-11-25,69.15484788384538,14.834833289675561,6.02734535793137,2.5043969614190025,2.4599595853758935,1.6371664857987502,1.5515660666841298,1.2620214796242937,0.0,0.5678628896456236
2024-12-04,69.15031946042525,14.833861869615244,6.02695067306523,2.5042329675675172,2.4597985013891615,1.6370592802551942,1.551464466458994,1.2619388394652895,0.0,0.5743739417581081
2024-12-06,69.15609012429971,14.831087084615458,6.025823286787194,2.503764532028919,2.4593383776503708,1.6367530560517776,1.5511742534067845,1.2617027843507702,0.0,0.5742665008090236
2024-12-09,69.15955148647258,14.829422711842216,6.025147057448261,2.5034835548157224,2.459062386024633,1.6365693765138265,1.5510001776846751,1.261561193666944,0.0,0.5742020555311369
2024-12-10,69.15696451115163,14.82886800392762,6.02492168139524,2.5033899097582646,2.4589704025810075,1.6365081591621078,1.5509421611259175,1.2615140038341048,0.0,0.5779211670641043
2024-12-11,69.15373106414812,14.82817467738919,6.024639985038339,2.507948382270432,2.4588554329530576,1.6364316439124744,1.550869646530765,1.2614550215073874,0.0,0.5778941462502338
2024-12-12,69.15437772935972,14.828313337510169,6.024696322202376,2.507036721869477,2.4588784260185714,1.636446946389998,1.550884148907321,1.2614668175314898,0.0,0.5778995502108679
2024-12-16,68.44679738441106,14.676591589576518,5.963052260873992,2.490640430563333,2.433719439675319,1.6197029927483584,1.5350156648418012,1.248559621267163,0.9824655581727898,0.603455057869674
2024-12-19,68.44553039663478,14.676319917813164,5.962941881504722,2.490594327442351,2.4336743901931115,1.619673011157233,1.5349872508595837,1.24853650974349,0.9824473721962302,0.6052949424553317
2024-12-20,68.387425108145,14.672789099909783,5.96150732147401,2.4899951421499456,2.4330888986559946,1.6192833514538854,1.5346179647921534,1.2482361377778806,1.003493025515279,0.6495639501260727
2024-12-30,68.34631834470002,14.663969483296729,5.957923939428968,2.4884984394867646,2.4316264015720725,1.6183100219627786,1.5336955265287249,1.2474858397873079,1.0629984972835511,0.649173505953069
2025-01-03,68.34972465356286,14.664105089400897,5.952430492941791,2.4885214520536545,2.4316488882107334,1.618324987400184,1.5337097094875458,1.2474973760016277,1.0630083274380067,0.6510290235027025
2025-01-07,68.34909259045197,14.663969483296729,5.951450699341117,2.4884984394867646,2.4316264015720725,1.6183100219627786,1.5336955265287249,1.2474858397873079,1.0629984972835511,0.6528725002889839
2025-01-08,68.34782849929951,14.663698278612348,5.9513406294647195,2.4884524156298116,2.4315814295423963,1.6182800919183091,1.533667161398009,1.2474627679987425,1.062978837520055,0.6547098886160931
2025-01-09,68.34593245023926,14.663291490394617,5.953024943939709,2.488383383036272,2.4315139746168253,1.6182351989273411,1.5336246156691402,1.2474281619159904,1.0629493492382736,0.6556164320225628
2025-01-10,68.31371570380846,14.656379542209097,5.950218820908835,2.4872104146737097,2.4303678132235302,1.6174723989888486,1.5329016992702889,1.2468401521348325,1.0624482986501038,0.7024451561323001
2025-01-13,68.29351677746926,14.652045959593627,5.948459466576731,2.486474998960504,2.429649204669879,1.6169941464811897,1.5324484525366018,1.2464714877732141,1.0621341550743586,0.7318053508646298
2025-01-21,68.29099275151414,14.651504441949745,5.951935470458609,2.4863831025736975,2.4295594084792036,1.6169343848026647,1.5323918155401253,1.2464254200564542,1.0620949001889504,0.731778304436406
2025-01-22,68.26891548014353,14.646767869430885,5.950011314881609,2.485579298846806,2.4287739748486343,1.616411658484545,1.5318964203409244,1.246022472740372,1.0617515436731337,0.7638699666095534
2025-01-23,68.25630630422637,14.64406263130919,5.948912355877342,2.485120215728013,2.42832538359599,1.6161131094477972,1.5316134811538125,1.245792334082902,1.061555439605853,0.7821987449727339
2025-01-27,68.25819738367126,14.64446835331982,5.949077173847795,2.4824185110106525,2.4283926617196845,1.6161578847725604,1.531655915368738,1.2458268494618194,1.0615848505977477,0.7822204162299192
2025-02-04,68.25189419298837,14.643116034037758,5.948527816125919,2.482189276166643,2.428168415803641,1.6160086433376581,1.5315144771288605,1.2457118056357148,1.0614868202952217,0.7913825184802131
2025-02-11,68.24874303417008,14.642439968050674,5.952870129690249,2.48207467462014,2.428056308375617,1.6159340329558205,1.5314437678041304,1.2456542916899438,1.0614378119329804,0.7913459807103645
2025-02-14,68.25548493115275,14.639330868403198,5.9516061281671355,2.4815476437760515,2.427540747510836,1.6155909139167,1.5311185889890555,1.2453897959277878,1.0612124317412839,0.7911779504152068
2025-02-17,68.24918420190252,14.637979497736072,5.951056729699666,2.4813185697340057,2.427316658897161,1.615441777170577,1.5309772499642296,1.245274832801776,1.0611144702043303,0.8003360118896515
2025-02-19,68.24414445598246,14.636898580823814,5.950617283950618,2.481135340948425,2.4271374177916236,1.615322487596631,1.5308641975308643,1.2451828775816316,1.0610361139956155,0.8076612437983155
2025-02-26,68.24477438351802,14.637033686707621,5.950672211119983,2.481158243066741,2.427159821482141,1.6153373978299097,1.5299552782303287,1.245194371241456,1.0610459078888463,0.8076686989149549
2025-02-28,68.24002842757659,14.635817823536742,5.950177903097037,2.480952139221287,2.4269582031556456,1.615203215638859,1.5298281885265193,1.2450909359410405,1.0683415554868454,0.8076016078194295
2025-03-04,68.24191799155456,14.636223088815562,5.950342663313105,2.485635830814316,2.427025405542608,1.6152479405588758,1.5298705494150495,1.245125412465099,1.0609871472413874,0.8076239702794379
2025-03-05,68.22680440911168,14.632981594865571,5.949024837011438,2.4850853354126965,2.426487890630407,1.6148902105355436,1.5295317279786649,1.244849653721399,1.0690573193745299,0.8212870213580765
2025-03-07,68.23247121795907,14.634196986826014,5.949518953464227,2.4852917426112637,2.4266894308192786,1.6150243407239924,1.5296587684285812,1.2449530489352374,1.0608402740927023,0.8213552361396305
2025-03-11,68.22680440911168,14.632981594865571,5.949024837011438,2.4850853354126965,2.426487890630407,1.6148902105355436,1.5295317279786649,1.244849653721399,1.0690573193745299,0.8212870213580765
2025-03-13,68.23247121795907,14.634196986826014,5.949518953464227,2.4852917426112637,2.4266894308192786,1.6150243407239924,1.5296587684285812,1.2449530489352374,1.0608402740927023,0.8213552361396305
2025-03-14,68.23561985187237,14.634872291825292,5.949793498073418,2.48079185990171,2.4268014120578667,1.615098867123509,1.529729355575552,1.2450104981426364,1.0608892272905563,0.8213931381370988
2025-03-17,68.22491568199538,14.632576509073125,5.948860149765386,2.4877848472125463,2.42642071800645,1.614845505423574,1.529489385851185,1.2448151924665152,1.0690277245904058,0.8212642856154176
2025-03-18,68.23073959316262,14.633825595640468,5.948214405190095,2.4806144319526764,2.4266278455429924,1.6149833541358571,1.5296199482743902,1.244921454131012,1.0691189804379375,0.8213343915319502
2025-03-21,68.23451779694844,14.634635927986212,5.948543781162253,2.4807517933075998,2.426762217448785,1.6150727821013018,1.5297046493330904,1.2449903903169464,1.069178181751062,0.8158424796443149
2025-03-26,68.2401858872447,14.635851594786113,5.94903791352182,2.4809578638657444,2.426963803212416,1.615206942620927,1.5298317185109638,1.2450938089117891,1.0609602174530033,0.815910249872514
2025-03-27,68.2175191742114,14.63099013897699,5.947061876477712,2.4801337869788362,2.4261576610345426,1.6146704342310132,1.5293235684216597,1.244680237587221,1.0606078080848855,0.8488553139957327
2025-03-28,68.21374285259567,14.630180210310714,5.9393517226426535,2.4799964940525756,2.426023356068172,1.614581050815479,1.5292389095580892,1.2446113357429034,1.068852655639847,0.8534214125738959
2025-03-31,68.21940749181685,14.631395136939377,5.931540691974635,2.4802024391425403,2.426224819094237,1.6147151296500912,1.5293659013685865,1.2447146913702702,1.0689414158283606,0.8534922828150483
2025-04-01,68.22507307192768,14.632610265365868,5.932033302804993,2.480408418439733,2.4264263155830643,1.6148492307550344,1.5294929142722682,1.2448180641648807,1.0607252518588068,0.8535631648276609
2025-04-03,68.2175191742114,14.63099013897699,5.931376506545182,2.4801337869788362,2.4261576610345426,1.6146704342310132,1.5293235684216597,1.244680237587221,1.0716798339196125,0.8534686580935356
2025-04-09,68.21248417163142,14.629910254015044,5.930938723166735,2.4799507331215964,2.4259785910503116,1.6145512585427062,1.5292106920197346,1.2445883701566345,1.0605295266827661,0.8718576796130614
2025-04-10,68.20933767243189,14.629235406859681,5.930665141370507,2.479836338182145,2.4258666857328683,1.6144767826706676,1.5291401527295037,1.244530959898703,1.0604806066742472,0.876430253449791
2025-04-11,68.20178725857596,14.627616027673682,5.9300086480253675,2.479561833381378,2.4255981550879215,1.614298068607668,1.5289708849812627,1.2443931968867108,1.0714326895358892,0.8763332372441627
2025-04-15,68.20933767243189,14.629235406859681,5.930665141370507,2.479836338182145,2.4258666857328683,1.6144767826706676,1.5291401527295037,1.244530959898703,1.0604806066742472,0.876430253449791
2025-04-17,68.20178725857596,14.627616027673682,5.9300086480253675,2.479561833381378,2.4255981550879215,1.614298068607668,1.5289708849812627,1.2443931968867108,1.070510233496685,0.877255693283367
2025-04-23,68.2087084074256,14.629100444899567,5.930610428039975,2.4798134604606754,2.4258443059082384,1.614461888320752,1.5291260456523694,1.2445194784826827,1.060470823214117,0.8773447175960202
2025-04-25,68.20115813287396,14.62748109559093,5.929953946807063,2.47953896072449,2.4255757802176516,1.6142831775550068,1.5289567810270992,1.2443817180124022,1.0714228061315088,0.8772476010598922
2025-04-30,68.07368549469318,14.600141331043801,5.918870456517686,2.4749045324911783,2.421042212866649,1.6112659716739444,1.5260990560283214,1.2420558833075146,1.0694202434853064,1.062514817892418
