date,THE HONGKONG AND SHANGHAI BANKING,DEUTSCHE BANK AG,CITIBANK N.A.,CMB WING LUNG BANK LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,DBS BANK LTD,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,56.00507494191592,0.0,14.564273154623317,14.575540510829493,2.8883311461450076,6.03890813866619,4.89880605624429,0.0,0.37436181089119325,0.6547042406845865
2024-03-04,55.45228234953383,0.0,14.54228190295408,14.564029326366382,2.884992022663282,6.017076650512632,5.013026028225954,0.0,0.8719378705765782,0.6543738491672665
2024-03-05,52.66698578368165,0.0,13.903674080550129,13.829448297840779,2.743394293166481,5.709931487123645,4.84365071430867,5.035612886524998,0.6418772550295722,0.6254252017740735
2024-03-06,52.626402339007996,0.0,14.218635233525118,13.812424062012823,2.736988251315542,5.702086285922822,4.855899588341796,5.029381748903164,0.3932922048195976,0.6248902861511378
2024-03-07,52.72005633953367,0.0,14.195076871378005,13.816682160364849,2.736451418735637,5.703697919129732,4.837686697156507,5.030803249426011,0.32999824451612014,0.6295470997594659
2024-03-08,52.82951565661105,0.0,14.11832557290936,13.815454544718111,2.7361907500229554,5.7031545966413715,4.819528438071799,5.03032402549468,0.31694803617912254,0.6305583793515543
2024-03-11,53.00093178175717,0.0,14.002300745668347,13.818397412745417,2.748294186589164,5.722079807241723,4.736322079283812,5.031395548671402,0.3087356441494995,0.631542793893473
2024-03-12,53.108620803682626,0.0,13.93460261139362,13.809821577271855,2.731961317777651,5.728348284684682,4.7139045086300815,5.028051772148896,0.3121577210571866,0.6325314033533974
2024-03-13,53.06496156393599,0.0,13.91811501018215,13.80308806339881,2.7230651681962565,5.7285772278692155,4.71212793871193,5.025600150585741,0.3917907749840117,0.6326741021358966
2024-03-14,53.13366861056766,0.0,13.887190835489047,13.806593365110714,2.7613590712488034,5.716085546161128,4.713041462365586,5.026876404474023,0.3246591629774187,0.6305255416056141
2024-03-15,53.095546478357335,0.0,13.933988522751314,13.80234603149104,2.7649320405116176,5.713096600038243,4.7115915855621875,5.025329982370462,0.3230671537182813,0.6301016051995169
2024-03-18,53.1262359931202,0.0,13.907262146477251,13.792633750527902,2.7614838695599695,5.711727764453785,4.708848931335388,5.021793814199494,0.34032015330678234,0.6296935770192293
2024-03-19,53.1272349281114,0.0,13.74692180139649,13.803589659846427,2.7694148057950443,5.713531179133803,4.80078972620293,5.045906731409939,0.34989190389712405,0.6427192642068412
2024-03-20,52.91796553552658,0.0,13.53984301345387,13.800801235146404,2.7741307544800375,5.705944963796146,5.245529402638106,5.044887421845499,0.3282640233004896,0.6426336498128654
2024-03-21,52.66275362850688,0.0,13.583247101586965,13.77379142491173,2.790088871911378,5.697398676494657,5.447263693092087,5.04030110923296,0.40740943039835686,0.5977460638649862
2024-03-22,52.79929068123395,0.0,13.627708130232097,13.76062901128217,2.8626935019520565,5.70630483377871,5.307885747379027,5.035588848464098,0.30801339731823263,0.5918858483596684
2024-03-25,52.45176073561946,0.0,13.814380381235711,13.72958113431982,2.967462505084199,5.667387807072261,5.4112992978956305,5.024227133612845,0.31189671284390863,0.6220042923161627
2024-03-26,52.692983792186546,0.0,13.40570960562067,13.757521430971439,2.9709889106809952,5.70734329985408,5.453079017087982,5.0421385045030735,0.31284790946300184,0.6573875296322172
2024-03-27,52.366045125425565,0.0,13.268624414310604,13.759468998831196,2.9813767198315135,5.684845547703293,5.926888184627512,5.0428522891004715,0.31971896144374157,0.650179758726102
2024-03-28,52.91411448942159,0.0,12.827106929668364,13.729170571528332,2.976535330900206,5.69832351014459,5.867076439864471,5.0317479002978684,0.3168545858309816,0.6390702423435908
2024-04-02,52.956565005288155,0.0,13.025202462794072,13.70499897009518,3.023692527081148,5.680326905978106,5.602636069787828,5.022888996249409,0.3477551669167952,0.6359338958093068
2024-04-03,53.32443270632954,0.0,12.858868630726178,13.700420444235734,3.042060870821321,5.670218652799674,5.439682689125821,5.021210964225574,0.31218603343795853,0.6309190082981982
