date,SINOPAC SECURITIES (ASIA) LTD,KGI ASIA LTD,CITIBANK N.A.,FIRST SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,SDICS INTERNATIONAL SECURITIES (HONG,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,TOYO SECURITIES ASIA LTD
2024-03-05,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,98.32654756037866,0.0,0.0,1.4291632621977042,0.24428917742363643,0.0,0.0,0.0,0.0
2024-03-25,98.12300516046716,0.0,0.0,1.4232838853031282,0.24235996780828162,0.0,0.0,0.21135098642143146,0.0
2024-03-26,98.12372049774841,0.0,0.0,1.4225717337887982,0.24235826605882652,0.0,0.0,0.2113495024039626,0.0
2024-03-27,97.96007322598342,0.0,0.0,1.4194576025107204,0.24194714416966195,0.0,0.0,0.21099098190406262,0.16753104543212946
2024-04-05,97.87126672501455,0.0,0.0907287292769374,1.4181200439177422,0.2417191567460445,0.0,0.0,0.21079216455271133,0.16737318049201994
2024-04-09,97.87214584914223,0.0,0.09072110537068953,1.41730063239373,0.24169884516222723,0.0,0.0,0.2107744517542059,0.1673591161769276
2024-04-10,97.71558039772627,0.0,0.09057079532730007,1.414952396901222,0.241298389681057,0.16009095794979242,0.0,0.21042523293837342,0.16708182947598424
2024-04-15,97.71697857203151,0.0,0.09057079532730007,1.4142533097486027,0.24059930252843778,0.16009095794979242,0.0,0.21042523293837342,0.16708182947598424
2024-04-19,97.7217606939518,0.0,0.09057522772576349,1.409428671623649,0.2406110770963321,0.16009879256042445,0.0,0.21043553083269764,0.16709000620935127
2024-04-29,97.7218403294567,0.0,0.09057206168259425,1.4093794052609763,0.24060266657309953,0.16009319633172794,0.0,0.21042817509104855,0.16708416560385583
2024-04-30,97.72398535488368,0.0,0.09057016216293229,1.4072526003002774,0.24059762054138306,0.16008983878229685,0.0,0.210423761892888,0.16708066143654562
2024-05-06,97.72538351941452,0.0,0.08917199763208253,1.4072526003002774,0.24059762054138306,0.16008983878229685,0.0,0.210423761892888,0.16708066143654562
2024-05-07,97.72545183754478,0.0,0.0891021516952741,1.4072535840863012,0.2405977887390303,0.16008995069834225,0.0,0.210423908996511,0.16708077823975456
2024-05-10,97.72613502410103,0.0,0.0884036869560624,1.4072634220221898,0.2405994707284367,0.1600910698674026,0.0,0.21042538004405323,0.16708194628082632
2024-05-13,97.7261765621517,0.0,0.08840372453164878,1.4072640201731277,0.24055706844749106,0.1600911379133861,0.0,0.21042546948440705,0.16708201729825012
2024-05-14,97.72549337501468,0.0,0.08910218956747498,1.407254182228876,0.24055538675379684,0.16009001874337436,0.0,0.2104239984356143,0.16708084925618547
2024-05-16,97.72481019742969,0.0,0.0898006448376681,1.4072443444221738,0.2405537050836154,0.16008889958901035,0.0,0.21042252740738915,0.16707968123045183
2024-05-20,97.46934318563272,0.0,0.08956397066049711,1.403535480216391,0.24131418494735082,0.15966697713340963,0.26006891908629604,0.20986794810985282,0.16663933421347116
2024-05-21,97.46798402245578,0.0,0.08886549574855404,1.4035159085882265,0.24131081993694303,0.16175642861026754,0.26006529255012845,0.20986502160211437,0.16663701050799112
2024-05-24,97.46662489718403,0.0,0.08746982405309053,1.4034963375058884,0.2413074550203809,0.18545952596948154,0.23914517822380515,0.20986209517599225,0.1666346868673161
2024-05-29,97.4598298393483,0.0,0.08746372593987538,1.403398490280793,0.24129063184511668,0.19241827288499694,0.23912850579548536,0.20984746426950754,0.16662306963592127
2024-06-06,97.4598475484696,0.0,0.087463116175319,1.4033887063086534,0.24128894965660366,0.19241693141638763,0.2391268386805107,0.20984600129106043,0.1666219080018719
2024-06-07,97.45712980906923,0.0,0.08746067720211222,1.403349571784261,0.2412822211370969,0.19520013914535178,0.23912017045305592,0.20984014958125313,0.16661726162763954
2024-06-14,97.45714753639618,0.0,0.0874600674800643,1.4033397884941903,0.24128053906585406,0.19519877833004134,0.23911850345430066,0.20983868670479444,0.166616100074571
2024-06-17,97.45239188943565,0.0,0.08745579966375124,1.4032713092828808,0.24126876522379886,0.20006898448295418,0.23910683511377454,0.20982844714065926,0.16660796965653676
2024-06-18,97.45240964880199,0.0,0.08745519000970757,1.403261527083972,0.2412670833401629,0.20006758980283157,0.23910516830094503,0.20982698442735992,0.16660680823302002
2024-06-19,97.45106875533969,0.0,0.08884753117438703,1.4032321813055277,0.24126203782994482,0.2000634058791289,0.2391001680018858,0.2098225964098181,0.16660332405962303
2024-06-24,97.45117536019092,0.0,0.0888438152727268,1.4031734934306566,0.24125194744256911,0.20005503855668078,0.23909016803115504,0.20981382092529938,0.16659635614998852
2024-07-04,97.44987012757554,0.0,0.08884071892543587,1.4031245906180996,0.2412435394311436,0.2014421295025488,0.23908183536115657,0.20980650858223945,0.16659055000383796
2024-07-09,97.44992345209286,0.0,0.08883886122065521,1.403095250566698,0.2412384949055936,0.20143791724479668,0.23907683603794208,0.2098021214210512,0.16658706651040278
2024-07-12,97.44994106877563,0.0,0.08885600743624683,1.403075433034297,0.24123508761611182,0.20143507210477488,0.23907345928006152,0.20979915814372746,0.16658471360913907
2024-07-15,97.44654502174748,0.0,0.08885291088044925,1.4030265370565016,0.24122668077980794,0.2049129666639898,0.23906512777465477,0.20979184682265622,0.16657890827446792
