date,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,TIGER BROKERS (HK) GLOBAL LTD,BRIGHT SMART SECURITIES INTERNATIONAL,OPEN SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,UOB KAY HIAN (HONG KONG) LTD
2024-03-01,0.0,38.343591016330784,0.0,0.0,0.0,0.0,61.65640898366922,0.0,0.0
2024-03-04,0.0,38.58327932362637,0.0,0.0,0.0,0.0,61.416720676373636,0.0,0.0
2024-03-05,96.96901767722109,1.1838140502888777,0.0,0.0,0.0,0.0,1.8471682724900258,0.0,0.0
2024-03-06,96.90296557232337,1.2505677934800512,0.0,0.0,0.0,0.0,1.8464666341965845,0.0,0.0
2024-03-07,96.8916413138108,1.262107833474403,0.0,0.0,0.0,0.0,1.8462508527148005,0.0,0.0
2024-03-08,96.88881066272484,1.2649924220508446,0.0,0.0,0.0,0.0,1.846196915224318,0.0,0.0
2024-03-13,96.88598017702675,1.2678768420879751,0.0,0.0,0.0,0.0,1.8461429808852685,0.0,0.0
2024-03-18,96.86845192575365,1.2854050933610808,0.0,0.0,0.0,0.0,1.8461429808852685,0.0,0.0
2024-03-19,96.83167730971356,1.3228805691540335,0.0,0.0,0.0,0.0,1.845442121132403,0.0,0.0
2024-03-20,91.18949687567498,1.2457990698841455,0.0,5.82679200732237,0.0,0.0,1.7379120471184994,0.0,0.0
2024-03-22,91.06510550874371,1.2167461939108737,0.16754292963558304,5.819370199432649,0.0,0.0,1.7312351682771745,0.0,0.0
2024-03-25,91.05510181135635,1.2303440501455143,0.16477822100163136,5.8187309291201075,0.0,0.0,1.7310449883763983,0.0,0.0
2024-03-26,91.00511627415068,1.2845645629345843,0.16468776447879288,5.815536683157372,0.0,0.0,1.730094715278572,0.0,0.0
2024-03-27,90.99262846367924,1.3749541349622971,0.08782142179399903,5.814738669563607,0.0,0.0,1.7298573100008623,0.0,0.0
2024-03-28,90.90032507486185,1.4777415225996482,0.08499069981556417,5.80884016884602,0.0,0.0,1.7281025338769116,0.0,0.0
2024-04-03,90.39820958137581,1.4750317519073617,0.14995701729187597,5.776753279766585,0.0,0.4814915338400375,1.718556835818324,0.0,0.0
2024-04-05,90.38677940925047,1.5023785885829708,0.1145188760807346,5.777068302287058,0.0,0.4815177909206555,1.737737032878122,0.0,0.0
2024-04-08,90.38431495444954,1.5077907563718664,0.11178918808543675,5.7769107867321745,0.0,0.4815046620223883,1.7376896523386074,0.0,0.0
2024-04-09,90.42869571262516,1.4430614111372577,0.12821150533733672,5.77974738156345,0.0,0.48174109178319824,1.7385428975535941,0.0,0.0
2024-04-10,90.07475049380295,1.8069560420156339,0.16575085498188522,5.738104393573707,0.0,0.4499660198010285,1.7643448258030265,0.0,0.00012737002175862083
2024-04-11,90.12862848381113,1.7074393282769194,0.23110245685276773,5.7388177741409345,0.0,0.45023516586677886,1.7436493448436519,0.0,0.0001274462078232175
2024-04-12,89.8020664007528,1.8827558652734104,0.5282552427745539,5.718024377878923,0.0,0.4425085808672639,1.6262625480196926,0.0,0.00012698443335926778
2024-04-15,89.6175581026328,1.9140321936058433,0.6758588254257921,5.7062760630699625,0.0,0.4415993979449583,1.6445486937908809,0.0,0.000126723529767336
2024-04-16,89.21602120318501,2.1108449803573794,0.9126886821681555,5.6827658875706035,0.0,0.4397799838066749,1.637773061490423,0.0,0.00012620142175997725
2024-04-17,89.21361930759099,2.1027114781267486,0.9234330085991754,5.682612894754255,0.0,0.43976814394213937,1.6377289689625634,0.0,0.00012619802413436253
2024-04-18,89.1776063868772,1.9592323748243559,1.1598803671536042,5.680318990648423,0.0,0.4395906224446018,1.5832451109701162,0.0,0.00012614708169449002
2024-04-19,89.16560854015204,1.9724226604851143,1.159724318259398,5.67955476743857,0.0,0.43953148045679113,1.5830321030980792,0.0,0.00012613011001951107
2024-04-22,89.15601258693475,1.9749008755556432,1.1676709676749446,5.678943536912187,0.0,0.4394841783232327,1.5828617380632695,0.0,0.00012611653596719593
2024-04-23,89.15361392134399,1.9775381562670478,1.1676395524950791,5.678790749836379,0.0,0.43947235438062204,1.5828191525339725,0.0,0.00012611314291061484
2024-04-25,89.39118209894119,1.9827234147622612,1.1707509687167637,5.693923058108085,0.0,0.4406434190379298,1.3206505912364046,0.0,0.00012644919737004215
2024-04-26,89.38635955668123,1.9880113240105683,1.1706878081690457,5.69361587809404,0.0,0.4406196468776341,1.320579343791888,0.0,0.00012644237559429497
2024-04-30,75.70676731103666,1.686052835438466,0.9915270062063608,4.822271033064691,0.0,0.37547231486751126,1.109340804816788,0.0,0.00010709177054360175
2024-05-03,89.38635955668123,1.99070876135658,1.1706878081690457,5.69361587809404,0.0,0.448711958915669,1.3097895944078415,0.0,0.00012644237559429497
2024-05-06,89.38521424790092,1.9909235770209686,1.170814136080082,5.69423027126966,0.0,0.4487603790359018,1.309930932672581,0.0,0.00012645601988192127
2024-05-08,89.35023505772196,2.0304719949956147,1.1729818297783432,5.691658384378477,0.0,0.4451870520501839,1.3093392821713545,0.0,0.00012639890407094214
2024-05-09,89.27079759161488,2.0205844515268736,1.2689270355588766,5.686598174747131,0.0,0.4447912553146107,1.3081752047094097,0.0,0.00012628652822042959
2024-05-10,89.14169746533435,1.8857279305333878,1.3961380826630931,5.678031710946288,0.0,0.5920741842946823,1.3062045299418366,0.0,0.00012609628636769265
2024-05-13,87.62559013539091,1.8484787399285365,1.409498094966967,5.581797568389354,0.0,0.5820394126772834,1.4110004797797309,1.5414716097242576,0.00012395914296731066
2024-05-14,87.60474007107265,1.8771210610810152,1.4091627120509593,5.580469407995427,0.0,0.5819009193539137,1.4053770744180927,1.541104824380412,0.00012392964751855294
2024-05-16,87.60010807085258,1.8638033470025188,1.4355251310955572,5.5801743470717255,0.0,0.5739390739374175,1.405302766716104,1.5410233402292128,0.00012392309488048665
2024-05-17,87.62327297148231,1.8378522917617288,1.4359047401821852,5.581649963792905,0.0,0.5740908459147366,1.4056743838255181,1.5414308471756157,0.00012395586500191515
2024-05-20,87.61168898994308,1.8243891128489023,1.43571491054631,5.580912057892494,0.0,0.6004553718191357,1.4054885507065282,1.5412270667657753,0.00012393947777506132
2024-05-22,87.73810569062461,1.6907052379855725,1.4367025731238903,5.584751300591623,0.0,0.6008684394106864,1.4064554198492483,1.5422873136756714,0.0001240247387019933
2024-05-23,87.69865915070854,1.7349045227709647,1.4360566400375518,5.582240429022582,0.0,0.6005982924694805,1.4058230857063745,1.5415939103066096,0.00012396897790379417
2024-05-24,87.70097855351865,1.7349504065104013,1.4360946200230915,5.58238806485035,0.0,0.5979694352682706,1.4058602660925639,1.541634681480106,0.00012397225656276688
2024-05-29,87.68242676547469,1.7530926786706635,1.4384350183964418,5.581207196838768,0.0,0.5978429440659734,1.405562878057605,1.5413085724637214,0.0001239460321458331
2024-05-30,56.63559473034505,1.9958060254355596,1.8977613676208156,3.219416605785312,22.830522369658883,1.0926749460231537,0.964405658802647,1.1285440256843877,7.139451372971568e-05
2024-06-03,63.0635069912711,2.198615683516347,2.2352953883814606,3.5882596494446704,25.422122146491155,1.2167096089368314,1.0187606768929804,1.2566503562252929,7.949884015962137e-05
2024-06-04,62.90489711702999,2.1616011211156954,2.4571100660613796,3.576939670893417,25.36590046299158,1.2478633152991199,1.0317376822630298,1.253871241319377,7.932302640952286e-05
2024-06-05,62.90959232191064,2.0467376631891905,2.7366049760325466,3.4943754633662345,25.368476212506557,1.2513748208585191,0.9387606469054072,1.2539985641497406,7.933108116977465e-05
2024-06-06,62.921933603689354,1.972606064804427,2.9503462377515484,3.4086401240804247,25.37277029101207,1.265128101869125,0.854285405945394,1.2542108263382596,7.934450940596892e-05
2024-06-07,62.91685555508736,1.9895328934777003,2.96219501782284,3.384942563937842,25.37277029101207,1.265128101869125,0.854285405945394,1.2542108263382596,7.934450940596892e-05
2024-06-11,62.9307033791344,1.9882777286844615,2.9628469886665494,3.358598693581296,25.378354766832988,1.2721787747165325,0.8544734317754059,1.2544868746354574,7.936197291071114e-05
2024-06-12,62.943491397461926,2.0022289582125,2.963449062686992,3.320332999807725,25.383511849917305,1.2775174899323962,0.8546470675576108,1.254741796323649,7.937809989340156e-05
2024-06-13,62.953085822425145,2.002534156336599,2.9639007788062126,3.303902539574982,25.38738103788798,1.2794058784674291,0.854777340711795,1.2549330555904255,7.939019943230926e-05
2024-06-14,62.94668921415594,2.0751505569466304,2.9737605324081313,3.2104251305881064,25.38480144819259,1.2979042196144168,0.8563839730268403,1.2548055429346785,7.938213266322958e-05
2024-06-17,62.95415205019823,2.110963994463382,2.9842752132644765,3.153220419009727,25.387811020475727,1.2980580965936592,0.8564855042314159,1.254954310219325,7.939154405321926e-05
2024-06-18,63.01171263502279,2.1566800977243483,2.9866020620457467,3.025163467784419,25.407605976674652,1.2990701965791605,0.8571533086761394,1.2559328020468563,7.945344589012167e-05
2024-06-19,62.92105875349816,2.163732728279671,3.1735655026405705,2.9632638953322554,25.37105248517736,1.2972012463353384,0.8559201367586697,1.2541259128404143,7.933913756601426e-05
2024-06-20,62.95942147632634,2.109163140370487,3.175500413084971,2.959989785050271,25.386521116405596,1.2979921448493081,0.856441987910256,1.254890548492437,7.938751032712429e-05
2024-06-21,62.95622279614241,2.110749497616373,3.1753390804359856,2.9598394015103966,25.385231343403724,1.301313228158835,0.8563984760108266,1.2548267932444321,7.938347701089963e-05
2024-06-24,62.98715699269586,2.0626505936317,3.1768993164043358,2.9612937494643616,25.397704641531444,1.3019526419830696,0.8568192763321986,1.2554433654741297,7.94224829101084e-05
2024-06-25,62.99676344268226,2.0443245257418345,3.18077304880327,2.9617453894757144,25.401578157833132,1.3021512085407145,0.856949953630849,1.2556348386962437,7.94345959843651e-05
2024-06-26,62.99569591464946,2.040900731113164,3.185802876180541,2.9616952004492236,25.401147708786564,1.3021291425988772,0.8569354319626201,1.2556135610096448,7.943324990476748e-05
2024-06-27,62.99035881714171,2.049199984847538,3.202477294102393,2.961444280829343,25.398995682363772,1.2850744997990458,0.8568628310032717,1.2555071833927323,7.942652019103159e-05
2024-06-28,62.9946284227962,2.0544225253458994,3.190832533092205,2.961645013123686,25.400717274328322,1.2851616045791074,0.8569209107865443,1.2555922840441671,7.943190387078974e-05
2024-07-02,63.00213499209172,2.0444988393033396,3.1895180100415796,2.961997928825808,25.403744075964426,1.2853147470752575,0.8569700623293806,1.2557419029993555,7.944136913958504e-05
2024-07-03,63.004270520843434,2.0428733332543128,3.1862365090609823,2.9637931357555276,25.404605164654225,1.2853583142749676,0.8569991103006545,1.2557844677940075,7.944406189480507e-05
2024-07-04,63.00382974130003,2.0444988393033396,3.1861285116249576,2.963692678034119,25.403744075964426,1.2853147470752575,0.8569700623293806,1.2557419029993555,7.944136913958504e-05
2024-07-05,63.015321698918605,2.0175880103113517,3.1864525258986927,2.9639940716304993,25.406327517171174,1.2956149868735212,0.8587521337076157,1.2558696060405903,7.944944795292618e-05
2024-07-08,63.022799007959115,2.014437169107419,3.1749647671400973,2.964345774979309,25.409342196098596,1.2991589680639843,0.8588540320224989,1.256018625753666,7.945887531216876e-05
2024-07-09,63.021730712312696,2.0177932103838616,3.173215854565347,2.9642955265337343,25.40891148387898,1.2991369460990534,0.8588394736398537,1.255997335058063,7.945752840958903e-05
2024-07-10,62.86721026301174,2.009463988673507,3.163744636305646,2.957027489438534,25.59687119013878,1.295951644420636,0.8567337196428709,1.2529178056585943,7.926270968830953e-05
2024-07-11,62.86189548522796,2.009294109104815,3.171931148424112,2.9567775030952377,25.59470723723286,1.295842085001985,0.8566612915945969,1.2528118843096023,7.925600883922188e-05
2024-07-15,62.94703991021401,2.0137087186331804,3.174534342636317,2.9607823635654715,25.629374448801634,1.1621504630021302,0.8578216118890712,1.25450877789962,7.936335856590791e-05
2024-07-16,62.94490848862797,2.020412643958009,3.1710407958398164,2.960682109837095,25.62850662400773,1.162111111944692,0.8577925655748497,1.254466299538558,7.936067127869268e-05
2024-07-17,62.94703991021401,2.0187879735813983,3.1694550876880987,2.9607823635654715,25.629374448801634,1.1621504630021302,0.8578216118890712,1.25450877789962,7.936335856590791e-05
2024-07-18,62.94810567513811,2.017129040307523,3.1695087501647743,2.9608324929757743,25.629808383238473,1.1621701395302366,0.8578361357838629,1.2545300181589614,7.936470227776378e-05
2024-07-19,62.94214983297136,2.01529944141932,3.1692941111601343,2.9606319855188485,25.628072733649176,1.1603984384242882,0.8696290360923999,1.2544450614367642,7.935932770332868e-05
2024-07-22,62.94428112506005,2.011981569092639,3.1694014270284945,2.9607322358526074,25.6289405290583,1.1604377308224363,0.869658482711075,1.2544875383594976,7.936201489955166e-05
2024-07-23,62.94428112506005,2.013674625410496,3.1677083707106375,2.9607322358526074,25.6289405290583,1.1604377308224363,0.869658482711075,1.2544875383594976,7.936201489955166e-05
2024-08-01,62.945346825231276,2.012015633650441,3.1677620027053592,2.9607823635654715,25.629374448801634,1.160457378019391,0.8696732067682469,1.25450877789962,7.936335856590791e-05
2024-08-02,62.94214983297136,2.0169924404103243,3.16760111216913,2.9606319855188485,25.628072733649176,1.1603984384242882,0.8696290360923999,1.2544450614367642,7.935932770332868e-05
