date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-03-01,47.01661194739845,12.356827997980016,29.899626766008534,0.0,1.9823959659565218,0.0,3.792111212184479,1.4509099319495462,2.100309262532175,1.4012069159902745
2024-03-04,47.13692020524234,12.451175020302168,29.69811006519183,0.0,2.0053082680137226,0.0,3.7567852569132643,1.4533290720542391,2.0998473417049164,1.398524770577522
2024-03-05,47.232387773022396,12.52663017260088,29.12199614904217,0.0,1.9609593113730936,0.0,4.386849633128014,1.4575724330401119,2.0678718730077117,1.24573265478562
2024-03-06,46.34932174746285,12.307120318890382,28.384116668395677,2.21012543722516,1.9752224490087709,0.0,4.080681524503402,1.441453000409578,2.0262047262296736,1.2257541278745108
2024-03-07,46.14355691367844,12.194535897241972,29.036717025869162,2.1966112081572184,1.9203392689116905,0.0,3.8410379033302307,1.4326389640159405,2.016303795852917,1.2182590229424266
2024-03-08,46.08210598389336,12.099733377076173,29.058368280136598,2.1983327079364154,1.9677241205809346,0.0,3.906005689414555,1.4334369269250957,2.035355335269513,1.2189375787673544
2024-03-11,46.149228730618084,12.363851591979753,28.95405086839241,2.195556349507714,1.8544768154838753,0.0,3.774808329973615,1.436446983924686,2.0542363674305015,1.2173439626893572
2024-03-12,46.27611825712951,12.314198015257345,28.863368449331283,2.1961532917388085,1.8605272593750495,0.0,3.77095267529109,1.4399925247726906,2.060295887884676,1.2183936392195434
2024-03-13,45.37170539737445,12.094821707538816,28.22367915983623,2.156393198236913,1.8802546423319393,2.0251198007989633,3.6189779084334295,1.4167405782485707,2.0189440739038065,1.1933635332968806
2024-03-14,45.41053359525839,12.190611855802157,28.099220099313293,2.1527012780812362,1.7977206131551051,2.024853471762047,3.685694698963292,1.4194756819642365,2.025982114901471,1.1932065907987683
2024-03-15,45.42517688911359,12.222298382956321,28.01747662715821,2.1563746619543407,1.9097904121168092,2.023821105389762,3.609673195640832,1.414811399694372,2.024462055108011,1.196115270867758
2024-03-18,45.409223520312445,12.200540647084438,27.927062317300074,2.1565934874054244,1.943782615611211,2.021746761713254,3.7220723836205587,1.4051025610802257,2.018986410038621,1.1948892958337534
2024-03-19,45.59186829291486,12.16498065075227,27.875405042925145,2.1540106290521703,1.9867265863760764,2.0234276814776506,3.567634863797945,1.3989776369390892,2.040113445105649,1.1968551706591442
2024-03-20,45.87240533186696,12.430299261010928,27.51859285355251,2.155462523703039,1.957504658468628,2.0204736560670224,3.4131471695980014,1.389562534486664,2.0454305456396575,1.1971214656065923
2024-03-21,45.83020499924963,12.58074475597808,27.46060749091377,2.1545760135403813,1.9596177343622605,2.019642664848299,3.367313626766598,1.3622545145720608,2.0684090926856324,1.1966291070832937
2024-03-22,45.55575396353587,12.812362617316786,27.42734071968325,2.153999487874015,1.9546836776386873,2.014556973589125,3.4520848574369967,1.364158039394599,2.0714438054226934,1.1936158581079743
2024-03-25,45.64415160937173,12.940704002923342,27.403776159725084,2.1562360712585456,1.9680345106917352,2.015741227218409,3.234080465726389,1.3649599572009699,2.077998472878544,1.1943175230052525
2024-03-26,45.6990375278025,13.008180794534937,27.358704629277863,2.152308604608911,1.9523434206222139,2.0120696642806952,3.166248352274902,1.3687696002011183,2.090195267758461,1.1921421386383917
2024-03-27,45.576521805229106,13.137970187046502,27.331098232500846,2.153499046846635,1.9529386985838695,2.013182540337816,3.152036144793214,1.3826098814001275,2.107341950613569,1.1928015126483116
2024-03-28,45.72639143083358,13.134442639512919,27.36840219357723,2.1502244268719886,1.9499627617964346,2.0101212862504956,2.990628451558993,1.3853457455388714,2.093493330555781,1.1909877335037022
2024-04-02,45.72110324677934,13.126191739265133,27.23654355351809,2.1466595706498275,1.9699150969902883,2.006788706969451,3.132645478380037,1.3859471285884395,2.085192283445405,1.1890131954139853
2024-04-03,46.02675091488974,13.301595267791091,26.808212651351976,2.1559082018781273,1.955602282650769,2.0154347209707577,3.0358911967927455,1.394828952933348,2.1106696801167173,1.1951061306247315
2024-04-05,46.11244119011466,13.293517075078304,26.791469310036742,2.1625924802980836,1.9846900497968933,2.014431124453793,2.8960477511162686,1.370376052976787,2.1799239450042394,1.1945110211242262
2024-04-08,46.03539740542889,13.308906675929007,26.991259047776705,2.1553578429016946,1.9502763475218423,2.009945338128739,2.8363824831934172,1.3687758177852671,2.1513642033302736,1.192334838004167
2024-04-09,46.08913365800961,13.324441912095484,27.046498538881224,2.1578737515280064,1.957396358715307,2.012291509476233,2.6551563572886088,1.3703735640243866,2.1931077219713138,1.193726628009834
2024-04-10,46.10486574485959,13.316415145870591,27.03384168831704,2.1593603924264673,1.9559737412673477,2.0123228157677766,2.64298606715878,1.3825037978761827,2.1979854070049942,1.1937451994512298
2024-04-11,46.09332015436353,13.383734473031383,27.064687744454694,2.161862991398783,1.954361281178155,2.0146550049791614,2.5539147619725373,1.3845909738475088,2.193743919765792,1.1951286950084474
2024-04-12,46.09619804470621,13.539267786655596,27.09174072948622,2.1635925210616818,1.9515478604109773,2.011754288607014,2.378339612008775,1.382597428701248,2.192522228651315,1.192439499710957
2024-04-15,46.20516497938952,13.483908195532049,26.990636835169607,2.1541637995680745,1.9475883563606875,2.005680533826627,2.4596920406871368,1.3803542136896905,2.183971680114175,1.188839365662426
2024-04-16,46.324591467882186,13.503698522366777,26.900887919447026,2.1550928124133852,1.9679156755429659,2.0047484186413866,2.393556499262303,1.3797127111662872,2.179578972196037,1.1902170010816469
2024-04-17,46.461304221683,13.426569259588913,26.91287691112068,2.1569750711321856,1.9447583799084338,2.004255564441476,2.3333415874508967,1.3793735178799649,2.187244188989074,1.193301297805373
2024-04-18,46.54928134614535,13.528283678682982,26.85222923815762,2.159041836709811,1.9825811758587546,2.0061759975817517,2.144164877405965,1.3806952029302912,2.2031019539378747,1.1944446925895997
2024-04-19,46.465664354864316,13.652710444704688,26.78372464122671,2.1574911129994128,1.9777790001877045,2.0008748273144925,2.1835680119127066,1.3811511144759554,2.2034497051499002,1.1935867871641166
2024-04-22,46.523184645749595,13.7119739691948,26.81196658340944,2.1574452297507354,1.8544247072307378,2.002623849389131,2.1540848495423086,1.3833243223339093,2.2063417077907164,1.194630135608631
2024-04-23,46.518246687711084,13.750253499191045,26.905546556028042,2.15623466454732,1.8279504982768615,2.0006044707931254,2.058796990996807,1.379517099395507,2.2094240223374366,1.193425510722771
2024-04-24,46.55886375462133,13.759055074593626,26.85030363464001,2.1582964436346264,1.8213268454043468,2.000102805364651,2.0578680425535008,1.378904480188057,2.2207122617215957,1.194566657278256
2024-04-25,46.56438985989603,13.82289522797773,26.790805108011956,2.1578587671402767,1.8455585766345242,1.9996972086326674,2.007236574624664,1.378624854986101,2.238609408531982,1.1943244135640683
2024-04-26,46.86367066333974,13.59064831921571,26.803790122803832,2.1689373510893053,1.7819613191114099,2.001900999002798,2.00413170789753,1.3757939402307098,2.213524944154215,1.1956406331547456
2024-04-29,47.051371915590764,13.647228385562036,26.770801493063935,2.175281274709826,1.809041242632965,2.0024013939038396,1.7553013223611686,1.3761378334966194,2.2174626060768987,1.194972532601946
2024-04-30,47.16439526130318,13.735888595511291,26.612524380513094,2.1754393713077693,1.7792526632943468,2.00299211392564,1.725013265443358,1.37025669025238,2.2398798500032453,1.194357808445697
2024-05-02,47.55212314921819,13.643422051496495,26.34113953237084,2.168317718430683,1.7184573403147645,1.9986566112960342,1.7804105987673366,1.3672907517234556,2.2384096410350125,1.1917726053471898
2024-05-03,47.72197111100793,13.691350897259099,26.131940869875336,2.1742035363783967,1.7139559623783756,2.0066877362472177,1.790509300176116,1.3544944408987556,2.221690183589483,1.1931959621892894
2024-05-06,47.75758909800457,13.701569636067909,26.09272388026672,2.178244834830882,1.783146632073791,2.008185456815585,1.6804472583940835,1.3545379675060838,2.2494687146961225,1.1940865213442506
2024-05-07,47.78597839556924,13.709714476392723,26.108321709567612,2.1819596710206732,1.7774306504358799,2.0093792141968794,1.635466426353496,1.35582716443775,2.236285975525464,1.1996363165002828
2024-05-08,47.94043944689062,13.68899720323912,25.87952798426426,2.1806854004392937,1.7743563463111824,2.007760374050761,1.7239015636427042,1.3590873217775359,2.2465745202003093,1.1986698391842183
2024-05-09,47.8323100182757,13.531594504838171,25.590296665437194,2.182005970976119,2.024883513756446,2.005862363898875,1.9554697725161985,1.357802526257427,2.244933900646653,1.2748407633972219
2024-05-10,47.93171320702847,13.599729967949559,25.528339392276543,2.180923048085138,1.988143181522915,2.0048668605414526,1.8732601845700956,1.3672697768466466,2.2472001214269195,1.2785542597522637
2024-05-13,47.94667272059276,13.651328152853056,25.167111468463954,2.1763830875258408,1.9848565304194452,2.0020232841342853,2.1932561657719227,1.3629193991907211,2.2387083518274937,1.276740839220522
2024-05-14,48.63132624999997,13.614784043860814,24.80225795645318,2.182186633174481,1.9843896154704301,2.0020387310876604,1.9523512553136624,1.315189199541743,2.2387256249650265,1.2767506901330319
2024-05-16,49.00134455521531,13.509440014511314,24.58356870501579,2.178838177944403,2.110338441657692,2.000292804910504,1.7776792617747017,1.3159694927078318,2.246891277371974,1.2756372688904793
2024-05-17,48.99634912355525,13.79655698024991,24.478212514879665,2.1683625645014684,2.031044776907251,1.999518733940931,1.7010356226609975,1.3101623933164712,2.24361366571557,1.275143624272487
2024-05-20,49.527018763029076,13.780499592145743,24.397681964268163,2.173356614640767,2.037042664634723,1.9987963980798527,1.3720506298145208,1.3024673637154665,2.1364030372311613,1.2746829724405222
2024-05-21,49.16554003790024,14.03926810286965,24.39505218008331,2.1676996360300462,1.9134302666371352,2.0015748857549736,1.6609688387066477,1.304277898055436,2.077661740612758,1.2745264133498013
2024-05-22,49.22055302594176,14.160101986632261,24.370313149730944,2.1721677340350727,1.9399638254848324,1.9942164496394779,1.5701385367214087,1.2982870167157383,2.001832897314415,1.2724253777840866
2024-05-23,49.00274720729597,14.165097885155637,24.428210222723596,2.1618436131436845,1.9336205744934234,1.9878226042488063,1.7526938823954952,1.2984441080097042,2.001174167728265,1.2683457348054175
