date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,CITIBANK N.A.,OCBC BANK (HONG KONG) LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,15.873180214880628,0.0,0.0,0.0,0.0,0.0,1.8922796048715298,0.0,0.0,0.0,17.76545981975216
2024-03-04,15.872856553047027,0.0,0.0,0.0,0.0,0.0,1.8922796048715298,0.0,0.0,0.0,17.76513615791856
2024-03-05,15.866059654541404,0.0,0.0,2.5624995147601104,0.0,0.0,1.890742211161924,0.0,0.925167931638931,0.0,21.244469312102368
2024-03-06,15.866059654541404,0.0,0.0,2.5624995147601104,0.0,0.0,1.8871819309923112,0.0,0.9250061007221304,0.0,21.240747201015957
2024-03-07,15.872128313921424,0.0,0.0,2.562411316910454,0.0,0.0,1.878281230568279,1.6301620689296212,0.9262198325981349,0.0,22.869202762927916
2024-03-08,15.873296126274788,1.7508513186179322,0.0,2.5719593410016888,0.0,0.0,1.874963696773867,1.6304857307632228,0.9260580016813341,0.0,24.627614215112832
2024-03-11,15.873286416419779,1.7508513186179322,0.0,2.5719593410016888,0.0,2.5688362065960835,1.8748771172333787,1.6314971739932262,0.9260580016813341,0.0,27.197365575543426
2024-03-12,15.873286416419779,1.7508513186179322,0.0,2.5719593410016888,0.0,2.5688305425139952,1.8748771172333787,1.6314971739932262,0.9260580016813341,0.0,27.197359911461334
2024-03-13,15.872962754586178,1.7508513186179322,0.0,2.5719593410016888,0.0,2.5688305425139952,1.8748771172333787,1.6314971739932262,0.9261389171397344,0.0,27.197117165086134
2024-03-14,15.869726136250167,1.7508513186179322,0.0,2.571797510084888,0.0,2.5688305425139952,1.8748771172333787,1.6302025266588214,0.9261389171397344,0.0,27.192424068498916
2024-03-15,15.866408602455753,1.7508513186179322,0.0,2.5719593410016888,2.8501438549408507,2.5688305425139952,1.8750389481501792,1.630121611200421,0.9259770862229338,0.0,30.039331305103754
2024-03-18,15.867822802379946,1.7508513186179322,0.0,2.572040256460089,2.8501438549408507,2.5688305425139952,1.8831304939902087,1.6296361184500194,0.9259770862229338,0.0,30.048432473575975
