date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BNP PARIBAS
2024-03-01,26.196517032653244,39.741398551377486,7.771191521939529,6.183326888826783,2.956324159401354,4.463453744991517,5.95368290276963,4.7037269962217865,1.3237576804601077,0.706620521358564
2024-03-04,26.37894142720802,39.536549556710256,7.784208523553521,6.2048962540610715,2.9535864503765983,4.473511966037619,5.961531428694836,4.674867427386255,1.3211372622810615,0.7107697036907663
2024-03-05,26.398184357087658,39.51747110869208,7.802537196671179,6.2384692668962956,2.9871924181147906,4.473090262912578,5.8888382326637965,4.670688478929779,1.3221314737529937,0.7013972042788548
2024-03-06,26.363065605589448,39.55912246630249,7.784982633048414,6.217699785277489,3.035627142093654,4.470633527222705,5.867550884381545,4.668424377895706,1.3465130726649102,0.6863805055236414
2024-03-07,26.51630081440367,39.57631417705241,7.789789634226063,6.299386756168794,3.055402256244013,4.47298048165275,5.842328650151838,4.469242365883676,1.29418064815599,0.6840742160607909
2024-03-08,26.442687413353955,39.668259090453475,7.965956382641787,6.274350584009336,3.078189737506946,4.467189659480034,5.798052416532274,4.265539782637326,1.2800828197650806,0.7596921136197884
2024-03-11,26.483044253024087,39.460936354816994,7.894674327715748,6.663531495136614,3.0860099304778785,4.467083422541395,5.631477976740556,4.299744914876064,1.2949298162070217,0.7185675084636434
2024-03-12,26.68316799902566,39.243581516734224,7.987153048237988,6.737744948089833,3.125755100536897,4.455634261196888,5.536166380068089,4.268559946373952,1.254386075691599,0.7078507240448731
2024-03-13,26.64449468626441,39.42857908030712,7.868833675149618,6.770789934930664,3.2015673355604743,4.440973014010167,5.44974397049843,4.254519342893204,1.2439384544158514,0.6965605059700674
2024-03-14,26.950941886630662,39.278931659474544,7.801910652253518,6.749856522009498,3.291125381321792,4.446503312866095,5.26310608085858,4.2575644419681975,1.2465600543670767,0.7135000082500403
2024-03-15,27.212812013211575,39.19883866404091,7.86508694320158,6.5210354254085585,3.300814919213497,4.441867874256564,5.215337002349712,4.252158397163008,1.2802567498834878,0.711792011271102
2024-03-18,27.27864712197689,39.10401251349326,7.9399706787202335,6.502858491906283,3.306495356762155,4.43359062013838,5.203895705863461,4.251612007422242,1.2645341290116268,0.7143833747054742
2024-03-19,27.331721277053955,39.16373253310258,7.899808587738367,6.543294269847494,3.261798745206069,4.413823676889361,5.17967229892735,4.231811301113975,1.255822947359152,0.7185143627616959
2024-03-20,27.406552399004465,39.114685388428136,7.89324019318123,6.468038057618272,3.2674545011159095,4.409398629104612,5.158553964921617,4.227416402808239,1.2480616256593569,0.8065988381581655
2024-03-21,27.55983192908954,39.118789918017136,7.733030258325033,6.471506397608226,3.2989445721329296,4.411287931651292,5.166913435342002,4.233777729095225,1.2536569427564508,0.7522608859821718
2024-03-22,27.511821470505804,39.088987772077914,7.787441101800206,6.460091738598567,3.2787792671727414,4.406966593198089,5.167960489830074,4.252171834257864,1.2910892976939825,0.7546904348647594
2024-03-25,27.53578861484842,39.06462497918395,7.8468360465373586,6.472043562044144,3.3572817227723992,4.408250782823252,5.093169541690822,4.254622551353533,1.2629836007439557,0.7043985980021609
2024-03-26,27.32000956866007,38.97631446055198,8.40982588239345,6.339261141028923,3.282665232348595,4.361434192434714,4.851038756596038,4.48415109317043,1.2682909188031632,0.7070087540126374
2024-03-27,27.341203336665075,38.89498262505487,8.217511107606262,6.317548685889101,3.309212718852825,4.362141716620868,4.847430014520611,4.684501177178311,1.3214329398281306,0.7040356777839454
2024-03-28,27.685628815721252,38.69731639258912,8.13661950530118,6.296830088322607,3.292792731824428,4.33714823254421,4.82787586047947,4.6646872670927735,1.30502759108877,0.7560735150361932
2024-04-02,27.603222298581926,38.79794721426431,8.109549810446573,6.268944554545376,3.303346951608864,4.328878075359242,4.7851349114897035,4.705848483655756,1.3864507123225536,0.7106769877256985
2024-04-03,27.672392510751486,38.857507605562766,7.950194482095861,6.231450089491841,3.2043974741394807,4.326591688883436,4.752114322626973,4.745187279825898,1.5068254601323028,0.7533390864899521
2024-04-05,28.01914192895091,38.757409939786704,7.823762013235512,6.194618336186736,3.1202176764232243,4.303449710774956,4.728225086324503,4.732387121756105,1.558602328728854,0.7621858578324995
2024-04-08,28.318560599324922,38.82885939279599,7.799566445251563,5.690362639330567,3.1405388759621804,4.303525522926255,4.738897206677869,4.816138106928476,1.6137246136551602,0.7498265971470206
2024-04-09,28.46116930476123,38.82371898505272,7.66451920896459,5.688270848130694,3.139384406203401,4.297006910641865,4.732616299644504,4.801766327337089,1.6387917059282997,0.752756003335611
2024-04-10,28.622999822365973,38.80002768986607,7.5747864849756805,5.636565690222165,3.1171193611574086,4.291868243530842,4.725116551433138,4.798378456652987,1.6786650058237922,0.754472693971948
2024-04-11,28.71327908325128,38.77217024861446,7.584728632625976,5.556706755093584,3.09693931988662,4.278755532419583,4.701224116910186,4.792195072961045,1.6974978403655465,0.8065033978717178
2024-04-12,28.722242211078854,38.70367906989839,7.625769736183802,5.554081957387988,3.107842712504928,4.254659214029872,4.690116601042078,4.783364574503165,1.726925644428893,0.8313182789420375
2024-04-15,28.781707461756984,38.728278988448295,7.551958826589547,5.558076603142434,3.1043506029245305,4.262942076700288,4.697094314368705,4.792109590360727,1.7169258126787907,0.8065557230296991
2024-04-16,28.802020326554338,38.67633526674706,7.652991676904236,5.555838984928548,3.0963755317360064,4.257171243404191,4.669637911370442,4.767929500411492,1.7161874753411674,0.8055120826025197
2024-04-17,28.874320395581123,38.638234971210366,7.716128456340515,5.5540872819473,3.0871916118114164,4.254937332603992,4.644327189532884,4.765167836275658,1.692940096492247,0.7726648282045004
2024-04-18,28.922183623717,38.607620017483775,7.712941139565947,5.5264335119395565,3.0852571507816138,4.232744411547442,4.62964829579697,4.753515290050253,1.7336878030380685,0.7959687560793763
2024-04-19,28.83076671050627,38.58082423100049,7.67179042857406,5.5232664037537,3.0921528983732576,4.231171579886304,4.618548491245223,4.937922465554876,1.7055231306667367,0.8080336604390833
2024-04-22,28.911878432331843,38.548128733084816,7.673580079798822,5.519972168441929,3.0755787395011414,4.227469215159875,4.609838804446508,4.9308433219768695,1.6971620940487633,0.8055484112094325
2024-04-23,28.936697412664646,38.53724918450076,7.66401930156422,5.50699720070514,3.0191279166266765,4.226439147812503,4.624392682114637,4.946886248431846,1.7150478747279905,0.8231430308515777
2024-04-24,26.302883832418356,41.15983838715587,7.78049264097615,5.482544252677897,3.014104950232201,4.216935634443293,4.61724055264998,4.938985593425844,1.7504920079302277,0.7364821480901786
2024-04-25,26.336554727373173,41.180259341520724,7.785580828379566,5.383035491530333,3.0403381887931786,4.218839232006642,4.61801889383542,4.913433786106822,1.7502136967615232,0.773725813692611
