date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CHAOSHANG SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,LONG BRIDGE HK LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,84.30137346141926,0.0,0.0,15.698626538580735,0.0,0.0,0.0,0.0,0.0
2024-03-11,0.0,81.65726416062866,0.0,0.0,15.206239727596024,3.1364961117753123,0.0,0.0,0.0,0.0
2024-03-13,0.0,69.18775804233648,0.0,0.0,12.884164633989108,2.6575361826397095,15.270541141034693,0.0,0.0,0.0
2024-03-19,0.0,69.19058104798066,0.0,0.0,12.880610125187363,2.6576446156899407,15.271164211142041,0.0,0.0,0.0
2024-04-05,0.0,68.5675334406955,0.0,0.0,12.764622758159677,2.6337130473501453,15.133650373592205,0.9004803802024678,0.0,0.0
2024-04-08,0.0,68.57307890204811,0.0,0.0,12.765655108583182,2.6339260512775886,15.134874321269182,0.8924656168219296,0.0,0.0
2024-04-09,11.371137893204605,60.85182195858305,0.0,0.0,11.328255698738625,2.33734873350758,13.430703306744698,0.6807324092214445,0.0,0.0
2024-04-12,11.369098010895792,60.840905675952584,0.0,0.0,11.32622350911903,2.3369294336647863,13.428293956481985,0.6985494138858277,0.0,0.0
2024-04-15,11.363553179405056,60.849638388686344,0.0,0.0,11.327849202477218,2.3372648615023,13.430221367527622,0.6914730004014634,0.0,0.0
2024-04-25,11.37661659106445,60.91959044180272,0.0,0.0,11.340871569250286,2.339951754638698,13.445660597461334,0.5773090457825114,0.0,0.0
2024-04-26,11.355810963686219,60.80818031484442,0.0,0.0,11.320131312590894,2.514967165397666,13.421071089499481,0.5798391539813255,0.0,0.0
2024-04-29,11.359069557765324,60.82562945845632,0.0,0.0,11.323379668255482,2.515688844997698,13.424922317996272,0.551310152528903,0.0,0.0
2024-05-06,11.358662131236235,60.82344776787296,0.0,0.0,11.322973521849535,2.5155986123981724,13.424440793565463,0.5548771730776322,0.0,0.0
2024-05-07,11.352632162525456,60.81036091028186,0.0,0.0,11.320537255123028,2.5150573527030224,13.421552372218878,0.5798599471477561,0.0,0.0
2024-05-08,11.014526315525785,58.99929733598627,0.0,2.978215467208943,10.983387263619804,2.4401535256156452,13.021829623529907,0.562590468513652,0.0,0.0
2024-05-09,11.020277617147103,59.03010417639908,0.0,2.9797705604516773,10.936906700181195,2.4414276665569905,13.028629050730038,0.5628842285339208,0.0,0.0
2024-05-16,11.006101923637718,58.95417209068378,0.0,2.9759375976479525,10.92283824903063,2.438287189381298,13.04663558434273,0.6560273652758979,0.0,0.0
2024-05-17,10.932361161300356,58.76336102393546,0.0,2.8692769879411357,11.079463586587918,2.430395429338787,13.004408845079974,0.9207329658163765,0.0,0.0
2024-05-20,7.140491069766869,37.84162132840894,33.9761337376175,1.8811906906098728,7.436505239528909,1.8618878442590123,8.78723586007369,1.0169141135360842,0.0,0.05802011619911825
2024-05-21,3.924583989949083,16.786098933490496,15.036831516576266,0.9046552254248729,4.2870880297877285,1.1400532308615743,3.9482274900546197,1.4592009776913206,52.12216511569652,0.39109549046752146
2024-05-22,3.7506170679764894,16.786707927150125,15.07196080731874,0.9364663604058696,4.2604764748761115,1.0575833362998002,3.95745140343442,1.5922897893370418,52.23106477888248,0.3553820543189294
2024-05-23,3.813657179217534,16.733204366830876,15.023922587574685,0.9236139307978709,4.382084321136459,1.0828287894882946,4.088905971799541,1.4076231541486783,52.064590927245625,0.479568771760433
2024-05-24,3.857555129283631,16.741712254129606,15.031561401836305,0.9211217299981131,4.373452406894042,1.0241432225225537,4.10776851754807,1.3678608327035218,52.09106282480648,0.48376168027768
2024-05-27,3.8765721035121685,16.70453957990658,14.998185882858783,0.9033152793740398,4.575927264462658,1.0474812457168867,4.0986477813552264,1.3392116928124396,51.975401769418305,0.48071740058291323
2024-05-28,3.906769242952319,16.652702345566002,14.951643775393068,0.910332324916874,4.952571194861947,1.039320621440964,4.09378508756631,1.2132854233385089,51.81411261394179,0.46547737002222034
2024-05-29,3.9182808388744097,16.66825247131928,14.965605469783618,0.9111823840746001,5.007325631145665,0.9292192737701436,4.097607822855608,1.1809985269316419,51.86249611051921,0.4590314707258233
2024-05-30,3.9330635499243995,16.668416311311873,14.965752573668295,0.8915324119114865,4.968056993278534,0.9538020682451057,4.097648100145413,1.1996861176824356,51.86300589107318,0.45903598275927693
2024-05-31,3.939565958814617,16.67513652533724,14.971786323873918,0.8918918514951097,4.965143253761503,0.938453129519689,4.100283493774222,1.174602884907286,51.88391552598255,0.45922105253386575
2024-06-03,3.9307761626040416,16.679564992137465,14.97576242677266,0.8921287139308525,4.941871765123578,0.9387023573758644,4.101372418551304,1.1827836587671998,51.89769449546944,0.4593430092675944
2024-06-04,3.923889771110592,16.671202084068863,14.96825378224318,0.891681412671888,4.796842924784245,0.943147258265464,4.099316045947607,1.163511523591157,51.871673694073095,0.6704815032439114
2024-06-05,3.9475749310916552,16.667433319667253,14.964869993736249,0.8914798352962008,4.827210960417274,0.9429340462970346,4.109201109830473,1.1219671797029915,51.859947358066584,0.6673812658942894
