date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BNP PARIBAS,DBS BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,1245.5359070588236,991.8053888235294,332.1397411764706,438.24943647058825,231.75679764705882,178.52133705882355,116.2593594117647,86.19891235294118,61.52769588235294,70.05998470588236,3752.0545605882353
2024-03-04,1246.732765882353,990.61033,332.1454764705882,438.34759176470584,226.33957705882355,179.83404411764704,116.08947470588235,86.34785352941176,60.648638235294115,70.06186117647059,3747.1576129411765
2024-03-05,1243.6765494117647,988.5519770588236,332.1984176470588,438.1621864705882,230.20569705882355,180.6220205882353,116.64202294117646,85.42644176470588,59.9418294117647,70.05117235294117,3745.4783147058824
2024-03-06,1245.8024529411764,986.8912711764706,332.19617117647056,438.5268017647059,230.3938705882353,180.75496176470588,118.32310529411765,85.41138294117647,59.92392647058824,70.05870176470587,3748.2826458823533
2024-03-07,1247.6248670588236,985.6415741176471,332.24981823529413,439.5746852941176,224.90164,180.55101764705884,129.94350352941177,85.3565594117647,66.90574529411765,70.08223117647059,3762.8316417647056
2024-03-08,1247.0431788235294,983.9505152941177,332.21250294117647,439.53695117647055,227.57041823529414,179.98852,129.73832705882353,85.30714764705883,64.89298705882352,70.11423117647058,3760.3547794117644
2024-03-11,1248.486423529412,984.2112211764705,332.22096,439.913024117647,228.57466411764707,180.36705882352942,129.65950352941175,85.24973588235294,64.31749647058822,70.17709705882353,3763.177184705882
2024-03-12,1247.297706470588,984.3839270588236,332.21868352941175,440.00780470588234,235.1473111764706,180.3905576470588,120.83109176470587,85.24973588235294,59.026064705882355,70.18599764705883,3754.7388805882356
2024-03-13,1230.808525882353,984.3582223529412,332.1277,440.21037411764706,235.77986117647058,180.43778294117647,121.13870882352941,85.11189176470589,59.06026647058824,70.10930235294117,3739.142635882353
2024-03-14,1234.4191523529412,984.3186929411764,332.26336000000003,440.5640623529412,231.33274588235295,180.57428,121.40240529411766,83.75989176470588,59.391002941176474,70.0989494117647,3738.1245429411765
2024-03-15,1238.8979270588236,984.4876341176471,332.27129,440.36529,236.3369805882353,182.31096294117648,118.73842470588237,83.9060094117647,60.866251176470584,70.09795529411764,3748.278725294118
2024-03-18,1241.6466552941176,984.3883864705882,332.2826429411765,440.37224588235296,235.0945194117647,182.30235529411766,117.1505511764706,83.89606588235294,61.35589117647059,70.09588705882352,3748.5852005882352
2024-03-19,1241.9367770588235,984.4093276470587,332.28746411764706,440.74609235294116,236.89686294117647,182.50550588235294,118.79505705882355,83.84312470588236,59.9851494117647,70.10528823529411,3751.5106494117645
2024-03-20,1243.4326017647059,984.3883864705882,332.23626352941176,440.7008411764706,231.8394694117647,182.3718688235294,118.73730882352942,83.87865411764706,59.64321411764706,70.09710470588234,3747.3257129411763
2024-03-21,1245.5948482352942,984.4862688235294,332.18562647058826,440.59543,230.07391588235296,182.45820705882355,118.62589588235295,83.87865411764706,59.32540529411765,70.08675176470588,3747.311003529412
2024-03-22,1248.1032529411766,985.3653276470588,332.21253941176474,440.5571605882353,227.97920529411763,180.43194411764708,119.64305647058823,83.9398305882353,59.154533529411765,70.08645176470588,3747.473302352941
2024-03-25,1250.3726811764705,984.3855629411765,332.2190064705882,439.7107635294118,227.08555529411765,180.07330529411766,119.5240394117647,83.93747764705883,59.573399411764704,70.06174588235294,3746.9435370588235
2024-03-26,1244.4899717647058,984.7876805882353,332.21408647058826,439.32318529411765,226.5596,179.99655352941178,118.06121588235294,84.28147764705882,60.257354117647054,70.03586352941177,3740.0069888235294
2024-03-27,1245.2195864705882,983.7385041176472,332.3025335294118,438.6657517647059,227.16010588235295,180.01559,121.78745117647058,84.25292588235294,60.589340588235295,70.01415529411766,3743.7459447058823
2024-03-28,1243.1787223529411,982.7378123529412,332.29880470588233,437.9670511764706,228.92872235294118,179.95421117647058,121.77239235294117,84.25292588235294,61.49182352941176,69.99535705882353,3742.5778229411762
2024-04-02,1245.3518464705883,981.358045882353,332.32770529411766,437.76011764705885,230.87273647058822,180.29422529411764,121.65803352941175,84.25292588235294,61.63355823529412,69.99651,3745.505704705882
2024-04-03,1244.192915882353,980.8545164705884,332.3265288235294,437.4487152941176,230.33282941176472,182.30615235294118,121.63607470588235,84.25292588235294,61.326265882352935,69.98874529411765,3744.66567
2024-04-05,1245.7474594117648,979.2862811764707,332.29908941176467,436.97707588235295,231.3291629411765,182.15183411764707,122.27775470588236,84.24233764705882,61.65765823529412,69.97408470588236,3745.942738235294
2024-04-08,1249.1368370588236,978.4883988235293,332.29908941176467,437.08826529411766,233.20909647058824,182.89574294117648,122.39440176470589,84.23692588235295,58.15436176470589,69.99096411764705,3747.894083529412
2024-04-09,1233.371607647059,978.4883988235293,332.32903764705884,435.87140529411766,235.4607305882353,182.59188470588234,122.50715764705882,84.58986705882353,58.657428823529415,69.9581405882353,3733.8256588235295
2024-04-10,1235.5957441176472,976.20934,332.42842941176474,435.17878882352943,237.68014529411766,179.82034588235294,122.00147411764706,84.64680823529412,58.76518647058824,69.93962647058824,3732.2658888235296
2024-04-11,1237.404514117647,974.4613400000001,332.5981,434.48041117647057,234.9954611764706,179.7153394117647,122.03204000000001,84.70266470588236,60.58006705882353,69.90150882352941,3730.871446470588
2024-04-12,1239.2264905882353,971.7382811764705,332.6007194117647,433.24076705882356,235.8772429411765,179.50183705882353,122.73130529411765,84.7024294117647,64.13998470588236,69.86548764705883,3733.624545294118
2024-04-15,1242.28304,970.0756929411765,332.60025294117645,432.8367864705882,234.8964882352941,179.42694411764705,123.65697823529412,85.02266470588236,63.28734647058823,69.84877117647059,3733.9349652941173
2024-04-16,1244.7646305882354,968.0046341176471,332.60025294117645,433.0144635294117,235.43557411764704,179.44206,123.25488647058825,84.98172352941177,62.65351647058823,69.83652588235294,3733.988267647059
2024-04-17,1247.257904117647,966.6088694117648,332.5985788235294,432.84247470588235,235.91270117647062,179.52290705882353,122.50785117647058,84.98172352941177,63.06153470588235,69.8193494117647,3735.1138941176473
2024-04-18,1247.7091829411763,964.3083988235294,332.6044847058823,432.09644823529413,236.86921529411765,179.65229647058825,123.70861588235293,85.1413705882353,62.862456470588235,69.8207611764706,3734.7732305882355
2024-04-19,1250.5598370588234,963.0542811764706,332.60221411764707,432.2513152941177,236.02934764705884,179.75628823529414,123.29580352941176,85.38748823529411,61.83376764705882,69.82433764705883,3734.5946805882354
2024-04-22,1251.106611764706,961.7001635294118,332.63608411764704,432.23602000000005,236.59829117647058,179.65850588235296,122.09829294117647,85.50278235294118,62.65094529411764,69.82480823529413,3734.0125052941175
2024-04-23,1252.312057647059,960.1909052941176,332.6533841176471,433.10938235294117,234.41648294117647,179.67477764705882,123.47439588235294,85.51333470588234,64.91022294117647,69.84321411764705,3736.0981576470585
2024-04-24,1221.0478588235294,956.7537288235295,332.66421882352944,433.63585176470593,233.39107117647058,179.70517176470588,156.13154411764708,85.49171647058823,67.48229294117647,69.82156411764706,3736.1250188235294
2024-04-25,1220.4810517647059,951.6094935294118,332.6912152941176,433.1355488235294,235.11988294117648,179.44407352941175,153.57063470588236,85.84312529411766,62.171455882352944,69.76334647058823,3723.8298282352944
2024-04-26,1195.2951088235293,946.4824347058823,332.6951176470588,431.8319211764706,237.71752588235296,179.1822482352941,153.21245647058822,85.95477117647059,63.48304,69.76418588235293,3695.61881
2024-04-29,1194.4841982352941,942.643375882353,332.68529,431.3256758823529,238.3590388235294,179.6912088235294,151.34135529411765,86.02586823529413,63.38188,69.76081882352942,3689.6987099999997
2024-04-30,1195.769088235294,939.5191405882352,332.68998764705884,430.7040588235294,237.25548117647057,179.16960176470587,151.65196823529413,85.90745705882354,66.09698823529412,69.73611294117647,3688.4998847058823
2024-05-02,1193.015105882353,939.6236111764706,332.6782229411765,429.74831882352936,238.54904529411763,179.84986647058824,152.8384094117647,85.90698647058824,66.14480882352942,69.59768,3687.952055294117
2024-05-03,1191.0073323529411,940.2897288235295,332.67051588235296,427.74098823529414,237.77639882352943,178.60937117647057,150.6692311764706,86.06957470588236,65.43524529411765,69.44982058823528,3679.7182070588233
2024-05-06,1189.3997564705883,940.2897288235295,332.67675235294115,425.11095,238.52364470588236,179.19543,151.91814470588236,86.09686882352942,62.95371529411765,69.38747882352942,3675.55247
2024-05-07,1188.803994117647,940.2897288235295,332.67666529411764,424.06203176470586,237.5516682352941,179.65983647058823,151.6661111764706,86.12392764705884,63.41350470588235,69.35685705882352,3673.604325294118
2024-05-08,1190.7306911764706,936.7749052941176,332.67488823529413,423.9517517647059,237.17105764705883,179.51331411764707,151.32346294117647,86.12392764705884,64.61113823529412,69.36455588235295,3672.2396929411766
