date,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),FUTU SECURITIES INTERNATIONAL,CITIC SECURITIES BROKERAGE (HK) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUNDERSTONE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,MIRAE ASSET SECURITIES (HK) LTD,ZHESHANG INTERNATIONAL FINANCIAL
2024-11-08,86.87066956673407,5.083401005291233,1.1288834122993956,0.7072649576590985,0.9774960359301138,0.6477113509411565,0.12806660559699026,0.05085772609098585,0.3502068288855968,0.3834092821885202
2024-11-12,88.63012298775881,7.451677216152114,1.0350671891685836,0.7305961263806822,0.662308576757612,0.660829909344514,0.20190531404301465,0.0781005242736295,0.35729981672858385,0.19209233939245535
2024-11-13,88.5353885717464,7.4430409105000015,1.01959280581332,0.7298152113256149,0.6621377749855762,0.6601235655706942,0.321736383870501,0.08003125408464884,0.3569179083171084,0.19121561378614085
2024-11-14,88.5639303801289,7.443291196010214,0.9888926747338567,0.7305877829227718,0.6623512332399684,0.6603363744894919,0.32224307615953846,0.0800570543522655,0.35703297058443234,0.19127725737856724
2024-11-15,88.60427705339575,7.4583736074309375,0.9296761912830132,0.7309206135282319,0.6623842074058935,0.6606372009753241,0.3241368854256472,0.080227910696149,0.3571956224964222,0.19217070736263497
2024-11-18,88.67196101963567,7.466222792486212,0.8498281905346273,0.7314789568472604,0.662890196414809,0.6611418554626093,0.29304884114178714,0.06468861523139037,0.3574684808420699,0.24127105140356406
2024-11-19,88.74261501196966,7.472979462994781,0.7849576065016671,0.7317926108624081,0.6720324638653675,0.6616686545888538,0.2717471549257314,0.06299042521309674,0.35775331242822894,0.2414632966502042
2024-11-20,88.77069301131415,7.495135614037124,0.7988043542740529,0.7320241486917287,0.672245093694648,0.6618780053280372,0.2053222046633964,0.06691484309357902,0.3578665049149558,0.23911621998832264
2024-11-21,88.83815275685905,7.4946333800727825,0.7769098407043789,0.7325804377228075,0.6728906944983816,0.6623809880164285,0.21531424305334676,0.07451112416051361,0.2933286027078447,0.23929793220447051
2024-11-22,88.85204017071186,7.49688304800455,0.7790527026390737,0.7326949566249168,0.672995882542732,0.6624845331558011,0.20052420368914403,0.07061470613784374,0.293374456607034,0.2393353398870429
