date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BOCI SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,BNP PARIBAS,TOTAL_CCASS_PCT
2024-03-01,31.013963920527488,21.979485042370385,10.32998824967246,3.138596678277053,0.0,2.341479095428954,0.0,0.0,0.1357701756855192,0.15668273961324028,69.0959659015751
2024-03-04,31.087166055323323,21.977753910804267,10.281516565821164,3.1445319865037424,0.0,2.3859939071291243,0.48568256262234893,0.0,0.1355228711760738,0.16212343882103886,69.66029129820109
2024-03-05,31.11041267921119,21.911476302272902,10.281516565821164,3.1534349488437767,0.0,2.4107243580736633,0.4869190851695759,0.0,0.1332971305910653,0.16187613431159348,69.64965720429494
2024-03-06,31.122530600174013,21.903315253461205,10.281516565821164,3.153929557862667,0.0,2.4107243580736633,0.48617717164123975,0.0,0.12785643138326672,0.15791926216046723,69.64396920057769
2024-03-07,31.165561584817514,21.905046385027322,10.281516565821164,3.1517038172776584,3.0660936733294197,2.411218967092554,0.48568256262234893,0.0,0.14022165685553623,0.1460486457070885,72.75309385855061
2024-03-08,31.186829772629814,21.91642239246181,10.281516565821164,3.1504672947304315,3.0660936733294197,2.411218967092554,0.5005208331890724,0.0,0.13354443510051067,0.14060794649928993,72.78722188085408
2024-03-11,31.134153912117952,21.983689219030957,10.281516565821164,3.1504672947304315,3.0660936733294197,2.4483146435093626,0.5158537127746865,0.0,0.11870616453378727,0.12379123985700338,72.82258642570476
2024-03-12,31.224172753556072,21.9681090349359,10.278796216217264,3.201016336461069,3.0636206282349656,2.4483146435093626,0.4077816421470511,1.2612529981714897,0.1528341868372511,0.11478935571319118,74.12068779578361
2024-03-13,31.158142449534154,22.048235695996205,10.278796216217264,3.2059624266499767,3.0636206282349656,2.4483146435093626,0.37365361984358725,1.2612529981714897,0.1535761003655873,0.14174554724273872,74.13330032576533
2024-03-14,31.167787325402525,22.024247158580003,10.279785434255045,3.215359998008902,3.0641152372538563,2.4483146435093626,0.3795889280702766,1.2612529981714897,0.1580275815356043,0.14298206978996567,74.14146137457702
2024-03-15,31.316170031069756,21.966130598860335,10.279290825236155,3.2297036595567348,3.0393847863093173,2.438422463131547,0.3795889280702766,1.2612529981714897,0.12958756294938445,0.13630484803494014,74.17583670138993
2024-03-18,31.390855992922262,21.919390046575156,10.279290825236155,3.244047321104567,3.044330876498225,2.438422463131547,0.3795889280702766,1.2612529981714897,0.12612529981714898,0.14644433292220113,74.22974908444903
2024-03-19,31.377748853921656,21.991355658823764,10.247141239008254,3.248993411293475,3.04729853061157,2.438422463131547,0.37365361984358725,1.2612529981714897,0.11128702925042558,0.15139042311110895,74.24854422716687
2024-03-20,31.370082414128852,22.03661238405227,10.23551792706432,3.2487461067840298,3.0450727900265613,2.438422463131547,0.3734063153341418,1.2612529981714897,0.09966371730649223,0.14322937429941104,74.25200649029911
2024-03-21,31.354996839052685,22.08063258673355,10.170229536570737,3.2531975879540465,3.0450727900265613,2.438422463131547,0.39071763099531914,1.2637260432659436,0.09768528123092911,0.14446589684663802,74.23914665580796
2024-03-22,31.270913305841248,22.074449973997414,10.137338036814501,3.2566351206353374,3.0413632223848803,2.438422463131547,0.40184633392036173,1.2637260432659436,0.1637155852528483,0.17340052445174867,74.22181060969584
2024-03-25,31.532314172325027,21.850639392949336,10.137338036814501,3.2692476506170527,3.0413632223848803,2.438422463131547,0.40184633392036173,1.2637260432659436,0.18201611895180717,0.16499217113060538,74.28190560549106
2024-03-26,31.640880851971552,21.784856393436865,10.140305690927846,3.2818601805987675,3.0413632223848803,2.438422463131547,0.4013517249014709,1.2637260432659436,0.1634682807434029,0.15015390056388198,74.30638875192615
2024-03-27,32.012579529667974,21.567970338653257,10.138327254852282,3.28062365805154,3.041610526894326,2.438422463131547,0.3795889280702766,1.2637260432659436,0.1379959162705277,0.16103529897947916,74.42187995783715
