date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CINDA INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,ZHONGTAI INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,FIRST SHANGHAI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,16.924985894736842,21.13703147368421,0.0,11.169744,0.0,3.610297298245614,2.434466842105263,0.4015718245614035,2.522877192982456,1.092463754385965,59.29343828070175
2024-03-04,17.00681045614035,21.28539449122807,14.484684210526316,11.125415649122807,0.0,3.613034140350877,2.299231052631579,0.4031858596491228,2.5227719298245614,1.0942181403508773,73.83474592982456
2024-03-05,17.076494666666665,21.48546466666667,14.48461403508772,11.130442140350876,0.0,3.5643802807017546,2.2116809824561403,0.39806305263157893,2.4911929824561403,1.089305859649123,73.93163866666667
2024-03-06,17.19317445614035,21.474903263157895,14.484333333333332,11.084072736842106,0.0,3.531899543859649,2.1895655438596493,0.4098174385964912,2.5005263157894735,1.084779543859649,73.95307217543859
2024-03-07,17.238613052631578,21.58942957894737,14.485000000000001,11.094881157894736,0.0,3.3621977894736843,2.222485614035088,0.41033491228070174,2.5281052631578946,1.089200596491228,74.02024796491227
2024-03-08,17.242472701754387,21.784657649122806,14.484368421052633,11.150563614035088,0.0,3.2712784912280704,2.1493190877192982,0.4038787719298245,2.5372280701754386,1.0883234035087719,74.11209021052632
2024-03-11,17.287525333333335,22.01500852631579,14.484157894736843,11.16785501754386,0.0,3.1783381403508773,2.0506318245614037,0.408791052631579,2.5405263157894735,1.0859725263157896,74.21880663157894
2024-03-12,17.234893754385965,22.314482210526315,14.484368421052633,11.126087263157896,0.0,3.1566153333333333,2.005272947368421,0.40317701754385965,2.540421052631579,1.0803584912280702,74.34567649122808
2024-03-13,17.037700771929824,22.469060280701754,14.484438596491229,11.09839049122807,0.0,3.1591978245614034,2.019966245614035,0.4102436842105263,2.539859649122807,1.0822181403508773,74.30107568421053
2024-03-14,17.115455157894736,22.19934098245614,14.484438596491229,11.125396701754386,9.479368421052632,3.163768912280702,2.129319333333333,0.40708764912280704,2.5414035087719298,1.0961128771929824,83.74169214035088
2024-03-15,17.132735859649124,22.246849754385963,14.484719298245613,11.053925754385965,9.479228070175438,3.1654531228070173,2.1800238947368418,0.399981052631579,2.534666666666667,1.0931655087719299,83.77074898245614
2024-03-18,17.101332350877193,21.975621684210527,14.484859649122809,11.166304175438595,9.479157894736842,3.1717759298245616,2.220202701754386,0.42530736842105266,2.5280701754385966,1.095762,83.64839392982456
2024-03-19,17.007297263157895,21.939879719298247,14.484859649122809,11.42064596491228,9.479087719298246,3.164760456140351,2.062117052631579,0.4180652631578947,2.5280701754385966,1.1015865614035087,83.6063698245614
2024-03-20,16.714069192982457,21.98605515789474,14.485421052631578,10.90259898245614,9.479087719298246,3.1650762456140353,2.1967066666666666,0.4199950877192982,2.513333333333333,1.1022883157894736,82.96463175438596
2024-03-21,16.672700771929826,22.05721305263158,14.484368421052633,11.098614701754386,9.479087719298246,3.144802561403509,2.0105769122807016,0.4359950877192983,2.5134035087719298,1.102779543859649,82.99954228070176
2024-03-22,16.669542877192985,21.95721305263158,14.484368421052633,11.148970210526315,9.479087719298246,3.149714842105263,2.0391114736842106,0.4437143859649123,2.516982456140351,1.0331304210526315,82.92183585964912
2024-03-25,16.806525333333333,21.853165087719297,14.484368421052633,11.115397719298246,9.479087719298246,3.150065719298246,2.0982168070175438,0.4548722807017544,2.5243508771929823,1.0314742807017543,82.99752424561404
2024-03-26,16.823753403508775,21.90818263157895,14.484368421052633,11.12923498245614,9.479087719298246,3.2936722105263163,1.9277126315789472,0.45810035087719303,2.524421052631579,1.030421649122807,83.05895505263157
2024-03-27,16.908946385964914,21.911024736842105,14.485280701754386,11.364256596491227,9.479087719298246,3.307479228070175,1.9125915438596492,0.4784512280701755,2.5107719298245614,1.0370883157894737,83.39497838596492
2024-03-28,16.803577964912282,21.540568596491227,14.485070175438597,11.44478,9.479649122807016,3.317935368421052,2.0581950877192985,0.49813192982456134,2.5111228070175438,1.0466321754385963,83.18566322807017
2024-04-02,16.875998666666668,21.24169140350877,14.484719298245613,11.506108842105263,9.479649122807016,3.3255494385964908,2.059852701754386,0.493640701754386,2.499894736842105,1.0462111228070174,83.01331603508771
2024-04-03,16.637472350877193,20.9872001754386,14.484368421052633,11.522564245614035,9.47978947368421,3.3196968070175434,2.3465053684210524,0.45406175438596497,2.486,1.0535444561403509,82.77120305263158
2024-04-05,16.99715656140351,20.808298105263155,14.484368421052633,11.403771403508772,9.479929824561403,3.335388035087719,2.20678550877193,0.4686301754385965,2.4888771929824562,1.056983052631579,82.73018828070175
2024-04-08,17.290381719298246,20.76563143859649,14.484368421052633,11.32034694736842,9.479859649122806,3.3438441754385964,2.2454351929824563,0.47599859649122805,2.489859649122807,1.0615444561403509,82.95727024561404
2024-04-09,17.290381719298246,20.76563143859649,14.484508771929825,11.23166898245614,9.480140350877193,3.361378596491228,2.1680597543859648,0.4924547368421053,2.490280701754386,1.0694742807017543,82.83397933333333
2024-04-10,17.527995754385962,20.693140210526316,14.484578947368421,11.097534245614035,9.47957894736842,3.361097894736842,2.1822381403508775,0.487121403508772,2.492035087719298,1.0694742807017543,82.8747949122807
2024-04-11,17.63571505263158,20.777070035087718,14.484368421052633,11.01205901754386,9.479649122807016,3.3525715789473685,2.0329450175438595,0.5033178947368421,2.486842105263158,1.0690883157894737,82.8336265614035
2024-04-12,17.991294,20.917210385964914,14.484368421052633,10.891912070175438,9.479649122807016,3.3220522807017545,2.009528245614035,0.4880898245614035,2.4756842105263157,1.0671935789473685,83.12698214035088
2024-04-15,18.141294,21.028157754385965,14.484368421052633,10.88970603508772,9.479649122807016,3.184060842105263,2.0002220701754383,0.47834947368421055,2.4545614035087717,1.0671935789473685,83.20756270175438
2024-04-16,18.32894312280702,21.003982315789475,14.484508771929825,10.895878877192983,9.479649122807016,3.1063310175438597,1.957079789473684,0.47305122807017547,2.453929824561403,1.0746672631578948,83.25802133333333
2024-04-17,18.47757470175439,21.028146701754384,14.484578947368421,10.893778245614035,9.479649122807016,3.016162596491228,1.899746456140351,0.4772617543859649,2.453017543859649,1.0659655087719297,83.27588157894736
2024-04-18,18.56989049122807,21.18449757894737,14.484017543859649,10.835093859649122,9.479649122807016,2.8870538245614035,1.8935054385964913,0.4737822807017544,2.445438596491228,1.0723163859649123,83.32524512280702
2024-04-19,18.643644877192983,21.246567754385964,14.484017543859649,10.768908771929825,9.479649122807016,2.8237555789473685,1.9022820350877194,0.4705963157894737,2.4453684210526316,1.0740707719298246,83.33886119298246
2024-04-22,18.64245189473684,21.44684845614035,14.484017543859649,10.742286421052631,9.479649122807016,2.796208210526316,1.8805978245614035,0.45084192982456145,2.435684210526316,1.0146953333333333,83.37328094736843
2024-04-23,18.790241368421054,21.49484845614035,14.484017543859649,10.702632140350877,9.479649122807016,2.7934713684210526,1.8583846666666668,0.44757877192982454,2.435263157894737,0.9467673684210526,83.43285396491228
2024-04-24,18.951153649122805,21.361550210526314,14.484017543859649,10.54272403508772,9.480070175438597,2.791506456140351,1.8003144912280702,0.43945596491228067,2.421438596491228,0.8052777192982457,83.07750884210526
2024-04-25,19.291294,20.96411161403509,14.484157894736843,10.626067052631578,9.480421052631579,2.806774947368421,1.7535182105263158,0.41208754385964913,2.422421052631579,0.804070701754386,83.04492407017544
2024-04-26,19.45410101754386,20.84067301754386,14.484157894736843,10.563074070175439,9.480561403508773,2.8165644210526315,1.7528555789473685,0.4232454385964912,2.422421052631579,0.8052285964912281,83.04288249122807
2024-04-29,19.558802771929827,20.949164245614035,14.484157894736843,10.432219684210526,9.480350877192983,2.8204261403508775,1.7937904210526316,0.41931561403508777,2.4180701754385967,0.8300005263157894,83.1862983508772
2024-04-30,19.49210101754386,21.011620385964914,14.484368421052633,10.252448350877193,9.480982456140351,2.7333003859649123,1.7467188771929825,0.4458840350877193,2.4201052631578945,0.834772456140351,82.9023016491228
2024-05-02,19.640872947368422,21.009585298245614,14.484368421052633,10.11107992982456,9.480982456140351,2.7435133684210524,1.570313754385965,0.45292263157894735,2.4219298245614036,0.8338742105263157,82.74944284210525
2024-05-03,19.73259392982456,21.101760736842103,14.484228070175439,9.870026280701754,9.479649122807016,2.719127403508772,1.8012859649122808,0.4380805263157895,2.4168070175438596,0.852470701754386,82.89602975438596
2024-05-06,19.73259392982456,21.101760736842103,14.484228070175439,9.914722456140352,9.479649122807016,2.725232666666667,1.7306056842105264,0.4462208771929824,2.416771929824561,0.868611052631579,82.90039652631579
2024-05-07,19.73259392982456,21.101760736842103,14.484087719298245,9.947207614035088,9.479649122807016,2.749723894736842,1.7042968771929825,0.44478228070175435,2.416140350877193,0.868611052631579,82.92885357894737
2024-05-08,19.959400947368422,21.12225196491228,14.484087719298245,9.966238140350878,9.479719298245614,2.7476186315789475,1.7038600000000002,0.43458929824561404,2.409754385964912,0.863628596491228,83.17114898245615
2024-05-09,20.059927263157896,21.113655473684208,14.484087719298245,10.01144894736842,9.479719298245614,2.7352789824561405,1.65718649122807,0.4277752631578947,2.408982456140351,0.8606812280701753,83.23874312280701
2024-05-10,20.0438570877193,21.156953719298247,14.484087719298245,9.92976343859649,9.479649122807016,2.6876789824561405,1.677945298245614,0.39754719298245617,2.4057543859649124,0.9262601754385966,83.18949712280703
2024-05-13,20.10901498245614,21.23105898245614,14.483877192982456,9.909089614035087,9.479649122807016,2.6780649122807016,1.6234875438596492,0.39200508771929826,2.405684210526316,0.9259794736842105,83.23791112280702
2024-05-14,19.973330771929827,21.41231052631579,14.483877192982456,9.929175087719297,9.47957894736842,2.647034385964912,2.0180469824561404,0.38094547368421056,2.405824561403509,0.9107864912280703,83.64091042105262
