date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF EAST ASIA (TRUSTEES) LTD,SOCIETE GENERALE,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,MERRILL LYNCH FAR EAST LTD
2024-03-01,39.17894153383116,13.23300877894263,11.273744385079526,7.012772007124619,10.682340529901365,1.3334517487683992,2.997130355822341,2.3116621936165935,3.588735651348446,8.388212815564918
2024-03-04,40.004526755978745,12.97248671064122,10.00959157590238,7.164131072807859,10.894546743604321,1.3605100348415469,3.1155359471093207,2.358471954297771,3.661856669057391,8.458342535759446
2024-03-05,40.40454666999361,13.950127266901244,8.82369093381279,7.224554634331672,10.911244944584244,1.5783525792540471,2.511224551477398,2.379098002269624,3.6929664321471773,8.524193985228196
2024-03-06,39.92129494932628,13.611979595222943,10.071641786330163,7.147730563358882,10.664846169450465,1.5629218398378057,2.4818334395004795,2.354900172507024,3.7043155332288213,8.478535951237133
2024-03-07,39.85217925797385,13.523818652749858,9.36048671714179,7.141206598562332,10.652464158463355,1.5602619776670033,3.4710380639741003,2.3523409134873585,3.716066542685252,8.370137117295098
2024-03-08,43.17350302428123,14.350948353995793,9.594460084870342,7.759753823884051,11.574349260978737,1.6763751787259356,2.7902447218317517,2.556399325804539,4.0362731478919525,2.48769307773566
2024-03-11,42.92418995108684,14.609350169785362,10.84906828579232,7.738415278780722,11.534464926122437,1.6716662454465583,2.738312526726563,2.5488446625203447,4.02440643747195,1.3612815162669063
2024-03-12,44.105592913870304,13.793166070220456,10.288926990909257,7.9952094111981165,11.943377922196172,1.7271018818033061,2.8194180219887954,2.633176178877825,4.1126166514187235,0.5814139575170473
2024-03-13,44.79081100130153,14.059072241258407,8.924487947026861,8.134043134931385,12.156868920184664,1.7583344398493541,2.7501279062507185,2.6802046198483325,4.1818274502364,0.5642223391123504
2024-03-14,43.113412443692376,14.038035934396307,11.313578632212188,7.826148256761529,11.684106402895273,2.2701363960182004,2.570185634190179,2.5796564214793474,4.004199256236393,0.6005406221182041
2024-03-15,43.97747823054311,13.512133560985717,10.357803750254053,7.962666696190829,11.922285233463635,2.316170568469301,2.6669533673757475,2.631823304212492,4.075745610323756,0.5769396781813538
2024-03-18,43.934517953374645,14.378381057866813,9.418222823664028,7.9437257593764095,11.878816773406449,2.312007688800595,2.8357860750365305,2.6268778392550653,4.068592045223484,0.6030719839959788
2024-03-19,43.611347474619926,13.481129219853885,10.912955349981926,7.8740415438924405,11.811167551113822,2.293878438361385,2.812072280072009,2.6057813867324513,4.041617431852502,0.5560093235196512
2024-03-20,44.6107939213862,12.891129672869027,10.585360672288227,8.105066084991872,12.05728840032354,2.271054763104449,2.1113529004465925,2.6601229254192105,4.1154789558096265,0.5923517033612534
2024-03-21,45.36552228819945,12.915453530322102,9.28661671448632,8.253183028917567,12.265534288444886,2.3120353614821463,2.1400778127854054,2.7060668924807447,4.18050919127892,0.5750008916024612
2024-03-22,44.731087944872954,15.325776009538469,8.894473659686106,8.128682691082128,11.230714192657063,2.2798058014546205,2.1086401876279854,2.6673689404695033,4.032624441008353,0.6008261316028174
2024-03-25,42.94302753125209,14.73410333193782,11.295534090503857,7.815679471026445,10.628414391387325,2.0770125393660894,3.479617929915993,2.589879370702738,3.873899592706883,0.5628317512007596
2024-03-26,42.88146994963803,14.794914293063846,9.650361755890547,8.556395604994457,11.510076141375587,2.27402401697982,2.788585380571533,2.835285534030029,4.086178573458107,0.6227087499980474
2024-03-27,40.52144407784073,14.575413411335328,9.912063686869235,8.539507494443654,11.498661145754996,2.2693854882474693,5.195933184950366,2.830426028270545,4.071293665626005,0.5858718166616755
2024-03-28,38.214618633676736,17.123505488764753,9.593665877882767,8.38607431521102,11.291579015710141,2.229522360131694,5.687707842934735,2.7799652175192557,4.000166238289574,0.693195009879322
2024-04-02,41.319308959611305,13.29531837483401,9.167264729371807,9.053123502931157,12.19239291951563,2.4090592627507275,4.719593794139347,3.0010668813461856,4.179181426818041,0.6636901486817894
2024-04-03,40.591411601889405,13.046022778949848,10.360151256464405,8.960686844831978,11.971683178561612,2.2959276800938744,5.177032232587961,2.957190323346808,3.969016180772374,0.6708779225017361
2024-04-05,39.97214127638964,12.860572331912465,11.766566795131892,8.805256636139758,11.785322845674159,2.26119520334729,5.068974062893653,2.91316876261646,3.9014737887807605,0.6653282971139224
2024-04-08,41.111580879380796,12.368825233869227,10.298194974368723,9.062999150093159,12.129462587081488,2.32694409322024,5.01654133881255,2.998058972435131,3.9642891142270256,0.7231036565116568
2024-04-09,41.29897345537854,13.07512080023104,8.748939619491775,9.10530000093996,12.189554471276773,2.337251133434388,5.644748169790849,3.0114310114451595,3.959896207874002,0.6287851301375175
2024-04-10,40.39120613055421,14.125440873668008,8.242824239188783,8.907663032087648,11.916767087320961,2.287841726229521,6.653633750028969,2.9481310770598514,3.878157297184045,0.6483347866780015
2024-04-11,40.75907353686575,12.581736047969821,9.089222109911104,8.997843628878215,12.039054808554509,2.3070892335209696,6.721153526188964,2.978048135601365,3.9169422360522046,0.6098367364571023
2024-04-12,39.52025640991796,11.504583748907045,12.00743639822851,8.743166242600347,11.707692936143,2.5364954917394043,6.65399723929347,2.896129196563295,3.796996587383112,0.6332457492238522
2024-04-15,41.09864459955914,14.402207422083846,6.49552928532585,9.090426436187817,12.180705999254965,2.5862129464036996,6.578108715326378,3.0089039054500883,3.948905841797813,0.6103548486104056
2024-04-16,41.6426394713622,13.827298777906961,9.119162754841605,9.165311400179043,11.517191164473791,2.607632716815985,4.464101247299482,3.0332366078123028,3.9866226319253113,0.636803227383317
2024-04-17,41.72483300621461,14.084005368637682,9.822214952088792,9.162854952339352,10.495704635932789,2.50797472528988,4.586243454453341,3.032232588160132,3.9871071783464322,0.5968291385369863
2024-04-18,41.98796914111223,14.04240916651857,8.656695644176752,9.173086837643604,11.41695547440598,2.521051174405024,4.570701898862722,3.0474438164663287,4.012716153402036,0.5709706930067521
2024-04-19,42.1865637675124,13.956050693943533,9.330426044691185,9.167451200471957,10.639384915496706,2.5188994359454386,4.605233455061299,3.0446676101470773,4.011524343540594,0.5397985331898081
