date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CITIC SECURITIES BROKERAGE (HK) LTD,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,33.713302414728425,12.92784716579393,2.763804056631559,0.2632617648332733,3.0166162156478387,6.218862729068446,1.5681528630829622,1.374485222439848,0.0,1.1819596365404474,63.028292068766724
2024-03-04,34.15305466968318,12.736172542403294,2.763328565942423,0.23174646961376094,3.010867359652374,6.2176373830408,1.6483618535741065,1.4229831283761283,0.0,1.1764750441511158,63.360627016437185
2024-03-05,34.11851624427629,12.780439868625745,2.758741547579829,0.1926423162315079,3.1039130428831827,6.21258944915761,1.6222474725086165,1.4728031181843417,0.0,1.1670032080337744,63.428896267480894
2024-03-06,34.10545310436612,12.797413015156748,2.8237862602443604,0.19433512370721295,3.148751033710575,6.208509401590979,1.6175454812180863,1.4639838513801045,0.0,1.1026434960446445,63.462420767418834
2024-03-07,34.15029257850713,12.840887066871575,2.815387996538464,0.1797760781419001,3.1677762156405573,6.206107352548392,1.5986332326598227,1.4892485517132665,0.006223467982514688,1.120064909623102,63.574397450226726
2024-03-08,34.24039011144137,12.759130593331308,2.8123976282343524,0.16447537577038082,3.1386742474839795,6.204618807030901,1.589667166176879,1.474592768303666,0.006223467982514688,1.1452623207240746,63.53543248647943
2024-03-11,34.27764840195528,12.766355185141384,2.8063978181478313,0.16265347970296073,3.1219224774481438,6.20247743423272,1.6039995227270774,1.473996218263891,0.006223467982514688,1.1703991416885753,63.59207314729037
2024-03-12,34.357169425143795,12.806453722948044,2.805385948358068,0.16381111730109169,3.1419149652676204,6.201053098459374,1.5976218223748198,1.453376441954617,0.006223467982514688,1.1859307169869742,63.71894072677692
2024-03-13,34.17832198193814,12.843712013461955,2.8017291772291193,0.1728238597939044,3.129742119861407,6.201517206328832,1.5906825749594455,1.4475076794011574,0.006271836904658584,1.1899617587739857,63.562270208652606
2024-03-14,34.1953223037419,12.897844052371862,2.7949041772078487,0.1682881044272956,3.1198264908219078,7.8104215796059115,1.5672558936677516,1.4437832723960773,0.006271836904658584,1.1155176263300488,65.11943533747527
2024-03-15,34.327259784663774,12.838431384755818,2.789606006705947,0.18086693438152437,3.134977531686827,7.804229382131562,1.5137387043731643,1.4399298815986137,0.006304082852754516,1.1100841840758844,65.14542787722587
2024-03-18,34.32024223602493,12.857037796619366,2.7877070105766295,0.19684709918686003,3.1098901840681927,7.804175934472593,1.549322108097024,1.4030566399509166,0.006304082852754516,1.1335527286696938,65.16813582051897
