date,SDICS INTERNATIONAL SECURITIES (HONG,BOCI SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA GALAXY INTERNATIONAL SECURITIES,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-04-17,47.10948300732988,16.283349168014265,14.38536998249205,12.453016012238514,0.0,5.540546900096918,2.240158342262365,1.988076587566013,0.0
2024-04-18,47.66639105695453,16.10041526313565,14.22971898030456,12.340729301011784,0.0,5.480260352508994,2.215919626716212,1.966565419368271,0.0
2024-04-19,47.66462240008889,16.096444685678794,14.229190987947415,12.367594101494124,0.0,5.480057007974552,2.19559836666911,1.966492450147116,0.0
2024-04-22,47.66221080678272,16.09563028547372,14.228471061511186,12.373714367475865,0.0,5.479779744290663,2.193800779075863,1.9663929553899853,0.0
2024-04-23,48.52187938615917,15.825949642378113,13.990074480695169,12.183639784021008,0.0,5.387966593811161,2.1570438708696167,1.933446242065758,0.0
2024-04-24,48.519626579449735,15.82488323104598,13.989424940033219,12.18838024835164,0.0,5.387716437645606,2.1566120887608875,1.9333564747129355,0.0
2024-05-02,48.52091387195367,15.825303086988724,13.9897960987401,12.188703622862844,0.0,5.385206243483023,2.156669306649224,1.9334077693224123,0.0
2024-05-03,48.51850025453931,15.824515875370679,13.9891001923197,12.191413566880964,0.0,5.384938362552267,2.1582201541747845,1.9333115941622865,0.0
2024-05-06,48.51689130966159,15.82399111113381,13.988636293168236,12.191009281663826,0.0,5.391392084429638,2.1548324372385155,1.9332474827043855,0.0
2024-05-07,48.50723988085862,15.820843256449276,13.98585354424122,12.188584133330076,0.0,5.409880955100442,2.154403778037793,1.933194451982574,0.0
2024-05-08,48.49771462165732,15.81989914424749,13.985018935442591,12.18785677696757,0.0,5.42215621996244,2.1542752135320047,1.9330790881905837,0.0
2024-05-09,48.49401687227796,15.81869294262132,13.983952635813996,12.194552088295875,0.0,5.423068817811773,2.1527849442429035,1.932931698936175,0.0
2024-05-10,48.49417763226486,15.81874538234552,13.983998993286265,12.194592513819687,0.0,5.423086795544457,2.1524605760419435,1.9329381066972684,0.0
2024-05-13,48.49739305584698,15.819794249847257,13.984926207280415,12.188770545252458,0.0,5.423446375230548,2.1526032957009567,1.9330662708413888,0.0
2024-05-14,48.50881125408401,15.82351885307708,13.988218810237052,12.191640262356449,0.0,5.424723268315686,2.129566161080955,1.9335213908487747,0.0
2024-05-16,48.510259015302594,15.807410375236314,13.988636293168236,12.192004125817675,0.0,5.428201318122078,2.1399097749307696,1.9335790974223357,0.0
2024-05-17,48.5099372831192,15.807305536532972,13.988543517029978,12.191923265393777,0.0,5.428165316931867,2.140558807550565,1.9335662734416474,0.0
2024-05-21,48.51202861859822,15.807987012963325,13.989146583927104,12.193443757766907,0.0,5.428730960019503,2.1350134343680853,1.9336496323568548,0.0
2024-05-23,48.510098148677436,15.807357955710813,13.988589904945279,12.194948218036087,0.0,5.427188476612469,2.1382446106071855,1.9335726854107287,0.0
2024-05-27,48.50720273185563,15.806414463698218,13.98775496953863,12.195878308647332,0.0,5.430180482871571,2.1391117669152724,1.9334572764733486,0.0
2024-05-28,48.499804903372215,15.804003829059349,13.985621698471556,12.194018316504916,0.0,5.429683869860388,2.145416396279329,1.9414509864522473,0.0
2024-05-29,48.49176634437053,15.801384407857638,13.98330366347281,12.191997229288171,0.0,5.445358346645075,2.1450608060595533,1.941129202306217,0.0
2024-05-30,48.49031968673169,15.800913004252834,13.982886498774839,12.194948288870311,0.0,5.445527373371351,2.144333855511278,1.9410712924877016,0.0
2024-05-31,48.4729665253384,15.79923467155303,13.977882463170936,12.190584100157869,0.0,5.455507542626869,2.1634480530740294,1.9403766440788641,0.0
2024-06-04,48.47071795078588,15.798501773206212,13.977234054107946,12.193332044845347,0.0,5.456248504601231,2.163679038989861,1.9402866334635263,0.0
2024-06-05,48.452255408851286,15.792484109061277,13.971910112545627,12.199949012269217,0.0,5.4809988891935,2.1628548916143067,1.9395475764647867,0.0
2024-06-07,48.44022219619494,15.788562014660249,13.968440161267182,12.221423191178989,0.0,5.4799688083182145,2.162317742360139,1.9390658860202914,0.0
2024-06-11,48.42595053617791,15.78391032276011,13.964324721248298,12.247284881076279,0.0,5.478354277083832,2.161680671300829,1.9384945903527402,0.0
2024-06-12,48.41905825237866,15.781663858040226,13.962337231318248,12.246534744799273,0.0,5.490814214367226,2.1613730074035797,1.9382186916927846,0.0
2024-06-13,48.416494182457946,15.780828127419728,13.961597844593065,12.258463222048597,0.0,5.483242021538646,2.1612585501688515,1.9381160517731637,0.0
2024-06-18,48.40640079639507,15.77753829833624,13.958687270428626,12.270136604428226,0.0,5.4920260725144,2.1574989451583955,1.9377120127390384,0.0
2024-06-19,45.88293032353104,14.9550406249852,13.231007984479879,11.630483027424653,5.213092548396949,5.205721670572134,2.0450265284166003,1.8366972921935472,0.0
2024-06-20,45.860346974899024,14.947679828849067,13.224495748579523,11.605008062122657,5.265702689707704,5.204726940405877,2.056246476455978,1.835793278980167,0.0
2024-06-21,45.838934921058545,14.940700803473161,13.218321272509012,11.593009293723807,5.36351730919984,5.168454678114227,2.0421255691324367,1.834936152788971,0.0
2024-06-24,45.82902604398841,14.937471113083141,13.2154639041869,11.572332683171132,5.412483634336848,5.1701570004029165,2.0285261211663874,1.8345394996642672,0.0
2024-06-25,45.819982549034364,14.934523484553841,13.212856081340782,11.570049101317869,5.45902564074133,5.147837530802063,2.021548124356344,1.8341774878534056,0.0
2024-06-26,45.78900335852801,14.924426155344808,13.203922782746899,11.5590963923549,5.53609192945692,5.13371462612857,2.0208073670072584,1.8329373884326368,0.0
2024-06-27,45.77309978585818,14.919242559317208,13.199336757061694,11.56071391704682,5.5954982186868705,5.1028315364376065,2.016976458417759,1.8323007671738616,0.0
2024-06-28,45.764507858928376,14.91644211445948,13.196859150400378,11.558543891208581,5.614782819825115,5.101873699719069,2.015033633792649,1.831956831666355,0.0
2024-07-02,45.75720725670489,14.914062562803359,13.194753915934546,11.556700009668491,5.629839661002857,5.101059821187022,2.0147121847109153,1.8316645879879176,0.0
2024-07-03,45.72659873283385,14.90408604834069,13.18592750443739,11.542717633181123,5.720474553851904,5.072640696150854,2.017115504822619,1.8304393263815733,0.0
2024-07-04,45.724311890287154,14.90334067695862,13.18526806024363,11.505569670351418,5.764885985224125,5.0692613066047585,2.0170146264348565,1.8303477838954338,0.0
2024-07-05,45.72874285547982,14.904784901727982,13.17091577555507,11.444164559453727,5.838593120847827,5.065063543680758,2.017210087475895,1.830525155778916,0.0
2024-07-08,45.72402605105169,14.903247510777895,13.169557228829895,11.442984122758999,5.848305632349199,5.064541095158017,2.0170020173458423,1.8303363417284648,0.0
2024-07-09,45.72974351486214,14.905111055737958,13.171203988167568,11.44441498642644,5.851225171681527,5.050481841789061,2.0172542290829916,1.830565212252314,0.0
2024-07-10,45.72802812558973,14.904551943316937,13.170709917125627,11.44398568975456,5.851005683704589,5.050292390860496,2.020929704562584,1.8304965450854724,0.0
2024-07-11,45.72588406996596,14.903853111774804,13.170092380445734,11.443449114203807,5.850731346888526,5.05005559718611,2.025523661164025,1.8304107183710339,0.0
2024-07-12,45.722453999135524,14.902735117604553,13.169104442199659,11.442590697974039,5.850292461488323,5.057178150227384,2.0253717190033034,1.8302734123672135,0.0
2024-07-15,45.72073915668998,14.902176183415786,13.168610528656263,11.442161538152117,5.850073043479131,5.056988478348729,2.0290463041681055,1.8302047670898942,0.0
2024-07-18,45.71559540105829,14.900499632378297,13.167129010294627,11.440874251814757,5.84941488819297,5.067669925307183,2.0288180288045283,1.8299988621493464,0.0
2024-07-19,45.71353288130409,14.899521818471639,13.166264945184416,11.436998568827182,5.849031032660296,5.0760870893299765,2.028684891894251,1.8298787723281504,0.0
2024-07-23,45.7053918696529,14.896868398946259,13.163920197151056,11.42652605497588,5.8826696025494885,5.075183101352413,2.01988788169437,1.8295528936776322,0.0
2024-07-24,45.694398965816255,14.893285455335494,13.160754056288434,11.42377778618371,5.915926591470776,5.067715252251743,2.0150290367527113,1.8291128559008725,0.0
2024-07-25,45.68415162570206,14.889843730652846,13.15771270639867,11.421137838262633,5.949223321954741,5.054677236248888,2.0145633789102666,1.828690161869902,0.0
2024-07-26,45.66832122459493,14.884684125181566,13.153153316273597,11.417180203357628,5.981813650685122,5.052925697361344,2.013865295544176,1.8280564870016405,0.0
2024-07-29,45.658201224362266,14.881385711691191,13.15023860622839,11.414650181162457,6.0151322594078955,5.039321596077306,2.0134190273934536,1.8276513936770402,0.0
2024-07-30,45.647800829067585,14.877995908987979,13.147243138249875,11.405809289492382,6.042781664754755,5.038173698542783,2.012960394481574,1.8272350764230665,0.0
2024-07-31,45.637547545156416,14.87465405432437,13.144290040530002,11.39700797955933,6.072933161671673,5.036106132528488,2.012508248834868,1.8249528373948554,0.0
2024-08-01,45.62217625287277,14.869644086274251,13.139862880550071,11.393169325857802,6.114860453473623,5.034409909495075,2.0118304110854694,1.8140466803909405,0.0
2024-08-02,45.61520565476509,14.867372157983166,13.137855244990938,11.378955939413837,6.147602260501618,5.028963468203702,2.0102757613783027,1.8137695127633489,0.0
2024-08-06,45.60738405087436,14.864822861224628,13.135602507154399,11.392592909897257,6.146548135915984,5.028101155743095,2.011489872076789,1.8134585071134943,0.0
2024-08-07,45.606815311586715,14.864637491926628,13.13543870181085,11.392450840464624,6.146471486411062,5.028038453644981,2.012711821473958,1.813435892681183,0.0
2024-08-08,45.585923977590234,14.857828375691284,13.12942168801072,11.428677110751929,6.143655942553304,5.025735235804301,2.0161524662483767,1.8126052033498545,0.0
2024-08-09,45.58535435290915,14.857642717816844,13.129257627660742,11.428537418387355,6.143579173723112,5.0256724360937515,2.017373719696859,1.8125825537121858,0.0
2024-08-12,45.55795674110238,14.8487130092882,13.121366709428345,11.427894036120927,6.139886772957666,5.063137082739252,2.0295524891260737,1.8114931592371561,0.0
2024-08-13,45.552424148810125,14.853137501098807,13.11977324085527,11.4324225682121,6.1391411405222955,5.062522211590448,2.029306018755994,1.8112731701549585,0.0
2024-08-14,45.53895294308196,14.848744986875358,13.117761100627579,11.446162855493974,6.137325614019731,5.074722028847843,2.0255929482096007,1.8107375228439537,0.0
2024-08-15,45.52180641371754,14.843154071285788,13.113133120033787,11.447454285497084,6.135014760847693,5.1045513497981565,2.0248302629320047,1.8100557358879492,0.0
2024-08-16,44.98151360614761,14.666982473140436,12.957494931050883,11.311585836885259,6.062199013610068,5.043966047995717,2.0069474759368475,1.7885724035589787,1.1807382116741987
2024-08-20,44.977779521408436,14.665764911723933,12.95857148931642,11.310646819572074,6.061695767653945,5.043547329390344,2.0086256219767806,1.7884239274321965,1.1849446115258708
2024-08-21,44.99396503438452,14.671042471683734,12.963234705891887,11.27411790972277,6.063877103783661,5.045669847965863,2.007503023326619,1.7890675020815503,1.1915224011593875
2024-08-22,44.97017496988263,14.662977912819361,12.987121178096913,11.280760506220876,6.060670895410598,5.043002005488619,2.010130454976536,1.7942696803191691,1.1908923967853038
2024-08-23,44.95842753774602,14.668367327338897,12.983728589013332,11.28027227371249,6.059087683424124,5.045065223356771,2.020669093784769,1.7938009683046299,1.1905813033189652
2024-08-26,44.95276332323556,14.666519291639906,12.982092797285253,11.287455143340805,6.0583243121441175,5.044429606561224,2.020414514080169,1.7935749712217688,1.1944260404911966
2024-08-27,44.95442099437745,14.670133119035505,12.982571522929693,11.285105689398996,6.058547717973658,5.044615624166548,2.0164941353424033,1.7936411108147725,1.1944700859609754
2024-08-28,44.960776533147914,14.672207144186835,12.9844069650248,11.268260618894283,6.05940425964548,5.045328818763927,2.01985264357435,1.7951240597366196,1.194638957025791
2024-08-29,44.96561347314111,14.673785599698427,12.985803844753752,11.269472873322343,6.060056138395323,5.04587160193237,2.015459313710438,1.7891696771764096,1.1947674778698296
2024-08-30,44.9697602501183,14.675138831903952,12.98700140947609,11.270512156166422,6.06061500325525,5.046336937609404,2.006423074547793,1.7893346763180318,1.1948776606047606
2024-09-03,44.97031321150391,14.675319281723063,12.987161101461423,11.270650741695537,6.060689526358136,5.046398988851165,2.005218116732222,1.7893566785029766,1.1948923531715692
2024-09-05,44.96146746086329,14.672432617039918,12.984606500872081,11.268433782130465,6.059497376594619,5.069994102320755,1.9999061362634063,1.7890047084619696,1.1946573154534903
2024-09-09,44.96312577402403,14.6729737801621,12.98508541192778,11.265161097043839,6.0597208689496185,5.070181098840654,1.9999798987728017,1.7890706922970223,1.1947013779821545
2024-09-10,44.974875661865205,14.676808162074954,12.98847871020435,11.235209016852458,6.061304411893604,5.071506052527042,2.000502539027247,1.7963018649190712,1.1950135806360702
2024-09-12,44.95967109297126,14.67184640203539,13.014821180283489,11.231410751553875,6.059255278479414,5.069791538322458,2.002899579003847,1.795694592635212,1.1946095847150455
2024-09-13,44.95898022046432,14.671620947198669,13.014621188114559,11.231238164150234,6.059162168970765,5.070020963278167,2.0028688014598908,1.7968963186091282,1.1945912277542725
2024-09-16,44.95815120148246,14.671350410540581,13.01438120562488,11.231031066267182,6.05905044133754,5.0699274748672565,2.0028318696556897,1.7974778332426267,1.1957984969817843
2024-09-17,44.95469728478717,14.670223281849317,13.013381373840796,11.227402535236084,6.058584953880479,5.073532884713384,1.9949954868297572,1.8114755692797369,1.1957066295832695
2024-09-23,44.9519345335081,14.669321703580879,13.01258161901634,11.226712540139058,6.070811165646446,5.073221083938087,1.985654430309383,1.8141297780347472,1.1956331458269591
2024-09-24,44.945167227796375,14.66711330508631,13.0106226350743,11.223486233255553,6.086487947598659,5.0724573339821735,1.9853554992242766,1.8138566691922444,1.1954531487901052
2024-09-25,44.9457195845376,14.667293557589705,13.010782530021036,11.223624165065873,6.08779170482962,5.072826911526501,1.9893740083661855,1.807119697669225,1.1954678403942594
2024-09-26,44.94212950837939,14.666121995505632,13.009743283111822,11.222727668894578,6.099901239694215,5.072421715322766,1.9846068851665597,1.8069753525035093,1.19537235142153
2024-09-30,44.95925656691917,14.662183843587556,13.016237843069456,11.19627137726766,6.102225859527809,5.0749694350876435,1.9853632017601996,1.8076639752497126,1.1958278975307952
2024-10-02,44.98054545057062,14.669126607987085,12.961828200937763,11.204647752939046,6.105115355179165,5.086289350828422,1.9875332102378747,1.8085199313083433,1.1963941400116909
2024-10-03,44.993273107528445,14.673277371599827,12.903983009902309,11.209663596324077,6.106842853437587,5.100953827617656,1.9880956009478763,1.8271779619602635,1.1967326706819597
2024-10-04,45.00476184953269,14.670255956065159,12.907277958711072,11.209449483309255,6.108402196360604,5.097949323658008,1.9772204636503539,1.8276445200644191,1.1970382486484406
2024-10-07,45.00528526509565,14.671429481684664,12.906772120296614,11.204192818014372,6.108890829039757,5.099895463834354,1.9786092982576455,1.8277907198085868,1.1971340039683562
2024-10-08,45.01040911289164,14.67309982264953,12.908241555175037,11.205468414387958,6.109586325727,5.100168384020801,1.967757273955537,1.8279988136223695,1.197270297570132
2024-10-09,45.04506030330117,14.679468855121833,12.853203740958092,11.21409492606176,6.114289780844799,5.095780377901324,1.9705039061028866,1.8294060955424332,1.1981920141657028
2024-10-10,45.044228049880445,14.679197636966352,12.852966264912805,11.213887734223196,6.114176813106469,5.095686228162769,1.9710833663566525,1.8275246934312546,1.2012492129600534
2024-10-14,45.0403446071778,14.677932084743302,12.851858159386085,11.212920940199297,6.11364968551753,5.095862722938991,1.9789190163340722,1.8273671352325271,1.2011456484703928
2024-10-15,45.03396611906677,14.675853436897384,12.850038115041635,11.211332997577392,6.1127838874830305,5.106224147354312,1.9817174024188897,1.827108348590279,1.2009755455703106
2024-10-16,45.03341155330405,14.675672712733911,12.853266331565468,11.211194936865207,6.112708612286306,5.10616126732546,1.979537980761046,1.8270858488679091,1.200960756290644
2024-10-18,45.03244109608381,14.675356456157857,12.852989347328991,11.205719836393326,6.112576885152976,5.106051231001348,1.9868837962668935,1.8270464756871334,1.2009348759276652
2024-10-21,45.034520698488095,14.676034165511984,12.853582899597054,11.204697981101688,6.112859164533736,5.10628702893186,1.9838968777545465,1.8271308488668037,1.2009903352142282
2024-10-22,45.035213941972955,14.676260082539876,12.854704378651574,11.19778940487319,6.1129532634543855,5.1063656330817375,1.9885454976531376,1.8271589749917698,1.201008822781373
2024-10-23,45.03784846187522,14.677118630682406,12.855456367407905,11.189515654161518,6.113310865775425,5.1094353613630075,1.988969715842424,1.8272658621643374,1.2010790807277547
2024-10-24,45.03604586232811,14.676531192154584,12.854941839280624,11.191838703352023,6.113066185983331,5.109230860788868,1.9901216200144167,1.827192727484771,1.2010310086132796
2024-10-25,45.03493664201786,14.676169714894083,12.854625227058078,11.192794533285335,6.112915623538482,5.110336502989866,1.9900726040922037,1.827147724437873,1.201001427686214
2024-10-28,45.03840313692098,14.677299390459483,12.855614692041348,11.19365608140984,6.113386155805922,5.110729863273274,1.9825284408468349,1.827288366320515,1.201093872921805
2024-10-29,45.0381257976903,14.6772090100144,12.855535529237159,11.189584557396246,6.113348510558861,5.112853635835937,1.9855951522043815,1.8266613302834789,1.201086476779236
2024-10-30,45.04048329002966,14.677977279279416,12.856208444150727,11.19017026915506,6.113668509937749,5.113121264940507,1.9804646498914453,1.8267569457207662,1.201149346894672
2024-10-31,45.03798712935582,14.677163820209268,12.855495948200666,11.18955010567281,6.113329688109191,5.11283789381991,1.9858969297325317,1.8266557061577,1.2010827787421094
2024-11-01,45.03909649994133,14.677525346442094,12.855812603317293,11.189825725400588,6.113480270951983,5.112963832662417,1.9834826574738826,1.826700700133662,1.201112363676749
2024-11-04,45.03410476264158,14.675898618633736,12.854387778125902,11.18858554354101,6.112802706571893,5.114860072372161,1.9918830304711617,1.8264982446954108,1.2009792429471409
2024-11-05,45.03108539415145,14.674814333738032,12.853438070113226,11.187758908346503,6.112351080418199,5.114482176226635,1.9988162254869108,1.8263632993329348,1.2008905121861142
2024-11-06,45.024293819898574,14.672601082817646,12.85149951859279,11.186071574037678,6.111429217534839,5.1257148276098645,2.0015927174651384,1.826087847789816,1.2007093942536529
2024-11-07,45.013486967552346,14.669079325562077,12.84841486704266,11.183386662991241,6.109962335823322,5.149102252037554,1.9918806476686244,1.8342657445733255,1.2004211967488494
2024-11-08,45.01099381523467,14.668266852421635,12.847703234652851,11.18276725116033,6.109623924654033,5.148817059818989,1.9973090022879973,1.8341641504911868,1.2003547092783051
2024-11-11,44.993857064031864,14.662582059477302,12.842724014310459,11.17566502283958,6.107256095698585,5.193574534807515,1.9909983988042075,1.8334533069043906,1.1998895031260952
2024-11-12,44.9984245429598,14.664070507877947,12.844027722752907,11.17679950247365,6.107876063964141,5.194101752161089,1.9810491728704422,1.833639426963685,1.2000113079763346
2024-11-13,45.00534673278276,14.6663263086235,12.846003542993087,11.178518849952036,6.108815649693181,5.194900770319022,1.9659707386638174,1.8339214990653026,1.200195907907285
2024-11-14,45.0063160093122,14.666642176112498,12.846280206337227,11.178759600812583,6.108947214764038,5.195012652478698,1.963859387667843,1.8339609960849879,1.200221756429932
2024-11-18,44.87790535127934,14.624795756765993,12.80962758864177,11.432181674385411,6.09151735155165,5.180190399685206,1.9582561635292077,1.8287283941038543,1.1967973200575652
2024-11-19,44.87859377195038,14.625020099048234,12.809824086503053,11.432357042422714,6.091610794559517,5.180269863067536,1.9567522171539675,1.8287564465367465,1.1968156787578592
2024-11-20,44.876115556373364,14.624212499041695,12.809116722414254,11.433873204120168,6.091274413147103,5.179983806299958,1.9600187467249297,1.82865546180591,1.196749590072617
2024-11-21,44.87845608612653,14.624975230041166,12.809784786448516,11.428026821474397,6.0915921057286,5.180253970196037,1.9613481570306939,1.828750835981317,1.1968120069727415
2024-11-22,44.880521462195425,14.625648294056345,12.810374312587628,11.42855275697152,6.091872450233601,5.180492373508315,1.956836266404266,1.8288349979276495,1.1968670861152464
2024-11-25,44.87047175359004,14.622373298607727,12.807505795806332,11.427527367717904,6.090508349706434,5.196509881512765,1.960078988422559,1.828425482658715,1.1965990819775276
2024-11-26,44.8798329823835,14.625423932501292,12.810177797845594,11.429911467863322,6.091778999198224,5.180412903299439,1.9568062479860129,1.8288069430848268,1.1968487258377918
2024-11-27,44.88410189775178,14.62681508511582,12.811396286445875,11.431919171612307,6.0923584418400925,5.173541622616695,1.9539240289913478,1.8289808969867503,1.196962568639329
2024-11-28,44.88341330808653,14.626590687761809,12.811199740348101,11.433277939250525,6.09226497589374,5.173462252702997,1.9538940528564548,1.828952837667518,1.1969442054323225
2024-11-29,44.892779938158995,14.629643081822241,12.813873284089716,11.436584609621615,6.093536358529924,5.152752409141922,1.9543018071123144,1.8293345181901826,1.1971939933330935
2024-12-02,44.89388215166423,14.630002270765404,12.814187892011248,11.434410188865135,6.0936859678452375,5.152878920204555,1.9543497893902684,1.8293794322546342,1.1972233869992834
2024-12-03,44.89567336404989,14.630585990417472,12.814699162834003,11.436400977741775,6.093929098651859,5.15308451393139,1.9544277656173372,1.8239279719709032,1.1972711547853694
2024-12-04,44.89443327871337,14.630181871851208,12.814345201765306,11.432709127585404,6.093760775257849,5.152942178065487,1.9605118900227714,1.8238775923649542,1.197238084373643
2024-12-06,44.88864711949452,14.625227621598903,12.812693641956937,11.454250578756712,6.09297538901924,5.152278047978295,1.9532012969256611,1.823642524331472,1.1970837799382568
2024-12-09,44.88878486785716,14.625272501569395,12.812732959862098,11.453058260782601,6.092994086338881,5.152293858609948,1.954127891103523,1.8236481204852413,1.19708745339115
2024-12-11,44.89098895664056,14.619852980868032,12.813362079164047,11.455768791751089,6.093293259060143,5.152546841913817,1.9533031952818014,1.823737663616762,1.1971462317037405
2024-12-12,44.89140224738424,14.619987579148253,12.813480045911179,11.454953605629886,6.093349357216166,5.152594279049101,1.9533211784483338,1.8237544539328763,1.1971572532799608
2024-12-13,44.890713433705805,14.619763250058067,12.813283435872682,11.454777840821158,6.093255860863308,5.152515217642212,1.954825606693323,1.8237264702444393,1.1971388840990036
2024-12-16,44.88919811801758,14.619269750291272,12.812850915025434,11.458687352217334,6.0930501789863225,5.152341291087121,1.9538390113372068,1.8236649091526236,1.1970984738851018
2024-12-17,44.88947362235169,14.619359475043472,12.81292955300756,11.458757679114695,6.09308757465839,5.15237291322376,1.9532372598373575,1.823676101769277,1.1971058209937993
2024-12-18,44.88823387947898,14.618955722331531,12.812575689689282,11.4584412148745,6.092919297748819,5.152230616665542,1.9559450834202599,1.823625736076235,1.1970727597148467
2024-12-19,44.89319326188097,14.59908808025429,12.813991260249935,11.461548558448232,6.093592461162267,5.14973088052695,1.9601508423078444,1.8314996393807348,1.1972050157887741
2024-12-20,44.894846632880366,14.59962574993416,12.814463186615535,11.461970675714078,6.093816882022655,5.149920539917915,1.9565401336100539,1.8315670916640128,1.1972491076412268
2024-12-23,44.88837162530544,14.597520103197134,12.812615006870532,11.459703832672957,6.092937994724211,5.162986666728857,1.957485405471821,1.8313029319289438,1.1970764331001056
2024-12-27,44.77940401494143,14.562084269254132,12.781512073320906,11.431885123797766,6.078147240028914,5.150453391427386,2.18936360508105,1.8329797811107817,1.1941705010376364
2024-12-30,44.7730993011153,14.560034001367608,12.779712501002782,11.427520888384285,6.077291467608883,5.167480640006082,2.1881371258309237,1.832721706819192,1.1940023678649367
2025-01-02,44.77282522339507,14.559944872381944,12.77963427022309,11.428063083218456,6.07725426557872,5.1674490073665,2.1881237311889534,1.8327104878463025,1.1939950588009662
2025-01-03,44.772688185793264,14.573673600580705,12.779595155192409,11.432925275573737,6.077235664734437,5.14906880148208,2.188117033929465,1.832704878411365,1.1939914043025377
2025-01-06,44.772341079277155,14.573361364545312,12.77932135668185,11.432680329010582,6.0771054620125895,5.150488817443422,2.1880701542609353,1.8326656133282457,1.1939658234399089
