date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-03-01,40.549670564502286,19.900156180460137,11.687094017224,11.354223210390089,6.253901150138927,3.4975567954672835,1.5999928107439283,2.3153555704351203,1.4637097246670019,1.378339975971231
2024-03-04,40.501853874588264,19.86061693085711,11.846863029208729,11.302271559049206,6.239461683117066,3.5335513990809195,1.5975299826083675,2.2792984265427223,1.461623105118661,1.376930009828955
2024-03-05,40.466951268229465,19.834484732572843,11.894444027973309,11.330650864011313,6.23149853247539,3.5227511295021228,1.596458843892018,2.2877363307035994,1.459875929930689,1.375148340709249
2024-03-06,40.5485559553779,19.85579467510414,11.960820943740131,11.319554494196852,6.071229270917923,3.5165498505751085,1.598473652548537,2.2925373523225248,1.461134769324792,1.3753490358920941
2024-03-07,40.54721736700371,19.724671701730102,12.149645676490135,11.306502868121242,6.06315869857108,3.517031502236747,1.5948147596817281,2.283925165040161,1.4412940615200251,1.371738199605063
2024-03-08,40.4973456581254,19.666331352451145,12.252967675861742,11.344851545558146,6.05621720519003,3.513151953642569,1.593666808662431,2.268414765445953,1.438125120351527,1.3689279147110573
2024-03-11,40.49689322746586,19.615454695207088,12.332367776989102,11.337861220282392,6.049189135748921,3.507534082151411,1.5928852508002422,2.2674351755253634,1.434319197455982,1.3660602383736409
2024-03-12,40.48340610852474,19.72653009330716,12.418132341860302,11.151125349401903,6.038427196549199,3.5272049246556447,1.5926656241286068,2.270748558206148,1.4311527530618031,1.3606070503044951
2024-03-13,40.4323094172442,19.76452636572585,12.492751804422307,11.088431731104789,6.037203190607583,3.528502099626804,1.5931643879211137,2.268264616684187,1.4346219484737155,1.3602244381894537
2024-03-14,40.430878117727744,19.74552338458711,12.54557262226694,11.08353478384255,6.030764997013263,3.520189615982209,1.593493673911621,2.2625438159774713,1.4283472067470266,1.3591517819440657
2024-03-15,40.29686605386751,19.797420854212586,12.6094734727319,11.086818892026981,6.0283069614662805,3.520958955154678,1.5927583247702555,2.2758607367297534,1.433015751596868,1.3585199974431852
2024-03-18,40.17843023322363,19.771191434426157,12.634335270789517,11.19204156211948,6.0302614968253545,3.538469883562909,1.591379331838993,2.2750353203580214,1.4333462216608672,1.3555092451950717
2024-03-19,39.89875589278654,19.826203436272873,12.68183416804312,11.366960685536077,6.033027302949647,3.5377659754415425,1.5908258627006535,2.2754588596420375,1.4342647707149752,1.3549030459125377
2024-03-20,39.76750946559011,19.89042137176518,12.753607817824559,11.34457934496218,6.032625532438479,3.5457156580905487,1.591267213711392,2.2838064304507215,1.4354168364210376,1.3550503287457918
2024-03-21,39.76735265731881,19.885394195658133,12.762313975929604,11.366016774107385,6.028888519742131,3.5573912568026547,1.590315295830345,2.257168640488894,1.4342742477155426,1.3508844364065027
2024-03-22,39.70601234850425,19.929981603957817,12.827709096752995,11.332856020589327,6.03475105840513,3.5487899462309396,1.5920577692394162,2.242252609131765,1.4334911323974404,1.3520984147909187
2024-03-25,39.56536088156226,19.91925366628179,12.936899344941633,11.438466168601126,5.99305643969104,3.5733713630850574,1.5879880421929382,2.234441830148276,1.4106483992696581,1.3405138642262215
2024-03-26,39.54336817961075,20.000501689316984,12.98368892490167,11.380002167052913,5.973489113669665,3.568569868448469,1.5863353410353644,2.2336101484253446,1.392506285376904,1.3379282821619285
2024-03-27,39.42777155996934,20.063494365600718,13.116770888913019,11.438796202827845,5.996468153686113,3.395675649327016,1.5907477179542704,2.2321686297501953,1.3967689957945961,1.3413378361768884
2024-03-28,39.374328739001164,20.122288039990007,13.066724905193839,11.542024714583421,5.975941431430292,3.379191339580513,1.588292311945004,2.2268314137238368,1.385751159523675,1.338625945028251
2024-04-02,39.207381316065884,20.30495454883109,13.102614328211972,11.531723906236921,5.947330294615298,3.369401302362086,1.584446774341601,2.237194138827571,1.3803506213453376,1.3346027691622309
2024-04-03,39.187489588530624,20.4290354660687,13.118816148061171,11.397213587897538,5.945963965751313,3.4322978398747024,1.581945638919116,2.211284759718983,1.3773093021069125,1.3186437030709348
2024-04-05,39.3362333860558,20.40124722071565,13.089069996799193,11.410437556103483,5.90257651854087,3.4238515300887022,1.5771314915397998,2.2108821796222147,1.3607534085556563,1.2878167119786272
2024-04-08,39.371377849397824,20.387614568546542,13.119762786855693,11.384349999950802,5.8899109409477095,3.4369664512375158,1.5747251821948292,2.2027829738902533,1.357620305977668,1.2748889410011612
2024-04-09,39.452697377511726,20.366678088065086,13.106289819894071,11.378737848813971,5.882995689653314,3.4338604958016083,1.5731080629909207,2.1761465384021728,1.3564135816309748,1.2730724972361587
2024-04-10,39.50885734085017,20.37948814883101,13.118266375357212,11.342798896580671,5.845898634296454,3.438211503634562,1.5728442025337648,2.1750152701129366,1.3508254476345256,1.2677941801687
2024-04-11,39.53833313583249,20.40731787365023,13.153050806283808,11.237531878085937,5.842422672334567,3.4586739035558707,1.5747867800495627,2.1686959422967713,1.351027843015553,1.2681591648952113
2024-04-12,39.56655161697637,20.38919589749775,13.106971754098936,11.300173824540263,5.822562725626698,3.4541929525315505,1.5729113641850632,2.1766159154939904,1.3447311311529957,1.266092817896383
2024-04-15,39.480832250273146,20.424608377802354,13.182244914571184,11.296849942291672,5.812171957892507,3.451749715211606,1.5718588554813835,2.1703850212769678,1.3438898616150594,1.2654091035841242
