date,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES (INTERNATIONAL)
2024-03-01,0.2049278822842727,36.29565917141135,4.943027271513372,0.42634018110739147,53.70433419036766,3.7287992304348574,0.0,0.0,0.6969120728810938,0.0
2024-03-04,0.5521981991061204,35.92008604961319,4.923142508074093,0.4150763058155515,51.89255943192096,4.225776003259489,0.9221355365286827,0.46451930810503755,0.6845066575768697,0.0
2024-03-05,0.5827332972783461,35.831304161890635,4.931354631464872,0.4155407096991162,51.819405756786786,4.517944496340549,0.8933810055635052,0.32465979479238316,0.6836761461838045,0.0
2024-03-06,0.506606381030863,35.91027471066127,4.95371501739986,0.4136561327459755,51.66265636752462,4.6527623900233825,0.8924166614983917,0.32430934661367855,0.6836029925019638,0.0
2024-03-07,0.4264144002308674,35.881478825664395,5.175087751184922,0.40722785835620895,51.59401354004126,4.587378086569989,0.8914429269760044,0.35104463898577554,0.6859119719905852,0.0
2024-03-08,0.43712903699868727,35.93905397405154,5.30171442609052,0.40656627043866544,51.552593640914836,4.431231949740141,0.8910345141455167,0.3502966623815821,0.6903795252385201,0.0
2024-03-11,0.4088461738637625,35.79423198697891,5.633192450337403,0.3926688176656093,51.476372817563686,4.383117935577524,0.8780772463892847,0.3546126404541575,0.6788799311696654,0.0
2024-03-12,0.43334848231958617,35.663752532996,5.719506440633151,0.38996213759440657,51.3875198975458,4.446204604481328,0.8765414045011778,0.39132180434570074,0.6918426955828552,0.0
2024-03-13,0.4828381856049073,35.693843134786874,5.693160081029034,0.39207684287523936,51.35334946912956,4.322401939556237,0.8765355016041322,0.4932422095616938,0.6925526358523281,0.0
2024-03-14,0.5790954436748637,35.45170735010325,5.998061979297143,0.39609069459611995,51.34829126916216,4.187429322384777,0.8895106891302377,0.4557417018421354,0.6940715498093132,0.0
2024-03-15,0.5149608224108724,35.52615305841485,6.117189389151745,0.3952788135931409,51.42343764262925,4.126890778788876,0.8515837790737258,0.34939585214620805,0.6951098637913302,0.0
2024-03-18,0.4441418323731002,35.53982646677079,6.168825679447728,0.4172385552443152,51.416732189765234,4.112972676306946,0.8513520920562891,0.353989760024882,0.6949207480107222,0.0
2024-03-19,0.46902878100883383,35.475509834586916,6.310011852831727,0.42885915856874773,51.408416744075666,3.9843472944238107,0.8691079433609876,0.3528525407477433,0.7018658503955701,0.0
2024-03-20,0.4688141433620837,35.39085115898918,6.389776471140564,0.4295741463971376,51.367447989137524,4.025389424890773,0.8684649964006702,0.35897027401245546,0.700711395669613,0.0
2024-03-21,0.37955738694539926,35.41419806845234,6.446066114792474,0.42923700855474356,51.404876001186494,3.9956905233782924,0.8677834087922517,0.35954728590103185,0.7030442019969654,0.0
