date,SHANGHAI PUDONG DEVELOPMENT BANK CO.,CITIBANK N.A.,CHINA SECURITIES (INTERNATIONAL),CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,0.0,67.40442956153721,0.0,17.854041466622096,8.852871591365146,5.711437644696217,0.0,0.17721973577932906,0.0
2024-03-04,0.0,67.1763499408848,0.0,18.068888120657377,8.887667996014454,5.692111577554103,0.0,0.17498236488925661,0.0
2024-03-05,0.0,66.98086814786134,0.0,18.252777652903802,8.905364197430062,5.686142677042206,0.0,0.1748473247625959,0.0
2024-03-06,0.0,66.8489530002072,0.0,18.408613759261215,8.887652834312668,5.680549130986493,0.0,0.17423127523241994,0.0
2024-03-07,0.0,66.61831289500822,0.0,18.18715510123842,9.04852620949283,5.7263940249245735,0.24908975335357816,0.17052201598238426,0.0
2024-03-08,0.0,66.38798294158622,0.0,18.338948412928882,9.026351996156517,5.823116756144806,0.24798217798544553,0.17561771519813069,0.0
2024-03-11,0.0,66.29018484966235,0.0,18.535263084369767,8.92933853395603,5.820870403422142,0.24761640358209377,0.17672672500761188,0.0
2024-03-12,0.0,66.34708762722242,0.0,18.420474270483638,8.979612102238699,5.826457254489177,0.24785406494073778,0.17851468062532294,0.0
2024-03-13,0.0,66.14766260975334,0.0,18.690176388912526,8.923188106347926,5.748541696118742,0.3117084254332509,0.17872277343421644,0.0
2024-03-14,0.0,66.23984746323399,0.0,18.57187486568126,8.960098961607152,5.737795904031035,0.31112574653680075,0.1792570589097596,0.0
2024-03-15,0.0,66.22440677594822,0.0,18.55410030489799,9.005576277514313,5.736983698878633,0.29886804558612223,0.18006489717470933,0.0
2024-03-18,0.0,66.28194422117156,0.0,18.492889154516558,8.977365559933313,5.762044778443351,0.3058419643793021,0.17991432155592144,0.0
2024-03-19,0.0,66.0620599674375,0.0,18.5477300227238,9.163173468493888,5.751072794599918,0.29638043746929194,0.17958330927559682,0.0
2024-03-20,0.0,65.99493000456465,0.0,18.34597023018409,9.440171446062957,5.754778022884918,0.284203938423974,0.17994635787940913,0.0
2024-03-21,0.0,65.86928350892069,0.0,18.428780280015598,9.584262130334457,5.790245607861753,0.14612714356393772,0.181301329303568,0.0
2024-03-22,0.0,65.82869865858807,0.0,18.452204030222187,9.596517630275137,5.794888651860554,0.14624431903505508,0.18144671001899992,0.0
2024-03-25,0.0,65.84789422847983,0.0,18.35817594129985,9.653077123770915,5.795697582828761,0.16355955034850797,0.181595573272135,0.0
2024-03-26,0.0,65.87329527146082,0.0,18.32689664863879,9.655008510554994,5.796041267869332,0.16727550131016128,0.18148280016589874,0.0
2024-03-27,0.0,65.84000383630524,0.0,18.30812139405571,9.754427752710663,5.746983951771601,0.16899751187024822,0.18146555328653388,0.0
2024-03-28,0.0,65.85886546070414,0.0,18.285582946749752,9.726351838843918,5.763695049457837,0.17089814549803323,0.1946065587463153,0.0
2024-04-02,0.0,65.88156250754345,0.0,18.193806780234866,9.793565690289247,5.765681400962526,0.17095704240106951,0.1944265785688464,0.0
2024-04-03,0.0,65.81760443035247,0.0,18.186266625888685,9.773231757697754,5.859611256524748,0.17101623349601597,0.19226969604031857,0.0
2024-04-05,0.0,66.18038766044243,0.0,17.747794053308546,9.853676124989581,5.84304824707407,0.1719542819584407,0.20313963222691514,0.0
2024-04-08,0.0,66.5180431242492,0.0,17.466656158275146,9.792817411455722,5.849911249899405,0.16486811574317517,0.20770394037735365,0.0
2024-04-09,0.0,66.50369302092851,0.0,17.467645837523136,9.79337228286807,5.862571162430606,0.16487745734533008,0.20784023890434736,0.0
2024-04-10,0.0,66.62414324200424,0.0,17.45596446648324,9.67376555047476,5.873347710593803,0.16518053423955933,0.20759849620440085,0.0
2024-04-11,0.0,66.62299779537652,0.0,17.479775380816555,9.664687815978679,5.858621521408943,0.1651874381111664,0.208730048308143,0.0
2024-04-12,0.0,66.57666208658173,0.0,17.446861019775433,9.830630500824581,5.771623042770119,0.16504720701656267,0.20917614303156504,0.0
2024-04-15,0.0,66.53689765843895,0.0,17.434099192781435,9.861392195823981,5.781299215025016,0.1649924971032726,0.22131924082735055,0.0
2024-04-16,0.0,66.44417807816053,0.0,17.475120944856144,9.921154413306573,5.772406557951271,0.16502684081794622,0.22211316490753788,0.0
2024-04-17,0.0,66.4591165675377,0.0,17.454500970811395,9.926906343145538,5.772924635753946,0.16504165210024502,0.2215098306511597,0.0
2024-04-18,0.0,66.24160146707911,0.0,17.68117562783613,10.003357201307772,5.700660880555483,0.15226756787437554,0.22093725534713315,0.0
2024-04-19,0.0,66.29192808495378,0.0,17.524232468646296,9.98165069534675,5.798764251882215,0.1531046386856745,0.20351714166754295,0.046802718817734644
2024-04-22,0.0,66.54351612929078,0.0,17.16068259425401,10.087597357809244,5.805003047979289,0.15325620238566529,0.20309561779563776,0.046849050485374105
2024-04-23,0.0,66.53821016849523,0.0,17.22073643944749,10.015029970436421,5.821857992035977,0.15324398224088132,0.2040761324476127,0.04684531489639949
2024-04-24,0.0,67.58245213559118,0.0,17.53211841859317,10.12113155217035,4.352653732858595,0.1556478074908233,0.2084162105182,0.04758014277768257
2024-04-25,0.0,67.5504824803035,0.0,17.5729003400209,10.101418781870066,4.361851717843505,0.15481528037745465,0.21097376443594307,0.04755763514862985
2024-04-26,0.0,67.54104102920218,0.0,17.603039307778698,10.12174001406333,4.357439946199092,0.11685380508465609,0.21233499863326574,0.0475508990387778
2024-04-29,0.0,68.00036973716755,0.0,17.312321009700828,9.948339897114588,4.383511566535403,0.09210860400311728,0.21551377787469705,0.047835407603828865
2024-04-30,0.0,68.0704330105109,0.0,17.24974325179463,9.938507956846541,4.3806113664044455,0.09447323526899469,0.2183579494424877,0.047873229731997306
2024-05-02,0.0,67.91206384557184,0.0,17.59866891279875,9.757508031896284,4.363778080770783,0.09679034182578736,0.22343072345349077,0.04776006368306568
2024-05-03,0.0,68.25495897860823,0.0,16.18123414745048,9.552331590657936,4.345611121547325,1.372218148381414,0.24570380709263936,0.04794220626197841
2024-05-06,0.0,68.34135500944095,0.0,16.116093558727364,9.5138768907368,4.334466678515073,1.3539947703190174,0.29246388632945947,0.04774920593134033
2024-05-07,0.0,68.43334357937088,0.0,16.069523860014865,9.48638521734989,4.324474145003773,1.3564134940127184,0.28224847630268385,0.0476112279451813
2024-05-08,0.0,68.2797835863742,0.0,16.32466234911809,9.427160083146614,4.335507629998077,1.30413257417447,0.2811743236770495,0.04757945351150792
2024-05-09,0.0,68.36443668022397,0.0,16.257620728035572,9.431191099883812,4.34173241805015,1.2815475102470577,0.2857598769511634,0.03771168660827078
2024-05-10,0.0,68.2946082816562,0.0,16.263163979435127,9.449335125124994,4.339356870002192,1.3302411653900506,0.2819305754696994,0.04136400292174306
