date,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,CMB INTERNATIONAL SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-10-30,50.38839949688969,25.105558960326857,11.294943849589458,0.0,4.666954386000848,3.1042246010109085,1.8693938557357872,1.7335645862924791,1.8369602641539715
2024-10-31,50.34179235913939,25.113967554163974,11.308531803861799,0.0,4.672568788660351,3.107959020808944,1.8803602382724585,1.7356500854893209,1.8391701496037642
2024-11-01,50.46575836629356,25.070748554821794,11.24903938930933,0.0,4.66452769571206,3.1026104880219134,1.873208183772427,1.738102227660618,1.8360050944083055
2024-11-04,50.28141849822843,25.123220775319687,11.294384972147666,0.0,4.674290392874162,3.109104145811611,1.9141916814102211,1.7635417438413756,1.83984779036684
2024-11-05,50.25961677064973,25.123438792595472,11.294384972147666,0.0,4.674290392874162,3.1306878561145277,1.9141916814102211,1.7635417438413756,1.83984779036684
2024-11-06,50.310734987514415,24.937852953271626,11.355774020840839,0.0,4.714708219807727,3.1635179115894743,1.9232946617322377,1.7478331307676995,1.8462841144759816
2024-11-07,49.93957715884238,25.033195820956816,11.41854672024751,0.0,4.73714345715489,3.224510535750121,2.018034091064222,1.7760720011553142,1.8529202148287423
2024-11-08,49.84283389739947,24.990837304756823,11.485397877758768,0.0,4.727966633200005,3.2456566161984446,2.0711013974680528,1.786875547027246,1.8493307261911858
2024-11-11,49.844253876819835,24.98935779996657,11.485725086854757,0.0,4.728101328898349,3.2457490821607538,2.068968929136932,1.788460484131607,1.8493834120312012
2024-11-18,49.81751032191453,24.97540091111809,11.534066363065769,0.0,4.7254606213923775,3.2439362881092864,2.0678133824595797,1.7874616051533343,1.8483505067870345
2024-11-19,49.81140075921886,24.9723379564114,11.532651838310802,0.0,4.724881096286731,3.2435384554595834,2.067559788182759,1.7995062789426683,1.8481238271871945
2024-11-22,49.71461178375653,24.91507108748564,11.507838343329405,0.0,4.715700137841063,3.2372359070632,2.2886718954036507,1.7960096423008116,1.8248612028197002
2024-11-26,49.71928593485677,24.917304044101506,11.508869707184353,0.0,4.716122771747434,3.237526036973342,2.2888770124202726,1.7961706055827888,1.8158438871335312
2024-11-28,49.719939262146795,24.9175219149567,11.507877368303319,0.0,4.716164008379602,3.23755434511475,2.2888970258049968,1.7961863108623493,1.8158597644314878
2024-12-03,49.720049171066584,24.917467446885713,11.507852212837076,0.0,4.7161536991539545,3.2375472680329884,2.2888920224260048,1.796182384516711,1.8158557950809686
2024-12-04,49.69507684469308,24.930710193512688,11.51221854948616,0.0,4.718660166900924,3.2392679091155867,2.2901084870275583,1.7971369914913042,1.8168208577726985
2024-12-05,49.695186866161414,24.930655667769084,11.51219337121117,0.0,4.718649846759523,3.2392608245403736,2.2901034783508205,1.7971330609883196,1.816816884219298
2024-12-09,49.714329556391554,24.906891921761705,11.51177991352261,0.0,4.720363608678925,3.240437288577416,2.2909352188401866,1.7977857600238578,1.8174767322037464
2024-12-10,49.72477360048348,24.912124390543745,11.51419832161674,0.0,4.721355268148114,3.2411180434064777,2.2914165011716756,1.79816344094429,1.796850433685477
2024-12-11,49.78534843260722,24.898652171476495,11.528663146416317,0.0,4.727106833857844,3.1788978401498316,2.294207909957149,1.7880843045707469,1.799039360964392
2024-12-12,49.78511490803981,24.92574000991272,11.541205454431427,0.0,4.732249566295907,3.1279600447231033,2.2967038335427326,1.7900296041965655,1.800996578857738
2024-12-13,49.78533424753303,24.925520670419495,11.541205454431427,0.0,4.732249566295907,3.1279600447231033,2.2967038335427326,1.7900296041965655,1.800996578857738
2024-12-16,49.78511585069141,24.925411327877715,11.54049681021732,0.0,4.7322288070025404,3.1279463230798767,2.296693758429831,1.7911184444024448,1.800988678298858
2024-12-17,49.784792035268744,24.924809961045373,11.541753709291086,0.0,4.732114634144563,3.1278708561940025,2.2966383468888862,1.7910752307033373,1.8009452264640093
2024-12-18,49.75988941136523,24.937281141495486,11.547427034739313,0.0,4.73444069542208,3.129408354721018,2.2977672547747208,1.7919556300726165,1.801830477409534
2024-12-19,49.75999965855048,24.93722641898351,11.547401694999563,0.0,4.734430306138412,3.1294014875294747,2.2977622125411505,1.7919516977949606,1.8018265234624569
2024-12-20,49.76010990525186,24.937171696711697,11.547376355371023,0.0,4.734419916900342,3.1293946203680703,2.2977571703297097,1.7919477655345633,1.801822569532733
2024-12-23,49.76557635953416,24.939690228668454,11.548339339443087,0.0,4.7348147400038885,3.129655593690657,2.2979487899226285,1.7920972035630014,1.7918777451741252
2024-12-27,49.765686602949,24.9396354965462,11.548313995699251,0.0,4.734804349078548,3.1296487254139866,2.2979437468923045,1.7920932706639823,1.7918738127567249
2024-12-30,49.68346340997492,24.968457800657145,11.561660181853368,0.0,4.740276280329262,3.1552367592507435,2.3027965559272765,1.7941643617691194,1.7939446502381655
2025-01-02,49.685772452232406,24.968293225999243,11.561583975453901,0.0,4.740245035734445,3.159829873869,2.3060770287401495,1.7941525358891066,1.784045872081747
2025-01-03,49.68599216231517,24.968293225999243,11.56004600487452,0.0,4.740245035734445,3.159829873869,2.311569780809367,1.7978876072961743,1.776136309102074
2025-01-06,49.68599354212287,24.968183510765932,11.559995207924443,0.0,4.740224206233391,3.160035698117673,2.3115596233502433,1.7978797070501893,1.7761285044352597
2025-01-16,49.66427926915111,24.957271663911097,11.554723529373106,0.0,4.738152585741908,3.158654667512111,2.354472021865075,1.7970939795655172,1.7753522828800736
2025-01-20,49.66582243201761,24.95639397763606,11.554520527449345,0.0,4.738069342375026,3.158599173932159,2.3544306567602624,1.7968427976506356,1.7753210921788973
2025-01-22,49.654917753292004,24.950914526271927,11.551983605115023,0.0,4.737029047028483,3.157905668669826,2.375869817747171,1.7964482810098283,1.7749313008657361
2025-01-23,49.659500125761326,24.95299643432243,11.551849607649318,0.0,4.737424305442682,3.1581691647924792,2.3760680606811246,1.7965981769238482,1.767394124426797
2025-02-03,49.65415916102727,24.95020237432111,11.550556113258176,0.0,4.736893842185656,3.157815535353066,2.3867797431471733,1.7963970065707084,1.767196224136841
2025-02-07,45.003406843801855,22.613294178346806,10.468697583849412,9.356340012070472,4.293222649576138,2.8620453890741486,2.163227041647379,1.6380907926447634,1.6016755089890307
2025-02-17,45.00555620786138,22.614374189954447,10.469197569159745,9.356786871149842,4.2934276940185425,2.8621820804477007,2.163330357435716,1.6333930249132884,1.6017520050593395
2025-02-18,44.9890211419049,22.631082502339144,10.476932588574094,9.363700001561812,4.296599832699464,2.8401999578813726,2.164928703651257,1.6345998343822572,1.6029354370057
2025-02-19,45.0141075023905,22.62117163008279,10.471349106202704,9.359599338919947,4.294718214704648,2.8389561438056585,2.163980612377948,1.6338839910218192,1.6022334604939843
2025-02-25,45.0073881263911,22.617794907402654,10.469387959514206,9.358202206539646,4.294077130651288,2.838930425695451,2.188536367492077,1.623688585485664,1.6019942908279123
2025-02-26,45.04094961891902,22.604073281255882,10.462837545471142,9.352524829385517,4.291472026074407,2.8372081206644975,2.1872086395696027,1.622703535977521,1.6010224026824056
2025-02-28,45.04079016679317,22.603893436108514,10.463351023522106,9.352450417743631,4.2914378817673455,2.8371855469404514,2.1871912374467546,1.6226906252355973,1.6010096644424272
2025-03-04,45.041008802340585,22.603803514608003,10.463309398824705,9.352413212366717,4.291420809817562,2.8371742602131302,2.187182536489173,1.6226841699416763,1.6010032953984497
2025-03-05,45.04082962351923,22.60371359382293,10.46326777445848,9.35237600728582,4.291403738003606,2.8375607862048566,2.187173835600818,1.6226777146991154,1.600996926405146
2025-03-13,45.040501669781236,22.60384847526883,10.463330211132009,9.352431815018173,4.291429345775475,2.8375777185686504,2.1871868869593105,1.6226873975822165,1.6010064799141042
2025-03-14,44.97390805534587,22.629189756076045,10.475060699829498,9.362916870300419,4.296240487393001,2.840758940291014,2.1896389524622686,1.6294848624953384,1.6028013758065476
2025-03-17,44.956113398042,22.62013599461038,10.470869710141537,9.359170840642252,4.294521595245679,2.839622374903385,2.2285730605038525,1.6288329183729033,1.6021601075380056
2025-03-18,44.95622296313548,22.62009096913221,10.47084886783026,9.359152211172363,4.294513046981938,2.8396167226228117,2.228568624519572,1.6288296761739607,1.6021569184314077
2025-03-19,44.95622296313548,22.62009096913221,10.470649817399345,9.359152211172363,4.294513046981938,2.839815773053726,2.228568624519572,1.6288296761739607,1.6021569184314077
2025-03-21,44.956869447778196,22.62031609831555,10.46955971333248,9.359245359263452,4.294555788640954,2.8398440366626874,2.2285908046175718,1.6288458872977485,1.6021728640913575
2025-03-24,44.92557054665783,22.604567870167788,10.462270822485173,9.352729467506329,4.291565925720433,2.8378669417538878,2.296659104443482,1.6277118873775345,1.601057433887544
2025-03-25,44.925659910009514,22.60461283386939,10.462092719202696,9.352748071415917,4.2915744622556495,2.8378725866749974,2.296663672825202,1.6277151251280642,1.6010606186185736
2025-03-27,44.92894623484772,22.60326400062885,10.46146843872822,9.352189986321434,4.291318380971202,2.8377032488099587,2.296526629278957,1.6276179982149408,1.6009650821987118
2025-03-31,44.801961409950636,22.539379316883558,10.431900691224987,9.325757445446568,4.279189623035575,2.829682912693539,2.5677121140124477,1.6279762885689917,1.5964401981837006
2025-04-29,44.79751883572724,22.537144306129267,10.43086626122118,9.324832700896621,4.278765297472184,2.8294023205950527,2.5674574990069474,1.637730884195842,1.596281894755671
