date,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,HANG SENG BANK LTD,CMB INTERNATIONAL SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,43.385981882609286,56.61401811739071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,42.39522969885923,55.321193577140924,0.0,0.0,0.0,0.0,0.0,2.2835767239998432,0.0
2024-03-15,37.140218535884486,48.46397185993473,12.395288810326113,0.0,0.0,0.0,0.0,2.0005207938546787,0.0
2024-03-18,36.396244868343906,47.49316661673504,12.146992789463095,0.0,0.0,0.0,0.0,1.9604473949715453,2.003148330486414
2024-03-22,36.391496684875705,47.48697075039229,12.1584539222799,0.0,0.0,0.0,0.0,1.9601916388092062,2.0028870036429014
2024-04-03,36.39443177934531,47.49080073151219,12.151369211301203,0.0,0.0,0.0,0.0,1.9603497347426673,2.0030485430986307
2024-04-05,36.396158526676224,47.493053950188695,12.147201200390668,0.0,0.0,0.0,0.0,1.9604427442638117,2.0031435784805938
2024-04-16,36.39365479649955,47.48978685285834,12.153244687186099,0.0,0.0,0.0,0.0,1.9603078833373526,2.00300578011866
2024-04-17,36.39581316410198,47.49260328934879,12.148034834212927,0.0,0.0,0.0,0.0,1.9604241416535304,2.0031245706827696
2024-04-24,36.4009079268101,47.49925140414868,12.131703747974958,0.0,0.0,0.0,0.0,1.9647319487802521,2.0034049722860097
2024-04-25,36.405226639035696,47.50488685692799,12.12127879137693,0.0,0.0,0.0,0.0,1.9649650504354161,2.0036426622239647
2024-04-26,36.41403999035133,47.52232091319718,12.094070622460995,0.0,0.0,0.0,0.0,1.9654407493641473,2.0041277246263567
2024-04-29,36.41805854745485,47.52694579815617,12.085040860934768,0.0,0.0,0.0,0.0,1.965632026582618,2.0043227668715886
2024-05-08,36.41747681517372,47.5272607617305,12.085241665144963,0.0,0.0,0.0,0.0,1.9656646873895753,2.0043560705612333
2024-05-09,35.91899447565566,46.903117423321845,11.938212868767945,0.0,0.0,0.0,1.3213399646731796,1.9400738027408864,1.9782614648404837
2024-05-10,35.93648129378709,46.9030075388922,11.925768081876555,0.0,0.0,0.0,1.321336869043371,1.9351493862230933,1.9782568301776997
2024-05-13,35.93555520741465,46.90179884414679,11.928037762797057,0.0,0.0,0.0,1.3213028180727762,1.9350995172484275,1.9782058503203053
2024-05-14,35.947092597983655,46.91685703285517,11.931867352449894,0.0,0.0,0.0,1.2736855359042554,1.9516565120534755,1.978840968753548
2024-05-16,35.96932765113907,46.90245812446694,11.925628385312088,0.0,0.0,0.0,1.2732946384207762,1.9510575434716144,1.9782336571895185
2024-05-17,35.98011716568448,46.91652718794952,11.942329086757345,0.0,0.0,0.0,1.2305567118242313,1.9516427911011613,1.978827056683262
2024-05-20,35.98026719408268,46.91641724067828,11.942301100319003,0.0,0.0,0.0,1.230553828056811,1.9516382174932627,1.97882241936997
2024-05-24,35.962905959900645,46.893779084538316,11.932322486523798,0.0,0.0,0.0,1.2824283619354913,1.9506965110865335,1.9778675960152123
2024-05-27,35.913510953585295,46.882761936166254,11.931009004836651,0.0,0.0,0.0,1.3445864453057834,1.9504817830528764,1.9776498770531326
2024-05-28,35.91140954773215,46.88429922915594,11.931400224460784,0.0,0.0,0.0,1.344630534502559,1.9505457396511605,1.977714724497406
2024-05-29,35.93391744117438,46.86783347754997,11.927209920336859,0.0,0.0,0.0,1.3441583006684839,1.9498607085816293,1.9770201516886738
2024-05-31,35.93260714036364,46.87375981561014,11.92871809071423,0.0,0.0,0.0,1.3443282666324528,1.9501072643293964,1.9704794223501287
2024-06-06,35.900784240918846,46.862786297360245,11.925925483375257,0.0,0.0,0.0,1.3908351320468848,1.9496507287807534,1.9700181175180163
2024-06-07,34.72229114443971,45.3244502609494,11.53444041839823,0.0,0.0,3.2321465366176736,1.395671366240169,1.885650736218061,1.9053495371367652
2024-06-11,34.69390509818943,45.331737806048494,11.536294996981269,0.0,0.0,3.2326662211040134,1.4137860638795896,1.8859539227918023,1.9056558910054053
2024-06-12,34.71199507626209,45.311010375083036,11.531020154901087,0.0,0.0,3.2311881205683806,1.4249101306407745,1.8850915914180095,1.9047845511266273
2024-06-13,34.655181705489625,45.29200349938811,11.529062901701074,0.0,0.0,3.230639664906707,1.5038793722626447,1.8847716195941766,1.9044612366576605
2024-06-14,34.683104412375116,45.26198981716051,11.521422929883128,0.0,0.0,3.228498814760926,1.5182621830376788,1.8835226367254265,1.9031992060572125
2024-06-17,34.6609380575064,45.27735021234349,11.525332912850914,0.0,0.0,3.229594458541565,1.5187774300963486,1.8841618408822272,1.9038450877790516
2024-06-18,34.700495016467606,45.23086080659644,11.513659491010978,0.0,0.0,3.2233849554016416,1.5455714716314795,1.8831776467808283,1.9028506121110313
2024-06-20,34.700495016467606,45.22520765563949,11.513659491010978,0.0,0.0,3.2233849554016416,1.5512246225884343,1.8831776467808283,1.9028506121110313
2024-06-21,34.712564402250955,45.24034808625043,11.483583756473378,0.0,0.0,3.22446407562639,1.5517439393583898,1.8838080943114681,1.9034876457289869
2024-06-24,34.71036596959683,45.23748290298813,11.489189720286408,0.0,0.0,3.2242598623325005,1.5516456635724925,1.8836887880804252,1.9033670931432254
2024-07-02,34.71570550345303,45.24444183484558,11.490957115004907,0.0,0.0,3.2247558537810264,1.5518843549352035,1.8685954477791225,1.903659890201128
2024-07-04,34.71539136775193,45.24403242664688,11.490853135557643,0.0,0.0,3.2247266735893425,1.552775192882521,1.8685785392205163,1.9036426643511677
2024-07-10,34.71507723773588,45.243623025857424,11.49074915799214,0.0,0.0,3.224697493925747,1.553666014707944,1.8685616309679118,1.9036254388129514
2024-07-12,34.71272144381107,45.24055275608586,11.489969386226907,0.0,0.0,3.2244786632801024,1.5603466645574013,1.8684348288263462,1.9034962572123126
2024-07-15,34.7115436667442,45.23901777745806,11.489579540029911,0.0,0.0,3.2243692590944235,1.563686649477838,1.8683714342090179,1.903431672986548
2024-07-16,34.7115436667442,45.23901777745806,11.486186613696603,0.0,0.0,3.2243692590944235,1.5670795758111473,1.8683714342090179,1.903431672986548
2024-07-23,34.711986701583335,45.238710794231785,11.486108670655451,0.0,0.0,3.2243473791481634,1.567068941912189,1.8683587558017727,1.9034187566673026
2024-08-02,37.9495357124047,41.983512628587185,11.498458699249356,0.0,0.0,3.224639136182758,1.5717350195235993,1.8685278153806748,1.9035909886717166
2024-08-05,37.94799052624847,41.98180319153385,11.497990518048546,0.0,0.0,3.2245078389835027,1.5757427099887107,1.868451734784202,1.9035134804127192
2024-08-08,37.986657967701596,42.024580922172376,11.407810610689278,0.0,0.0,3.227793479839579,1.57734832699606,1.8703556102479841,1.905453082353122
2024-08-09,38.008173948748905,42.04838401870726,11.4142720961166,0.0,0.0,3.229621730784843,1.578241751122434,1.8147741065878118,1.9065323479321394
2024-08-12,47.97697053924376,32.07958742821241,11.4142720961166,0.0,0.0,3.229621730784843,1.578241751122434,1.8147741065878118,1.9065323479321394
2024-08-13,53.54862157909488,26.507936388361298,11.4142720961166,0.0,0.0,3.229621730784843,1.578241751122434,1.8147741065878118,1.9065323479321394
2024-08-15,53.5606351183218,26.513883397345573,11.394398043606262,0.0,0.0,3.230346290749353,1.5785958268881133,1.81518124797212,1.9069600751167777
2024-08-16,53.601746859226374,26.490411243766747,11.38431083545159,0.0,0.0,3.2274865367437657,1.5771983309750357,1.8135743082271085,1.905271885609378
2024-08-19,53.62177902943051,26.462939068326857,11.388565406723522,0.0,0.0,3.2286927205609723,1.5777877652241614,1.8142520814593068,1.9059839282746651
2024-08-22,53.63489214953246,26.433525607774023,11.397368272387649,0.0,0.0,3.2311883595879096,1.5799140203763236,1.8156544193994766,1.9074571709421464
2024-08-23,53.67300362905818,26.39786657211084,11.44741983055424,0.0,0.0,3.2293217556666596,1.5790013302519852,1.7670316177855787,1.9063552645725186
2024-08-26,53.60984212695463,26.4280414299835,11.471845214074195,0.0,0.0,3.23301312688926,1.5808062541685048,1.7679174678972016,1.908534380032707
2024-08-27,53.67174250383419,26.374241877280152,11.467189825888232,0.0,0.0,3.2317011382043432,1.580164747364445,1.7672000295130341,1.9077598779156102
2024-08-29,53.676001603393665,26.376334794646368,11.468099800129007,0.0,0.0,3.2319575885495713,1.5802901407030148,1.7594048051442455,1.9079112674341272
2024-08-30,53.67652674348026,26.376035786114784,11.467969794966876,0.0,0.0,3.231920950294096,1.5802722261505138,1.7593848601044455,1.907889638889035
2024-09-03,53.672145972092146,26.37388312479495,11.467033844803828,0.0,0.0,3.231657179374354,1.588304681929887,1.7592412691658468,1.9077339278389949
2024-09-04,53.672671107072034,26.37358417184591,11.466903863808293,0.0,0.0,3.2316205479295457,1.5882866781961786,1.7592213278336206,1.907712303314422
2024-09-10,53.673721341317595,26.3729862862795,11.466643910657181,0.0,0.0,3.2315472875312197,1.5882506719531884,1.7591814465253697,1.907669055735952
2024-09-20,53.67393138245264,26.372866712419157,11.466591921441298,0.0,0.0,3.231532635850145,1.5882434709004907,1.7591734704807036,1.907660406455557
2024-09-23,53.66673674620992,26.369220230469843,11.465006476790261,0.0,0.0,3.2310858233911985,1.6016238462070735,1.7589302358571879,1.9073966410745151
2024-09-24,53.65761496772886,26.35907253934157,11.463057760402682,0.0,0.0,3.23053663313069,1.624014390997521,1.758631269067927,1.907072439330748
2024-09-26,53.65396712452159,26.35274830538022,11.462278459320983,0.0,0.0,3.230317009296867,1.6352346011834524,1.7585117108070387,1.9069427894898492
2024-09-30,53.650319777268365,26.337361054091296,11.46149926419162,0.0,0.0,3.230097415322696,1.6555171630490493,1.758392168801071,1.9068131572759037
2024-10-02,53.63209047677401,26.328412148085214,11.457604877073889,0.0,0.0,3.2289998931335573,1.6889326419695718,1.7577947024790608,1.9061652604847032
2024-10-03,53.577476827002855,26.30160188081232,11.445937578365035,0.0,0.0,3.2257117970010554,1.7890429705730209,1.7560047371169545,1.9042242091287593
2024-10-04,53.51753013494653,26.27217358142398,11.545018823408855,0.0,0.0,3.22210261711411,1.7870412486856921,1.7540399810018936,1.902093613418935
2024-10-07,53.51632047301682,26.271579748933725,11.551538799354788,0.0,0.0,3.2220297876158184,1.7870008560188424,1.7494797148476904,1.9020506202123144
2024-10-08,53.51928768956981,26.269264058702213,11.551650652192452,0.0,0.0,3.221745784028058,1.7868433420640082,1.7493255081679009,1.9018829652755667
2024-10-09,51.04214803898049,25.058682576145326,11.019309344828047,0.0,4.611590986008332,3.0734918306684373,1.7044992209154688,1.6708662992783814,1.8194117031755175
2024-10-10,51.03796668478222,25.056629777985012,11.024442830735401,0.0,4.611213206152452,3.0732400513358025,1.7065153688594112,1.6707294225190041,1.8192626576306936
2024-10-16,51.058880309281044,25.015137215085304,11.028960272801513,0.0,4.623886040964126,3.0744993606814375,1.7072146408708966,1.6714140306656706,1.820008129650012
2024-10-17,51.03963506786804,25.006130937816845,11.02498948210204,0.0,4.622221288962783,3.0744703825592556,1.7065999871002515,1.7065999871002515,1.819352866490528
2024-10-18,51.02610929310342,25.00224999233297,11.023278406396377,0.0,4.62150392133476,3.0739932254982056,1.7274595347750359,1.706335123194308,1.8190705033649275
2024-10-21,51.026535978040066,25.002142205487594,11.023230884097163,0.0,4.621483997634744,3.073979973249605,1.7274520875487334,1.706112212746222,1.8190626611958773
2024-10-22,51.02114704272507,24.999501718052983,11.022066715747146,0.0,4.620995920640192,3.0736553288480613,1.7380462268676546,1.705716497945265,1.8188705491736283
2024-10-23,51.02763590062752,24.983280844642263,11.023468499690772,0.0,4.6215836178527185,3.074046235635267,1.744949598251761,1.7059334305823886,1.8191018727173083
2024-10-24,50.94553411339643,25.00392385239446,11.054150597694907,0.0,4.6254023071211146,3.0765862367130854,1.7664549482606196,1.7073429971341654,1.8206049472852186
2024-10-25,50.89662939476681,25.017848826669635,11.081892501401143,0.0,4.627978247142337,3.078299623158129,1.767438707444098,1.7082938361886408,1.8216188632292067
2024-10-28,50.706058902592154,25.11494325634493,11.124901396354549,0.0,4.64593946001756,3.090246523483211,1.7742981482567064,1.714923735381482,1.828688577569412
2024-10-29,50.387542263089635,25.12054160005304,11.251153747205446,0.0,4.669739557854401,3.106077158004346,1.8922899850111488,1.7345991529268863,1.838056535855097
