date,ASTRUM CAPITAL MANAGEMENT LTD,GRANSING SECURITIES CO LTD,CIS SECURITIES ASSET MANAGEMENT LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,EMPEROR SECURITIES LTD,BLACK MARBLE SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,SORRENTO SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BRIGHT SMART SECURITIES INTERNATIONAL
2024-06-03,35.3398151524674,29.977870239750132,0.0,3.6400095384197,0.0,11.234942659463275,8.404445703172405,0.0,6.3079028432740225,5.095013863453062
2024-06-04,35.329933083446114,29.978808527563643,0.0,3.638991682911921,0.0,11.231801033556856,8.420737562267053,0.0,6.306138965024862,5.093589145229555
2024-06-05,35.49336485069519,29.668009181027283,0.0,3.6558251946068996,0.0,11.283757913519482,8.459690820912959,0.0,6.3222005998576805,5.117151439380506
2024-06-06,35.59669763141222,29.4632497783823,0.0,3.66646849610179,0.0,11.316608619194938,8.484319744662749,0.0,6.340606591258672,5.1320491389873375
2024-06-07,35.51664558608818,29.50006383018756,0.0,3.658223116003102,0.0,11.291159132967914,8.587053019085413,0.0,6.326347444764774,5.120507870903053
2024-06-11,35.47011461579539,29.592427013180455,0.0,3.6534304147689,0.0,11.27636639053637,8.575802972738407,0.0,6.318059187803662,5.11379940517682
2024-06-13,35.47335453521291,29.595130051496803,0.0,3.6537641272553016,0.0,11.27739639900473,8.56745208257667,0.0,6.318636293428084,5.114266511025494
2024-06-14,35.43687327100377,29.667535345437994,0.0,3.6500065481869894,0.0,11.265798576272317,8.558641202209733,0.0,6.31213812478623,5.109006932102967
2024-06-18,35.437204580886686,29.667812716062276,0.0,3.650040673185346,0.0,11.265903903578673,8.557786289710956,0.0,6.3121971388456,5.1090546977304685
2024-06-21,35.43190436605238,29.69141910686728,0.0,3.649494749770939,0.0,11.264218902978374,8.543419273185108,0.0,6.31125304629349,5.108290554852427
2024-06-28,35.43269929720167,29.69208524757682,0.0,3.649576627872263,0.0,11.264471620935218,8.543610948744842,0.0,6.309151095957369,5.108405161711819
2024-07-03,35.432964282178006,29.69230730112235,0.0,3.6496039213891427,0.0,11.264555862774115,8.542926988178218,0.0,6.309198279217099,5.108443365141073
2024-07-04,35.39987184782407,29.757970808321044,0.0,3.6461953926184587,0.0,11.254035388888656,8.53494836555169,0.0,6.3033058360046645,5.103672360791411
2024-07-12,35.39921062961799,29.776093520650775,0.0,3.6461272869827406,0.0,11.253825179848267,8.527317525902289,0.0,6.293848825395772,5.1035770316021605
2024-07-18,34.252705507919195,28.811709199124547,0.0,6.766824234630472,0.0,10.889337724396265,8.251135852811,0.0,6.090004451886586,4.938283029231934
2024-07-24,34.24961044090658,28.809105779353843,0.0,6.766212785865822,0.0,10.888353766210184,8.259426260200897,0.0,6.089454160410155,4.937836807052516
2024-07-26,34.24970947438792,28.809189081499554,0.0,6.7662323505148505,0.0,10.888385250118047,8.25916099036921,0.0,6.089471768197139,4.937851084913285
2024-07-29,34.24668921083462,28.80664858275903,0.0,6.765635679615299,0.0,10.887425072831002,8.267251030158222,0.0,6.088934776499324,4.937415647302506
2024-07-30,33.113950513621106,27.853843907660725,0.0,9.849442459465735,0.0,10.527314125548347,7.993804592641693,0.0,5.887538022387168,4.77410637867523
2024-08-07,33.10851265320361,27.84926984407389,0.0,9.847825017497804,0.0,10.525585365799119,8.009961728447514,0.0,5.885522999827817,4.7733223911502485
2024-08-08,33.10272965557986,27.844405467862902,0.0,9.84610491761679,0.0,10.523746882874907,8.026029444273503,0.0,5.884494987307924,4.772488644484111
2024-08-12,33.09405894604438,27.83711208890256,0.0,9.843525894174169,0.0,10.520990362388659,8.050120496335097,0.0,5.882953641705045,4.771238570450088
2024-08-19,33.09423231572035,27.837257919038137,0.0,9.843577461402518,0.0,10.521045478646625,8.049638798975423,0.0,5.882984460703956,4.771263565512987
2024-08-20,33.085566056504575,27.82996828347018,0.0,9.840999761666888,0.0,10.518290372969325,8.07371748608775,0.0,5.8814439062105786,4.770014133090712
2024-08-23,33.08672129548241,27.83094001428652,0.0,9.841343376960825,0.0,10.518657637020311,8.07399939370632,0.0,5.881649266857418,4.7666890156861905
2024-08-26,33.03481528372067,27.787279202844346,0.0,9.852050854071939,0.0,10.50215610572173,8.192065243681746,0.0,5.872422213100792,4.75921109685878
2024-08-29,33.037694678134635,27.789701209319297,0.0,9.844193340749344,0.0,10.503071499053451,8.19277928390564,0.0,5.8729340676267405,4.7596259212108905
2024-09-05,33.0380402391957,27.789991878469493,0.0,9.844296307070975,0.0,10.503181356976864,8.192864977097312,0.0,5.871949536196944,4.759675704992708
2024-09-09,32.957604790185904,27.96579662912071,0.0,9.820329074513841,0.0,10.477609982211192,8.172918371053541,0.0,5.857653503681476,4.748087649233338
2024-09-13,32.95473933868502,27.963365183193904,0.0,9.828169616174785,0.0,10.476699021495438,8.172207788431958,0.0,5.8571442184306015,4.747674833588287
2024-09-30,32.95187438540593,27.960934160027477,0.0,9.836008794585041,0.0,10.475788219170251,8.171497329360799,0.0,5.856635021730176,4.747262089720318
2024-10-02,32.95155354165825,27.96066191175414,0.0,9.835913023950358,0.0,10.475686219171317,8.171417765637148,0.0,5.856577997212929,4.748189540615861
2024-10-03,32.9463979812504,27.956287220243848,0.0,9.823943522407646,0.0,10.474047205913614,8.196215741521168,0.0,5.855661684068246,4.747446644595082
2024-10-04,32.91532696352279,27.947290181333546,0.0,9.78793218843105,0.0,10.464169364135586,8.292693567854851,0.0,5.849618301837428,4.742969432884745
2024-10-07,33.01624949008241,28.032980083144963,0.0,9.816201101045701,0.0,10.49625382168166,8.013249564923747,0.0,5.867553966249483,4.757511972872035
2024-10-08,33.01366137562229,28.030782602745653,0.0,9.815431617763823,0.0,10.49543102967129,8.02046032455322,0.0,5.867094013907831,4.757139035735889
2024-10-09,32.999290347577855,28.018580649187445,0.0,9.811158906493107,0.0,10.490862310923319,8.060499523148954,0.0,5.864540035672762,4.75506822699656
2024-10-10,32.97345400158104,27.99664388217315,0.0,9.812176686408495,0.0,10.482648632822517,8.123783012339842,0.0,5.859948473736798,4.7513453109381505
2024-10-14,32.97351137083148,27.996692592462168,0.0,9.812193758239115,0.0,10.482666871181614,8.123623160426803,0.0,5.859958669236836,4.751353577621982
2024-10-15,32.96522931740522,27.989660581184932,0.0,9.80972920079418,0.0,10.480033909041168,8.147674096932434,0.0,5.858486806254804,4.749186088387266
2024-10-17,32.95663048076705,27.98235960000328,0.0,9.80717037561356,0.0,10.477300237793848,8.302056201038402,0.0,5.726535820924384,4.747947283859469
2024-10-21,32.95376519867616,27.979926785948777,0.0,9.80631773050908,0.0,10.476389330935525,8.310028511080594,0.0,5.726037950229134,4.747534492620726
2024-10-22,32.95107228775144,27.977640326417962,0.0,9.805516379282945,0.0,10.47553322289716,8.317521218648945,0.0,5.725570030704353,4.747146534297191
2024-10-23,33.12384737337632,27.599999524599962,0.0,9.856930455196238,0.0,10.530460453602949,8.361133166332756,0.0,5.755591386114809,4.772037640776963
2024-10-30,33.12431052921643,27.600385442963326,0.0,9.857068280215609,0.0,10.530607696288955,8.359851821328464,0.0,5.755671863957064,4.772104366030151
2024-11-05,33.104059566136605,27.58351160083154,0.0,9.851042037778294,0.0,10.524169677074106,8.41587717635462,0.0,5.752153061707163,4.7691868801176724
2024-11-13,33.10695104472819,27.585920886409188,0.0,9.851902478386796,0.0,10.525088912107943,8.407877748672826,0.0,5.7526554842997815,4.76960344539528
2024-11-18,33.01754945175864,27.511428213633465,0.0,9.825298525212176,0.0,10.496667094779696,8.385173221662502,0.0,6.007159824535448,4.756723668418074
2024-11-25,33.018239738505045,27.51200338576422,0.0,9.825503939407476,0.0,10.496886545050756,8.383257861445,0.0,6.00728541419547,4.75682311563203
2024-11-26,29.906688002601616,24.950905614746414,0.0,8.90746458737456,9.447722172647238,9.507687671655187,7.482463405423015,0.0,5.488515881041832,4.308552664510139
2024-11-27,29.885465802825877,24.93320010675115,0.0,8.901143727206021,9.441017938217929,9.500940884877739,7.548115130020494,0.0,5.484621154200475,4.305495255900313
2024-12-06,24.2245901920972,20.21037780533736,18.941901886613405,7.215097815612213,7.652709583263116,7.701281984159057,6.118358567803391,0.0,4.445729596319378,3.489952568794881
2024-12-10,24.225104211740895,20.210806647729164,18.942303813316045,7.215250912196263,7.652871965496298,7.701445397046132,6.117900398593579,0.0,4.444290032062044,3.490026621819584
2024-12-13,24.18800228731678,20.250048792585794,18.91329275444268,7.2042004047678745,7.64115122015669,7.689650259135471,6.191489419270976,0.0,4.437483385888424,3.4846814764353127
2024-12-16,24.187755322498212,20.249842035137757,18.913099645567538,7.204126848298648,7.641073202323621,7.689571746116555,6.191426202803451,0.0,4.438459100182523,3.4846458970716934
2024-12-19,24.169247323028664,20.234347250249794,18.898627709931485,7.338897488101061,7.635226401870672,7.619922791243907,6.186688644011848,0.0,4.435062877689922,3.481979513872647
2024-12-27,24.155384900339122,20.22274171406238,18.887788284025255,7.462145160508313,7.6308471701015375,7.545451018373327,6.183140230116883,0.0,4.432519119688544,3.4799824027846387
2024-12-30,24.155384900339122,20.22274171406238,18.887788284025255,7.525873631947276,7.6308471701015375,7.481722546934362,6.183140230116883,0.0,4.432519119688544,3.4799824027846387
2025-01-03,24.14000084679411,20.209862277752848,18.875759051309355,7.64845633051709,7.62598724499817,7.413269712024277,6.179202318931906,0.0,4.429696142047827,3.47776607562442
2025-01-06,24.150767625824507,20.218876159846737,18.88417790464852,7.651867649338367,7.629388542292095,7.416576134314347,6.1819583298523,0.0,4.43167184867004,3.434715805213083
2025-01-20,24.150884574986332,20.218974068975616,18.884269350552515,7.651904703212672,7.62942548731219,7.416612048798554,6.1819882657473535,0.0,4.431209062722721,3.434732437692048
2025-01-23,24.157041393002093,20.224128519671677,18.889083543150345,7.653855413737802,7.631370467180084,7.418502775845681,6.1835642484659,0.0,4.406845580219202,3.435608058727213
2025-01-27,24.160736990825452,20.227222451752212,18.89197323708644,7.655026317531324,7.632537931176563,7.419637674870152,6.171761705511062,0.0,4.404970045571364,3.436133645675432
2025-02-04,24.162770051638905,20.22892451793286,18.893562945649204,7.655670467336771,7.633180188644991,7.420262017356579,6.163866312479626,0.0,4.405340711912688,3.436422787048374
2025-02-07,24.161229822635935,20.227635047554475,18.892358596414574,7.6551824651058284,7.632693620031941,7.419789020976432,6.169847792844794,0.0,4.40505989835042,3.436203736085601
2025-02-10,24.158242338281475,20.225133943774743,18.89002259671009,7.653853502117845,7.63174985380234,7.418871579944816,6.181832106398142,0.0,4.404515222122289,3.435778856848258
2025-02-11,24.159782186403813,20.22642309528218,18.891226648123236,7.654341359296314,7.632236302092658,7.419344459358489,6.175852129558377,0.0,4.404795966242646,3.4359978536422884
2025-02-12,24.189076642963876,20.25094823661659,18.914132823938065,7.6636224765148295,7.6414906162699445,7.428340635826136,6.023797135948385,0.0,4.448427328390398,3.4401641035317705
2025-02-13,24.18321206976537,20.246038451508806,18.909547145945083,7.655384264219029,7.639637958488654,7.42653965565458,6.0542376269127995,0.0,4.446072782028203,3.4393300454774747
2025-02-17,24.18404528313752,20.246736012689766,18.910198659379184,7.65245782014006,7.639901176149196,7.4267955311822815,6.05444622086361,0.0,4.44597075159477,3.439448544863613
2025-02-18,24.185897073986045,20.248286320755344,18.911646627757147,7.653043774689605,7.640486169226904,7.4273642065977254,6.047252737940845,0.0,4.446311182976461,3.4397119060699275
2025-02-20,24.184353895253384,20.24699438088115,18.910439972044266,7.652555473000524,7.6399986687745765,7.426890304370809,6.053247383539724,0.0,4.4460274865381875,3.4394924355973764
2025-02-24,24.182810913432892,20.245702605860632,18.909233470302652,7.652067233619546,7.6395112305281145,7.426416462614603,6.05924126421189,0.0,4.445743826300049,3.43927299312962
2025-02-27,24.182903486789886,20.245780107713564,18.909305856065696,7.652096526225533,7.639540475068913,7.426444891414913,6.059264459377525,0.0,4.445378038455918,3.439286158888048
2025-02-28,24.18463165289205,20.24722691789139,18.91065715870865,7.652643362705873,7.640086414264857,7.4269756023085804,6.059544334884218,0.0,4.438702618128854,3.439531938215526
2025-03-07,24.185002006335026,20.247536975547316,18.910946748688275,7.652760552120122,7.640203411387193,7.427089335940114,6.058105769613118,0.0,4.438770590584278,3.4395846097845544
2025-03-10,24.18808872619474,20.25012115869009,18.913360343480612,7.653737270169253,7.641178526774654,7.428037251683395,6.0588789626600486,0.0,4.4265741580779245,3.440023602269293
2025-03-11,24.173279652235795,20.30149877446097,18.90178070379476,7.6465002685976655,7.636500241556776,7.423489461476605,6.055169434896941,0.0,4.423864003305724,3.4379174596747637
2025-03-13,24.17482141797488,20.30279359898263,18.902986254647438,7.646987960475128,7.63698729563501,7.423962929780485,6.055555632091256,0.0,4.417768181221436,3.4381367291917417
2025-03-14,24.196426806798378,20.32093850033785,18.919880127859397,7.653822184619255,7.643812582039801,7.430597833217243,6.060967570062239,0.0,4.421716404773416,3.3518379902924216
2025-03-17,24.19648859180721,20.32099038937811,18.919928439329933,7.653841728474843,7.643832100336104,7.430616807074683,6.060983046600897,0.0,4.421472347866037,3.351846549132183
2025-03-19,24.156394779614416,20.45301926765583,18.888577937596203,7.6411592397885,7.631166197698979,7.418304204210465,6.03013809721364,0.0,4.434947768765289,3.3462925074566705
2025-03-20,24.156517941400402,20.45312354771934,18.88867424132922,7.6411981983676895,7.631205105328476,7.4183420265595,6.030168841974376,0.0,4.434460528735572,3.3463095685854274
2025-03-21,24.08293155297358,20.69579769758035,18.83113493359613,7.617819666549029,7.607958674513915,7.395744026335558,6.0115453917983075,0.0,4.420952127577652,3.3361159290754756
2025-03-31,24.081401485265843,20.694482825606677,18.829938529769688,7.617335681455708,7.607475315921791,7.395274150436751,5.97939681704351,0.0,4.458791219822262,3.3359039746777683
2025-04-02,24.067028346412616,20.682131190867718,18.81869976024659,7.612789225822375,7.602934745510839,7.390860233651759,5.972018253951685,0.0,4.456129961699089,3.397408281837324
2025-04-03,24.079749230499555,20.693062951522297,18.828646584377566,7.616813046625097,7.606953357623067,7.394766751522674,6.0387037517692175,0.0,4.344133233469253,3.3971710925912726
2025-04-10,24.098334857678452,20.709034610924768,18.84317921934609,7.622691980256042,7.612824681187059,7.400474301738546,6.030649051605059,0.0,4.346596102254108,3.336215195009873
2025-04-11,23.128420911632585,18.801598328409664,18.08477568563214,7.315892556074808,7.3064223977640275,7.102618733086126,5.787926446354335,5.098752760624371,4.171653551148276,3.2019386292736653
2025-04-24,23.12898543522444,18.799616419936985,18.08521710282041,7.316071123991709,7.306600734531217,7.102792095368579,5.788067719337882,5.098877212104798,4.171755373786997,3.2020167828969845
2025-04-25,23.1219308704557,18.79388235468655,18.07970093628704,7.313839651377337,7.304372150477436,7.100625674925451,5.786302302574301,5.0973220051268955,4.200983917351254,3.2010401367380417
2025-04-28,23.097977506486075,18.7744126699545,18.46926069409131,7.306262816027104,7.296805123066523,7.0932697204354715,5.7803079327325975,5.092041390374467,3.8919381552682126,3.1977239915637377
2025-04-29,23.109243492542973,18.78356984708426,18.47217218743443,7.309826429117915,7.300364123189078,7.096729446627766,5.783127264795608,5.0945250219949845,3.8511585130366677,3.199283674176323
2025-04-30,23.11273818006096,18.786410386070706,18.474965635415295,7.310931855143165,7.3014681182803205,7.097802647134034,5.784001816256963,5.095295439815463,3.8366184370570275,3.199767484766067
2025-05-02,23.152267788073104,18.818540695890825,18.500455085152673,7.323435707702125,7.313955785054384,7.109941985805331,5.690054808612579,5.104009899775717,3.7820982118031683,3.2052400321300967
