date,UOB KAY HIAN (HONG KONG) LTD,CORNERSTONE SECURITIES LTD,KOALA SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,SUPREME CHINA SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,58.57594780738823,0.0,41.42405219261177,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,59.18392846970969,0.0,40.8160715302903,0.0
2024-03-12,0.0,0.0,50.119345847971886,13.644350217372397,16.143562880950512,0.0,9.03119203156438,0.0,6.251634127649538,4.809914894491291
2024-03-14,0.0,0.0,47.135260158483035,16.689523446673178,16.11634789395915,0.0,9.015967153669209,0.0,6.241095057512829,4.801806289702592
2024-03-15,0.0,0.0,47.11937329211231,16.683898268666375,16.110915903883892,0.0,9.046633180903171,0.0,6.2389915060981895,4.800187848336062
2024-03-20,0.0,0.0,47.1233440046247,16.68530420764608,16.11227355809056,0.0,9.047395533563165,0.0,6.239517261003382,4.792165435072116
2024-03-22,0.0,0.0,46.961104806459,16.594267363655753,16.05680121422561,0.0,8.982654959608858,0.4114695276288393,6.21803546044893,4.775666667973008
2024-03-25,0.0,0.0,34.7192937282411,16.55533890130415,16.01913359275989,0.0,8.961582565284393,12.776739190296471,6.203448582100014,4.764463440013985
2024-03-28,0.0,0.0,32.95532091836413,17.01141957541471,16.46044242317456,0.0,9.174027855338652,13.128723758995706,6.374346503791699,4.8957189649205475
2024-04-02,0.0,0.0,32.943976306958454,17.00556352731189,16.454776044645918,0.0,9.205293985687558,13.124204298552062,6.372152184876409,4.8940336519677174
2024-04-10,0.0,0.0,33.40393808112934,17.242994161000933,16.68451661732479,0.0,7.937623875845788,13.307443633036042,6.461119782379917,4.9623638492832
2024-04-16,0.0,0.0,33.43895352730877,17.261069009916962,16.70200604603301,0.0,7.841120129236721,13.321393068434547,6.4678926063340665,4.96756561273592
2024-04-17,0.0,0.0,34.69991702719248,17.911973888644813,17.331828985368865,0.0,4.365862340074899,13.823735057491756,6.711793076816624,5.154889624410563
2024-04-25,0.0,0.0,34.6873397250989,17.90548152998836,17.325546905535294,0.0,4.364279893364521,13.85497043239563,6.709360326068242,5.1530211875490455
2024-04-29,0.0,0.0,34.6873397250989,17.90548152998836,17.325546905535294,0.0,4.328033979336205,13.891216346423949,6.709360326068242,5.1530211875490455
2024-05-02,0.0,0.0,34.6873397250989,17.90548152998836,17.325546905535294,0.0,4.364279893364521,13.891216346423949,6.781852154124876,5.044283445464096
2024-05-06,0.0,0.0,34.71250345341651,17.91847095714499,17.33811562250062,0.0,4.3674459347620145,13.901293648313132,6.605410967144029,5.156759416718707
2024-05-08,0.0,0.0,34.69991702719248,17.911973888644813,17.331828985368865,0.0,4.329603283620152,13.932512226855994,6.74805213327137,5.046112455046324
2024-05-10,0.0,0.0,26.98188122443187,18.209083777143913,17.619315881527918,0.0,7.276537865863436,14.163613901075037,10.619753907058723,5.129813442899103
2024-05-13,0.0,0.0,19.287159957039613,17.10566789726673,16.5516381678006,0.0,12.23739135101881,13.305341365994924,16.693839131696905,4.818962129182419
2024-05-14,40.0715995781129,0.0,8.56418421012754,9.659148401376722,8.56418421012754,0.0,9.882198473013776,7.5131978217382,13.024338349149211,2.7211489563541083
2024-05-16,40.06376593720793,0.0,8.562509988373167,9.657260123872932,8.562509988373167,0.0,9.880266591207103,7.5117290584643825,13.041341316538041,2.720616995963272
2024-05-17,40.06376593720793,0.0,8.562509988373167,9.657260123872932,8.562509988373167,0.0,9.860717481644608,7.5117290584643825,13.041341316538041,2.7401661055257676
2024-05-21,40.0715995781129,0.0,8.56418421012754,9.659148401376722,8.56418421012754,0.0,9.843092609040593,7.5131978217382,13.043891281135803,2.7407018883407006
2024-05-29,40.05593535851841,0.0,8.560836421081744,9.65537258450772,8.560836421081744,0.0,9.87833546458418,7.510260869338606,13.03879234873616,2.7396305321514296
2024-05-30,40.11070544208609,0.0,8.56418421012754,9.659148401376722,8.56418421012754,0.0,9.803986745067405,7.5131978217382,13.043891281135803,2.7407018883407006
2024-06-05,40.110836156161305,0.0,8.564212119370387,9.659179878924592,8.564212119370387,0.0,9.804018694619195,7.513222305992325,13.043933788994172,2.740384936567638
2024-06-07,40.102994819306176,0.0,8.562537886705048,9.657291589114825,8.562537886705048,0.0,9.821651263275722,7.511753533146519,13.041383807778193,2.739849213968471
2024-06-11,40.09515654768488,0.0,8.560864308509053,9.65540403745085,8.560864308509053,0.0,9.83927693923692,7.510285334454368,13.038834823367838,2.7393137007870423
2024-06-13,40.08732133950043,0.0,8.559191384398725,9.653517223499932,8.559191384398725,0.0,9.856895726543605,7.508817709579276,13.036286835178732,2.7387783969005826
2024-07-04,41.905264005466464,0.0,8.947347007771219,10.09130004986069,8.947347007771219,0.0,10.303901679959731,7.849339341583528,9.092520096207812,2.8629808113793365
2024-07-08,43.11179031332405,0.0,9.204956876283173,10.381846339917551,9.204956876283173,0.0,10.600569145145672,8.075335636790895,6.475133744205527,2.9454110680499554
2024-07-12,44.97363872646666,0.0,8.90369525375108,10.042067249664461,8.90369525375108,0.0,10.253631652297827,7.811044478328327,6.263214305134854,2.8490130806057152
2024-07-17,44.97360063369321,0.0,8.903687712301116,10.042058744010847,8.903687712301116,0.0,10.253707667674261,7.811037862356035,6.263209000178209,2.8490106674852096
2024-07-19,44.97360063369321,0.0,8.903687712301116,10.06238679814852,8.903687712301116,0.0,10.233379613536586,7.811037862356035,6.263209000178209,2.8490106674852096
2024-08-01,44.97771502611039,0.0,8.90450226271941,10.063307351703443,8.90450226271941,0.0,10.23431581030293,7.811752452126441,6.263781987425271,2.840122846892708
2024-08-08,44.968572953972945,0.0,8.902692353034436,10.101913469082453,8.902692353034436,0.0,10.252561387248146,7.810164652381707,6.2218572615209915,2.839545569724884
2024-08-12,44.959434597475514,0.0,8.900883178956525,10.0998605934735,8.900883178956525,0.0,10.27079954858839,7.808577497971222,6.220592877396769,2.8389685271815632
2024-08-13,44.9617188383825,0.0,8.901335403537367,10.100373734150846,8.901335403537367,0.0,10.271321374111475,7.808974226095273,6.220908925248428,2.834032094936739
2024-08-19,44.95258326712871,0.0,8.899526780870486,10.098321484229754,8.899526780870486,0.0,10.289552944395568,7.807387555427322,6.219644926490857,2.8334562605868134
2024-08-26,44.95258326712871,0.0,8.899526780870486,10.098321484229754,8.899526780870486,0.0,10.309871498689791,7.807387555427322,6.199326372196632,2.8334562605868134
2024-09-02,44.91607807628564,0.0,8.892299633953966,10.09012081752311,8.892299633953966,0.0,10.301499035990805,7.801047315290221,6.194292009855971,2.9123634771463163
2024-09-03,44.89784770575052,0.0,8.888690460486929,10.08602547685389,8.888690460486929,0.0,10.297317901917292,7.797881055251262,6.191777893678004,2.951769045575171
2024-09-04,44.89784770575052,0.0,8.888690460486929,10.08602547685389,8.888690460486929,0.0,10.256730274243836,7.797881055251262,6.191777893678004,2.9923566732486266
2024-09-10,44.81599383652615,0.0,8.872485369514708,10.067637508330614,8.872485369514708,0.0,10.238031091511516,7.8444350812939785,6.160232764319375,3.128698978988955
2024-09-12,44.81599383652615,0.0,8.872485369514708,10.067637508330614,8.872485369514708,0.0,10.238031091511516,7.783664633557576,6.160232764319375,3.1894694267253576
2024-09-13,44.68023195149321,0.0,8.845607792213038,10.037139435456346,8.845607792213038,0.0,10.307994100235412,7.76008544022382,6.141571461942008,3.3817620262231207
2024-09-24,44.707318486066455,0.0,8.850970272460348,10.043224258933318,8.850970272460348,0.0,10.314243124163486,7.764789843343214,6.084671587913912,3.3838121546589175
2024-09-25,44.87052988034611,0.0,9.370037378742184,10.079888695313562,9.207785649240154,0.0,8.486002070061648,8.300173136116356,6.167729077470469,3.517854112709516
2024-09-26,44.861431324320726,0.0,9.368137383126403,10.07784476063598,9.205918553981357,0.0,8.50455868705487,8.298490080656554,6.16647842523368,3.517140784990432
2024-10-04,44.852336457440046,0.0,9.366238157892068,10.075801654702074,9.204052215764067,0.0,8.523107779992065,8.296807707616589,6.165228280092419,3.5164277465006695
2024-10-07,41.11969227384657,0.0,8.586772980746144,9.237286085348124,8.438084271122834,8.303486914417784,7.813808528406467,7.6063413132601925,5.633567393111171,3.260960239740719
2024-10-08,41.112051151551945,0.0,8.640925236825616,9.235569554198563,8.436516252728667,8.33910917759483,7.7566086121407345,7.604927854623339,5.613937892931751,3.26035426740455
2024-10-09,41.11969227384657,0.0,8.642531246854885,9.237286085348124,8.438084271122834,8.340659091823612,7.7580502622977265,7.6063413132601925,5.5963952157053445,3.260960239740719
2024-10-14,41.104412868573434,0.0,8.639319823563413,9.233853660883906,8.434948816984495,8.337559839288833,7.755167497677371,7.603514921204603,5.594315686753622,3.2969068850703236
2024-10-15,41.112051151551945,0.0,9.47714380813132,9.235569554198563,8.436516252728667,8.33910917759483,7.73802597722283,7.604927854623339,4.703388781954429,3.3532674419940727
2024-10-18,41.096777423328746,0.0,9.473622910613365,9.25071413624599,8.433381963565623,8.336011076584676,7.753726918609102,7.602102512711295,4.70164140423983,3.352021654101371
2024-10-31,41.104412868573434,0.0,9.475383032295357,9.252432843300172,8.434948816984495,8.337559839288833,7.736588315261105,7.603514921204603,4.702514930772883,3.35264443231912
2024-11-01,41.112051151551945,0.0,9.47714380813132,9.235569554198563,8.436516252728667,8.264778637923213,7.793773881976544,7.604927854623339,4.703388781954429,3.3718500769119775
2024-11-05,41.104412868573434,0.0,9.475383032295357,9.233853660883906,8.434948816984495,8.263243109623772,7.810905044926166,7.603514921204603,4.702514930772883,3.371223614735385
2024-11-06,41.104438324802025,0.0,9.475388900461319,9.233859379469166,8.43495404080282,8.263248227103643,7.810909882270151,7.6035196301105445,4.702517843070777,3.371163771909553
2024-11-13,33.220080012915304,19.166266733892577,7.65788781589757,7.46268675392371,6.817021702779405,6.678251265760014,6.327692681654421,6.14506707271157,3.8005146250766946,2.7245313353887335
2024-11-18,33.21509261187577,19.16338926163497,7.656738120964903,7.461566364940307,6.815998248858953,6.677248645739467,6.3417559037391875,6.144144500764285,3.799944045758869,2.724122295723294
2024-12-02,33.21010670814962,19.16051265324969,7.65558877119269,7.460446312319151,6.814975102198984,6.676246326724668,6.355814903775128,6.143222205790782,3.7993736377398912,2.7237133788594017
2024-12-03,33.20512230106267,19.157636908347765,7.65443976642552,7.459326595908792,6.813952262661151,6.675244308580084,6.294826156541449,6.067256660544532,3.843829517215723,2.8283655227123115
2024-12-04,33.20512230106267,19.157636908347765,7.65443976642552,7.459326595908792,6.813952262661151,6.675244308580084,6.279817451117084,6.067256660544532,3.843829517215723,2.843374228136675
2024-12-05,33.16032987500449,19.131793996917224,7.644114223151028,7.449264252756984,6.804760504530524,6.666239662116162,6.271346220194106,6.134014462214457,3.9735404731741677,2.764596329940854
2024-12-16,33.160338158710786,19.131798776187,7.689081521725689,7.449266113640678,6.804762204412208,6.666241327394272,6.271347786824786,6.134015994538604,3.9735414657952406,2.7196066507707353
2024-12-18,33.14046917086494,19.120335398596158,7.699453865554004,7.444802667666031,6.800684931831746,6.662247053654433,6.267590125115875,6.130340619195373,4.031078530959182,2.7029976365622597
2024-12-20,33.14046917086494,19.120335398596158,7.744392312240117,7.444802667666031,6.800684931831746,6.662247053654433,6.252610642887172,6.130340619195373,4.031078530959182,2.673038672104851
2024-12-23,33.130543603082344,19.114608859721702,7.742072867381511,7.44257294988126,6.798648127255717,6.660251711211497,6.280687978265491,6.128504582685675,4.029871223271723,2.672238097243081
2025-01-23,33.13079166981664,19.114751981387737,7.742130836570182,7.442628676548124,6.798699032500702,6.660301580205842,6.280735005255888,6.12855047019468,4.029901397150122,2.6715093503700813
2025-02-05,33.13183359066786,19.115353115790253,7.742374316642493,7.442862737662126,6.798912842854336,6.660511038137333,6.28093252630604,6.12874320523664,4.030028132373835,2.6684484943290854
2025-02-17,32.929645980280085,18.99870132959727,7.69512633812281,7.397442533940109,6.757422354947303,6.619865149732846,6.242603022597004,6.091342439596669,4.6156866117875,2.652164239398407
2025-03-28,32.9394515215167,19.004358619367135,7.697417734716463,7.399645288499192,6.759434529132058,6.621836363172109,6.244461897769806,6.093156273535655,4.527729302215683,2.7125084700751967
